E-EF_eV,comp1_LPSCl_total_perfu,modelc_LPSCl16_total_perfu
-2.580,8.7219,9.0255
-2.570,8.7395,8.9219
-2.560,8.7609,8.8200
-2.550,8.7871,8.7202
-2.540,8.8187,8.6230
-2.530,8.8566,8.5286
-2.520,8.9014,8.4372
-2.510,8.9537,8.3490
-2.500,9.0142,8.2640
-2.490,9.0833,8.1824
-2.480,9.1615,8.1041
-2.470,9.2490,8.0292
-2.460,9.3462,7.9577
-2.450,9.4531,7.8893
-2.440,9.5700,7.8240
-2.430,9.6966,7.7616
-2.420,9.8330,7.7019
-2.410,9.9787,7.6447
-2.400,10.1335,7.5899
-2.390,10.2969,7.5371
-2.380,10.4683,7.4862
-2.370,10.6471,7.4370
-2.360,10.8325,7.3892
-2.350,11.0238,7.3427
-2.340,11.2200,7.2973
-2.330,11.4202,7.2529
-2.320,11.6234,7.2093
-2.310,11.8284,7.1665
-2.300,12.0344,7.1245
-2.290,12.2400,7.0832
-2.280,12.4443,7.0428
-2.270,12.6462,7.0034
-2.260,12.8445,6.9651
-2.250,13.0382,6.9281
-2.240,13.2262,6.8927
-2.230,13.4077,6.8591
-2.220,13.5816,6.8277
-2.210,13.7471,6.7990
-2.200,13.9034,6.7732
-2.190,14.0499,6.7508
-2.180,14.1857,6.7323
-2.170,14.3104,6.7181
-2.160,14.4233,6.7087
-2.150,14.5242,6.7045
-2.140,14.6125,6.7059
-2.130,14.6881,6.7133
-2.120,14.7505,6.7273
-2.110,14.7997,6.7480
-2.100,14.8354,6.7757
-2.090,14.8576,6.8108
-2.080,14.8661,6.8534
-2.070,14.8609,6.9037
-2.060,14.8421,6.9617
-2.050,14.8095,7.0274
-2.040,14.7633,7.1007
-2.030,14.7034,7.1817
-2.020,14.6298,7.2700
-2.010,14.5426,7.3654
-2.000,14.4417,7.4676
-1.990,14.3272,7.5763
-1.980,14.1990,7.6910
-1.970,14.0572,7.8113
-1.960,13.9018,7.9367
-1.950,13.7327,8.0666
-1.940,13.5500,8.2006
-1.930,13.3538,8.3379
-1.920,13.1441,8.4781
-1.910,12.9210,8.6206
-1.900,12.6848,8.7646
-1.890,12.4356,8.9098
-1.880,12.1737,9.0553
-1.870,11.8994,9.2007
-1.860,11.6133,9.3455
-1.850,11.3159,9.4889
-1.840,11.0077,9.6305
-1.830,10.6894,9.7698
-1.820,10.3619,9.9063
-1.810,10.0260,10.0394
-1.800,9.6826,10.1687
-1.790,9.3329,10.2938
-1.780,8.9778,10.4142
-1.770,8.6185,10.5295
-1.760,8.2563,10.6393
-1.750,7.8925,10.7432
-1.740,7.5281,10.8408
-1.730,7.1646,10.9317
-1.720,6.8033,11.0156
-1.710,6.4452,11.0922
-1.700,6.0918,11.1610
-1.690,5.7440,11.2217
-1.680,5.4030,11.2740
-1.670,5.0699,11.3175
-1.660,4.7456,11.3520
-1.650,4.4308,11.3771
-1.640,4.1265,11.3926
-1.630,3.8333,11.3981
-1.620,3.5517,11.3933
-1.610,3.2822,11.3782
-1.600,3.0252,11.3523
-1.590,2.7809,11.3156
-1.580,2.5494,11.2678
-1.570,2.3309,11.2089
-1.560,2.1253,11.1388
-1.550,1.9324,11.0574
-1.540,1.7522,10.9647
-1.530,1.5843,10.8608
-1.520,1.4285,10.7457
-1.510,1.2842,10.6196
-1.500,1.1512,10.4827
-1.490,1.0290,10.3351
-1.480,0.9170,10.1773
-1.470,0.8147,10.0095
-1.460,0.7217,9.8321
-1.450,0.6374,9.6455
-1.440,0.5611,9.4502
-1.430,0.4925,9.2466
-1.420,0.4309,9.0355
-1.410,0.3758,8.8172
-1.400,0.3267,8.5925
-1.390,0.2831,8.3618
-1.380,0.2445,8.1260
-1.370,0.2105,7.8855
-1.360,0.1806,7.6412
-1.350,0.1544,7.3937
-1.340,0.1316,7.1436
-1.330,0.1117,6.8916
-1.320,0.0945,6.6385
-1.310,0.0797,6.3848
-1.300,0.0669,6.1312
-1.290,0.0560,5.8784
-1.280,0.0466,5.6269
-1.270,0.0387,5.3775
-1.260,0.0320,5.1305
-1.250,0.0264,4.8866
-1.240,0.0216,4.6464
-1.230,0.0176,4.4102
-1.220,0.0143,4.1786
-1.210,0.0115,3.9519
-1.200,0.0093,3.7307
-1.190,0.0074,3.5151
-1.180,0.0059,3.3057
-1.170,0.0047,3.1026
-1.160,0.0037,2.9062
-1.150,0.0029,2.7166
-1.140,0.0023,2.5341
-1.130,0.0018,2.3588
-1.120,0.0014,2.1908
-1.110,0.0011,2.0303
-1.100,0.0008,1.8773
-1.090,0.0006,1.7318
-1.080,0.0004,1.5938
-1.070,0.0003,1.4633
-1.060,0.0002,1.3402
-1.050,0.0001,1.2244
-1.040,0.0001,1.1157
-1.030,0.0000,1.0141
-1.020,0.0000,0.9193
-1.010,0.0000,0.8311
-1.000,0.0000,0.7494
-0.990,0.0000,0.6738
-0.980,0.0000,0.6042
-0.970,0.0000,0.5402
-0.960,0.0000,0.4816
-0.950,0.0000,0.4281
-0.940,0.0000,0.3794
-0.930,0.0000,0.3353
-0.920,0.0000,0.2954
-0.910,0.0000,0.2594
-0.900,0.0000,0.2271
-0.890,0.0000,0.1982
-0.880,0.0000,0.1725
-0.870,0.0000,0.1496
-0.860,0.0000,0.1293
-0.850,0.0000,0.1115
-0.840,0.0000,0.0957
-0.830,0.0000,0.0820
-0.820,0.0000,0.0699
-0.810,0.0000,0.0594
-0.800,0.0000,0.0504
-0.790,0.0000,0.0425
-0.780,0.0000,0.0358
-0.770,0.0000,0.0300
-0.760,0.0000,0.0250
-0.750,0.0000,0.0208
-0.740,0.0000,0.0173
-0.730,0.0000,0.0143
-0.720,0.0000,0.0117
-0.710,0.0000,0.0096
-0.700,0.0000,0.0079
-0.690,0.0000,0.0064
-0.680,0.0000,0.0052
-0.670,0.0000,0.0042
-0.660,0.0000,0.0034
-0.650,0.0000,0.0027
-0.640,0.0000,0.0021
-0.630,0.0000,0.0017
-0.620,0.0000,0.0013
-0.610,0.0000,0.0010
-0.600,0.0000,0.0008
-0.590,0.0000,0.0006
-0.580,0.0000,0.0004
-0.570,0.0000,0.0003
-0.560,0.0000,0.0002
-0.550,0.0000,0.0002
-0.540,0.0000,0.0001
-0.530,0.0000,0.0001
-0.520,0.0000,0.0001
-0.510,0.0000,0.0000
-0.500,0.0000,0.0000
-0.490,0.0000,0.0000
-0.480,0.0000,0.0000
-0.470,0.0000,0.0000
-0.460,0.0000,0.0000
-0.450,0.0000,0.0000
-0.440,0.0000,0.0000
-0.430,0.0000,0.0000
-0.420,0.0000,0.0000
-0.410,0.0000,0.0000
-0.400,0.0000,0.0000
-0.390,0.0000,0.0000
-0.380,0.0000,0.0000
-0.370,0.0000,0.0000
-0.360,0.0000,0.0000
-0.350,0.0000,0.0000
-0.340,0.0000,0.0000
-0.330,0.0000,0.0000
-0.320,0.0000,0.0000
-0.310,0.0000,0.0000
-0.300,0.0000,0.0000
-0.290,0.0000,0.0000
-0.280,0.0000,0.0000
-0.270,0.0000,0.0000
-0.260,0.0000,0.0000
-0.250,0.0000,0.0000
-0.240,0.0000,0.0000
-0.230,0.0000,0.0000
-0.220,0.0000,0.0000
-0.210,0.0000,0.0000
-0.200,0.0000,0.0000
-0.190,0.0000,0.0000
-0.180,0.0000,0.0000
-0.170,0.0000,0.0000
-0.160,0.0000,0.0000
-0.150,0.0000,0.0000
-0.140,0.0000,0.0000
-0.130,0.0000,0.0000
-0.120,0.0000,0.0000
-0.110,0.0000,0.0000
-0.100,0.0000,0.0000
-0.090,0.0000,0.0000
-0.080,0.0000,0.0000
-0.070,0.0000,0.0000
-0.060,0.0000,0.0000
-0.050,0.0000,0.0000
-0.040,0.0000,0.0000
-0.030,0.0000,0.0000
-0.020,0.0000,0.0000
-0.010,0.0000,0.0000
-0.000,0.0001,0.0000
0.010,0.0001,0.0000
0.020,0.0001,0.0000
0.030,0.0001,0.0000
0.040,0.0002,0.0000
0.050,0.0002,0.0000
0.060,0.0003,0.0000
0.070,0.0003,0.0000
0.080,0.0004,0.0000
0.090,0.0005,0.0000
0.100,0.0006,0.0000
0.110,0.0007,0.0000
0.120,0.0009,0.0000
0.130,0.0011,0.0000
0.140,0.0013,0.0000
0.150,0.0016,0.0000
0.160,0.0019,0.0000
0.170,0.0023,0.0000
0.180,0.0027,0.0000
0.190,0.0032,0.0000
0.200,0.0037,0.0000
0.210,0.0044,0.0000
0.220,0.0051,0.0000
0.230,0.0059,0.0000
0.240,0.0069,0.0000
0.250,0.0079,0.0000
0.260,0.0091,0.0000
0.270,0.0105,0.0000
0.280,0.0120,0.0000
0.290,0.0137,0.0000
0.300,0.0155,0.0000
0.310,0.0176,0.0000
0.320,0.0199,0.0000
0.330,0.0223,0.0000
0.340,0.0250,0.0000
0.350,0.0280,0.0000
0.360,0.0312,0.0000
0.370,0.0346,0.0000
0.380,0.0383,0.0000
0.390,0.0423,0.0000
0.400,0.0466,0.0000
0.410,0.0511,0.0000
0.420,0.0559,0.0000
0.430,0.0611,0.0000
0.440,0.0665,0.0000
0.450,0.0721,0.0000
0.460,0.0781,0.0000
0.470,0.0844,0.0000
0.480,0.0909,0.0000
0.490,0.0977,0.0000
0.500,0.1048,0.0000
0.510,0.1121,0.0000
0.520,0.1196,0.0000
0.530,0.1274,0.0000
0.540,0.1354,0.0000
0.550,0.1437,0.0000
0.560,0.1521,0.0000
0.570,0.1608,0.0001
0.580,0.1696,0.0001
0.590,0.1786,0.0001
0.600,0.1877,0.0001
0.610,0.1970,0.0002
0.620,0.2065,0.0002
0.630,0.2161,0.0003
0.640,0.2258,0.0003
0.650,0.2357,0.0004
0.660,0.2457,0.0005
0.670,0.2558,0.0006
0.680,0.2661,0.0007
0.690,0.2764,0.0009
0.700,0.2869,0.0011
0.710,0.2975,0.0013
0.720,0.3083,0.0015
0.730,0.3192,0.0018
0.740,0.3302,0.0022
0.750,0.3414,0.0026
0.760,0.3528,0.0031
0.770,0.3643,0.0036
0.780,0.3761,0.0042
0.790,0.3881,0.0049
0.800,0.4003,0.0058
0.810,0.4127,0.0067
0.820,0.4254,0.0077
0.830,0.4385,0.0089
0.840,0.4518,0.0102
0.850,0.4654,0.0116
0.860,0.4794,0.0132
0.870,0.4938,0.0150
0.880,0.5086,0.0170
0.890,0.5237,0.0191
0.900,0.5393,0.0215
0.910,0.5554,0.0240
0.920,0.5718,0.0268
0.930,0.5888,0.0298
0.940,0.6062,0.0330
0.950,0.6240,0.0365
0.960,0.6424,0.0401
0.970,0.6611,0.0440
0.980,0.6804,0.0482
0.990,0.7000,0.0526
1.000,0.7201,0.0572
1.010,0.7405,0.0620
1.020,0.7613,0.0671
1.030,0.7825,0.0724
1.040,0.8038,0.0779
1.050,0.8255,0.0837
1.060,0.8473,0.0896
1.070,0.8693,0.0957
1.080,0.8913,0.1021
1.090,0.9135,0.1086
1.100,0.9356,0.1153
1.110,0.9577,0.1222
1.120,0.9796,0.1292
1.130,1.0015,0.1365
1.140,1.0231,0.1439
1.150,1.0446,0.1515
1.160,1.0658,0.1592
1.170,1.0868,0.1672
1.180,1.1074,0.1753
1.190,1.1278,0.1836
1.200,1.1479,0.1921
1.210,1.1676,0.2008
1.220,1.1870,0.2097
1.230,1.2061,0.2188
1.240,1.2249,0.2282
1.250,1.2434,0.2378
1.260,1.2616,0.2477
1.270,1.2795,0.2578
1.280,1.2972,0.2682
1.290,1.3146,0.2789
1.300,1.3318,0.2899
1.310,1.3488,0.3013
1.320,1.3656,0.3129
1.330,1.3821,0.3249
1.340,1.3984,0.3373
1.350,1.4146,0.3500
