E-EF_eV,comp1_LPSCl_total_perfu,modelc_LPSCl16_total_perfu
-8.000,0.0000,0.0000
-7.990,0.0000,0.0000
-7.980,0.0000,0.0000
-7.970,0.0000,0.0000
-7.960,0.0000,0.0000
-7.950,0.0000,0.0000
-7.940,0.0000,0.0000
-7.930,0.0000,0.0000
-7.920,0.0000,0.0000
-7.910,0.0000,0.0000
-7.900,0.0000,0.0000
-7.890,0.0000,0.0000
-7.880,0.0000,0.0000
-7.870,0.0000,0.0000
-7.860,0.0000,0.0000
-7.850,0.0000,0.0000
-7.840,0.0000,0.0000
-7.830,0.0000,0.0000
-7.820,0.0000,0.0000
-7.810,0.0000,0.0000
-7.800,0.0000,0.0000
-7.790,0.0000,0.0000
-7.780,0.0000,0.0000
-7.770,0.0000,0.0000
-7.760,0.0000,0.0000
-7.750,0.0000,0.0000
-7.740,0.0000,0.0000
-7.730,0.0000,0.0000
-7.720,0.0000,0.0000
-7.710,0.0000,0.0000
-7.700,0.0000,0.0000
-7.690,0.0000,0.0000
-7.680,0.0000,0.0000
-7.670,0.0000,0.0000
-7.660,0.0000,0.0000
-7.650,0.0000,0.0000
-7.640,0.0000,0.0000
-7.630,0.0000,0.0000
-7.620,0.0000,0.0000
-7.610,0.0000,0.0000
-7.600,0.0000,0.0000
-7.590,0.0000,0.0000
-7.580,0.0000,0.0000
-7.570,0.0000,0.0000
-7.560,0.0000,0.0000
-7.550,0.0000,0.0000
-7.540,0.0000,0.0000
-7.530,0.0000,0.0000
-7.520,0.0000,0.0000
-7.510,0.0000,0.0000
-7.500,0.0000,0.0000
-7.490,0.0000,0.0000
-7.480,0.0000,0.0000
-7.470,0.0000,0.0000
-7.460,0.0000,0.0000
-7.450,0.0000,0.0000
-7.440,0.0000,0.0000
-7.430,0.0000,0.0000
-7.420,0.0000,0.0000
-7.410,0.0000,0.0000
-7.400,0.0000,0.0000
-7.390,0.0000,0.0000
-7.380,0.0000,0.0000
-7.370,0.0000,0.0000
-7.360,0.0000,0.0000
-7.350,0.0000,0.0000
-7.340,0.0000,0.0000
-7.330,0.0000,0.0000
-7.320,0.0000,0.0000
-7.310,0.0000,0.0000
-7.300,0.0000,0.0000
-7.290,0.0000,0.0000
-7.280,0.0000,0.0000
-7.270,0.0000,0.0000
-7.260,0.0000,0.0000
-7.250,0.0000,0.0000
-7.240,0.0000,0.0000
-7.230,0.0000,0.0000
-7.220,0.0000,0.0000
-7.210,0.0000,0.0000
-7.200,0.0000,0.0000
-7.190,0.0000,0.0000
-7.180,0.0000,0.0000
-7.170,0.0000,0.0000
-7.160,0.0000,0.0000
-7.150,0.0000,0.0000
-7.140,0.0000,0.0000
-7.130,0.0000,0.0000
-7.120,0.0000,0.0000
-7.110,0.0000,0.0000
-7.100,0.0000,0.0000
-7.090,0.0000,0.0000
-7.080,0.0000,0.0000
-7.070,0.0000,0.0000
-7.060,0.0000,0.0000
-7.050,0.0000,0.0000
-7.040,0.0000,0.0000
-7.030,0.0001,0.0000
-7.020,0.0001,0.0000
-7.010,0.0002,0.0000
-7.000,0.0003,0.0000
-6.990,0.0004,0.0000
-6.980,0.0005,0.0000
-6.970,0.0007,0.0000
-6.960,0.0010,0.0000
-6.950,0.0013,0.0000
-6.940,0.0016,0.0000
-6.930,0.0021,0.0000
-6.920,0.0027,0.0000
-6.910,0.0035,0.0000
-6.900,0.0044,0.0000
-6.890,0.0055,0.0000
-6.880,0.0069,0.0000
-6.870,0.0085,0.0000
-6.860,0.0106,0.0000
-6.850,0.0130,0.0000
-6.840,0.0160,0.0000
-6.830,0.0195,0.0000
-6.820,0.0237,0.0000
-6.810,0.0287,0.0000
-6.800,0.0346,0.0000
-6.790,0.0415,0.0000
-6.780,0.0497,0.0000
-6.770,0.0591,0.0000
-6.760,0.0701,0.0000
-6.750,0.0828,0.0000
-6.740,0.0975,0.0000
-6.730,0.1143,0.0000
-6.720,0.1335,0.0001
-6.710,0.1553,0.0001
-6.700,0.1799,0.0001
-6.690,0.2077,0.0002
-6.680,0.2390,0.0002
-6.670,0.2738,0.0003
-6.660,0.3126,0.0005
-6.650,0.3557,0.0006
-6.640,0.4031,0.0008
-6.630,0.4553,0.0010
-6.620,0.5123,0.0013
-6.610,0.5745,0.0017
-6.600,0.6419,0.0022
-6.590,0.7147,0.0027
-6.580,0.7930,0.0034
-6.570,0.8769,0.0042
-6.560,0.9663,0.0053
-6.550,1.0612,0.0065
-6.540,1.1614,0.0080
-6.530,1.2670,0.0098
-6.520,1.3775,0.0119
-6.510,1.4928,0.0144
-6.500,1.6124,0.0175
-6.490,1.7360,0.0210
-6.480,1.8632,0.0252
-6.470,1.9934,0.0300
-6.460,2.1260,0.0357
-6.450,2.2604,0.0423
-6.440,2.3959,0.0498
-6.430,2.5319,0.0586
-6.420,2.6676,0.0685
-6.410,2.8024,0.0799
-6.400,2.9353,0.0929
-6.390,3.0657,0.1075
-6.380,3.1929,0.1239
-6.370,3.3161,0.1423
-6.360,3.4345,0.1629
-6.350,3.5477,0.1858
-6.340,3.6549,0.2111
-6.330,3.7556,0.2390
-6.320,3.8494,0.2697
-6.310,3.9357,0.3032
-6.300,4.0144,0.3396
-6.290,4.0852,0.3792
-6.280,4.1481,0.4219
-6.270,4.2029,0.4678
-6.260,4.2499,0.5170
-6.250,4.2893,0.5696
-6.240,4.3213,0.6254
-6.230,4.3465,0.6844
-6.220,4.3654,0.7467
-6.210,4.3787,0.8121
-6.200,4.3872,0.8806
-6.190,4.3916,0.9519
-6.180,4.3931,1.0260
-6.170,4.3927,1.1026
-6.160,4.3914,1.1815
-6.150,4.3905,1.2626
-6.140,4.3912,1.3455
-6.130,4.3946,1.4301
-6.120,4.4021,1.5161
-6.110,4.4149,1.6031
-6.100,4.4341,1.6909
-6.090,4.4611,1.7793
-6.080,4.4968,1.8679
-6.070,4.5423,1.9565
-6.060,4.5984,2.0448
-6.050,4.6661,2.1327
-6.040,4.7458,2.2198
-6.030,4.8382,2.3059
-6.020,4.9434,2.3910
-6.010,5.0617,2.4748
-6.000,5.1929,2.5571
-5.990,5.3368,2.6380
-5.980,5.4928,2.7172
-5.970,5.6603,2.7947
-5.960,5.8384,2.8705
-5.950,6.0258,2.9446
-5.940,6.2214,3.0170
-5.930,6.4237,3.0878
-5.920,6.6308,3.1570
-5.910,6.8412,3.2248
-5.900,7.0527,3.2913
-5.890,7.2634,3.3567
-5.880,7.4711,3.4211
-5.870,7.6738,3.4847
-5.860,7.8691,3.5477
-5.850,8.0551,3.6105
-5.840,8.2295,3.6732
-5.830,8.3904,3.7360
-5.820,8.5358,3.7994
-5.810,8.6640,3.8636
-5.800,8.7733,3.9289
-5.790,8.8624,3.9956
-5.780,8.9299,4.0639
-5.770,8.9749,4.1343
-5.760,8.9966,4.2069
-5.750,8.9945,4.2821
-5.740,8.9683,4.3600
-5.730,8.9179,4.4410
-5.720,8.8436,4.5252
-5.710,8.7458,4.6128
-5.700,8.6251,4.7040
-5.690,8.4824,4.7988
-5.680,8.3188,4.8972
-5.670,8.1355,4.9994
-5.660,7.9339,5.1051
-5.650,7.7156,5.2145
-5.640,7.4822,5.3272
-5.630,7.2354,5.4431
-5.620,6.9770,5.5620
-5.610,6.7088,5.6835
-5.600,6.4327,5.8072
-5.590,6.1505,5.9328
-5.580,5.8640,6.0598
-5.570,5.5751,6.1877
-5.560,5.2853,6.3158
-5.550,4.9964,6.4436
-5.540,4.7100,6.5705
-5.530,4.4274,6.6958
-5.520,4.1501,6.8188
-5.510,3.8794,6.9388
-5.500,3.6163,7.0550
-5.490,3.3618,7.1667
-5.480,3.1170,7.2732
-5.470,2.8824,7.3738
-5.460,2.6590,7.4677
-5.450,2.4471,7.5541
-5.440,2.2473,7.6325
-5.430,2.0601,7.7022
-5.420,1.8856,7.7626
-5.410,1.7241,7.8130
-5.400,1.5759,7.8530
-5.390,1.4409,7.8820
-5.380,1.3193,7.8997
-5.370,1.2111,7.9056
-5.360,1.1162,7.8996
-5.350,1.0346,7.8813
-5.340,0.9662,7.8506
-5.330,0.9111,7.8074
-5.320,0.8691,7.7517
-5.310,0.8401,7.6835
-5.300,0.8241,7.6030
-5.290,0.8211,7.5103
-5.280,0.8309,7.4057
-5.270,0.8534,7.2896
-5.260,0.8887,7.1623
-5.250,0.9365,7.0242
-5.240,0.9968,6.8760
-5.230,1.0694,6.7180
-5.220,1.1541,6.5510
-5.210,1.2507,6.3756
-5.200,1.3588,6.1925
-5.190,1.4782,6.0025
-5.180,1.6085,5.8063
-5.170,1.7492,5.6049
-5.160,1.8995,5.3989
-5.150,2.0586,5.1893
-5.140,2.2257,4.9770
-5.130,2.3998,4.7628
-5.120,2.5799,4.5476
-5.110,2.7647,4.3325
-5.100,2.9532,4.1182
-5.090,3.1438,3.9056
-5.080,3.3351,3.6957
-5.070,3.5257,3.4892
-5.060,3.7141,3.2870
-5.050,3.8988,3.0898
-5.040,4.0782,2.8986
-5.030,4.2511,2.7139
-5.020,4.4159,2.5364
-5.010,4.5714,2.3668
-5.000,4.7165,2.2056
-4.990,4.8503,2.0534
-4.980,4.9720,1.9105
-4.970,5.0811,1.7774
-4.960,5.1773,1.6544
-4.950,5.2605,1.5417
-4.940,5.3311,1.4395
-4.930,5.3895,1.3478
-4.920,5.4365,1.2669
-4.910,5.4733,1.1965
-4.900,5.5013,1.1368
-4.890,5.5219,1.0874
-4.880,5.5371,1.0482
-4.870,5.5489,1.0191
-4.860,5.5594,0.9995
-4.850,5.5709,0.9893
-4.840,5.5858,0.9882
-4.830,5.6064,0.9956
-4.820,5.6350,1.0111
-4.810,5.6739,1.0344
-4.800,5.7251,1.0650
-4.790,5.7904,1.1025
-4.780,5.8715,1.1465
-4.770,5.9697,1.1965
-4.760,6.0859,1.2522
-4.750,6.2206,1.3132
-4.740,6.3740,1.3792
-4.730,6.5457,1.4500
-4.720,6.7351,1.5251
-4.710,6.9409,1.6046
-4.700,7.1616,1.6882
-4.690,7.3950,1.7757
-4.680,7.6387,1.8671
-4.670,7.8900,1.9625
-4.660,8.1457,2.0618
-4.650,8.4024,2.1652
-4.640,8.6567,2.2726
-4.630,8.9049,2.3843
-4.620,9.1432,2.5004
-4.610,9.3679,2.6211
-4.600,9.5755,2.7465
-4.590,9.7623,2.8767
-4.580,9.9253,3.0120
-4.570,10.0614,3.1526
-4.560,10.1681,3.2985
-4.550,10.2431,3.4498
-4.540,10.2846,3.6067
-4.530,10.2913,3.7690
-4.520,10.2624,3.9368
-4.510,10.1976,4.1099
-4.500,10.0970,4.2885
-4.490,9.9611,4.4722
-4.480,9.7913,4.6609
-4.470,9.5888,4.8543
-4.460,9.3558,5.0520
-4.450,9.0944,5.2537
-4.440,8.8073,5.4590
-4.430,8.4973,5.6677
-4.420,8.1674,5.8792
-4.410,7.8209,6.0931
-4.400,7.4610,6.3090
-4.390,7.0910,6.5264
-4.380,6.7141,6.7448
-4.370,6.3336,6.9639
-4.360,5.9525,7.1831
-4.350,5.5738,7.4022
-4.340,5.2001,7.6207
-4.330,4.8341,7.8382
-4.320,4.4779,8.0545
-4.310,4.1336,8.2692
-4.300,3.8030,8.4820
-4.290,3.4876,8.6927
-4.280,3.1886,8.9011
-4.270,2.9071,9.1069
-4.260,2.6437,9.3099
-4.250,2.3992,9.5099
-4.240,2.1737,9.7067
-4.230,1.9674,9.9000
-4.220,1.7802,10.0898
-4.210,1.6121,10.2756
-4.200,1.4628,10.4572
-4.190,1.3318,10.6344
-4.180,1.2189,10.8068
-4.170,1.1234,10.9740
-4.160,1.0448,11.1357
-4.150,0.9826,11.2913
-4.140,0.9363,11.4405
-4.130,0.9052,11.5827
-4.120,0.8888,11.7173
-4.110,0.8866,11.8438
-4.100,0.8980,11.9616
-4.090,0.9224,12.0701
-4.080,0.9593,12.1686
-4.070,1.0084,12.2566
-4.060,1.0692,12.3333
-4.050,1.1412,12.3983
-4.040,1.2242,12.4510
-4.030,1.3177,12.4908
-4.020,1.4213,12.5173
-4.010,1.5347,12.5300
-4.000,1.6576,12.5285
-3.990,1.7895,12.5125
-3.980,1.9300,12.4818
-3.970,2.0787,12.4362
-3.960,2.2352,12.3756
-3.950,2.3991,12.2999
-3.940,2.5703,12.2092
-3.930,2.7480,12.1037
-3.920,2.9319,11.9835
-3.910,3.1214,11.8489
-3.900,3.3162,11.7003
-3.890,3.5157,11.5379
-3.880,3.7194,11.3623
-3.870,3.9269,11.1740
-3.860,4.1377,10.9736
-3.850,4.3512,10.7617
-3.840,4.5672,10.5389
-3.830,4.7851,10.3059
-3.820,5.0046,10.0634
-3.810,5.2252,9.8123
-3.800,5.4464,9.5532
-3.790,5.6680,9.2870
-3.780,5.8895,9.0146
-3.770,6.1105,8.7366
-3.760,6.3307,8.4541
-3.750,6.5499,8.1680
-3.740,6.7675,7.8790
-3.730,6.9834,7.5882
-3.720,7.1973,7.2965
-3.710,7.4087,7.0048
-3.700,7.6175,6.7141
-3.690,7.8232,6.4254
-3.680,8.0257,6.1395
-3.670,8.2245,5.8575
-3.660,8.4194,5.5803
-3.650,8.6101,5.3089
-3.640,8.7963,5.0440
-3.630,8.9776,4.7867
-3.620,9.1539,4.5379
-3.610,9.3249,4.2983
-3.600,9.4903,4.0688
-3.590,9.6499,3.8501
-3.580,9.8035,3.6429
-3.570,9.9510,3.4479
-3.560,10.0921,3.2655
-3.550,10.2269,3.0964
-3.540,10.3552,2.9411
-3.530,10.4768,2.7998
-3.520,10.5919,2.6729
-3.510,10.7002,2.5606
-3.500,10.8017,2.4630
-3.490,10.8965,2.3802
-3.480,10.9843,2.3123
-3.470,11.0651,2.2592
-3.460,11.1388,2.2207
-3.450,11.2050,2.1965
-3.440,11.2636,2.1865
-3.430,11.3144,2.1903
-3.420,11.3568,2.2076
-3.410,11.3905,2.2379
-3.400,11.4150,2.2807
-3.390,11.4297,2.3356
-3.380,11.4340,2.4021
-3.370,11.4273,2.4796
-3.360,11.4088,2.5676
-3.350,11.3780,2.6655
-3.340,11.3341,2.7728
-3.330,11.2764,2.8888
-3.320,11.2043,3.0131
-3.310,11.1174,3.1450
-3.300,11.0153,3.2841
-3.290,10.8975,3.4295
-3.280,10.7640,3.5810
-3.270,10.6148,3.7380
-3.260,10.4500,3.9000
-3.250,10.2701,4.0666
-3.240,10.0756,4.2371
-3.230,9.8672,4.4112
-3.220,9.6461,4.5883
-3.210,9.4133,4.7682
-3.200,9.1704,4.9503
-3.190,8.9190,5.1343
-3.180,8.6608,5.3199
-3.170,8.3979,5.5068
-3.160,8.1323,5.6945
-3.150,7.8662,5.8828
-3.140,7.6019,6.0714
-3.130,7.3416,6.2600
-3.120,7.0877,6.4483
-3.110,6.8425,6.6362
-3.100,6.6082,6.8232
-3.090,6.3870,7.0092
-3.080,6.1807,7.1940
-3.070,5.9913,7.3774
-3.060,5.8204,7.5590
-3.050,5.6693,7.7387
-3.040,5.5393,7.9161
-3.030,5.4313,8.0911
-3.020,5.3460,8.2633
-3.010,5.2836,8.4325
-3.000,5.2443,8.5982
-2.990,5.2279,8.7603
-2.980,5.2339,8.9182
-2.970,5.2615,9.0716
-2.960,5.3098,9.2201
-2.950,5.3776,9.3633
-2.940,5.4634,9.5008
-2.930,5.5655,9.6320
-2.920,5.6824,9.7566
-2.910,5.8120,9.8740
-2.900,5.9525,9.9839
-2.890,6.1019,10.0857
-2.880,6.2580,10.1791
-2.870,6.4191,10.2636
-2.860,6.5829,10.3389
-2.850,6.7476,10.4047
-2.840,6.9113,10.4607
-2.830,7.0723,10.5067
-2.820,7.2292,10.5425
-2.810,7.3805,10.5680
-2.800,7.5251,10.5831
-2.790,7.6619,10.5881
-2.780,7.7901,10.5828
-2.770,7.9091,10.5676
-2.760,8.0186,10.5426
-2.750,8.1182,10.5083
-2.740,8.2079,10.4649
-2.730,8.2878,10.4130
-2.720,8.3581,10.3531
-2.710,8.4193,10.2856
-2.700,8.4718,10.2113
-2.690,8.5163,10.1307
-2.680,8.5535,10.0445
-2.670,8.5843,9.9534
-2.660,8.6094,9.8581
-2.650,8.6298,9.7594
-2.640,8.6465,9.6578
-2.630,8.6603,9.5540
-2.620,8.6723,9.4488
-2.610,8.6835,9.3428
-2.600,8.6949,9.2365
-2.590,8.7074,9.1306
