E-VBM_eV,comp1_total_perfu,modelc_total_perfu
2.350,0.3309,0.2250
2.360,0.3419,0.2378
2.370,0.3529,0.2529
2.380,0.3635,0.2703
2.390,0.3741,0.2901
2.400,0.3851,0.3124
2.410,0.3960,0.3379
2.420,0.4064,0.3683
2.430,0.4170,0.3987
2.440,0.4287,0.4181
2.450,0.4418,0.4281
2.460,0.4556,0.4387
2.470,0.4700,0.4512
2.480,0.4848,0.4658
2.490,0.4996,0.4757
2.500,0.5128,0.4723
2.510,0.5225,0.4652
2.520,0.5300,0.4655
2.530,0.5374,0.4769
2.540,0.5462,0.4913
2.550,0.5553,0.5052
2.560,0.5646,0.5262
2.570,0.5777,0.5530
2.580,0.5914,0.5832
2.590,0.6011,0.6167
2.600,0.6149,0.6518
2.610,0.6328,0.6847
2.620,0.6530,0.7140
2.630,0.6732,0.7406
2.640,0.6898,0.7656
2.650,0.7032,0.7880
2.660,0.7202,0.8062
2.670,0.7447,0.8229
2.680,0.7760,0.8443
2.690,0.8114,0.8659
2.700,0.8530,0.8792
2.710,0.9016,0.8877
2.720,0.9639,0.8946
2.730,1.0668,0.9169
2.740,1.1851,0.9592
2.750,1.3031,0.9902
2.760,1.3905,1.0068
2.770,1.3519,1.0422
2.780,1.3328,1.1072
2.790,1.4416,1.1863
2.800,1.5826,1.2547
2.810,1.5187,1.3072
2.820,1.4214,1.3763
2.830,1.3572,1.4716
2.840,1.3221,1.5687
2.850,1.3045,1.6523
2.860,1.2925,1.7299
2.870,1.2697,1.8155
2.880,1.2404,1.8943
2.890,1.2117,1.9415
2.900,1.1899,1.9617
2.910,1.1643,1.9620
2.920,1.1280,1.9613
2.930,1.0877,1.9969
2.940,1.0636,2.0804
2.950,1.0730,2.2014
2.960,1.1159,2.2878
2.970,1.1906,2.2910
2.980,1.2933,2.2808
2.990,1.4263,2.3894
3.000,1.5968,2.1061
3.010,1.7530,1.5651
3.020,1.8221,1.4402
3.030,1.8723,1.5333
3.040,1.9682,1.6219
3.050,2.0511,1.6462
3.060,2.0554,1.6455
3.070,1.9560,1.6638
3.080,1.8698,1.6825
3.090,1.7590,1.6428
3.100,1.6579,1.6074
3.110,1.6194,1.5889
3.120,1.6049,1.5342
3.130,1.5897,1.4723
3.140,1.5764,1.4068
3.150,1.5753,1.3462
3.160,1.5777,1.3275
3.170,1.5953,1.3488
3.180,1.6376,1.4473
3.190,1.6810,1.6349
3.200,1.7164,1.8318
3.210,1.7413,1.9999
3.220,1.7605,2.0928
3.230,1.7676,2.0976
3.240,1.7587,2.1174
3.250,1.7611,2.1814
3.260,1.7922,2.2248
3.270,1.8318,2.2504
3.280,1.8280,2.2990
3.290,1.8074,2.3148
3.300,1.7979,2.2312
3.310,1.7878,2.1140
3.320,1.7799,2.0628
3.330,1.7803,2.0640
3.340,1.7843,2.0572
3.350,1.7786,2.0162
3.360,1.7674,1.9073
3.370,1.7577,1.7908
3.380,1.7442,1.7485
3.390,1.7389,1.7592
3.400,1.7402,1.7794
3.410,1.7440,1.8035
3.420,1.7564,1.8374
3.430,1.8008,1.8841
3.440,1.8194,1.9914
3.450,1.7533,2.1680
3.460,1.7075,2.3996
3.470,1.7114,2.4208
3.480,1.7446,2.1368
3.490,1.7638,1.9090
3.500,1.7260,1.8439
3.510,1.6734,1.8381
3.520,1.6234,1.8815
3.530,1.5786,1.8154
3.540,1.5414,1.6092
3.550,1.5165,1.4587
3.560,1.4953,1.3456
3.570,1.4761,1.1951
3.580,1.4613,0.9908
3.590,1.4511,0.8150
3.600,1.4460,0.7541
3.610,1.4446,0.7710
3.620,1.4494,0.8140
3.630,1.4619,0.8746
3.640,1.4725,0.9508
3.650,1.4808,1.0406
3.660,1.5087,1.1444
3.670,1.5470,1.2655
3.680,1.5758,1.4518
3.690,1.5466,2.5596
3.700,1.4575,3.9333
3.710,1.3965,3.9316
3.720,1.3537,2.3557
3.730,1.3341,0.6509
3.740,1.3491,0.0675
3.750,1.3996,0.0009
3.760,1.4876,0.0000
3.770,1.4711,0.0000
3.780,1.3452,0.0000
3.790,1.2923,0.0005
3.800,1.2472,0.1469
3.810,1.1548,0.5125
3.820,1.0917,0.8438
3.830,1.1451,1.6239
3.840,1.1625,2.9279
3.850,1.1900,4.1554
3.860,1.2836,4.8744
3.870,1.3918,5.0630
3.880,1.4575,5.3664
3.890,1.4993,5.4516
3.900,1.5289,4.9318
3.910,1.5626,3.7682
3.920,1.6868,2.6444
3.930,1.8724,2.2728
3.940,2.1229,2.1860
3.950,2.4506,2.1356
3.960,3.0200,2.1988
3.970,4.0203,2.5258
3.980,4.9012,3.6398
3.990,5.1243,5.1646
4.000,5.3402,5.8146
4.010,5.8402,5.3052
4.020,6.5738,4.8738
4.030,7.1479,5.4438
4.040,7.3472,6.6416
4.050,7.7132,7.2466
4.060,7.8300,6.5482
4.070,7.4596,5.5640
4.080,7.1537,5.0398
4.090,7.0195,4.8708
4.100,6.5992,5.1410
4.110,6.2251,5.6428
4.120,6.6209,5.7196
4.130,6.3328,5.7248
4.140,6.0101,6.0016
4.150,5.9138,5.8140
4.160,5.8287,5.2220
4.170,5.5944,4.8292
4.180,5.0305,4.6392
4.190,4.4688,4.5096
4.200,4.1193,4.5050
4.210,3.8082,4.5724
4.220,3.6129,4.6176
4.230,3.5432,4.4250
4.240,3.5330,4.2126
4.250,3.5510,4.3224
4.260,3.5478,4.6600
4.270,3.5109,4.9086
4.280,3.4741,4.7128
4.290,3.4407,4.4146
4.300,3.4586,4.4094
4.310,3.5367,4.6078
4.320,3.6421,4.6484
4.330,3.7692,4.3142
4.340,3.8655,3.5302
4.350,3.9554,2.9022
4.360,4.0551,2.8314
4.370,4.2458,2.9908
4.380,4.3760,3.2272
4.390,3.9837,3.4682
4.400,3.2374,3.8064
4.410,2.7946,4.3590
4.420,2.8959,5.2398
4.430,3.1267,6.4500
4.440,3.2733,6.9018
4.450,3.3738,6.1526
4.460,3.5520,5.6674
4.470,3.8280,5.4696
4.480,4.1554,4.8316
4.490,4.4915,4.4736
4.500,4.7426,4.7060
4.510,4.8588,5.1978
4.520,4.9152,5.7526
4.530,5.2705,6.4290
4.540,6.0361,7.6716
4.550,6.9139,7.5990
4.560,7.0656,6.4184
4.570,6.7537,6.0306
4.580,7.3439,6.0724
4.590,8.0961,6.3364
4.600,8.0185,6.8548
4.610,7.9703,6.7346
4.620,8.1248,5.8504
4.630,8.2520,5.3736
4.640,8.0011,5.3884
4.650,7.6921,5.7394
4.660,7.2940,6.1668
4.670,7.0242,6.5794
4.680,7.8302,6.8778
4.690,8.3431,6.9912
4.700,7.1607,6.8492
4.710,6.1501,7.0116
4.720,5.7590,7.6716
4.730,5.4930,7.4184
4.740,5.2681,6.3922
4.750,5.1110,6.2722
4.760,5.1649,6.7616
4.770,5.3398,7.0834
4.780,5.5349,6.8638
4.790,5.7913,5.9632
4.800,6.0893,5.3182
4.810,6.5904,5.2794
4.820,7.7045,5.4762
4.830,8.6518,5.4394
4.840,8.5530,5.0294
4.850,8.4661,4.6440
4.860,7.7567,4.4440
4.870,6.5213,4.3568
4.880,5.9232,4.4062
4.890,5.6272,4.7708
4.900,5.7400,5.3964
4.910,6.1265,5.5958
4.920,6.4064,4.9552
4.930,6.4491,4.1590
4.940,6.4375,3.9818
4.950,6.4389,4.1122
4.960,6.3247,4.1084
4.970,5.8821,4.0886
4.980,5.2132,4.1484
4.990,4.4781,4.1192
5.000,3.9403,3.9824
5.010,3.7386,3.8622
5.020,3.6798,3.8192
5.030,3.6712,3.9236
5.040,3.7464,4.1430
5.050,3.8919,4.1918
5.060,3.9843,3.9624
5.070,3.8787,3.7226
5.080,3.7313,3.4434
5.090,3.4305,3.0346
5.100,2.9801,2.6446
5.110,2.6663,2.4098
5.120,2.4450,2.3076
5.130,2.2402,2.2752
5.140,2.1062,2.2406
5.150,2.0339,2.2034
5.160,1.9890,2.1856
5.170,1.9702,2.1630
5.180,2.0197,2.1748
5.190,2.1046,2.2998
5.200,2.1876,2.5412
5.210,2.2765,2.7532
5.220,2.3702,2.7650
5.230,2.4074,2.7532
5.240,2.4038,2.9056
5.250,2.4470,3.0720
5.260,2.5507,3.1064
5.270,2.6584,3.1398
5.280,2.6964,3.2584
5.290,2.7216,3.4220
5.300,2.7583,3.7112
5.310,2.8573,3.4222
5.320,3.0511,2.8996
5.330,3.2096,2.9510
5.340,3.3910,3.1982
5.350,3.5874,3.6412
5.360,3.9119,3.9078
5.370,4.4299,3.7692
5.380,5.0049,3.6344
5.390,5.3997,3.7624
5.400,5.7216,4.3976
5.410,5.6986,4.9022
5.420,5.4468,4.9278
5.430,5.5459,5.0968
5.440,5.7502,5.0358
5.450,5.9770,4.5578
5.460,6.0040,4.2546
5.470,5.8599,4.2174
5.480,5.6868,4.5016
5.490,5.6278,4.5480
5.500,5.9988,4.5428
5.510,6.2790,4.8310
5.520,6.2640,4.8686
5.530,6.2390,4.7728
5.540,6.1055,4.5622
5.550,5.7900,4.4710
5.560,5.7607,5.1384
5.570,5.8702,6.0912
5.580,5.9775,5.5286
5.590,5.8669,4.4174
5.600,5.8243,4.5446
5.610,6.0044,4.5956
5.620,6.3166,4.5484
5.630,6.3573,5.1902
5.640,6.1711,5.8858
5.650,6.0045,6.0478
5.660,5.9644,5.7494
5.670,6.0689,5.8490
5.680,6.2553,5.8250
5.690,6.2697,5.6976
5.700,6.0945,6.4028
5.710,5.6891,6.7236
5.720,5.4301,5.4780
5.730,5.2434,4.2612
5.740,4.9395,4.0754
5.750,4.6646,4.3394
5.760,4.4982,5.1262
5.770,4.4788,6.0150
5.780,4.8157,6.3792
5.790,5.2535,6.5900
5.800,5.4472,6.6822
5.810,5.4374,6.0950
5.820,5.3190,5.0394
5.830,5.1539,4.4250
5.840,4.7355,4.8168
5.850,4.0295,5.9390
5.860,3.3702,6.4610
5.870,2.8666,5.7370
5.880,2.5015,4.7782
5.890,2.1730,4.3808
5.900,1.8162,4.7698
5.910,1.4550,5.5688
5.920,1.4547,5.5850
5.930,1.8335,4.9428
5.940,1.9769,4.6336
5.950,1.8156,4.9924
5.960,1.8403,5.4520
5.970,2.2261,5.4260
5.980,2.8920,5.8570
5.990,3.5288,6.4456
6.000,4.0370,6.3512
6.010,4.6213,5.8132
6.020,5.0709,5.6208
6.030,5.6058,5.4150
6.040,6.3235,4.9896
6.050,6.9342,5.1654
6.060,7.4152,5.8730
6.070,7.8822,6.7690
6.080,8.3076,7.2122
6.090,9.1055,6.8762
6.100,9.7152,5.5576
6.110,10.3779,4.2898
6.120,10.2768,4.2978
6.130,9.7237,5.5992
6.140,9.5743,7.1282
6.150,9.5449,7.3410
6.160,9.9298,6.3644
6.170,10.6157,5.2820
6.180,11.0626,5.0254
6.190,11.0923,5.4340
6.200,10.6525,6.1126
6.210,10.5237,6.4904
6.220,10.1294,6.4650
6.230,9.2215,6.1936
6.240,8.2833,6.1838
6.250,7.6503,6.5618
6.260,7.2699,6.6194
6.270,7.2020,6.4734
6.280,7.4325,6.5566
6.290,7.7296,6.8996
6.300,8.1283,6.4844
6.310,8.4033,5.9746
6.320,8.1201,6.6132
6.330,7.5477,7.4778
6.340,7.3359,7.2392
6.350,7.3567,6.5298
6.360,7.3890,6.2020
6.370,7.4524,6.3212
6.380,7.6887,6.6764
6.390,7.5760,6.7310
6.400,7.4532,6.6178
6.410,7.6620,6.2926
6.420,8.3004,5.8796
6.430,9.4231,6.5166
6.440,10.5293,8.5282
6.450,11.1314,9.2244
6.460,11.6491,7.7848
6.470,12.1853,6.6556
6.480,11.7570,6.7318
6.490,10.6092,7.6924
6.500,8.8564,7.8424
6.510,7.6026,7.2088
6.520,6.8186,7.7910
6.530,6.5064,8.1958
6.540,6.3723,7.2126
6.550,6.1239,6.5042
6.560,5.9316,7.1800
6.570,6.0121,7.6738
6.580,6.6470,6.9944
6.590,7.4764,5.9924
6.600,8.1520,5.8226
6.610,9.1112,6.4790
6.620,10.4973,7.1450
6.630,12.0593,8.3646
6.640,12.7494,9.9300
6.650,12.4684,9.0290
6.660,11.3327,7.6182
6.670,10.2220,8.9948
6.680,9.7417,10.2136
6.690,9.5335,9.4654
6.700,9.8111,8.4536
6.710,9.9623,8.2848
6.720,9.5894,8.2846
6.730,9.3527,7.8870
6.740,9.2075,7.2080
6.750,9.1192,7.2014
6.760,8.8959,7.7480
6.770,8.5364,8.2424
6.780,8.2632,9.3500
6.790,8.2896,9.4680
6.800,8.4039,8.4468
6.810,8.5682,9.7952
6.820,8.5361,10.9428
6.830,8.7020,9.6972
6.840,9.0096,8.7254
6.850,9.3922,8.1720
6.860,10.2677,8.2456
6.870,11.3183,9.0866
6.880,11.9275,8.7420
6.890,11.4668,7.4940
6.900,10.2516,7.7256
6.910,9.5413,8.2434
6.920,8.8520,8.6386
6.930,8.5001,9.8802
6.940,8.9235,10.7976
6.950,9.5693,9.8924
6.960,9.4559,8.7358
6.970,8.5856,9.3506
6.980,7.9930,10.0320
6.990,7.9044,9.1700
7.000,8.2525,7.9962
