E-EF_eV,comp1_LPSCl_total_perfu,modelc_LPSCl16_total_perfu
1.280,1.2536,0.2017
1.290,1.2205,0.2080
1.300,1.1985,0.2164
1.310,1.1771,0.2272
1.320,1.1450,0.2404
1.330,1.1025,0.2560
1.340,1.0654,0.2739
1.350,1.0610,0.2942
1.360,1.0911,0.3169
1.370,1.1532,0.3431
1.380,1.2467,0.3746
1.390,1.3633,0.4047
1.400,1.5208,0.4215
1.410,1.7107,0.4297
1.420,1.8164,0.4410
1.430,1.8307,0.4538
1.440,1.9348,0.4688
1.450,2.0182,0.4774
1.460,2.1004,0.4710
1.470,1.9879,0.4637
1.480,1.9082,0.4659
1.490,1.8121,0.4797
1.500,1.6793,0.4942
1.510,1.6258,0.5080
1.520,1.6097,0.5308
1.530,1.5978,0.5586
1.540,1.5776,0.5893
1.550,1.5745,0.6236
1.560,1.5766,0.6588
1.570,1.5794,0.6912
1.580,1.6192,0.7197
1.590,1.6651,0.7458
1.600,1.7048,0.7706
1.610,1.7338,0.7923
1.620,1.7526,0.8097
1.630,1.7723,0.8262
1.640,1.7606,0.8488
1.650,1.7558,0.8702
1.660,1.7690,0.8815
1.670,1.8269,0.8892
1.680,1.8392,0.8959
1.690,1.8111,0.9222
1.700,1.8018,0.9684
1.710,1.7921,0.9957
1.720,1.7813,1.0096
1.730,1.7779,1.0503
1.740,1.7840,1.1214
1.750,1.7848,1.2025
1.760,1.7694,1.2678
1.770,1.7645,1.3171
1.780,1.7476,1.3911
1.790,1.7391,1.4917
1.800,1.7387,1.5879
1.810,1.7425,1.6684
1.820,1.7463,1.7453
1.830,1.7716,1.8330
1.840,1.8446,1.9096
1.850,1.7817,1.9495
1.860,1.7107,1.9648
1.870,1.7028,1.9613
1.880,1.7244,1.9613
1.890,1.7750,2.0058
1.900,1.7470,2.0990
1.910,1.6946,2.2270
1.920,1.6417,2.3030
1.930,1.5960,2.2880
1.940,1.5524,2.2790
1.950,1.5249,2.4170
1.960,1.5038,2.0284
1.970,1.4826,1.4493
1.980,1.4664,1.4379
1.990,1.4536,1.5572
2.000,1.4474,1.6381
2.010,1.4439,1.6482
2.020,1.4456,1.6448
2.030,1.4551,1.6686
2.040,1.4722,1.6860
2.050,1.4730,1.6320
2.060,1.4926,1.6013
2.070,1.5328,1.5858
2.080,1.5684,1.5213
2.090,1.5869,1.4601
2.100,1.4861,1.3935
2.110,1.4147,1.3344
2.120,1.3691,1.3258
2.130,1.3305,1.3545
2.140,1.3395,1.4705
2.150,1.3635,1.6760
2.160,1.4537,1.8707
2.170,1.5385,2.0322
2.180,1.3700,2.1080
2.190,1.3081,2.0950
2.200,1.2687,2.1230
2.210,1.2150,2.1960
2.220,1.0646,2.2320
2.230,1.1324,2.2550
2.240,1.1642,2.3100
2.250,1.1600,2.3160
2.260,1.2351,2.2100
2.270,1.3563,2.0900
2.280,1.4450,2.0560
2.290,1.4762,2.0660
2.300,1.5340,2.0550
2.310,1.5213,2.0065
2.320,1.6245,1.8825
2.330,1.7803,1.7679
2.340,2.0105,1.7436
2.350,2.2916,1.7631
2.360,2.6892,1.7835
2.370,3.5162,1.8085
2.380,4.7765,1.8446
2.390,5.0883,1.8940
2.400,5.1782,2.0158
2.410,5.5833,2.2060
2.420,6.2255,2.4480
2.430,7.0963,2.4140
2.440,7.2252,2.0675
2.450,7.5303,1.8694
2.460,7.9875,1.8375
2.470,7.5937,1.8382
2.480,7.2585,1.8923
2.490,6.9965,1.7962
2.500,7.0540,1.5625
2.510,5.9170,1.4327
2.520,6.6873,1.3238
2.530,6.5213,1.1629
2.540,6.0500,0.9478
2.550,5.9503,0.7818
2.560,5.8590,0.7472
2.570,5.7833,0.7769
2.580,5.3110,0.8233
2.590,4.6098,0.8874
2.600,4.2573,0.9667
2.610,3.9123,1.0591
2.620,3.6520,1.1657
2.630,3.5543,1.2904
2.640,3.5265,1.4922
2.650,3.5427,2.8265
2.660,3.5635,4.2100
2.670,3.5243,3.8620
2.680,3.4907,1.9791
2.690,3.4493,0.3188
2.700,3.4278,0.0047
2.710,3.5047,0.0000
2.720,3.5848,0.0000
2.730,3.7280,0.0000
2.740,3.8310,0.0000
2.750,3.9172,0.0006
2.760,4.0127,0.1835
2.770,4.1187,0.5947
2.780,4.4365,0.9061
2.790,4.2853,1.8033
2.800,3.5313,3.2090
2.810,2.7965,4.3920
2.820,2.7917,4.9950
2.830,3.0522,5.0800
2.840,3.2385,5.4380
2.850,3.3255,5.4550
2.860,3.4462,4.8010
2.870,3.7107,3.5100
2.880,4.0040,2.4280
2.890,4.3825,2.2340
2.900,4.6550,2.1740
2.910,4.8740,2.1260
2.920,4.8360,2.2170
2.930,5.0340,2.6030
2.940,5.6252,3.8990
2.950,6.6525,5.4810
2.960,7.3060,5.8980
2.970,6.7050,5.1570
2.980,6.8267,4.8030
2.990,8.1197,5.6040
3.000,8.0608,6.9010
3.010,7.9550,7.3330
3.020,7.9932,6.3520
3.030,8.3223,5.3670
3.040,8.1465,4.9580
3.050,7.7830,4.8490
3.060,7.5558,5.2140
3.070,6.9012,5.7500
3.080,7.2087,5.7120
3.090,8.7625,5.7280
3.100,7.7140,6.0700
3.110,6.3308,5.7500
3.120,5.8790,5.0900
3.130,5.5790,4.7640
3.140,5.3640,4.6080
3.150,5.1242,4.4850
3.160,5.0913,4.5100
3.170,5.2752,4.5880
3.180,5.4368,4.6250
3.190,5.6820,4.3750
3.200,5.9553,4.1720
3.210,6.2902,4.3600
3.220,7.0408,4.7350
3.230,8.7000,4.9520
3.240,8.5795,4.6530
3.250,8.5132,4.3550
3.260,8.3955,4.4230
3.270,6.7985,4.6540
3.280,6.1055,4.6470
3.290,5.6498,4.2310
3.300,5.5932,3.3550
3.310,5.9602,2.7890
3.320,6.3760,2.8420
3.330,6.4520,3.0280
3.340,6.4447,3.2770
3.350,6.4267,3.5160
3.360,6.4573,3.8790
3.370,6.1258,4.4790
3.380,5.5165,5.4300
3.390,4.7582,6.7050
3.400,4.0580,6.9510
3.410,3.7637,5.9530
3.420,3.7010,5.5960
3.430,3.6480,5.4380
3.440,3.7060,4.6800
3.450,3.8070,4.4220
3.460,4.0193,4.7770
3.470,3.9317,5.3030
3.480,3.7993,5.8650
3.490,3.6292,6.5700
3.500,3.1325,7.9470
3.510,2.7515,7.5120
3.520,2.5384,6.1450
3.530,2.3049,6.0020
3.540,2.1432,6.0900
3.550,2.0507,6.3980
3.560,2.0086,6.9690
3.570,1.9595,6.6760
3.580,1.9863,5.6440
3.590,2.0698,5.3060
3.600,2.1568,5.4090
3.610,2.2339,5.8220
3.620,2.3405,6.2530
3.630,2.4148,6.6610
3.640,2.3963,6.9320
3.650,2.4150,7.0060
3.660,2.4950,6.8100
3.670,2.6342,7.0620
3.680,2.6947,7.8240
3.690,2.6990,7.3170
3.700,2.7555,6.1610
3.710,2.7625,6.3000
3.720,2.9995,6.8770
3.730,3.1285,7.1350
3.740,3.3313,6.7960
3.750,3.4805,5.7550
3.760,3.7477,5.2090
3.770,4.1582,5.2970
3.780,4.8375,5.5210
3.790,5.2560,5.4190
3.800,5.6152,4.9320
3.810,5.8813,4.5720
3.820,5.4245,4.4120
3.830,5.4802,4.3430
3.840,5.6445,4.4220
3.850,5.9087,4.8580
3.860,6.0795,5.5310
3.870,5.8907,5.6120
3.880,5.8138,4.7910
3.890,5.4963,4.0010
3.900,5.8250,3.9770
3.910,6.2595,4.1460
3.920,6.3083,4.0990
3.930,6.1975,4.0860
3.940,6.3013,4.1640
3.950,5.8117,4.1080
3.960,5.7575,3.9510
3.970,5.7655,3.8400
3.980,6.0273,3.8140
3.990,5.9027,3.9510
4.000,5.8133,4.1910
4.010,5.8407,4.1920
4.020,6.2500,3.9050
4.030,6.4165,3.6770
4.040,6.2685,3.3850
4.050,6.0250,2.9470
4.060,5.9738,2.5690
4.070,5.9503,2.3700
4.080,6.2468,2.2920
4.090,6.2680,2.2710
4.100,6.2723,2.2330
4.110,5.8277,2.1960
4.120,5.4812,2.1830
4.130,5.3535,2.1580
4.140,5.0783,2.1790
4.150,4.7312,2.3300
4.160,4.5647,2.5940
4.170,4.3985,2.7930
4.180,4.5992,2.7580
4.190,5.1405,2.7520
4.200,5.4230,2.9440
4.210,5.4835,3.1040
4.220,5.3683,3.1070
4.230,5.2450,3.1480
4.240,5.0172,3.2860
4.250,4.3130,3.4560
4.260,3.6043,3.7750
4.270,3.0190,3.3340
4.280,2.6379,2.7910
4.290,2.2969,2.9910
4.300,1.9872,3.2500
4.310,1.5596,3.7390
4.320,1.2981,3.9500
4.330,1.6895,3.7240
4.340,2.0495,3.6120
4.350,1.8680,3.8000
4.360,1.7371,4.5470
4.370,1.9950,4.9910
4.380,2.5727,4.9120
4.390,3.3710,5.1430
4.400,3.7655,5.0090
4.410,4.4443,4.4450
4.420,4.8868,4.2070
4.430,5.3470,4.2200
4.440,5.9940,4.5720
4.450,6.8178,4.5420
4.460,7.1088,4.5430
4.470,7.8748,4.9030
4.480,7.8933,4.8600
4.490,8.9290,4.7510
4.500,9.3703,4.5150
4.510,10.2325,4.4600
4.520,10.5960,5.3080
4.530,9.7980,6.2870
4.540,9.6122,5.3390
4.550,9.5175,4.1870
4.560,9.5860,4.6340
4.570,10.4455,4.5860
4.580,10.8710,4.5390
4.590,11.3500,5.3530
4.600,10.7058,6.0190
4.610,10.5725,6.0550
4.620,10.4505,5.6730
4.630,9.6477,5.8930
4.640,8.5823,5.8080
4.650,7.8347,5.6700
4.660,7.3737,6.5860
4.670,7.1143,6.7580
4.680,7.3335,5.1580
4.690,7.5810,4.0370
4.700,7.9525,4.0850
4.710,8.3920,4.4030
4.720,8.4203,5.3070
4.730,7.6697,6.1920
4.740,7.3647,6.4260
4.750,7.2928,6.6310
4.760,7.4525,6.6950
4.770,7.2937,5.9450
4.780,7.6905,4.8130
4.790,7.6860,4.3280
4.800,7.4110,4.9390
4.810,7.5165,6.1890
4.820,7.8803,6.5290
4.830,8.9305,5.5390
4.840,10.1620,4.5880
4.850,11.0802,4.3290
4.860,11.2083,4.8800
4.870,12.3102,5.7410
4.880,11.9980,5.5460
4.890,11.3955,4.7920
4.900,9.4297,4.5940
4.910,7.9965,5.0920
4.920,7.0117,5.5420
4.930,6.5290,5.3970
4.940,6.4725,5.9720
4.950,6.2220,6.5640
4.960,5.9767,6.2980
4.970,5.8640,5.6920
4.980,6.2343,5.6030
4.990,7.2660,5.3680
5.000,7.7920,4.8950
5.010,8.6920,5.2330
5.020,9.7400,6.0330
5.030,11.6333,6.9530
5.040,12.6983,7.2770
5.050,12.8260,6.7760
5.060,11.9320,5.2530
5.070,10.4337,4.0490
5.080,9.9045,4.3600
5.090,9.4975,5.9090
5.100,9.5875,7.4330
5.110,10.1465,7.3180
5.120,9.6860,6.1260
5.130,9.4445,5.0710
5.140,9.2150,5.0140
5.150,9.1962,5.5390
5.160,9.0037,6.2560
5.170,8.7342,6.5490
5.180,8.2397,6.4440
5.190,8.2985,6.1310
5.200,8.2763,6.1970
5.210,8.5952,6.6530
5.220,8.5278,6.6110
5.230,8.5485,6.4390
5.240,8.9323,6.5860
5.250,9.1255,6.9780
5.260,9.7922,6.3610
5.270,10.9810,5.8780
5.280,11.8243,6.7970
5.290,12.0822,7.6480
5.300,10.5438,7.1370
5.310,9.8133,6.3780
5.320,9.1332,6.1580
5.330,8.4303,6.3620
5.340,8.6047,6.7550
5.350,9.4017,6.7250
5.360,9.8207,6.5910
5.370,8.9087,6.2180
5.380,8.1010,5.7950
5.390,7.8310,6.6970
5.400,8.0145,8.9860
5.410,8.6095,9.2840
5.420,8.9628,7.4100
5.430,9.1120,6.4670
5.440,8.8595,6.7980
5.450,9.5408,7.9160
5.460,12.1910,7.8240
5.470,13.5350,7.0550
5.480,15.3377,7.9750
5.490,12.6650,8.2510
5.500,12.0260,6.9530
5.510,11.5477,6.3920
5.520,11.7142,7.3770
5.530,12.5330,7.7480
5.540,11.9055,6.8060
5.550,10.4160,5.7890
5.560,9.8878,5.8310
5.570,9.4162,6.6410
5.580,8.5948,7.2710
5.590,8.4858,8.6380
5.600,7.5050,10.2530
5.610,7.3930,8.7230
5.620,8.0840,7.3420
5.630,8.8110,9.4080
5.640,8.9338,10.4150
5.650,8.6647,9.2280
5.660,7.8895,8.2600
5.670,7.1242,8.2910
5.680,6.2568,8.2830
5.690,5.3367,7.7880
5.700,4.8210,7.0630
5.710,4.9323,7.2360
5.720,5.3270,7.8760
5.730,6.1005,8.3340
5.740,6.4315,9.6040
5.750,6.6000,9.4340
5.760,7.2405,8.2000
5.770,7.7675,10.1940
5.780,8.0395,11.1300
5.790,8.1587,9.3390
5.800,7.2620,8.5720
5.810,7.3888,8.0720
5.820,7.4035,8.2890
5.830,7.9273,9.2860
5.840,8.7522,8.6060
5.850,9.1945,7.2160
5.860,9.9200,7.8530
5.870,9.6528,8.3410
5.880,10.0615,8.7130
5.890,9.7803,10.1720
5.900,8.8800,10.9540
5.910,8.2135,9.6270
5.920,7.8655,8.5130
5.930,7.6185,9.5600
5.940,6.8557,10.1500
5.950,5.7027,8.9250
5.960,5.0105,7.7640
5.970,5.2305,8.3240
5.980,5.0760,10.5650
5.990,4.5020,12.0650
6.000,4.9227,10.4200
6.010,4.9492,8.9710
6.020,5.8045,9.2400
6.030,9.9488,9.6150
6.040,11.9592,9.8000
6.050,11.1178,9.5280
6.060,11.0453,10.3110
6.070,10.4795,10.2360
6.080,9.5872,10.5040
6.090,9.2630,11.3140
6.100,8.9573,9.7770
6.110,8.6215,7.7960
6.120,8.8372,7.3630
6.130,8.6405,9.1410
6.140,8.6970,9.5350
6.150,8.6080,8.3630
6.160,8.9800,9.6130
6.170,8.1425,9.7850
6.180,7.2125,9.0260
6.190,6.5423,9.4180
6.200,6.6758,9.0730
6.210,7.6718,10.1490
6.220,9.4400,11.0760
6.230,10.8112,10.0810
6.240,10.5850,8.7500
6.250,10.4032,9.2500
6.260,9.8277,10.3550
6.270,10.3600,10.0100
6.280,11.1400,9.5370
6.290,9.8120,8.8760
6.300,9.5315,8.6610
6.310,10.6745,8.9130
6.320,10.6960,9.9050
6.330,12.3598,10.9290
6.340,12.4230,9.9640
6.350,11.9992,9.6640
6.360,11.8357,10.0940
6.370,10.2762,9.4110
6.380,8.8610,8.8790
6.390,7.9153,9.9980
6.400,5.3782,11.3150
6.410,3.2914,11.2370
6.420,2.3949,9.5190
6.430,1.6732,8.2500
6.440,1.3837,9.2270
6.450,1.1969,9.8070
6.460,0.9986,8.4020
6.470,0.8298,7.4010
6.480,0.7285,8.3450
6.490,0.6597,8.6050
6.500,0.6003,7.1590
6.510,0.5527,5.4780
6.520,0.5172,4.2030
6.530,0.4780,3.4110
6.540,0.4338,2.8860
6.550,0.3947,2.4600
6.560,0.3596,1.9353
6.570,0.3281,1.2524
6.580,0.2970,0.8672
6.590,0.2713,1.0387
6.600,0.2423,1.0632
6.610,0.2118,0.9052
6.620,0.1625,0.0000
6.630,0.0000,0.0000
6.640,0.0000,0.0000
6.650,0.0000,0.0000
6.660,0.0000,0.0000
6.670,0.0000,0.0000
6.680,0.0000,0.0000
6.690,0.0000,0.0000
6.700,0.0000,0.0000
6.710,0.0000,0.0000
6.720,0.0000,0.0000
6.730,0.0000,0.0000
6.740,0.0000,0.0000
6.750,0.0000,0.0000
6.760,0.0000,0.0000
6.770,0.0000,0.0000
6.780,0.0000,0.0000
6.790,0.0000,0.0000
6.800,0.0000,0.0000
6.810,0.0000,0.0000
6.820,0.0000,0.0000
6.830,0.0000,0.0000
6.840,0.0000,0.0000
6.850,0.0000,0.0000
6.860,0.0000,0.0000
6.870,0.0000,0.0000
6.880,0.0000,0.0000
6.890,0.0000,0.0000
6.900,0.0000,0.0000
6.910,0.0000,0.0000
6.920,0.0000,0.0000
6.930,0.0000,0.0000
6.940,0.0000,0.0000
6.950,0.0000,0.0000
6.960,0.0000,0.0000
6.970,0.0000,0.0000
6.980,0.0000,0.0000
6.990,0.0000,0.0000
7.000,0.0000,0.0000
7.010,0.0000,0.0000
7.020,0.0000,0.0000
7.030,0.0000,0.0000
7.040,0.0000,0.0000
7.050,0.0000,0.0000
7.060,0.0000,0.0000
7.070,0.0000,0.0000
7.080,0.0000,0.0000
7.090,0.0000,0.0000
7.100,0.0000,0.0000
7.110,0.0000,0.0000
7.120,0.0000,0.0000
7.130,0.0000,0.0000
7.140,0.0000,0.0000
7.150,0.0000,0.0000
7.160,0.0000,0.0000
7.170,0.0000,0.0000
7.180,0.0000,0.0000
7.190,0.0000,0.0000
7.200,0.0000,0.0000
7.210,0.0000,0.0000
7.220,0.0000,0.0000
7.230,0.0000,0.0000
7.240,0.0000,0.0000
7.250,0.0000,0.0000
7.260,0.0000,0.0000
7.270,0.0000,0.0000
7.280,0.0000,0.0000
7.290,0.0000,0.0000
7.300,0.0000,0.0000
7.310,0.0000,0.0000
7.320,0.0000,0.0000
7.330,0.0000,0.0000
7.340,0.0000,0.0000
7.350,0.0000,0.0000
7.360,0.0000,0.0000
7.370,0.0000,0.0000
7.380,0.0000,0.0000
7.390,0.0000,0.0000
7.400,0.0000,0.0000
7.410,0.0000,0.0000
7.420,0.0000,0.0000
7.430,0.0000,0.0000
7.440,0.0000,0.0000
7.450,0.0000,0.0000
7.460,0.0000,0.0000
7.470,0.0000,0.0000
7.480,0.0000,0.0000
7.490,0.0000,0.0000
7.500,0.0000,0.0000
7.510,0.0000,0.0000
7.520,0.0000,0.0000
7.530,0.0000,0.0000
7.540,0.0000,0.0000
7.550,0.0000,0.0000
7.560,0.0000,0.0000
7.570,0.0000,0.0000
7.580,0.0000,0.0000
7.590,0.0000,0.0000
7.600,0.0000,0.0000
7.610,0.0000,0.0000
7.620,0.0000,0.0000
7.630,0.0000,0.0000
7.640,0.0000,0.0000
7.650,0.0000,0.0000
7.660,0.0000,0.0000
7.670,0.0000,0.0000
7.680,0.0000,0.0000
7.690,0.0000,0.0000
7.700,0.0000,0.0000
7.710,0.0000,0.0000
7.720,0.0000,0.0000
7.730,0.0000,0.0000
7.740,0.0000,0.0000
7.750,0.0000,0.0000
7.760,0.0000,0.0000
7.770,0.0000,0.0000
7.780,0.0000,0.0000
7.790,0.0000,0.0000
7.800,0.0000,0.0000
7.810,0.0000,0.0000
7.820,0.0000,0.0000
7.830,0.0000,0.0000
7.840,0.0000,0.0000
7.850,0.0000,0.0000
7.860,0.0000,0.0000
7.870,0.0000,0.0000
7.880,0.0000,0.0000
7.890,0.0000,0.0000
7.900,0.0000,0.0000
7.910,0.0000,0.0000
7.920,0.0000,0.0000
7.930,0.0000,0.0000
7.940,0.0000,0.0000
7.950,0.0000,0.0000
7.960,0.0000,0.0000
7.970,0.0000,0.0000
7.980,0.0000,0.0000
7.990,0.0000,0.0000
8.000,0.0000,0.0000
