E-EF,total,Cl,Li,P,S   # Gaussian 0.10 eV smoothed, E-EF (EF=0)
-46.2550,32761,46.371,32642,6.0706,62.02
-46.2450,32436,45.911,32318,6.0103,61.404
-46.2350,31795,45.004,31680,5.8916,60.192
-46.2250,30857,43.677,30746,5.7179,58.417
-46.2150,29651,41.969,29543,5.4943,56.132
-46.2050,28208,39.927,28106,5.227,53.401
-46.1950,26569,37.607,26473,4.9233,50.299
-46.1850,24777,35.071,24688,4.5913,46.907
-46.1750,22877,32.381,22794,4.2391,43.309
-46.1650,20913,29.601,20837,3.8751,39.59
-46.1550,18927,26.791,18859,3.5072,35.832
-46.1450,16960,24.007,16899,3.1428,32.108
-46.1350,15047,21.298,14993,2.7882,28.486
-46.1250,13217,18.708,13169,2.4491,25.021
-46.1150,11494,16.27,11453,2.1299,21.76
-46.1050,9896.9,14.009,9861.1,1.8339,18.736
-46.0950,8437,11.942,8406.4,1.5634,15.972
-46.0850,7121,10.079,7095.2,1.3195,13.481
-46.0750,5950.6,8.4228,5929.1,1.1027,11.265
-46.0650,4923.3,6.9686,4905.4,0.91229,9.3204
-46.0550,4032.8,5.7083,4018.2,0.74729,7.6347
-46.0450,3270.7,4.6295,3258.8,0.60606,6.1918
-46.0350,2626.2,3.7173,2616.7,0.48664,4.9717
-46.0250,2087.8,2.9552,2080.2,0.38687,3.9525
-46.0150,1643.3,2.326,1637.4,0.30451,3.111
-46.0050,1280.6,1.8126,1276,0.2373,2.4243
-45.9950,988.05,1.3985,984.47,0.18309,1.8705
-45.9850,754.76,1.0683,752.03,0.13986,1.4289
-45.9750,570.84,0.80799,568.77,0.10578,1.0807
-45.9650,427.44,0.60502,425.9,0.079206,0.8092
-45.9550,316.89,0.44855,315.75,0.058721,0.59992
-45.9450,232.6,0.32924,231.76,0.043102,0.44035
-45.9350,169.04,0.23927,168.43,0.031323,0.32001
-45.9250,121.63,0.17215,121.18,0.022537,0.23025
-45.9150,86.642,0.12264,86.329,0.016055,0.16402
-45.9050,61.109,0.086496,60.887,0.011324,0.11569
-45.8950,42.672,0.0604,42.518,0.0079072,0.080783
-45.8850,29.502,0.041759,29.395,0.0054668,0.055851
-45.8750,20.194,0.028584,20.121,0.003742,0.03823
-45.8650,13.686,0.019372,13.636,0.002536,0.025909
-45.8550,5.5087,0.0077973,5.4888,0.0010208,0.010429
-45.8450,0,0,0,0,0
-45.8350,0,0,0,0,0
-45.8250,0,0,0,0,0
-45.8150,0,0,0,0,0
-45.8050,0,0,0,0,0
-45.7950,0,0,0,0,0
-45.7850,0,0,0,0,0
-45.7750,0,0,0,0,0
-45.7650,0,0,0,0,0
-45.7550,0,0,0,0,0
-45.7450,0,0,0,0,0
-45.7350,0,0,0,0,0
-45.7250,0,0,0,0,0
-45.7150,0,0,0,0,0
-45.7050,0,0,0,0,0
-45.6950,0,0,0,0,0
-45.6850,0,0,0,0,0
-45.6750,0,0,0,0,0
-45.6650,0,0,0,0,0
-45.6550,0,0,0,0,0
-45.6450,0,0,0,0,0
-45.6350,0,0,0,0,0
-45.6250,0,0,0,0,0
-45.6150,0,0,0,0,0
-45.6050,0,0,0,0,0
-45.5950,0,0,0,0,0
-45.5850,0,0,0,0,0
-45.5750,0,0,0,0,0
-45.5650,0,0,0,0,0
-45.5550,0,0,0,0,0
-45.5450,0,0,0,0,0
-45.5350,0,0,0,0,0
-45.5250,0,0,0,0,0
-45.5150,0,0,0,0,0
-45.5050,0,0,0,0,0
-45.4950,0,0,0,0,0
-45.4850,0,0,0,0,0
-45.4750,0,0,0,0,0
-45.4650,0,0,0,0,0
-45.4550,0,0,0,0,0
-45.4450,0,0,0,0,0
-45.4350,0,0,0,0,0
-45.4250,0,0,0,0,0
-45.4150,0,0,0,0,0
-45.4050,0,0,0,0,0
-45.3950,0,0,0,0,0
-45.3850,0,0,0,0,0
-45.3750,0,0,0,0,0
-45.3650,0,0,0,0,0
-45.3550,0,0,0,0,0
-45.3450,0,0,0,0,0
-45.3350,0,0,0,0,0
-45.3250,0,0,0,0,0
-45.3150,0,0,0,0,0
-45.3050,0,0,0,0,0
-45.2950,0,0,0,0,0
-45.2850,0,0,0,0,0
-45.2750,0,0,0,0,0
-45.2650,0,0,0,0,0
-45.2550,0,0,0,0,0
-45.2450,0,0,0,0,0
-45.2350,0,0,0,0,0
-45.2250,0,0,0,0,0
-45.2150,0,0,0,0,0
-45.2050,0,0,0,0,0
-45.1950,0,0,0,0,0
-45.1850,0,0,0,0,0
-45.1750,0,0,0,0,0
-45.1650,0,0,0,0,0
-45.1550,0,0,0,0,0
-45.1450,0,0,0,0,0
-45.1350,0,0,0,0,0
-45.1250,0,0,0,0,0
-45.1150,0,0,0,0,0
-45.1050,0,0,0,0,0
-45.0950,0,0,0,0,0
-45.0850,0,0,0,0,0
-45.0750,0,0,0,0,0
-45.0650,0,0,0,0,0
-45.0550,0,0,0,0,0
-45.0450,0,0,0,0,0
-45.0350,0,0,0,0,0
-45.0250,0,0,0,0,0
-45.0150,0,0,0,0,0
-45.0050,0,0,0,0,0
-44.9950,0,0,0,0,0
-44.9850,0,0,0,0,0
-44.9750,0,0,0,0,0
-44.9650,0,0,0,0,0
-44.9550,0,0,0,0,0
-44.9450,0,0,0,0,0
-44.9350,0,0,0,0,0
-44.9250,0,0,0,0,0
-44.9150,0,0,0,0,0
-44.9050,0,0,0,0,0
-44.8950,0,0,0,0,0
-44.8850,0,0,0,0,0
-44.8750,0,0,0,0,0
-44.8650,0,0,0,0,0
-44.8550,0,0,0,0,0
-44.8450,0,0,0,0,0
-44.8350,0,0,0,0,0
-44.8250,0,0,0,0,0
-44.8150,0,0,0,0,0
-44.8050,0,0,0,0,0
