axis,col_norm_V_per_unit,u_min,u_mid,u_max
LLI,9.321069719079151,0.6618625494565039,-0.11895307632545513,-0.7401271048000118
LAM_PE,8.13430270081394,0.637164810095476,-0.4308731468943695,0.6390378205249975
LAM_NE,3.6352112438017,0.39491640938676237,0.8945381472682167,0.2093860852086728
