panel,n_points,angle_deg,cos,cond,col_norm_LLI,col_norm_LAM_PE,col_norm_LAM_NE,u_min_LLI,u_min_LAM_PE,u_min_LAM_NE
B · 창 대수 · 격자 reference (유한전류),288,10.558721440354317,0.9830676212025151,8.694018166198251,18.503788125723844,8.378795107812271,10.709717553249634,0.5449518915213722,0.4508028249219763,0.7069683507552827
★ D · 창 대수 · **셀 창 평형 OCP (무전류)**,288,12.54175819841581,0.9761380027437082,10.365274969563664,17.97798315671312,9.029900214004945,10.267772970087705,0.5487712748455992,0.41796169875139216,0.7239876423539192
