"time_s","Li_N_mol_m2","Li_P_mol_m2","Li_electrolyte_mol_m2","xavg_N","xavg_P","xsurf_N_min","xsurf_N_max","xsurf_P_min","xsurf_P_max","ocp_guard","reaction_N_A_m2","reaction_P_A_m2","leak_leftward_A_m2"
"0.0","0.011809375093156816","1.1764163034411264","0.04867728538091204","0.01172068149051507","0.9240638866944032","0.011720682053235357","0.011720682075714627","0.9240638860887852","0.9240638862998428","0.0","-2.503599531870748","2.50359952865434","8.908557349986463E-16"
"1.002E-5","0.011809375352636617","1.1764163031816415","0.04867728538091205","0.01172068174804604","0.9240638864905907","0.011720961732023765","0.011720972911983553","0.9240635985212416","0.9240636988800885","0.0","-2.503599528654335","2.5035995286543327","8.908626909829011E-16"
"2.002E-5","0.011809375612116417","1.1764163029221615","0.04867728538091207","0.011720682005577042","0.9240638862867712","0.011721239492856451","0.011721261749049172","0.9240633252341816","0.9240635207664866","0.0","-2.5035995286543504","2.5035995286543393","8.908695974605444E-16"
"4.002E-5","0.011809376131076027","1.1764163024032008","0.048677285380912046","0.011720682520639037","0.9240638858791331","0.011721790600433742","0.011721834822161223","0.9240628087619152","0.9240631841558069","0.0","-2.5035995286543464","2.5035995286543566","8.908832968379408E-16"
"7.001E-5","0.01180937690925596","1.1764163016250213","0.04867728538091204","0.011720683292974494","0.9240638852678787","0.01172260347348756","0.011722680060513415","0.924062116848824","0.9240627331954037","0.0","-2.5035995286543473","2.503599528654347","8.909034927553743E-16"
"1.0E-4","0.0118093776874359","1.1764163008468416","0.04867728538091202","0.011720684065309954","0.9240638846566287","0.011723400355684104","0.011723508631428892","0.9240615097421655","0.9240623375015262","0.0","-2.5035995286543598","2.503599528654348","8.90923280745517E-16"
"1.5000000000000001E-4","0.011809378984834914","1.1764162995494427","0.04867728538091204","0.011720685352964935","0.9240638836375336","0.01172469431441216","0.011724853958883945","0.9240606395029796","0.9240617702938142","0.0","-2.503599528654342","2.5035995286543424","8.909553946296277E-16"
"2.0E-4","0.011809380282233954","1.1764162982520454","0.04867728538091208","0.011720686640619916","0.9240638826184373","0.011725946495437414","0.011726155744137691","0.9240599098228933","0.924061294687235","0.0","-2.5035995286543464","2.5035995286543424","8.909864546024375E-16"
"2.999999999999999E-4","0.011809382877031975","1.1764162956572457","0.04867728538091201","0.0117206892159299","0.9240638805802484","0.011728335627819126","0.011728639227454683","0.9240587024081154","0.9240605076678312","0.0","-2.5035995286543473","2.5035995286543424","8.910456875660321E-16"
"3.999999999999998E-4","0.011809385471830027","1.1764162930624487","0.04867728538091201","0.011720691791239852","0.9240638785420581","0.01173058077116157","0.011730972660520816","0.9240577382138045","0.9240598791577184","0.0","-2.5035995286543438","2.503599528654336","8.911013234943357E-16"
