"time_s","ce_mol_m3"
"0.0","1199.9999999743102"
"1.002E-5","1199.9999871283292"
"2.002E-5","1199.9999742847745"
"4.002E-5","1199.9999486129964"
"7.001E-5","1199.9999101975986"
"1.0E-4","1199.999871918263"
"1.5000000000000001E-4","1199.9998085208897"
"2.0E-4","1199.999745721429"
"2.999999999999999E-4","1199.9996221359115"
"5.0E-4","1199.9993827893331"
"7.5E-4","1199.9990831029857"
"0.001","1199.9987908465357"
"0.0014999999999999996","1199.9982279133806"
"0.0017499999999999998","1199.9979568785716"
"0.002","1199.9976922052256"
"0.0025","1199.9971442600329"
"0.003","1199.9965733462516"
"0.0035","1199.9960025196583"
"0.004","1199.9954327672158"
"0.0045000000000000005","1199.9948625132663"
"0.005","1199.9942923753097"
"0.0055","1199.9937223673426"
"0.005999999999999998","1199.993152535392"
"0.006499999999999997","1199.992582951387"
"0.006999999999999996","1199.992013705673"
"0.0074999999999999945","1199.9914449000141"
"0.007999999999999993","1199.990875616111"
"0.008499999999999992","1199.9903061426933"
"0.00899999999999999","1199.9897368013092"
"0.009499999999999991","1199.989167612098"
"0.01","1199.9885984045588"
"0.0105","1199.9880292519197"
"0.011000000000000001","1199.9874602484767"
"0.011500000000000002","1199.9868914164097"
"0.012000000000000002","1199.986322779914"
"0.012500000000000002","1199.9857543648147"
"0.013000000000000003","1199.9851861981908"
"0.013500000000000003","1199.9846183080294"
"0.014000000000000004","1199.9840499969594"
"0.014500000000000004","1199.9834815211339"
"0.015000000000000005","1199.982913155652"
"0.015500000000000005","1199.9823448234447"
"0.016000000000000004","1199.9817764359047"
"0.016500000000000004","1199.9812081713112"
"0.017000000000000005","1199.980640040395"
"0.017500000000000005","1199.9800719806685"
"0.018000000000000006","1199.979503819822"
"0.018500000000000006","1199.9789357808215"
"0.019000000000000006","1199.9783678732315"
"0.019500000000000003","1199.9778001069446"
"0.02","1199.9772324921314"
"0.0205","1199.9766650391969"
"0.021","1199.9760977587318"
"0.021500000000000002","1199.9755305200158"
"0.022000000000000002","1199.9749630689926"
"0.022500000000000003","1199.9743955825734"
"0.023000000000000003","1199.9738281908717"
"0.023500000000000004","1199.9732606476923"
"0.024000000000000004","1199.9726932132098"
"0.024500000000000004","1199.9721258934321"
"0.025000000000000005","1199.971558442056"
"0.025500000000000005","1199.97099103405"
"0.026000000000000006","1199.9704237278647"
"0.026500000000000006","1199.9698565287542"
"0.027000000000000007","1199.9692894420746"
"0.027500000000000007","1199.9687222094367"
"0.028000000000000008","1199.9681550279813"
"0.028500000000000008","1199.967587946701"
"0.02900000000000001","1199.9670209702742"
"0.029500000000000005","1199.9664541034495"
"0.03","1199.9658873510377"
"0.0305","1199.965320717902"
"0.031","1199.9647542089494"
"0.0315","1199.9641876042645"
"0.032","1199.963621002452"
"0.0325","1199.963054452474"
"0.033","1199.9624877622005"
"0.0335","1199.9619211684683"
"0.034","1199.9613546478301"
"0.0345","1199.9607879517202"
"0.035","1199.960221341568"
"0.035500000000000004","1199.9596548204854"
"0.036000000000000004","1199.9590883916205"
