halfcell_source,state,a_PE,b_PE,a_NE,b_NE,LAM_PE_pct,LAM_NE_pct,LLI_pct,gamma_Si_TrackB,c_cell
GITT,pristine,1.12916736731935,-0.0632337788487053,1.02027570535192,-0.00883452413523786,0,0,0,0.27605303435667,74.671
GITT,100,1.05835270065256,-0.0027097244343606,1,-0.00973565323478389,10.0872770136763,5.97756351550526,4.90925393383936,0.276268903542501,71.631
GITT,200,1.12218247069681,-0.0746537212437081,1.02100822000321,-0.00576591423593454,7.40629967360843,6.76306862759415,8.69146191174173,0.294647806989257,69.571
GITT,300_0009,1.1327087525349,-0.134356990800741,1.4,-1.93684870898676e-20,14.3980343479711,-17.0939050677613,20.7329646622606,0.0200003418094641,63.72
005C-step,pristine,1.07295325395377,-0.0223007467864004,1.0047431001413,-0.0051179573085376,0,0,0,0.0272322951258731,74.671
005C-step,100,1.03894267715546,-2.11408578256081e-05,1.02901470475238,-0.00534917335749855,7.1119529912815,1.75383765064308,5.1160763942754,0.183994678578516,71.631
005C-step,200,1.04108955644883,-3.57320693839366e-05,1.04297931079638,-0.00286515139406763,9.5968491935668,3.28430889599256,7.87583550822173,0.0887551942263879,69.571
005C-step,300_0009,1.09309342243922,-0.0657291749865043,1.4,-0.00193354605643089,13.0638748074609,-18.9040925671643,16.8053626178655,0.0281874069767975,63.72
005C-step,300_0147,1.03707267694657,-3.72433130994947e-05,1.12321817821627,-0.00321205922697013,12.7959762376204,-0.859596053091013,11.1054158020722,0.0572748737849178,67.369
