fullcell_source,state,a_PE,b_PE,a_NE,b_NE,LAM_PE_pct,LAM_NE_pct,LLI_pct,c_cell
0.33C_large_cell,pristine,1.12916736731935,-0.0632337788487053,1.02027570535192,-0.00883452413523786,0,0,0,74.671
0.33C_large_cell,100,1.05835270065256,-0.0027097244343606,1,-0.00973565323478389,10.0872770136763,5.97756351550526,4.90925393383936,71.631
0.33C_large_cell,200,1.12218247069681,-0.0746537212437081,1.02100822000321,-0.00576591423593454,7.40629967360843,6.76306862759415,8.69146191174173,69.571
0.33C_large_cell,300_0009,1.1327087525349,-0.134356990800741,1.4,-1.93684870898676e-20,14.3980343479711,-17.0939050677613,20.7329646622606,63.72
0.05C_pouch,pristine,1.12278691185401,-0.125773057070011,1.07891738200955,-0.00235133102134877,0,0,0,0.00883678
0.05C_pouch,100,1.1068228809991,-0.0998471293780134,1.00000000000026,-0.0103813526936299,-5.70282355422926,0.615739304095644,-9.15785859868522,0.00947545
0.05C_pouch,200,1.1320407830075,-0.130283305992634,1.00000000000035,-0.00138133353098816,-4.0223005227333,4.3745409974734,-3.56154948916424,0.00911708
0.05C_pouch,300_0009,1.18838152990287,-0.230064110143438,1.4,0,10.3049199006951,-9.96384475501578,18.7365536419573,0.00748866
