time_s_exact,V_first_V,V_second_V,difference_V_second_minus_first_V,difference_delta_Eeq_V,difference_delta_etaMid_V,difference_delta_phiL_V,difference_decomposition_residual_V
0.1,2.247325796818113,2.2473257968193328,1.2198E-12,4.7955055E-9,-4.793830000E-9,-4.557E-13,0E-18
0.11,2.2481483411450585,2.2481483411462233,1.1648E-12,4.9738436E-9,-4.972246613E-9,-4.321E-13,-8.7E-17
0.12,2.2489346822924947,2.248934682293611,1.1163E-12,5.1405481E-9,-5.139016100E-9,-4.156E-13,-1.00E-16
0.13,2.249689611632163,2.2496896116332366,1.0736E-12,5.2972689E-9,-5.295797136E-9,-3.99E-13,8.36E-16
0.14,2.2504156186183697,2.2504156186194066,1.0369E-12,5.4448610E-9,-5.443437476E-9,-3.864E-13,-2.24E-16
0.15,2.251116607120731,2.2511166071217397,1.0087E-12,5.5846591E-9,-5.583281617E-9,-3.690E-13,2.17E-16
0.16,2.25179476794895,2.251794767949923,9.73E-13,5.7174058E-9,-5.716069841E-9,-3.624E-13,-5.59E-16
0.17,2.252452142993647,2.252452142994594,9.47E-13,5.8437880E-9,-5.842490048E-9,-3.515E-13,5.48E-16
0.18,2.2530905390877405,2.253090539088663,9.225E-13,5.9644158E-9,-5.963151079E-9,-3.427E-13,4.79E-16
0.19,2.253711532200818,2.253711532201717,8.99E-13,6.0798115E-9,-6.078580751E-9,-3.318E-13,5.1E-17
0.2,2.2543164958586805,2.2543164958595576,8.771E-13,6.1904340E-9,-6.189232463E-9,-3.244E-13,-3.7E-17
0.21,2.2549066321851807,2.2549066321860383,8.576E-13,6.2966788E-9,-6.295501451E-9,-3.198E-13,5.1E-17
0.22,2.255482999380483,2.2554829993813246,8.416E-13,6.3988936E-9,-6.397741446E-9,-3.110E-13,4.46E-16
0.23,2.2560465345514933,2.2560465345523193,8.260E-13,6.4973841E-9,-6.496256647E-9,-3.011E-13,-3.53E-16
0.24,2.256598072325364,2.256598072326173,8.09E-13,6.5924239E-9,-6.591316605E-9,-2.980E-13,-2.95E-16
0.25,2.257138359995745,2.2571383599965382,7.932E-13,6.6842511E-9,-6.683164688E-9,-2.930E-13,-2.12E-16
0.26,2.257668069907268,2.2576680699080476,7.796E-13,6.7730835E-9,-6.772016725E-9,-2.873E-13,1.25E-16
0.27,2.258187809655692,2.2581878096564547,7.627E-13,6.8591154E-9,-6.858067886E-9,-2.847E-13,-1.14E-16
0.28,2.2586981305552114,2.2586981305559632,7.518E-13,6.9425211E-9,-6.941490271E-9,-2.787E-13,-3.29E-16
0.29,2.2591995347214247,2.2591995347221645,7.398E-13,7.0234610E-9,-7.022445734E-9,-2.757E-13,2.34E-16
0.3,2.259692481039076,2.2596924810398047,7.287E-13,7.1020782E-9,-7.101081057E-9,-2.687E-13,2.57E-16
0.31,2.260177390223842,2.2601773902245594,7.174E-13,7.1785065E-9,-7.177522582E-9,-2.667E-13,1.82E-16
0.32,2.2606546491421007,2.26065464914281,7.093E-13,7.2528645E-9,-7.251893089E-9,-2.622E-13,8.9E-17
0.33,2.2611246145185144,2.2611246145192117,6.973E-13,7.3252641E-9,-7.324308720E-9,-2.580E-13,-8.0E-17
0.34,2.26158761613484,2.2615876161355293,6.893E-13,7.3958066E-9,-7.394862944E-9,-2.546E-13,2.44E-16
0.35,2.2620439596033344,2.2620439596040147,6.803E-13,7.4645851E-9,-7.463657915E-9,-2.466E-13,-2.85E-16
0.36,2.262493928782261,2.2624939287829324,6.714E-13,7.5316880E-9,-7.530768674E-9,-2.476E-13,-3.26E-16
0.37,2.2629377878886023,2.262937787889268,6.657E-13,7.5971955E-9,-7.596287600E-9,-2.420E-13,-2.00E-16
0.38,2.263375783353344,2.2633757833540002,6.562E-13,7.6611824E-9,-7.660283739E-9,-2.426E-13,1.39E-16
0.39,2.26380814545674,2.26380814545739,6.5E-13,7.7237180E-9,-7.722826380E-9,-2.414E-13,-2.20E-16
0.4,2.2642350897748025,2.264235089775443,6.405E-13,7.7848648E-9,-7.783987453E-9,-2.368E-13,-4.7E-17
0.41,2.264656818462993,2.264656818463628,6.35E-13,7.8446865E-9,-7.843818931E-9,-2.325E-13,-6.9E-17
0.42,2.265073521399079,2.265073521399708,6.29E-13,7.9032381E-9,-7.902379858E-9,-2.294E-13,1.58E-16
