time_s_exact,electrode,sample_index,coordinate_first_m,coordinate_second_m,native_query_coordinate_first_m,native_query_coordinate_second_m,x_surface_first,x_surface_second,x_surface_difference_second_minus_first,x_particle_average_first,x_particle_average_second,x_particle_average_difference_second_minus_first,Eeq_V_first,Eeq_V_second,Eeq_V_difference_second_minus_first,etaMid_V_first,etaMid_V_second,etaMid_V_difference_second_minus_first,phil_V_first,phil_V_second,phil_V_difference_second_minus_first
5.0,N,0,0.0,0.0,0,0,0.01368492147533844,0.01368492166072809,1.8538965E-10,0.011848900524626314,0.011848900538736029,1.4109715E-11,1.2899008524218367,1.2899008407984014,-1.16234353E-8,-0.051954927540709406,-0.0519549159174959,1.1623213506E-8,-1.2379459248811273,-1.2379459248809055,2.218E-13
5.0,N,1,2.1666666666666665E-7,2.1666666666666665E-7,2.1666666666666665E-7,2.1666666666666665E-7,0.013684920572208856,0.013684920387210168,-1.84998688E-10,0.011848900455924079,0.01184890044184426,-1.4079819E-11,1.289900909045647,1.2899009206445702,1.15989232E-8,-0.051954887250567516,-0.05195489884969917,-1.1599131654E-8,-1.2379458969763006,-1.2379458969760921,2.085E-13
5.0,N,2,4.333333333333333E-7,4.333333333333333E-7,4.333333333333333E-7,4.333333333333333E-7,0.013684919669079277,0.013684919853698444,1.84619167E-10,0.011848900387221856,0.011848900401272913,1.4051057E-11,1.2899009656694571,1.2899009540943287,-1.15751284E-8,-0.05195490328952701,-0.05195489171462042,1.157490659E-8,-1.2379458132620047,-1.2379458132617829,2.218E-13
5.0,N,3,6.5E-7,6.5E-7,6.5E-7,6.5E-7,0.013684920244416362,0.013684920060189258,-1.84227104E-10,0.011848900431042654,0.011848900417021599,-1.4021055E-11,1.28990092959736,1.289900941147907,1.1550547E-8,-0.05195488296155215,-0.05195489451230739,-1.155075524E-8,-1.2379456737383683,-1.23794567373816,2.083E-13
5.0,N,4,8.666666666666666E-7,8.666666666666666E-7,8.666666666666666E-7,8.666666666666666E-7,0.013684920822831716,0.013684921006679633,1.83847917E-10,0.01184890047509773,0.011848900489090049,1.3992319E-11,1.2899008933322638,1.289900881805491,-1.15267728E-8,-0.051954918769338,-0.05195490724278695,1.152655105E-8,-1.2379454784056043,-1.2379454784053825,2.218E-13
5.0,N,5,0.0000010833333333333333,0.0000010833333333333333,0.0000010833333333333333,0.0000010833333333333333,0.013684922876623366,0.013684922693166927,-1.83456439E-10,0.011848900631440406,0.011848900617478014,-1.3962392E-11,1.2899007645650185,1.2899007760672465,1.15022280E-8,-0.051954918403650296,-0.0519549299060873,-1.1502437004E-8,-1.2379452272637974,-1.2379452272635885,2.089E-13
5.0,N,6,0.0000013,0.0000013,0.0000013,0.0000013,0.013684924936571499,0.013684925119648932,1.83077433E-10,0.01184890078825164,0.011848900802185303,1.3933663E-11,1.289900635411778,1.2899006239333124,-1.14784656E-8,-0.05195497398047455,-0.05195496250223086,1.147824369E-8,-1.237944920313116,-1.2379449203128943,2.217E-13
5.0,N,7,0.0000015166666666666664,0.0000015166666666666664,0.0000015166666666666664,0.0000015166666666666664,0.013684928468809955,0.013684928286123879,-1.82686076E-10,0.011848901057115443,0.01184890104321171,-1.3903733E-11,1.2899004139498704,1.2899004254037991,1.14539287E-8,-0.05195499357709865,-0.0519550050312354,-1.145413675E-8,-1.2379445575536012,-1.2379445575533932,2.080E-13
5.0,N,8,0.0000017333333333333332,0.0000017333333333333332,0.0000017333333333333332,0.0000017333333333333332,0.013684932010283089,0.013684932192590383,1.82307294E-10,0.011848901326682114,0.01184890134055717,1.3875056E-11,1.2899001919089734,1.2899001804787935,-1.14301799E-8,-0.05195506892307611,-0.051955057493117796,1.1429958314E-8,-1.2379441389853774,-1.2379441389851558,2.216E-13
5.0,N,9,0.00000195,0.00000195,0.00000195,0.00000195,0.0136849370209637,0.01368493683904752,-1.8191618E-10,0.01184890170806672,0.011848901694221557,-1.3845163E-11,1.2898998777526958,1.2898998891583537,1.14056579E-8,-0.05195510848202223,-0.05195511988788826,-1.140586603E-8,-1.237943664608439,-1.237943664608231,2.08E-13
5.0,N,10,0.0000021666666666666665,0.0000021666666666666665,0.0000021666666666666665,0.0000021666666666666665,0.013684942043957177,0.013684942225494786,1.81537609E-10,0.011848902090388422,0.011848902104204896,1.3816474E-11,1.289899562824434,1.2898995514425113,-1.13819227E-8,-0.05195520359725703,-0.05195519221555567,1.138170136E-8,-1.2379431344228635,-1.2379431344226421,2.214E-13
5.0,N,11,0.000002383333333333333,0.000002383333333333333,0.000002383333333333333,0.000002383333333333333,0.0136849485330788,0.013684948351932099,-1.81146701E-10,0.011848902584293759,0.011848902570507155,-1.3786604E-11,1.2898991559738575,1.2898991673312714,1.13574139E-8,-0.05195526311850229,-0.05195527447612447,-1.135762218E-8,-1.2379425484285993,-1.237942548428391,2.083E-13
5.0,N,12,0.0000026,0.0000026,0.0000026,0.0000026,0.013684955037591491,0.01368495521835984,1.80768349E-10,0.011848903079370492,0.011848903093128416,1.3757924E-11,1.2898987481583022,1.2898987368246102,-1.13336920E-8,-0.05195537800306749,-0.05195536666959599,1.133347150E-8,-1.237941906625674,-1.2379419066254536,2.204E-13
5.0,N,13,0.0000028166666666666667,0.0000028166666666666667,0.0000028166666666666667,0.0000028166666666666667,0.013684963005156477,0.013684962824778811,-1.80377666E-10,0.011848903685796868,0.011848903672068789,-1.3728079E-11,1.2898982486132797,1.289898259922477,1.13091973E-8,-0.05195545748656505,-0.05195546879597068,-1.130940563E-8,-1.2379412090139887,-1.2379412090137805,2.082E-13
5.0,N,14,0.000003033333333333333,0.000003033333333333333,0.000003033333333333333,0.000003033333333333333,0.013684970991190775,0.013684971171190297,1.79999522E-10,0.011848904293628932,0.011848904307328389,1.3699457E-11,1.2898977479102807,1.289897736624792,-1.12854887E-8,-0.051955592140511264,-0.05195558085524277,1.1285268494E-8,-1.2379404555935187,-1.2379404555932985,2.202E-13
