time_s_exact,electrode,sample_index,coordinate_first_m,coordinate_second_m,native_query_coordinate_first_m,native_query_coordinate_second_m,x_surface_first,x_surface_second,x_surface_difference_second_minus_first,x_particle_average_first,x_particle_average_second,x_particle_average_difference_second_minus_first,Eeq_V_first,Eeq_V_second,Eeq_V_difference_second_minus_first,etaMid_V_first,etaMid_V_second,etaMid_V_difference_second_minus_first,phil_V_first,phil_V_second,phil_V_difference_second_minus_first
0.1,N,60,0.000013,0.000013,0.000013,0.000013,0.011991513169871926,0.011991513232058763,6.2186837E-11,0.011723235339414922,0.011723235340026086,6.11164E-13,1.3960730256881029,1.3960730217891544,-3.8989485E-9,-0.05428254566669177,-0.05428254176871916,3.89797261E-9,-1.341783905183621,-1.3417839051826446,9.764E-13
0.1,N,61,0.000013216666666666667,0.000013216666666666667,0.000013216666666666667,0.000013216666666666667,0.011991529769839698,0.011991529707806068,-6.2033630E-11,0.011723235502514107,0.011723235501904484,-6.09623E-13,1.3960719849145051,1.3960719888038478,3.8893427E-9,-0.054284780311487646,-0.0542847842018952,-3.890407554E-9,-1.341780535949544,-1.3417805359484796,1.0644E-12
0.1,N,62,0.000013433333333333332,0.000013433333333333332,0.000013433333333333332,0.000013433333333333332,0.011991546405187327,0.011991546467097363,6.1910036E-11,0.011723235665960978,0.011723235666569432,6.08454E-13,1.396070941922685,1.3960709380410912,-3.8815938E-9,-0.05428706900875668,-0.05428706512813597,3.88062071E-9,-1.3417771109621066,-1.341777110961133,9.736E-13
0.1,N,63,0.00001365,0.00001365,0.00001365,0.00001365,0.011991563571731105,0.011991563509974087,-6.1757018E-11,0.011723235834628297,0.011723235834021383,-6.06914E-13,1.3960698656262864,1.3960698694982865,3.8720001E-9,-0.054289380674997334,-0.05428938454806631,-3.873068976E-9,-1.34177363021848,-1.3417736302174115,1.0685E-12
0.1,N,64,0.000013866666666666665,0.000013866666666666665,0.000013866666666666665,0.000013866666666666665,0.011991580774844676,0.011991580836478302,6.1633626E-11,0.011723236003655017,0.011723236004260767,6.05750E-13,1.3960687870370596,1.3960687831727963,-3.8642633E-9,-0.054291746325617396,-0.054291742462324155,3.863293241E-9,-1.3417700937150403,-1.3417700937140697,9.706E-13
0.1,N,65,0.000014083333333333331,0.000014083333333333333,0.000014083333333333333,0.000014083333333333333,0.011991598508133756,0.01199159844665289,-6.1480866E-11,0.011723236177892267,0.011723236177288047,-6.04220E-13,1.396067675207246,1.396067679061932,3.854686E-9,-0.05429413501579683,-0.05429413887155432,-3.85575749E-9,-1.341766501448876,-1.341766501447805,1.071E-12
0.1,N,66,0.000014299999999999999,0.000014299999999999999,0.000014299999999999999,0.000014299999999999999,0.011991616279183628,0.011991616340541288,6.1357660E-11,0.011723236352500636,0.011723236353103688,6.03052E-13,1.3960665610099314,1.3960665571629702,-3.8469612E-9,-0.05429657762241247,-0.05429657377641828,3.84599419E-9,-1.3417628534162311,-1.3417628534152637,9.674E-13
0.1,N,67,0.000014516666666666666,0.000014516666666666666,0.000014516666666666666,0.000014516666666666666,0.01199163457939286,0.011991634518187706,-6.1205154E-11,0.011723236532309672,0.011723236531708144,-6.01528E-13,1.39606541363574,1.3960654174731397,3.8373997E-9,-0.054299043339111286,-0.05429904717758549,-3.838474204E-9,-1.3417591496141106,-1.3417591496130366,1.0740E-12
0.1,N,68,0.00001473333333333333,0.000014733333333333332,0.000014733333333333332,0.000014733333333333332,0.011991652918554974,0.011991652979637132,6.1082158E-11,0.011723236712501549,0.011723236713101909,6.00360E-13,1.396064263819307,1.396064259989619,-3.829688E-9,-0.05430156290445476,-0.05430155907573031,3.82872445E-9,-1.341755390038624,-1.34175539003766,9.64E-13
0.1,N,69,0.000014950000000000001,0.00001495,0.00001495,0.00001495,0.011991671785864926,0.011991671724935113,-6.0929813E-11,0.011723236897884284,0.011723236897285456,-5.98828E-13,1.3960630808894163,1.396063084709553,3.8201367E-9,-0.054304105650331946,-0.054304109471546624,-3.821214678E-9,-1.3417515746866953,-1.3417515746856177,1.0776E-12
