time_s_exact,electrode,sample_index,coordinate_first_m,coordinate_second_m,native_query_coordinate_first_m,native_query_coordinate_second_m,x_surface_first,x_surface_second,x_surface_difference_second_minus_first,x_particle_average_first,x_particle_average_second,x_particle_average_difference_second_minus_first,Eeq_V_first,Eeq_V_second,Eeq_V_difference_second_minus_first,etaMid_V_first,etaMid_V_second,etaMid_V_difference_second_minus_first,phil_V_first,phil_V_second,phil_V_difference_second_minus_first
0.001,N,0,0.0,0.0,0,0,0.011741685921077036,0.011741685928238703,7.161667E-12,0.011720706916276327,0.011720706916285009,8.682E-15,1.4117365262508796,1.4117365258018622,-4.490174E-10,-0.054492000150682784,-0.05449199971008922,4.40593564E-10,-1.3572445261001969,-1.357244526091773,8.4239E-12
0.001,N,1,2.1666666666666665E-7,2.1666666666666665E-7,2.1666666666666665E-7,2.1666666666666665E-7,0.01174168588583266,0.011741685878692159,-7.140501E-12,0.011720706916233597,0.011720706916224946,-8.651E-15,1.4117365284606078,1.4117365289082981,4.476903E-10,-0.05449190527503167,-0.054491905731141044,-4.56109374E-10,-1.3572444983643008,-1.3572444983558818,8.4190E-12
0.001,N,2,4.333333333333333E-7,4.333333333333333E-7,4.333333333333333E-7,4.333333333333333E-7,0.011741685850588286,0.011741685857720213,7.131927E-12,0.011720706916190876,0.011720706916199518,8.642E-15,1.411736530670336,1.411736530223183,-4.47153E-10,-0.054491866385526944,-0.05449186594678568,4.38741264E-10,-1.3572444151568974,-1.3572444151484857,8.4117E-12
0.001,N,3,6.5E-7,6.5E-7,6.5E-7,6.5E-7,0.011741685872433473,0.01174168586532273,-7.110743E-12,0.011720706916217356,0.011720706916208735,-8.621E-15,1.4117365293007011,1.4117365297465254,4.458243E-10,-0.05449187990266813,-0.05449188035690811,-4.5423998E-10,-1.3572442764781236,-1.357244276469708,8.4156E-12
0.001,N,4,8.666666666666666E-7,8.666666666666666E-7,8.666666666666666E-7,8.666666666666666E-7,0.011741685894397525,0.011741685901499755,7.102230E-12,0.011720706916243974,0.011720706916252587,8.613E-15,1.4117365279236136,1.411736527478323,-4.452906E-10,-0.05449194939839841,-0.05449194896152321,4.3687520E-10,-1.3572440823279468,-1.3572440823195313,8.4155E-12
0.001,N,5,0.0000010833333333333333,0.0000010833333333333333,0.0000010833333333333333,0.0000010833333333333333,0.011741685973332555,0.011741685966251412,-7.081143E-12,0.011720706916339666,0.011720706916331083,-8.583E-15,1.4117365229745982,1.4117365234185673,4.439691E-10,-0.054492071308332335,-0.05449207176071735,-4.52385015E-10,-1.357243832706278,-1.357243832697862,8.416E-12
0.001,N,6,0.0000013,0.0000013,0.0000013,0.0000013,0.011741686052505317,0.011741686059577972,7.072655E-12,0.011720706916435644,0.011720706916444215,8.571E-15,1.411736518010678,1.4117365175672412,-4.434368E-10,-0.054492249189665554,-0.05449224875464442,4.35021134E-10,-1.3572435276129462,-1.3572435276045305,8.4157E-12
0.001,N,7,0.0000015166666666666664,0.0000015166666666666664,0.0000015166666666666664,0.0000015166666666666664,0.011741686188531405,0.011741686181479784,-7.051621E-12,0.011720706916600538,0.011720706916591992,-8.546E-15,1.4117365094822059,1.4117365099243235,4.421176E-10,-0.054492479492994184,-0.05449247994352824,-4.50534056E-10,-1.3572431670477105,-1.3572431670392942,8.4163E-12
0.001,N,8,0.0000017333333333333332,0.0000017333333333333332,0.0000017333333333333332,0.0000017333333333333332,0.011741686324914095,0.011741686331957307,7.043212E-12,0.011720706916765867,0.011720706916774406,8.539E-15,1.4117365009313756,1.4117365004897853,-4.415903E-10,-0.05449276576083628,-0.054492765327660564,4.33175716E-10,-1.3572427510102496,-1.3572427510018348,8.4148E-12
0.001,N,9,0.00000195,0.00000195,0.00000195,0.00000195,0.011741686518033336,0.011741686511011122,-7.022214E-12,0.011720706916999972,0.011720706916991458,-8.514E-15,1.4117364888233157,1.4117364892635897,4.402740E-10,-0.05449310445871047,-0.054493104907401335,-4.48690865E-10,-1.3572422795001768,-1.35724227949176,8.4168E-12
