time_s_exact,V_first_V,V_second_V,difference_V_second_minus_first_V,difference_delta_Eeq_V,difference_delta_etaMid_V,difference_delta_phiL_V,difference_decomposition_residual_V
0,2.230611589013167,2.2306115890131903,2.33E-14,1.40E-14,1.2874E-14,-3.6E-15,2.6E-17
0.0001,2.230780484996105,2.2307804849993085,3.2035E-12,6.72071E-11,-6.2331697E-11,-1.6719E-12,-3E-18
0.0002,2.2309384409054527,2.230938440910805,5.3523E-12,1.277808E-10,-1.18806298E-10,-3.6222E-12,-2E-18
0.0005,2.2313565894866887,2.2313565894955936,8.9049E-12,2.828965E-10,-2.67883052E-10,-6.1089E-12,3.52E-16
0.001,2.2319132688961187,2.2319132689067698,1.06511E-11,4.835617E-10,-4.67098135E-10,-5.8128E-12,3.35E-16
0.002,2.232716843842164,2.232716843852292,1.0128E-11,7.657476E-10,-7.51637864E-10,-3.9814E-12,-3.36E-16
0.005,2.2342006471451765,2.2342006471516247,6.4482E-12,1.2659058E-9,-1.257351339E-9,-2.1064E-12,1.39E-16
0.01,2.2357935737159824,2.2357935737200423,4.0599E-12,1.7758845E-9,-1.770384506E-9,-1.4397E-12,-3.94E-16
0.02,2.2380139079067365,2.238013907909473,2.7365E-12,2.4441191E-9,-2.440380786E-9,-1.0012E-12,-6.14E-16
0.03,2.239709445924013,2.2397094459262257,2.2127E-12,2.9234724E-9,-2.920441443E-9,-8.180E-13,-2.57E-16
0.04,2.241136813615726,2.241136813617641,1.915E-12,3.3077703E-9,-3.305147710E-9,-7.073E-13,-2.90E-16
0.05,2.2423937229598643,2.242393722961572,1.7077E-12,3.6324981E-9,-3.630153955E-9,-6.366E-13,1.55E-16
0.06,2.243529914812583,2.243529914814144,1.561E-12,3.9156006E-9,-3.913457116E-9,-5.826E-13,1.16E-16
0.07,2.2445748104753807,2.2445748104768284,1.4477E-12,4.1676245E-9,-4.165638279E-9,-5.382E-13,-3.21E-16
0.08,2.245547525185136,2.2455475251864927,1.3567E-12,4.3953736E-9,-4.393513333E-9,-5.037E-13,1.33E-16
0.09,2.246461309601097,2.246461309602378,1.281E-12,4.6035387E-9,-4.601777407E-9,-4.800E-13,-2.93E-16
0.1,2.247325796818113,2.2473257968193328,1.2198E-12,4.7955055E-9,-4.793830000E-9,-4.557E-13,0E-18
0.11,2.2481483411450585,2.2481483411462233,1.1648E-12,4.9738436E-9,-4.972246613E-9,-4.321E-13,-8.7E-17
0.12,2.2489346822924947,2.248934682293611,1.1163E-12,5.1405481E-9,-5.139016100E-9,-4.156E-13,-1.00E-16
