op,sigma,rho_LLI_LAM_PE,rho_LLI_LAM_NE,rho_LAM_PE_LAM_NE,major_axis_len_pp,minor_axis_len_pp,major_axis_LLI,major_axis_LAM_PE,major_axis_LAM_NE,major_axis_angle_ones_deg,major_axis_variance_frac
pristine,σ = 1 mV,0.9860277093345626,0.8463974783791004,0.7797536336308264,0.1453727265339152,0.007970846435030559,0.661862549456504,0.6371648100954752,0.39491640938676376,12.040912340282532,0.9396731207648803
pristine,σ = 5 mV,0.9860277093345627,0.8463974783791005,0.7797536336308265,0.7262833024239318,0.0398224124289068,0.6618625494565037,0.6371648100954754,0.39491640938676376,12.040912340282532,0.9396731207648801
22p 근방,σ = 1 mV,0.9860033529446071,0.8831078940113957,0.9074726570559154,0.15119939013696432,0.00926799471575514,0.568556085285468,0.5224607776758301,0.6354358454440785,4.60781094313894,0.9463951322699018
22p 근방,σ = 5 mV,0.9860033529446067,0.8831078940113956,0.9074726570559152,0.7553933603050335,0.046302975595880945,0.5685560852854677,0.5224607776758304,0.6354358454440784,4.60781094313894,0.9463951322699014
