cathode,electrolyte,voltage_V,x_atomic_frac,reaction_energy_eV_per_atom,is_minimum,forms_Nd_phosphate,reaction
LiNiO2,o_only_03,4.3,0.367174,-1.374694,0,0,0.1577 Li5.4P1S4.1Cl1.6O0.3 + 0.8423 LiNiO2 -> 1.694 Li + 0.07883 Ni2P2O7 + 0.1261 NiCl2 + 0.08784 Ni3S4 + 0.295 NiSO4
LiNiO2,o_only_03,4.3,0.392051,-1.387823,0,0,0.1722 Li5.4P1S4.1Cl1.6O0.3 + 0.8278 LiNiO2 -> 1.758 Li + 0.0861 Ni(PO3)2 + 0.1378 NiCl2 + 0.1021 Ni3S4 + 0.2977 NiSO4
LiNiO2,o_only_03,4.3,0.435597,-1.40316,0,0,0.1993 Li5.4P1S4.1Cl1.6O0.3 + 0.8007 LiNiO2 -> 1.877 Li + 0.09967 Ni(PO3)2 + 0.2757 NiS2 + 0.1595 NiCl2 + 0.2658 NiSO4
LiNiO2,o_only_03,4.3,0.536023,-1.420783,0,0,0.2715 Li5.4P1S4.1Cl1.6O0.3 + 0.7285 LiNiO2 -> 2.195 Li + 0.1357 Ni(PO3)2 + 0.3756 NiS2 + 0.362 SO2 + 0.2172 NiCl2
LiNiO2,o_only_03,4.3,0.657244,-1.423773,1,0,0.3822 Li5.4P1S4.1Cl1.6O0.3 + 0.6178 LiNiO2 -> 2.682 Li + 0.1911 Ni(PO3)2 + 0.6115 SCl + 0.4268 NiS2 + 0.1019 SO2
LiNiO2,o_only_03,4.3,0.687616,-1.417262,0,0,0.4152 Li5.4P1S4.1Cl1.6O0.3 + 0.5848 LiNiO2 -> 2.827 Li + 0.1038 NiP4O11 + 0.6644 SCl + 0.481 NiS2 + 0.07612 SO2
LiNiO2,o_only_03,4.3,0.716763,-1.410404,0,0,0.4494 Li5.4P1S4.1Cl1.6O0.3 + 0.5506 LiNiO2 -> 2.978 Li + 0.1124 NiP4O11 + 0.7191 SCl + 0.4382 NiS2 + 0.2472 S
LiNiO2,o_only_03,4.3,0.833333,-1.348064,0,0,0.6173 Li5.4P1S4.1Cl1.6O0.3 + 0.3827 LiNiO2 -> 3.716 Li + 0.08642 NiP4O11 + 0.9877 SCl + 0.2963 NiS2 + 0.1358 P2S7
LiNiO2,o_only_03,4.3,0.989362,-1.252489,0,0,0.9677 Li5.4P1S4.1Cl1.6O0.3 + 0.03226 LiNiO2 -> 5.258 Li + 0.03226 NiP4O11 + 1.245 SCl + 0.06072 PCl5 + 0.389 P2S7
LiNiO2,o_only_03,4.3,1.0,-1.243882,0,0,Li5.4P1S4.1Cl1.6O0.3 -> 5.4 Li + 1.259 SCl + 0.06824 PCl5 + 0.4059 P2S7 + 0.06 P2O5
LiNiO2,o_only_03,4.5,0.0,-0.316817,0,0,LiNiO2 -> Li + 0.3333 Ni3O4 + 0.3333 O2
LiNiO2,o_only_03,4.5,0.103161,-0.863089,0,0,0.03578 Li5.4P1S4.1Cl1.6O0.3 + 0.9642 LiNiO2 -> 1.157 Li + 0.02862 Ni(ClO4)2 + 0.2451 Ni3O4 + 0.01789 Ni3(PO4)2 + 0.1467 NiSO4
LiNiO2,o_only_03,4.5,0.133621,-1.028621,0,0,0.04739 Li5.4P1S4.1Cl1.6O0.3 + 0.9526 LiNiO2 -> 1.209 Li + 0.03791 Ni(ClO4)2 + 0.0237 Ni3(PO4)2 + 0.6493 NiO + 0.1943 NiSO4
LiNiO2,o_only_03,4.5,0.184524,-1.266438,0,0,0.06803 Li5.4P1S4.1Cl1.6O0.3 + 0.932 LiNiO2 -> 1.299 Li + 0.03401 Ni3(PO4)2 + 0.05442 NiCl2 + 0.4966 NiO + 0.2789 NiSO4
LiNiO2,o_only_03,4.5,0.30303,-1.409936,0,0,0.123 Li5.4P1S4.1Cl1.6O0.3 + 0.877 LiNiO2 -> 1.541 Li + 0.0615 Ni3(PO4)2 + 0.08979 Ni3S2 + 0.0984 NiCl2 + 0.3247 NiSO4
LiNiO2,o_only_03,4.5,0.319104,-1.426592,0,0,0.1313 Li5.4P1S4.1Cl1.6O0.3 + 0.8687 LiNiO2 -> 1.578 Li + 0.06566 Ni3(PO4)2 + 0.0282 Ni9S8 + 0.1051 NiCl2 + 0.3129 NiSO4
LiNiO2,o_only_03,4.5,0.345267,-1.452689,0,0,0.1454 Li5.4P1S4.1Cl1.6O0.3 + 0.8546 LiNiO2 -> 1.64 Li + 0.07269 Ni3(PO4)2 + 0.1163 NiCl2 + 0.0758 Ni3S4 + 0.2928 NiSO4
LiNiO2,o_only_03,4.5,0.367174,-1.467994,0,0,0.1577 Li5.4P1S4.1Cl1.6O0.3 + 0.8423 LiNiO2 -> 1.694 Li + 0.07883 Ni2P2O7 + 0.1261 NiCl2 + 0.08784 Ni3S4 + 0.295 NiSO4
LiNiO2,o_only_03,4.5,0.392051,-1.483121,0,0,0.1722 Li5.4P1S4.1Cl1.6O0.3 + 0.8278 LiNiO2 -> 1.758 Li + 0.0861 Ni(PO3)2 + 0.1378 NiCl2 + 0.1021 Ni3S4 + 0.2977 NiSO4
LiNiO2,o_only_03,4.5,0.435597,-1.502023,0,0,0.1993 Li5.4P1S4.1Cl1.6O0.3 + 0.8007 LiNiO2 -> 1.877 Li + 0.2757 NiS2 + 0.09967 Ni(PO3)2 + 0.1595 NiCl2 + 0.2658 NiSO4
LiNiO2,o_only_03,4.5,0.536023,-1.528202,0,0,0.2715 Li5.4P1S4.1Cl1.6O0.3 + 0.7285 LiNiO2 -> 2.195 Li + 0.3756 NiS2 + 0.362 SO2 + 0.1357 Ni(PO3)2 + 0.2172 NiCl2
LiNiO2,o_only_03,4.5,0.657244,-1.542198,1,0,0.3822 Li5.4P1S4.1Cl1.6O0.3 + 0.6178 LiNiO2 -> 2.682 Li + 0.6115 SCl + 0.4268 NiS2 + 0.1019 SO2 + 0.1911 Ni(PO3)2
LiNiO2,o_only_03,4.5,0.687616,-1.538568,0,0,0.4152 Li5.4P1S4.1Cl1.6O0.3 + 0.5848 LiNiO2 -> 2.827 Li + 0.1038 NiP4O11 + 0.6644 SCl + 0.481 NiS2 + 0.07612 SO2
LiNiO2,o_only_03,4.5,0.716763,-1.534526,0,0,0.4494 Li5.4P1S4.1Cl1.6O0.3 + 0.5506 LiNiO2 -> 2.978 Li + 0.1124 NiP4O11 + 0.7191 SCl + 0.4382 NiS2 + 0.2472 S
LiNiO2,o_only_03,4.5,0.833333,-1.483955,0,0,0.6173 Li5.4P1S4.1Cl1.6O0.3 + 0.3827 LiNiO2 -> 3.716 Li + 0.08642 NiP4O11 + 0.9877 SCl + 0.2963 NiS2 + 0.1358 P2S7
LiNiO2,o_only_03,4.5,0.989362,-1.405541,0,0,0.9677 Li5.4P1S4.1Cl1.6O0.3 + 0.03226 LiNiO2 -> 5.258 Li + 0.03226 NiP4O11 + 1.245 SCl + 0.389 P2S7 + 0.06072 PCl5
LiNiO2,o_only_03,4.5,1.0,-1.398168,0,0,Li5.4P1S4.1Cl1.6O0.3 -> 5.4 Li + 1.259 SCl + 0.4059 P2S7 + 0.06824 PCl5 + 0.06 P2O5
LiNiO2,nd_only,2.5,0.0,-0.043,0,0,LiNiO2 + Li -> NiO + Li2O
LiNiO2,nd_only,2.5,0.120482,-0.540415,0,0,0.04367 Li4.8Nd0.2P1S4.4Cl1.6 + 0.9563 LiNiO2 -> 0.5808 Li + 0.9563 NiO + 0.04367 Li3PO4 + 0.004367 Nd2O3 + 0.1921 Li2SO4 + 0.06987 LiCl
LiNiO2,nd_only,2.5,0.120968,-0.541388,0,0,0.04386 Li4.8Nd0.2P1S4.4Cl1.6 + 0.9561 LiNiO2 -> 0.5877 Li + 0.002924 Nd3PO7 + 0.9561 NiO + 0.04094 Li3PO4 + 0.193 Li2SO4 + 0.07018 LiCl
LiNiO2,nd_only,2.5,0.121951,-0.542457,0,1,0.04425 Li4.8Nd0.2P1S4.4Cl1.6 + 0.9558 LiNiO2 -> 0.6018 Li + 0.9558 NiO + 0.0354 Li3PO4 + 0.00885 NdPO4 + 0.1947 Li2SO4 + 0.0708 LiCl
LiNiO2,nd_only,2.5,0.217391,-0.609818,0,1,0.08475 Li4.8Nd0.2P1S4.4Cl1.6 + 0.9153 LiNiO2 -> 0.2373 Li + 0.0678 Li3PO4 + 0.01695 NdPO4 + 0.3729 Li2SO4 + 0.9153 Ni + 0.1356 LiCl
LiNiO2,nd_only,2.5,0.393258,-0.74044,0,1,0.1777 Li4.8Nd0.2P1S4.4Cl1.6 + 0.8223 LiNiO2 -> 0.4975 Li + 0.2741 Ni3S2 + 0.1421 Li3PO4 + 0.03553 NdPO4 + 0.2335 Li2SO4 + 0.2843 LiCl
LiNiO2,nd_only,2.5,0.43554,-0.749475,0,1,0.2046 Li4.8Nd0.2P1S4.4Cl1.6 + 0.7954 LiNiO2 -> 0.5728 Li + 0.08838 Ni9S8 + 0.1637 Li3PO4 + 0.04092 NdPO4 + 0.1931 Li2SO4 + 0.3273 LiCl
LiNiO2,nd_only,2.5,0.504587,-0.760766,1,1,0.2535 Li4.8Nd0.2P1S4.4Cl1.6 + 0.7465 LiNiO2 -> 0.7097 Li + 0.2028 Li3PO4 + 0.05069 NdPO4 + 0.2488 Ni3S4 + 0.1198 Li2SO4 + 0.4055 LiCl
LiNiO2,nd_only,2.5,0.581395,-0.720738,0,1,0.3165 Li4.8Nd0.2P1S4.4Cl1.6 + 0.6835 LiNiO2 -> 0.8861 Li + 0.6835 NiS2 + 0.2532 Li3PO4 + 0.06329 NdPO4 + 0.02532 Li2SO4 + 0.5063 LiCl
LiNiO2,nd_only,2.5,0.6,-0.704262,0,1,0.3333 Li4.8Nd0.2P1S4.4Cl1.6 + 0.6667 LiNiO2 -> 0.9 Li + 0.6667 NiS2 + 0.2667 Li3PO4 + 0.06667 NdPO4 + 0.5333 LiCl + 0.03333 LiS4
LiNiO2,nd_only,2.5,0.882353,-0.275998,0,1,0.7143 Li4.8Nd0.2P1S4.4Cl1.6 + 0.2857 LiNiO2 -> 2.429 Li + 0.2857 NiS2 + 0.2857 P2S7 + 0.1429 NdPO4 + 1.143 LiCl + 0.1429 LiS4
LiNiO2,nd_only,2.5,1.0,-0.075429,0,0,Li4.8Nd0.2P1S4.4Cl1.6 -> 3 Li + 0.4 P2S7 + 0.2 NdPS4 + 1.6 LiCl + 0.2 LiS4
LiNiO2,nd_only,3.0,0.0,0.0,0,0,LiNiO2 -> LiNiO2
LiNiO2,nd_only,3.0,0.120482,-0.631636,0,0,0.04367 Li4.8Nd0.2P1S4.4Cl1.6 + 0.9563 LiNiO2 -> 0.5808 Li + 0.04367 Li3PO4 + 0.9563 NiO + 0.1921 Li2SO4 + 0.004367 Nd2O3 + 0.06987 LiCl
LiNiO2,nd_only,3.0,0.120968,-0.633675,0,0,0.04386 Li4.8Nd0.2P1S4.4Cl1.6 + 0.9561 LiNiO2 -> 0.5877 Li + 0.002924 Nd3PO7 + 0.04094 Li3PO4 + 0.9561 NiO + 0.193 Li2SO4 + 0.07018 LiCl
LiNiO2,nd_only,3.0,0.121951,-0.636901,0,1,0.04425 Li4.8Nd0.2P1S4.4Cl1.6 + 0.9558 LiNiO2 -> 0.6018 Li + 0.00885 NdPO4 + 0.0354 Li3PO4 + 0.9558 NiO + 0.1947 Li2SO4 + 0.0708 LiCl
LiNiO2,nd_only,3.0,0.12605,-0.643712,0,1,0.04587 Li4.8Nd0.2P1S4.4Cl1.6 + 0.9541 LiNiO2 -> 0.6606 Li + 0.0367 NiCl2 + 0.009174 NdPO4 + 0.0367 Li3PO4 + 0.9174 NiO + 0.2018 Li2SO4
LiNiO2,nd_only,3.0,0.130435,-0.65062,0,1,0.04762 Li4.8Nd0.2P1S4.4Cl1.6 + 0.9524 LiNiO2 -> 0.7238 Li + 0.0381 LiNiPO4 + 0.0381 NiCl2 + 0.009524 NdPO4 + 0.8762 NiO + 0.2095 Li2SO4
LiNiO2,nd_only,3.0,0.132743,-0.653091,0,1,0.04854 Li4.8Nd0.2P1S4.4Cl1.6 + 0.9515 LiNiO2 -> 0.7573 Li + 0.01942 Ni3(PO4)2 + 0.03883 NiCl2 + 0.009709 NdPO4 + 0.8544 NiO + 0.2136 Li2SO4
LiNiO2,nd_only,3.0,0.34202,-0.799589,0,1,0.1477 Li4.8Nd0.2P1S4.4Cl1.6 + 0.8523 LiNiO2 -> 1.004 Li + 0.05907 Ni3(PO4)2 + 0.1857 Ni3S2 + 0.1181 NiCl2 + 0.02954 NdPO4 + 0.2785 Li2SO4
LiNiO2,nd_only,3.0,0.351171,-0.803688,0,1,0.1528 Li4.8Nd0.2P1S4.4Cl1.6 + 0.8472 LiNiO2 -> 0.917 Li + 0.1223 LiNiPO4 + 0.2009 Ni3S2 + 0.1223 NiCl2 + 0.03057 NdPO4 + 0.2707 Li2SO4
LiNiO2,nd_only,3.0,0.379171,-0.815763,0,1,0.1691 Li4.8Nd0.2P1S4.4Cl1.6 + 0.8309 LiNiO2 -> 1.015 Li + 0.06225 Ni9S8 + 0.1353 LiNiPO4 + 0.1353 NiCl2 + 0.03383 NdPO4 + 0.2463 Li2SO4
LiNiO2,nd_only,3.0,0.421995,-0.831838,0,1,0.1957 Li4.8Nd0.2P1S4.4Cl1.6 + 0.8043 LiNiO2 -> 1.174 Li + 0.1566 LiNiPO4 + 0.1566 NiCl2 + 0.03915 NdPO4 + 0.1637 Ni3S4 + 0.2064 Li2SO4
LiNiO2,nd_only,3.0,0.45961,-0.839892,0,1,0.2209 Li4.8Nd0.2P1S4.4Cl1.6 + 0.7791 LiNiO2 -> 0.9719 Li + 0.1767 NiCl2 + 0.04418 NdPO4 + 0.1767 Li3PO4 + 0.2008 Ni3S4 + 0.1687 Li2SO4
LiNiO2,nd_only,3.0,0.504587,-0.848068,0,1,0.2535 Li4.8Nd0.2P1S4.4Cl1.6 + 0.7465 LiNiO2 -> 0.7097 Li + 0.05069 NdPO4 + 0.2028 Li3PO4 + 0.2488 Ni3S4 + 0.1198 Li2SO4 + 0.4055 LiCl
LiNiO2,nd_only,3.0,0.509259,-0.848327,1,1,0.257 Li4.8Nd0.2P1S4.4Cl1.6 + 0.743 LiNiO2 -> 0.8738 Li + 0.1028 Li4P2O7 + 0.0514 NdPO4 + 0.2477 Ni3S4 + 0.1402 Li2SO4 + 0.4112 LiCl
LiNiO2,nd_only,3.0,0.585937,-0.823627,0,1,0.3205 Li4.8Nd0.2P1S4.4Cl1.6 + 0.6795 LiNiO2 -> 1.09 Li + 0.6795 NiS2 + 0.1282 Li4P2O7 + 0.0641 NdPO4 + 0.05128 Li2SO4 + 0.5128 LiCl
LiNiO2,nd_only,3.0,0.625,-0.789008,0,1,0.3571 Li4.8Nd0.2P1S4.4Cl1.6 + 0.6429 LiNiO2 -> 1.143 Li + 0.6429 NiS2 + 0.1429 Li4P2O7 + 0.07143 NdPO4 + 0.5714 LiCl + 0.07143 LiS4
LiNiO2,nd_only,3.0,0.659341,-0.755003,0,1,0.3922 Li4.8Nd0.2P1S4.4Cl1.6 + 0.6078 LiNiO2 -> 1.5 Li + 0.6078 NiS2 + 0.03922 Li4P2O7 + 0.07843 LiNd(PO3)4 + 0.6275 LiCl + 0.1275 LiS4
LiNiO2,nd_only,3.0,0.666667,-0.747463,0,1,0.4 Li4.8Nd0.2P1S4.4Cl1.6 + 0.6 LiNiO2 -> 1.58 Li + 0.6 NiS2 + 0.08 LiNd(PO3)4 + 0.08 LiPO3 + 0.64 LiCl + 0.14 LiS4
LiNiO2,nd_only,3.0,0.714286,-0.691296,0,1,0.4545 Li4.8Nd0.2P1S4.4Cl1.6 + 0.5455 LiNiO2 -> 1.761 Li + 0.5455 NiS2 + 0.04545 P2S7 + 0.09091 LiNd(PO3)4 + 0.7273 LiCl + 0.1477 LiS4
LiNiO2,nd_only,3.0,0.882353,-0.478379,0,1,0.7143 Li4.8Nd0.2P1S4.4Cl1.6 + 0.2857 LiNiO2 -> 2.429 Li + 0.2857 NiS2 + 0.2857 P2S7 + 0.1429 NdPO4 + 1.143 LiCl + 0.1429 LiS4
LiNiO2,nd_only,3.0,1.0,-0.314004,0,0,Li4.8Nd0.2P1S4.4Cl1.6 -> 3.575 Li + 0.5 P2S7 + 0.2 NdCl3 + LiCl + 0.225 LiS4
LiNiO2,nd_only,3.5,0.0,-0.005137,0,0,LiNiO2 -> 0.5 Li + 0.5 Li(NiO2)2
LiNiO2,nd_only,3.5,0.095541,-0.597615,0,0,0.03401 Li4.8Nd0.2P1S4.4Cl1.6 + 0.966 LiNiO2 -> 0.6735 Li + 0.006803 NdNiO3 + 0.05442 LiClO4 + 0.03401 Li3PO4 + 0.9592 NiO + 0.1497 Li2SO4
LiNiO2,nd_only,3.5,0.096154,-0.60116,0,0,0.03425 Li4.8Nd0.2P1S4.4Cl1.6 + 0.9658 LiNiO2 -> 0.6781 Li + 0.002283 Nd3PO7 + 0.05479 LiClO4 + 0.03196 Li3PO4 + 0.9658 NiO + 0.1507 Li2SO4
LiNiO2,nd_only,3.5,0.096774,-0.60459,0,1,0.03448 Li4.8Nd0.2P1S4.4Cl1.6 + 0.9655 LiNiO2 -> 0.6897 Li + 0.006897 NdPO4 + 0.05517 LiClO4 + 0.02759 Li3PO4 + 0.9655 NiO + 0.1517 Li2SO4
LiNiO2,nd_only,3.5,0.121951,-0.731345,0,1,0.04425 Li4.8Nd0.2P1S4.4Cl1.6 + 0.9558 LiNiO2 -> 0.6018 Li + 0.00885 NdPO4 + 0.0354 Li3PO4 + 0.9558 NiO + 0.1947 Li2SO4 + 0.0708 LiCl
LiNiO2,nd_only,3.5,0.12605,-0.74716,0,1,0.04587 Li4.8Nd0.2P1S4.4Cl1.6 + 0.9541 LiNiO2 -> 0.6606 Li + 0.009174 NdPO4 + 0.0367 NiCl2 + 0.0367 Li3PO4 + 0.9174 NiO + 0.2018 Li2SO4
LiNiO2,nd_only,3.5,0.130435,-0.763715,0,1,0.04762 Li4.8Nd0.2P1S4.4Cl1.6 + 0.9524 LiNiO2 -> 0.7238 Li + 0.0381 LiNiPO4 + 0.009524 NdPO4 + 0.0381 NiCl2 + 0.8762 NiO + 0.2095 Li2SO4
LiNiO2,nd_only,3.5,0.132743,-0.771273,0,1,0.04854 Li4.8Nd0.2P1S4.4Cl1.6 + 0.9515 LiNiO2 -> 0.7573 Li + 0.01942 Ni3(PO4)2 + 0.009709 NdPO4 + 0.03883 NiCl2 + 0.8544 NiO + 0.2136 Li2SO4
LiNiO2,nd_only,3.5,0.164835,-0.8565,0,1,0.06173 Li4.8Nd0.2P1S4.4Cl1.6 + 0.9383 LiNiO2 -> 1.235 Li + 0.02469 Ni3(PO4)2 + 0.01235 NdPO4 + 0.04938 NiCl2 + 0.2716 NiSO4 + 0.5432 NiO
LiNiO2,nd_only,3.5,0.291829,-0.962937,0,1,0.1208 Li4.8Nd0.2P1S4.4Cl1.6 + 0.8792 LiNiO2 -> 1.459 Li + 0.1063 Ni3S2 + 0.04831 Ni3(PO4)2 + 0.02415 NdPO4 + 0.09662 NiCl2 + 0.3188 NiSO4
LiNiO2,nd_only,3.5,0.310597,-0.974975,0,1,0.1306 Li4.8Nd0.2P1S4.4Cl1.6 + 0.8694 LiNiO2 -> 1.496 Li + 0.05223 Ni3(PO4)2 + 0.03379 Ni9S8 + 0.02611 NdPO4 + 0.1045 NiCl2 + 0.3041 NiSO4
LiNiO2,nd_only,3.5,0.34202,-0.993746,0,1,0.1477 Li4.8Nd0.2P1S4.4Cl1.6 + 0.8523 LiNiO2 -> 1.561 Li + 0.05907 Ni3(PO4)2 + 0.02954 NdPO4 + 0.1181 NiCl2 + 0.2785 NiSO4 + 0.09283 Ni3S4
LiNiO2,nd_only,3.5,0.359589,-0.998932,0,1,0.1577 Li4.8Nd0.2P1S4.4Cl1.6 + 0.8423 LiNiO2 -> 1.599 Li + 0.06306 Ni2P2O7 + 0.03153 NdPO4 + 0.1261 NiCl2 + 0.2793 NiSO4 + 0.1036 Ni3S4
LiNiO2,nd_only,3.5,0.379061,-1.002793,0,1,0.1691 Li4.8Nd0.2P1S4.4Cl1.6 + 0.8309 LiNiO2 -> 1.643 Li + 0.06763 Ni(PO3)2 + 0.03382 NdPO4 + 0.1353 NiCl2 + 0.2802 NiSO4 + 0.1159 Ni3S4
LiNiO2,nd_only,3.5,0.38961,-1.00441,0,0,0.1754 Li4.8Nd0.2P1S4.4Cl1.6 + 0.8246 LiNiO2 -> 1.667 Li + 0.08772 Ni(PO3)2 + 0.01754 Nd2(SO4)3 + 0.1404 NiCl2 + 0.2281 NiSO4 + 0.1228 Ni3S4
LiNiO2,nd_only,3.5,0.44335,-1.005388,0,0,0.2098 Li4.8Nd0.2P1S4.4Cl1.6 + 0.7902 LiNiO2 -> 1.797 Li + 0.1049 Ni(PO3)2 + 0.02098 Nd2(SO4)3 + 0.3427 NiS2 + 0.1678 NiCl2 + 0.1748 NiSO4
LiNiO2,nd_only,3.5,0.491803,-1.005418,1,0,0.2439 Li4.8Nd0.2P1S4.4Cl1.6 + 0.7561 LiNiO2 -> 1.683 Li + 0.122 Ni(PO3)2 + 0.02439 Nd2(SO4)3 + 0.439 NiS2 + 0.1951 NiCl2 + 0.122 Li2SO4
LiNiO2,nd_only,3.5,0.519031,-1.005313,0,1,0.2646 Li4.8Nd0.2P1S4.4Cl1.6 + 0.7354 LiNiO2 -> 1.614 Li + 0.02646 Ni(PO3)2 + 0.4974 NiS2 + 0.05291 LiNd(PO3)4 + 0.2116 NiCl2 + 0.1693 Li2SO4
LiNiO2,nd_only,3.5,0.521437,-1.004781,0,1,0.2664 Li4.8Nd0.2P1S4.4Cl1.6 + 0.7336 LiNiO2 -> 1.607 Li + 0.01776 LiNi(PO3)3 + 0.5027 NiS2 + 0.05329 LiNd(PO3)4 + 0.2131 NiCl2 + 0.167 Li2SO4
LiNiO2,nd_only,3.5,0.526316,-1.003307,0,1,0.2703 Li4.8Nd0.2P1S4.4Cl1.6 + 0.7297 LiNiO2 -> 1.595 Li + 0.5135 NiS2 + 0.05405 LiNd(PO3)4 + 0.2162 NiCl2 + 0.1622 Li2SO4 + 0.05405 LiPO3
LiNiO2,nd_only,3.5,0.666667,-0.950705,0,1,0.4 Li4.8Nd0.2P1S4.4Cl1.6 + 0.6 LiNiO2 -> 2.36 Li + 0.58 NiS2 + 0.08 LiNd(PO3)4 + 0.6 SCl + 0.02 NiCl2 + 0.08 LiPO3
LiNiO2,nd_only,3.5,0.672269,-0.946897,0,1,0.4061 Li4.8Nd0.2P1S4.4Cl1.6 + 0.5939 LiNiO2 -> 2.391 Li + 0.5939 NiS2 + 0.01015 PCl5 + 0.08122 LiNd(PO3)4 + 0.599 SCl + 0.07107 LiPO3
LiNiO2,nd_only,3.5,0.714286,-0.907867,0,1,0.4545 Li4.8Nd0.2P1S4.4Cl1.6 + 0.5455 LiNiO2 -> 2.636 Li + 0.03743 P2S7 + 0.5455 NiS2 + 0.01604 PCl5 + 0.09091 LiNd(PO3)4 + 0.6471 SCl
LiNiO2,nd_only,3.5,1.0,-0.599198,0,0,Li4.8Nd0.2P1S4.4Cl1.6 -> 4.8 Li + 0.4941 P2S7 + 0.01176 PCl5 + 0.9412 SCl + 0.2 NdCl3
LiNiO2,nd_only,4.0,0.0,-0.150151,0,0,LiNiO2 -> Li + 0.3333 Ni3O4 + 0.3333 O2
LiNiO2,nd_only,4.0,0.069124,-0.552716,0,1,0.02415 Li4.8Nd0.2P1S4.4Cl1.6 + 0.9758 LiNiO2 -> 0.8213 Li + 0.01932 LiNiPO4 + 0.03865 LiClO4 + 0.3188 Ni3O4 + 0.1063 Li2SO4 + 0.004831 NdPO4
LiNiO2,nd_only,4.0,0.099338,-0.730382,0,1,0.03546 Li4.8Nd0.2P1S4.4Cl1.6 + 0.9645 LiNiO2 -> 0.7376 Li + 0.02837 LiNiPO4 + 0.05674 LiClO4 + 0.9362 NiO + 0.156 Li2SO4 + 0.007092 NdPO4
LiNiO2,nd_only,4.0,0.100671,-0.737902,0,1,0.03597 Li4.8Nd0.2P1S4.4Cl1.6 + 0.964 LiNiO2 -> 0.7626 Li + 0.01439 Ni3(PO4)2 + 0.05755 LiClO4 + 0.9209 NiO + 0.1583 Li2SO4 + 0.007194 NdPO4
LiNiO2,nd_only,4.0,0.11811,-0.822036,0,1,0.04274 Li4.8Nd0.2P1S4.4Cl1.6 + 0.9573 LiNiO2 -> 1.094 Li + 0.01709 Ni3(PO4)2 + 0.06838 LiClO4 + 0.7179 NiO + 0.188 NiSO4 + 0.008547 NdPO4
LiNiO2,nd_only,4.0,0.164835,-1.045894,0,1,0.06173 Li4.8Nd0.2P1S4.4Cl1.6 + 0.9383 LiNiO2 -> 1.235 Li + 0.02469 Ni3(PO4)2 + 0.5432 NiO + 0.2716 NiSO4 + 0.04938 NiCl2 + 0.01235 NdPO4
LiNiO2,nd_only,4.0,0.291829,-1.170926,0,1,0.1208 Li4.8Nd0.2P1S4.4Cl1.6 + 0.8792 LiNiO2 -> 1.459 Li + 0.04831 Ni3(PO4)2 + 0.3188 NiSO4 + 0.1063 Ni3S2 + 0.09662 NiCl2 + 0.02415 NdPO4
LiNiO2,nd_only,4.0,0.310597,-1.185798,0,1,0.1306 Li4.8Nd0.2P1S4.4Cl1.6 + 0.8694 LiNiO2 -> 1.496 Li + 0.05223 Ni3(PO4)2 + 0.3041 NiSO4 + 0.03379 Ni9S8 + 0.1045 NiCl2 + 0.02611 NdPO4
LiNiO2,nd_only,4.0,0.34202,-1.209363,0,1,0.1477 Li4.8Nd0.2P1S4.4Cl1.6 + 0.8523 LiNiO2 -> 1.561 Li + 0.05907 Ni3(PO4)2 + 0.2785 NiSO4 + 0.09283 Ni3S4 + 0.1181 NiCl2 + 0.02954 NdPO4
LiNiO2,nd_only,4.0,0.359589,-1.217259,0,1,0.1577 Li4.8Nd0.2P1S4.4Cl1.6 + 0.8423 LiNiO2 -> 1.599 Li + 0.06306 Ni2P2O7 + 0.2793 NiSO4 + 0.1036 Ni3S4 + 0.1261 NiCl2 + 0.03153 NdPO4
LiNiO2,nd_only,4.0,0.379061,-1.224147,0,1,0.1691 Li4.8Nd0.2P1S4.4Cl1.6 + 0.8309 LiNiO2 -> 1.643 Li + 0.06763 Ni(PO3)2 + 0.2802 NiSO4 + 0.1159 Ni3S4 + 0.1353 NiCl2 + 0.03382 NdPO4
LiNiO2,nd_only,4.0,0.38961,-1.227415,0,0,0.1754 Li4.8Nd0.2P1S4.4Cl1.6 + 0.8246 LiNiO2 -> 1.667 Li + 0.08772 Ni(PO3)2 + 0.2281 NiSO4 + 0.01754 Nd2(SO4)3 + 0.1228 Ni3S4 + 0.1404 NiCl2
LiNiO2,nd_only,4.0,0.44335,-1.23692,0,0,0.2098 Li4.8Nd0.2P1S4.4Cl1.6 + 0.7902 LiNiO2 -> 1.797 Li + 0.1049 Ni(PO3)2 + 0.1748 NiSO4 + 0.02098 Nd2(SO4)3 + 0.3427 NiS2 + 0.1678 NiCl2
LiNiO2,nd_only,4.0,0.505618,-1.23693,1,0,0.2542 Li4.8Nd0.2P1S4.4Cl1.6 + 0.7458 LiNiO2 -> 1.966 Li + 0.1271 Ni(PO3)2 + 0.2119 SO2 + 0.02542 Nd2(SO4)3 + 0.4153 NiS2 + 0.2034 NiCl2
LiNiO2,nd_only,4.0,0.532544,-1.234683,0,1,0.2752 Li4.8Nd0.2P1S4.4Cl1.6 + 0.7248 LiNiO2 -> 2.046 Li + 0.05505 Ni(PO3)2 + 0.3119 SO2 + 0.05505 Nd(PO3)3 + 0.4495 NiS2 + 0.2202 NiCl2
