cathode,dopant,voltage_V,x_atomic_frac,reaction_energy_eV_per_atom,forms_M_phosphate,reaction
NMC811,La,4.30,0.656934,-1.342688,1,0.6104 Li1Mn0.1Co0.1Ni0.8O2 + 0.3896 Li4.8La0.2P1S4.4Cl1.6 -> 2.481 Li + 0.01688 Ni(PO3)2 + 0.02597 SO2 + 0.4714 NiS2 + 0.07792 La(PO3)3 + 0.06104 CoS2 + 0.6234 SCl + 0.06104 Mn(PO3)2
NMC811,La,4.30,0.662651,-1.342527,1,0.6043 Li1Mn0.1Co0.1Ni0.8O2 + 0.3957 Li4.8La0.2P1S4.4Cl1.6 -> 2.504 Li + 0.01871 LaP5O14 + 0.02014 SO2 + 0.4835 NiS2 + 0.06043 La(PO3)3 + 0.06043 CoS2 + 0.6331 SCl + 0.06043 Mn(PO3)2
NMC811,La,4.30,0.670588,-1.340903,1,0.5957 Li1Mn0.1Co0.1Ni0.8O2 + 0.4043 Li4.8La0.2P1S4.4Cl1.6 -> 2.536 Li + 0.02128 LaP5O14 + 0.4766 NiS2 + 0.05957 La(PO3)3 + 0.05957 CoS2 + 0.6468 SCl + 0.05957 Mn(PO3)2 + 0.05957 S
NMC811,La,4.30,0.697297,-1.325898,1,0.5657 Li1Mn0.1Co0.1Ni0.8O2 + 0.4343 Li4.8La0.2P1S4.4Cl1.6 -> 2.651 Li + 0.00202 LaP5O14 + 0.4525 NiS2 + 0.08485 La(PO3)3 + 0.05657 CoS2 + 0.6949 SCl + 0.02828 P2S7 + 0.05657 Mn(PO3)2
NMC811,La,4.30,0.913043,-1.194104,1,0.2222 Li1Mn0.1Co0.1Ni0.8O2 + 0.7778 Li4.8La0.2P1S4.4Cl1.6 -> 3.956 Li + 0.02222 LaP5O14 + 0.1778 NiS2 + 0.02222 CoS2 + 0.8444 SCl + 0.3111 P2S7 + 0.1333 LaCl3 + 0.02222 Mn(PO3)2
NMC811,La,4.30,1.0,-1.136533,0,Li4.8La0.2P1S4.4Cl1.6 -> 4.8 Li + 0.01176 PCl5 + 0.9412 SCl + 0.4941 P2S7 + 0.2 LaCl3
NMC811,La,4.50,0.0,-0.299378,0,Li1Mn0.1Co0.1Ni0.8O2 -> Li + 0.1 Co(NiO2)2 + 0.1 Mn(Ni3O4)2 + 0.4 O2
NMC811,La,4.50,0.047619,-0.572159,0,0.9836 Li1Mn0.1Co0.1Ni0.8O2 + 0.01639 Li4.8La0.2P1S4.4Cl1.6 -> 1.062 Li + 0.09672 CoNiO3 + 0.09672 Mn(Ni3O4)2 + 0.01311 Ni(ClO4)2 + 0.008197 Ni3(PO4)2 + 0.001639 La2MnCoO6 + 0.07213 NiSO4 + 0.2172 O2
NMC811,La,4.50,0.100418,-0.880011,0,0.9641 Li1Mn0.1Co0.1Ni0.8O2 + 0.03587 Li4.8La0.2P1S4.4Cl1.6 -> 1.136 Li + 0.09283 CoNiO3 + 0.06906 Mn(Ni3O4)2 + 0.02377 MnNiO3 + 0.0287 Ni(ClO4)2 + 0.01794 Ni3(PO4)2 + 0.003587 La2MnCoO6 + 0.1578 NiSO4
NMC811,La,4.50,0.106969,-0.913578,0,0.9616 Li1Mn0.1Co0.1Ni0.8O2 + 0.03839 Li4.8La0.2P1S4.4Cl1.6 -> 1.146 Li + 0.08394 Mn(Ni3O4)2 + 0.008377 MnNiO3 + 0.03072 Ni(ClO4)2 + 0.0192 Ni3(PO4)2 + 0.003839 La2MnCoO6 + 0.004014 Co23O32 + 0.1689 NiSO4
NMC811,La,4.50,0.145553,-1.105883,0,0.9463 Li1Mn0.1Co0.1Ni0.8O2 + 0.05373 Li4.8La0.2P1S4.4Cl1.6 -> 1.204 Li + 0.06155 Mn(Ni3O4)2 + 0.0277 MnNiO3 + 0.02687 Ni3(PO4)2 + 0.005373 La2MnCoO6 + 0.003881 Co23O32 + 0.04299 NiCl2 + 0.2364 NiSO4
NMC811,La,4.50,0.146341,-1.109498,0,0.9459 Li1Mn0.1Co0.1Ni0.8O2 + 0.05405 Li4.8La0.2P1S4.4Cl1.6 -> 1.205 Li + 0.06108 Mn(Ni3O4)2 + 0.02811 MnNiO3 + 0.02703 Ni3(PO4)2 + 0.005405 La2MnCoO6 + 0.04324 NiCl2 + 0.02973 Co3O4 + 0.2378 NiSO4
NMC811,La,4.50,0.148825,-1.118446,0,0.9449 Li1Mn0.1Co0.1Ni0.8O2 + 0.05507 Li4.8La0.2P1S4.4Cl1.6 -> 1.209 Li + 0.06449 Mn(Ni3O4)2 + 0.01225 Mn2CoO4 + 0.02754 Ni3(PO4)2 + 0.005507 La2MnCoO6 + 0.04406 NiCl2 + 0.02558 Co3O4 + 0.2423 NiSO4
NMC811,La,4.50,0.151739,-1.128946,0,0.9437 Li1Mn0.1Co0.1Ni0.8O2 + 0.05627 Li4.8La0.2P1S4.4Cl1.6 -> 1.214 Li + 0.07679 Mn(Ni3O4)2 + 0.005979 Mn2CoO4 + 0.0005471 Ni3(PO4)2 + 0.005627 La2MnCoO6 + 0.02759 Co3(PO4)2 + 0.04502 NiCl2 + 0.2476 NiSO4
NMC811,La,4.50,0.151899,-1.129425,0,0.9437 Li1Mn0.1Co0.1Ni0.8O2 + 0.05634 Li4.8La0.2P1S4.4Cl1.6 -> 1.214 Li + 0.07746 Mn(Ni3O4)2 + 0.004225 Mn2CoO4 + 0.005634 La2MnCoO6 + 0.02817 Co3(PO4)2 + 0.04507 NiCl2 + 0.002817 MnSO4 + 0.2451 NiSO4
NMC811,La,4.50,0.157895,-1.147354,0,0.9412 Li1Mn0.1Co0.1Ni0.8O2 + 0.05882 Li4.8La0.2P1S4.4Cl1.6 -> 1.224 Li + 0.04118 Mn(Ni3O4)2 + 0.005882 La2MnCoO6 + 0.02941 Co3(PO4)2 + 0.04706 NiCl2 + 0.04706 MnSO4 + 0.2471 NiO + 0.2118 NiSO4
NMC811,La,4.50,0.163934,-1.165456,0,0.9387 Li1Mn0.1Co0.1Ni0.8O2 + 0.06135 Li4.8La0.2P1S4.4Cl1.6 -> 1.233 Li + 0.001431 Ni3(PO4)2 + 0.006135 La2MnCoO6 + 0.02924 Co3(PO4)2 + 0.04908 NiCl2 + 0.08773 MnSO4 + 0.5153 NiO + 0.1822 NiSO4
NMC811,La,4.50,0.27933,-1.305299,0,0.8856 Li1Mn0.1Co0.1Ni0.8O2 + 0.1144 Li4.8La0.2P1S4.4Cl1.6 -> 1.435 Li + 0.0315 Ni3(PO4)2 + 0.01144 La2MnCoO6 + 0.02571 Co3(PO4)2 + 0.09611 Ni3S2 + 0.09153 NiCl2 + 0.07712 MnSO4 + 0.2341 NiSO4
NMC811,La,4.50,0.299465,-1.327423,0,0.8753 Li1Mn0.1Co0.1Ni0.8O2 + 0.1247 Li4.8La0.2P1S4.4Cl1.6 -> 1.474 Li + 0.06236 Ni3(PO4)2 + 0.01247 La2MnCoO6 + 0.05223 Ni3S2 + 0.09978 NiCl2 + 0.07506 MnSO4 + 0.03753 Co2NiS4 + 0.2192 NiSO4
NMC811,La,4.50,0.317949,-1.346881,0,0.8655 Li1Mn0.1Co0.1Ni0.8O2 + 0.1345 Li4.8La0.2P1S4.4Cl1.6 -> 1.511 Li + 0.06725 Ni3(PO4)2 + 0.01345 La2MnCoO6 + 0.0731 Co(NiS2)2 + 0.01063 Ni3S2 + 0.1076 NiCl2 + 0.0731 MnSO4 + 0.205 NiSO4
NMC811,La,4.50,0.319605,-1.348574,0,0.8646 Li1Mn0.1Co0.1Ni0.8O2 + 0.1354 Li4.8La0.2P1S4.4Cl1.6 -> 1.514 Li + 0.06769 Ni3(PO4)2 + 0.01354 La2MnCoO6 + 0.003419 Ni9S8 + 0.07292 Co(NiS2)2 + 0.1083 NiCl2 + 0.07292 MnSO4 + 0.2037 NiSO4
NMC811,La,4.50,0.339557,-1.368699,1,0.8537 Li1Mn0.1Co0.1Ni0.8O2 + 0.1463 Li4.8La0.2P1S4.4Cl1.6 -> 1.556 Li + 0.05852 Ni3(PO4)2 + 0.02926 LaPO4 + 0.002715 Ni9S8 + 0.08537 Co(NiS2)2 + 0.117 NiCl2 + 0.08537 MnSO4 + 0.1952 NiSO4
NMC811,La,4.50,0.34202,-1.371107,1,0.8523 Li1Mn0.1Co0.1Ni0.8O2 + 0.1477 Li4.8La0.2P1S4.4Cl1.6 -> 1.561 Li + 0.05907 Ni3(PO4)2 + 0.02954 LaPO4 + 0.08523 Co(NiS2)2 + 0.1181 NiCl2 + 0.08523 MnSO4 + 0.007595 Ni3S4 + 0.1932 NiSO4
NMC811,La,4.50,0.359589,-1.382944,1,0.8423 Li1Mn0.1Co0.1Ni0.8O2 + 0.1577 Li4.8La0.2P1S4.4Cl1.6 -> 1.599 Li + 0.03153 LaPO4 + 0.06306 Ni2P2O7 + 0.08423 Co(NiS2)2 + 0.1261 NiCl2 + 0.08423 MnSO4 + 0.01937 Ni3S4 + 0.195 NiSO4
NMC811,La,4.50,0.379061,-1.394235,1,0.8309 Li1Mn0.1Co0.1Ni0.8O2 + 0.1691 Li4.8La0.2P1S4.4Cl1.6 -> 1.643 Li + 0.06763 Ni(PO3)2 + 0.03382 LaPO4 + 0.08309 Co(NiS2)2 + 0.1353 NiCl2 + 0.08309 MnSO4 + 0.03285 Ni3S4 + 0.1971 NiSO4
NMC811,La,4.50,0.38961,-1.399763,0,0.8246 Li1Mn0.1Co0.1Ni0.8O2 + 0.1754 Li4.8La0.2P1S4.4Cl1.6 -> 1.667 Li + 0.08772 Ni(PO3)2 + 0.01754 La2(SO4)3 + 0.08246 Co(NiS2)2 + 0.1404 NiCl2 + 0.08246 MnSO4 + 0.04035 Ni3S4 + 0.1456 NiSO4
NMC811,La,4.50,0.408377,-1.407348,0,0.8129 Li1Mn0.1Co0.1Ni0.8O2 + 0.1871 Li4.8La0.2P1S4.4Cl1.6 -> 1.711 Li + 0.09353 Ni(PO3)2 + 0.01871 La2(SO4)3 + 0.1158 NiS2 + 0.08129 Co(NiS2)2 + 0.1496 NiCl2 + 0.08129 MnSO4 + 0.1288 NiSO4
NMC811,La,4.50,0.44335,-1.419831,0,0.7902 Li1Mn0.1Co0.1Ni0.8O2 + 0.2098 Li4.8La0.2P1S4.4Cl1.6 -> 1.797 Li + 0.1049 Ni(PO3)2 + 0.07902 CoS2 + 0.02098 La2(SO4)3 + 0.2636 NiS2 + 0.1678 NiCl2 + 0.07902 MnSO4 + 0.0958 NiSO4
NMC811,La,4.50,0.47929,-1.428385,0,0.7652 Li1Mn0.1Co0.1Ni0.8O2 + 0.2348 Li4.8La0.2P1S4.4Cl1.6 -> 1.892 Li + 0.1174 Ni(PO3)2 + 0.07652 CoS2 + 0.02348 La2(SO4)3 + 0.307 NiS2 + 0.1191 SO2 + 0.1878 NiCl2 + 0.07652 MnSO4
NMC811,La,4.50,0.505618,-1.433568,0,0.7458 Li1Mn0.1Co0.1Ni0.8O2 + 0.2542 Li4.8La0.2P1S4.4Cl1.6 -> 1.966 Li + 0.05254 Ni(PO3)2 + 0.07458 CoS2 + 0.02542 La2(SO4)3 + 0.3407 NiS2 + 0.2119 SO2 + 0.2034 NiCl2 + 0.07458 Mn(PO3)2
NMC811,La,4.50,0.525974,-1.437012,1,0.73 Li1Mn0.1Co0.1Ni0.8O2 + 0.27 Li4.8La0.2P1S4.4Cl1.6 -> 2.026 Li + 0.04133 La(PO3)3 + 0.073 CoS2 + 0.006333 La2(SO4)3 + 0.368 NiS2 + 0.287 SO2 + 0.216 NiCl2 + 0.073 Mn(PO3)2
NMC811,La,4.50,0.6,-1.444319,1,0.6667 Li1Mn0.1Co0.1Ni0.8O2 + 0.3333 Li4.8La0.2P1S4.4Cl1.6 -> 2.267 Li + 0.3167 SCl + 0.06667 La(PO3)3 + 0.06667 CoS2 + 0.425 NiS2 + 0.1667 SO2 + 0.1083 NiCl2 + 0.06667 Mn(PO3)2
NMC811,La,4.50,0.656934,-1.449691,1,0.6104 Li1Mn0.1Co0.1Ni0.8O2 + 0.3896 Li4.8La0.2P1S4.4Cl1.6 -> 2.481 Li + 0.01688 Ni(PO3)2 + 0.6234 SCl + 0.07792 La(PO3)3 + 0.06104 CoS2 + 0.4714 NiS2 + 0.02597 SO2 + 0.06104 Mn(PO3)2
NMC811,La,4.50,0.662651,-1.449935,1,0.6043 Li1Mn0.1Co0.1Ni0.8O2 + 0.3957 Li4.8La0.2P1S4.4Cl1.6 -> 2.504 Li + 0.01871 LaP5O14 + 0.6331 SCl + 0.06043 La(PO3)3 + 0.06043 CoS2 + 0.4835 NiS2 + 0.02014 SO2 + 0.06043 Mn(PO3)2
NMC811,La,4.50,0.670588,-1.448874,1,0.5957 Li1Mn0.1Co0.1Ni0.8O2 + 0.4043 Li4.8La0.2P1S4.4Cl1.6 -> 2.536 Li + 0.02128 LaP5O14 + 0.6468 SCl + 0.05957 La(PO3)3 + 0.05957 CoS2 + 0.4766 NiS2 + 0.05957 Mn(PO3)2 + 0.05957 S
NMC811,La,4.50,0.697297,-1.43578,1,0.5657 Li1Mn0.1Co0.1Ni0.8O2 + 0.4343 Li4.8La0.2P1S4.4Cl1.6 -> 2.651 Li + 0.00202 LaP5O14 + 0.6949 SCl + 0.08485 La(PO3)3 + 0.05657 CoS2 + 0.4525 NiS2 + 0.02828 P2S7 + 0.05657 Mn(PO3)2
NMC811,La,4.50,0.913043,-1.320345,1,0.2222 Li1Mn0.1Co0.1Ni0.8O2 + 0.7778 Li4.8La0.2P1S4.4Cl1.6 -> 3.956 Li + 0.02222 LaP5O14 + 0.8444 SCl + 0.02222 CoS2 + 0.1778 NiS2 + 0.3111 P2S7 + 0.1333 LaCl3 + 0.02222 Mn(PO3)2
NMC811,La,4.50,1.0,-1.269866,0,Li4.8La0.2P1S4.4Cl1.6 -> 4.8 Li + 0.9412 SCl + 0.4941 P2S7 + 0.01176 PCl5 + 0.2 LaCl3
LiCoO2,Ce,2.50,0.0,0.0,0,LiCoO2 -> LiCoO2
LiCoO2,Ce,2.50,0.12,-0.277914,0,0.04348 Li4.8Ce0.2P1S4.4Cl1.6 + 0.9565 LiCoO2 -> 0.5826 Li + 0.9565 CoO + 0.04348 Li3PO4 + 0.1913 Li2SO4 + 0.008696 CeO2 + 0.06957 LiCl
LiCoO2,Ce,2.50,0.431034,-0.584657,0,0.2016 Li4.8Ce0.2P1S4.4Cl1.6 + 0.7984 LiCoO2 -> 0.4839 Li + 0.2016 Li3PO4 + 0.1774 Li2SO4 + 0.08871 Co9S8 + 0.04032 CeO2 + 0.3226 LiCl
LiCoO2,Ce,2.50,0.5,-0.607312,0,0.25 Li4.8Ce0.2P1S4.4Cl1.6 + 0.75 LiCoO2 -> 0.6 Li + 0.25 Co3S4 + 0.25 Li3PO4 + 0.1 Li2SO4 + 0.05 CeO2 + 0.4 LiCl
LiCoO2,Ce,2.50,0.576923,-0.613311,0,0.3125 Li4.8Ce0.2P1S4.4Cl1.6 + 0.6875 LiCoO2 -> 0.75 Li + 0.6875 CoS2 + 0.3125 Li3PO4 + 0.0625 CeO2 + 0.5 LiCl
LiCoO2,Ce,2.50,0.588235,-0.604599,0,0.3226 Li4.8Ce0.2P1S4.4Cl1.6 + 0.6774 LiCoO2 -> 0.7379 Li + 0.6774 CoS2 + 0.3226 Li3PO4 + 0.01613 Ce4S3O4 + 0.5161 LiCl + 0.004032 LiS4
LiCoO2,Ce,2.50,0.6,-0.593156,1,0.3333 Li4.8Ce0.2P1S4.4Cl1.6 + 0.6667 LiCoO2 -> 0.9 Li + 0.06667 CePO4 + 0.6667 CoS2 + 0.2667 Li3PO4 + 0.5333 LiCl + 0.03333 LiS4
LiCoO2,Ce,2.50,0.882353,-0.237487,1,0.7143 Li4.8Ce0.2P1S4.4Cl1.6 + 0.2857 LiCoO2 -> 2.429 Li + 0.1429 CePO4 + 0.2857 P2S7 + 0.2857 CoS2 + 1.143 LiCl + 0.1429 LiS4
LiCoO2,Ce,2.50,1.0,-0.074114,0,Li4.8Ce0.2P1S4.4Cl1.6 -> 3.075 Li + 0.5 P2S7 + 0.2 CeS2 + 1.6 LiCl + 0.125 LiS4
LiCoO2,Ce,3.50,0.0,-0.013345,0,LiCoO2 -> 0.5 Li + 0.5 Li(CoO2)2
LiCoO2,Ce,3.50,0.083333,-0.365629,0,0.02941 Li4.8Ce0.2P1S4.4Cl1.6 + 0.9706 LiCoO2 -> 0.7176 Li + 0.005882 CeO2 + 0.02941 Li3PO4 + 0.3235 Co3O4 + 0.1294 Li2SO4 + 0.04706 LiCl
LiCoO2,Ce,3.50,0.088235,-0.384885,0,0.03125 Li4.8Ce0.2P1S4.4Cl1.6 + 0.9688 LiCoO2 -> 0.7625 Li + 0.00625 CeO2 + 0.03125 LiCoPO4 + 0.3125 Co3O4 + 0.1375 Li2SO4 + 0.05 LiCl
LiCoO2,Ce,3.50,0.092593,-0.398427,0,0.03289 Li4.8Ce0.2P1S4.4Cl1.6 + 0.9671 LiCoO2 -> 0.8026 Li + 0.006579 CeO2 + 0.03289 LiCoPO4 + 0.02632 CoCl2 + 0.3026 Co3O4 + 0.1447 Li2SO4
LiCoO2,Ce,3.50,0.095541,-0.407595,0,0.03401 Li4.8Ce0.2P1S4.4Cl1.6 + 0.966 LiCoO2 -> 0.8299 Li + 0.01701 Co3(PO4)2 + 0.006803 CeO2 + 0.02721 CoCl2 + 0.2959 Co3O4 + 0.1497 Li2SO4
LiCoO2,Ce,3.50,0.111111,-0.453101,0,0.04 Li4.8Ce0.2P1S4.4Cl1.6 + 0.96 LiCoO2 -> 0.976 Li + 0.088 Li2Co(SO4)2 + 0.02 Co3(PO4)2 + 0.008 CeO2 + 0.032 CoCl2 + 0.26 Co3O4
LiCoO2,Ce,3.50,0.132743,-0.515723,0,0.04854 Li4.8Ce0.2P1S4.4Cl1.6 + 0.9515 LiCoO2 -> 1.184 Li + 0.2136 CoSO4 + 0.02427 Co3(PO4)2 + 0.009709 CeO2 + 0.03883 CoCl2 + 0.2087 Co3O4
LiCoO2,Ce,3.50,0.163934,-0.603567,0,0.06135 Li4.8Ce0.2P1S4.4Cl1.6 + 0.9387 LiCoO2 -> 1.233 Li + 0.2699 CoSO4 + 0.03067 Co3(PO4)2 + 0.01227 CeO2 + 0.5276 CoO + 0.04908 CoCl2
LiCoO2,Ce,3.50,0.301418,-0.754662,0,0.1257 Li4.8Ce0.2P1S4.4Cl1.6 + 0.8743 LiCoO2 -> 1.478 Li + 0.2988 CoSO4 + 0.06287 Co3(PO4)2 + 0.02515 CeO2 + 0.0318 Co9S8 + 0.1006 CoCl2
LiCoO2,Ce,3.50,0.310597,-0.762104,0,0.1306 Li4.8Ce0.2P1S4.4Cl1.6 + 0.8694 LiCoO2 -> 1.496 Li + 0.3041 CoSO4 + 0.06528 Co3(PO4)2 + 0.03379 Co9S8 + 0.06528 CoCl2 + 0.02611 CeCl3
LiCoO2,Ce,3.50,0.34202,-0.784423,0,0.1477 Li4.8Ce0.2P1S4.4Cl1.6 + 0.8523 LiCoO2 -> 1.561 Li + 0.09283 Co3S4 + 0.2785 CoSO4 + 0.07384 Co3(PO4)2 + 0.07384 CoCl2 + 0.02954 CeCl3
LiCoO2,Ce,3.50,0.35533,-0.792642,1,0.1552 Li4.8Ce0.2P1S4.4Cl1.6 + 0.8448 LiCoO2 -> 1.59 Li + 0.102 Co3S4 + 0.03104 CeP2O7 + 0.2749 CoSO4 + 0.04656 Co3(PO4)2 + 0.1242 CoCl2
LiCoO2,Ce,3.50,0.396476,-0.813078,1,0.1796 Li4.8Ce0.2P1S4.4Cl1.6 + 0.8204 LiCoO2 -> 1.683 Li + 0.03593 CeP2O7 + 0.2395 CoSO4 + 0.05389 Co3(PO4)2 + 0.2754 CoS2 + 0.1437 CoCl2
LiCoO2,Ce,3.50,0.415704,-0.82037,1,0.1917 Li4.8Ce0.2P1S4.4Cl1.6 + 0.8083 LiCoO2 -> 1.728 Li + 0.05751 Co2P2O7 + 0.03834 CeP2O7 + 0.2364 CoSO4 + 0.3035 CoS2 + 0.1534 CoCl2
LiCoO2,Ce,3.50,0.445545,-0.830827,1,0.2113 Li4.8Ce0.2P1S4.4Cl1.6 + 0.7887 LiCoO2 -> 1.761 Li + 0.04225 CeP2O7 + 0.2254 CoSO4 + 0.04225 LiCo(PO3)3 + 0.3521 CoS2 + 0.169 CoCl2
LiCoO2,Ce,3.50,0.483871,-0.842139,1,0.2381 Li4.8Ce0.2P1S4.4Cl1.6 + 0.7619 LiCoO2 -> 1.667 Li + 0.09524 Li2Co(SO4)2 + 0.04762 CeP2O7 + 0.04762 LiCo(PO3)3 + 0.4286 CoS2 + 0.1905 CoCl2
LiCoO2,Ce,3.50,0.510204,-0.849363,1,0.2577 Li4.8Ce0.2P1S4.4Cl1.6 + 0.7423 LiCoO2 -> 1.598 Li + 0.05155 CeP2O7 + 0.05155 LiCo(PO3)3 + 0.4845 CoS2 + 0.2062 CoCl2 + 0.1649 Li2SO4
LiCoO2,Ce,3.50,0.572519,-0.860317,1,0.3086 Li4.8Ce0.2P1S4.4Cl1.6 + 0.6914 LiCoO2 -> 1.42 Li + 0.06173 CeP2O7 + 0.06173 LiCo(PO3)3 + 0.6296 CoS2 + 0.09877 Li2SO4 + 0.4938 LiCl
LiCoO2,Ce,3.50,0.586701,-0.861779,1,0.3212 Li4.8Ce0.2P1S4.4Cl1.6 + 0.6788 LiCoO2 -> 1.488 Li + 0.06424 Ce(PO3)4 + 0.02141 LiCo(PO3)3 + 0.6574 CoS2 + 0.0985 Li2SO4 + 0.5139 LiCl
LiCoO2,Ce,3.50,0.592885,-0.862298,1,0.3268 Li4.8Ce0.2P1S4.4Cl1.6 + 0.6732 LiCoO2 -> 1.471 Li + 0.06536 Ce(PO3)4 + 0.6732 CoS2 + 0.0915 Li2SO4 + 0.06536 LiPO3 + 0.5229 LiCl
LiCoO2,Ce,3.50,0.666667,-0.855712,1,0.4 Li4.8Ce0.2P1S4.4Cl1.6 + 0.6 LiCoO2 -> 2.36 Li + 0.08 Ce(PO3)4 + 0.56 SCl + 0.6 CoS2 + 0.08 LiPO3 + 0.08 LiCl
LiCoO2,Ce,3.50,0.672269,-0.853873,1,0.4061 Li4.8Ce0.2P1S4.4Cl1.6 + 0.5939 LiCoO2 -> 2.472 Li + 0.08122 Ce(PO3)4 + 0.01015 PCl5 + 0.599 SCl + 0.5939 CoS2 + 0.07107 LiPO3
LiCoO2,Ce,3.50,0.714286,-0.825425,1,0.4545 Li4.8Ce0.2P1S4.4Cl1.6 + 0.5455 LiCoO2 -> 2.727 Li + 0.09091 Ce(PO3)4 + 0.01604 PCl5 + 0.03743 P2S7 + 0.6471 SCl + 0.5455 CoS2
LiCoO2,Ce,3.50,1.0,-0.596893,0,Li4.8Ce0.2P1S4.4Cl1.6 -> 4.8 Li + 0.01176 PCl5 + 0.4941 P2S7 + 0.9412 SCl + 0.2 CeCl3
LiCoO2,Ce,4.30,0.0,-0.17822,0,LiCoO2 -> Li + CoO2
LiCoO2,Ce,4.30,0.086384,-0.596215,1,0.03055 Li4.8Ce0.2P1S4.4Cl1.6 + 0.9694 LiCoO2 -> 1.116 Li + 0.009166 Co3(PO4)2 + 0.03405 Co23O32 + 0.02444 Co(ClO4)2 + 0.006111 CeP2O7 + 0.1344 CoSO4
LiCoO2,Ce,4.30,0.087354,-0.600836,0,0.03092 Li4.8Ce0.2P1S4.4Cl1.6 + 0.9691 LiCoO2 -> 1.117 Li + 0.01546 Co3(PO4)2 + 0.03313 Co23O32 + 0.02473 Co(ClO4)2 + 0.006184 CeO2 + 0.136 CoSO4
LiCoO2,Ce,4.30,0.097043,-0.646358,0,0.03458 Li4.8Ce0.2P1S4.4Cl1.6 + 0.9654 LiCoO2 -> 1.131 Li + 0.01729 Co3(PO4)2 + 0.0331 Co23O32 + 0.006917 CeO2 + 0.05534 ClO2 + 0.1522 CoSO4
LiCoO2,Ce,4.30,0.125899,-0.781064,0,0.04581 Li4.8Ce0.2P1S4.4Cl1.6 + 0.9542 LiCoO2 -> 1.174 Li + 0.02291 Co3(PO4)2 + 0.02814 Co23O32 + 0.03665 CoCl2 + 0.009162 CeO2 + 0.2016 CoSO4
LiCoO2,Ce,4.30,0.132743,-0.811481,0,0.04854 Li4.8Ce0.2P1S4.4Cl1.6 + 0.9515 LiCoO2 -> 1.184 Li + 0.02427 Co3(PO4)2 + 0.03883 CoCl2 + 0.009709 CeO2 + 0.2087 Co3O4 + 0.2136 CoSO4
LiCoO2,Ce,4.30,0.163934,-0.906392,0,0.06135 Li4.8Ce0.2P1S4.4Cl1.6 + 0.9387 LiCoO2 -> 1.233 Li + 0.03067 Co3(PO4)2 + 0.04908 CoCl2 + 0.5276 CoO + 0.01227 CeO2 + 0.2699 CoSO4
LiCoO2,Ce,4.30,0.301418,-1.089756,0,0.1257 Li4.8Ce0.2P1S4.4Cl1.6 + 0.8743 LiCoO2 -> 1.478 Li + 0.06287 Co3(PO4)2 + 0.1006 CoCl2 + 0.02515 CeO2 + 0.0318 Co9S8 + 0.2988 CoSO4
LiCoO2,Ce,4.30,0.310597,-1.09942,0,0.1306 Li4.8Ce0.2P1S4.4Cl1.6 + 0.8694 LiCoO2 -> 1.496 Li + 0.06528 Co3(PO4)2 + 0.06528 CoCl2 + 0.03379 Co9S8 + 0.3041 CoSO4 + 0.02611 CeCl3
LiCoO2,Ce,4.30,0.34202,-1.129411,0,0.1477 Li4.8Ce0.2P1S4.4Cl1.6 + 0.8523 LiCoO2 -> 1.561 Li + 0.07384 Co3(PO4)2 + 0.09283 Co3S4 + 0.07384 CoCl2 + 0.2785 CoSO4 + 0.02954 CeCl3
LiCoO2,Ce,4.30,0.35533,-1.140911,1,0.1552 Li4.8Ce0.2P1S4.4Cl1.6 + 0.8448 LiCoO2 -> 1.59 Li + 0.04656 Co3(PO4)2 + 0.102 Co3S4 + 0.03104 CeP2O7 + 0.1242 CoCl2 + 0.2749 CoSO4
LiCoO2,Ce,4.30,0.396476,-1.171611,1,0.1796 Li4.8Ce0.2P1S4.4Cl1.6 + 0.8204 LiCoO2 -> 1.683 Li + 0.05389 Co3(PO4)2 + 0.03593 CeP2O7 + 0.1437 CoCl2 + 0.2754 CoS2 + 0.2395 CoSO4
LiCoO2,Ce,4.30,0.415704,-1.183762,1,0.1917 Li4.8Ce0.2P1S4.4Cl1.6 + 0.8083 LiCoO2 -> 1.728 Li + 0.05751 Co2P2O7 + 0.03834 CeP2O7 + 0.1534 CoCl2 + 0.3035 CoS2 + 0.2364 CoSO4
LiCoO2,Ce,4.30,0.444444,-1.198606,1,0.2105 Li4.8Ce0.2P1S4.4Cl1.6 + 0.7895 LiCoO2 -> 1.8 Li + 0.02105 Co2P2O7 + 0.1684 CoCl2 + 0.04211 Ce(PO3)4 + 0.3474 CoS2 + 0.2316 CoSO4
LiCoO2,Ce,4.30,0.456274,-1.204116,1,0.2186 Li4.8Ce0.2P1S4.4Cl1.6 + 0.7814 LiCoO2 -> 1.831 Li + 0.01093 CoP4O11 + 0.1749 CoCl2 + 0.04372 Ce(PO3)4 + 0.3661 CoS2 + 0.2295 CoSO4
LiCoO2,Ce,4.30,0.572337,-1.251405,1,0.3085 Li4.8Ce0.2P1S4.4Cl1.6 + 0.6915 LiCoO2 -> 2.172 Li + 0.01542 CoP4O11 + 0.0617 Ce(PO3)4 + 0.1234 SCl4 + 0.5578 CoS2 + 0.1183 CoSO4
LiCoO2,Ce,4.30,0.617496,-1.268813,1,0.3499 Li4.8Ce0.2P1S4.4Cl1.6 + 0.6501 LiCoO2 -> 2.329 Li + 0.01749 CoP4O11 + 0.06997 Ce(PO3)4 + 0.1399 SCl4 + 0.1341 SO2 + 0.6327 CoS2
