rel_residual_J_minus_WM,angle_mode_deg,cond_M,cond_W,cond_J,sigma_min_M,norm_M_ones,norm_M_umin,norm_M_ones_over_sigmin,norm_M_umin_over_sigmin,u_min_LLI,u_min_LAM_PE,u_min_LAM_NE
0.06782667354185717,1.2165342086808562,2337.0276386791174,31.51448457183924,48.22720231014885,0.0014115466203662138,0.06862623233344782,0.004277186205330347,48.61775823999588,3.0301416500297154,0.5601578688468044,0.5884037331160334,0.5830987985102715
