LAM_NE_pct,LAM_PE_pct,LLI_pct,a_NE,a_PE,b_NE,b_PE,bounds,c_cell,gamma_Si,half_cell,obj,ref_a_NE,ref_a_PE,ref_b_NE,ref_b_PE,ref_bounds,ref_c_cell,ref_gamma_Si,ref_obj,ref_rmse_pocv,rmse_pocv,si,w_dqdv
14.575335389450853,6.358918886842822,15.797751852219392,1.3664359819755056,1.1375602589717517,-0.3386066653704596,-0.1071613294340959,gamma_Si=lb,0.331074,0.0,GITT,0.899211538630234,1.4,1.0632368515074715,-0.38410124028720566,-0.024342468320556244,"a_NE=ub,gamma_Si=lb",0.378271,0.0,0.6478671758632957,0.03144331710200027,0.05728922287944191,Baggetto,0.0
-16.592748045611412,10.487324292404798,-4.262176913772148,1.3321388993385612,1.3998784436557625,-0.39223857008861523,-0.20296094930567707,-,0.331074,0.2608802082882687,GITT,1.8840426549513138,1.0,1.3687616076066582,-0.18449148463584655,-0.2192347851987897,a_NE=lb,0.378271,0.04448598671051829,1.4412236823967697,0.05479773710832902,0.09164417000395784,Baggetto,1.0
15.525421455216465,7.1882116331821235,15.782485425524737,1.3512385938188847,1.1325137227866495,-0.37004398153193213,-0.101180280591186,-,0.331074,0.013570886852216428,GITT,0.8969555669107265,1.4,1.0679781327572155,-0.4130075064512355,-0.024605577355765223,"a_NE=ub,gamma_Si=lb",0.378271,0.0,0.6531585083671936,0.032093418886536156,0.05785400119033797,Friedrich,0.0
12.477033661052536,17.139193809008546,19.34361490301646,1.0,1.2684427052603529,-0.19961293085903478,-0.20109128909845758,a_NE=lb,0.331074,0.14642048051023174,GITT,1.944414523993793,1.0,1.3398115864271554,-0.19563823190021581,-0.16062403406213352,a_NE=lb,0.378271,0.11242742180947281,1.5071973971388237,0.06563865657880683,0.056126788152879706,Friedrich,1.0
12.47703366105254,15.741654417114997,14.143170248012952,1.4,1.0619463420817603,-0.3611621975097673,-0.022098406632718313,a_NE=ub,0.331074,0.28451285152015365,GITT,0.8212079774159299,1.4,1.1030918457847065,-0.34979481486625325,-0.0246885422055224,a_NE=ub,0.378271,0.38981709265619396,0.6244785981068486,0.02655335584879303,0.046901237068303916,Jiang,0.0
16.394763775929764,12.972629739712454,17.609769137550785,1.100177723775351,1.2846212466377294,-0.07385641787439283,-0.20675858058907762,-,0.331074,0.28036291932058244,GITT,1.9355559532216788,1.1517319038101996,1.2919367986358274,-0.10031280337551261,-0.16878087812332096,-,0.378271,0.23109694021101249,1.5116466005283455,0.042423363615489124,0.04841683075228702,Jiang,1.0
37.32921250843705,-10.710047199160208,-17.3966178219174,1.0024694792496365,1.4,-0.5,-0.021125328018950333,"a_PE=ub,b_NE=lb",0.331074,0.48847636710691467,GITT,0.6675133117957173,1.4,1.1067843973916751,-0.31930111196905425,-0.02532382029444259,a_NE=ub,0.378271,0.3201828422160359,0.5574091386673542,0.0269306897418366,0.08521594037910865,Kunz,0.0
16.486784926825695,3.4811455170714085,12.374102718556697,1.0398020013501268,1.3430046458966873,-0.012780694901947458,-0.23556121539445937,-,0.331074,0.11871122339438489,GITT,1.639253854506897,1.0897264041816301,1.217832008529027,-0.02126291780494506,-0.12018668731283783,-,0.378271,0.08414113315908492,1.3060419034801738,0.02019645036738718,0.024901132054496438,Kunz,1.0
12.110448166714686,15.916831600163716,13.838761846789833,1.4,1.0627621268636922,-0.36735219754446513,-0.02118389425418771,a_NE=ub,0.331074,0.2810950294991162,GITT,0.7584869605107698,1.3941606290922213,1.1062391632708772,-0.3498562830423844,-0.024897691320342374,-,0.378271,0.4262103205111436,0.5794952085059005,0.027783188177928676,0.047159702234007984,Li,0.0
28.433789167936542,12.697209087904332,32.192737012942935,1.0157512901158243,1.3797032481926361,-0.0012645218366915038,-0.2914761147935353,-,0.331074,0.09439987936663628,GITT,1.6441893942073686,1.242228209932272,1.3831828248296016,-0.2541989249072673,-0.23110847948309504,gamma_Si=ub,0.378271,0.5,1.421572247573705,0.05084400455234482,0.014986302813177128,Li,1.0
12.47703366105254,16.027699704599744,14.915222827085117,1.4,1.0612523550276816,-0.39691395109587274,-0.021498744456937623,a_NE=ub,0.331074,0.2703007465126672,GITT,0.834817445284004,1.4,1.106126113247661,-0.396648260859999,-0.024937670316744976,a_NE=ub,0.378271,0.40366022899258563,0.6284069577708059,0.027242205587733898,0.04665226012202781,Lu,0.0
16.546226258274494,4.566434688214105,12.243292418766087,1.0171417178923354,1.3126490350965383,-0.0073163088499898325,-0.19341526137097448,-,0.331074,0.10900018939842805,GITT,1.8934528284207284,1.0667373846093662,1.2038420333376965,-0.022877901106083343,-0.10317043408076375,-,0.378271,0.10061740784561725,1.466536908301797,0.027092711344237946,0.03859780973978501,Lu,1.0
