gamma_Si,obj,obj_ratio_to_best,rmse_pocv,a_PE,b_PE,a_NE,b_NE,bounds,LAM_PE_pct,LAM_NE_pct,LLI_pct,n_ok,n_tried,run_id,profile_scale,inputs_sha
0.0,0.7691024732395108,1.5133712371834078,0.013052481414642847,1.1276659975505927,-0.10006254388357813,1.2406965622393396,-0.0033701920594513893,gamma_Si=lb,10.574265492577855,-5.738733046968289,16.501853018684766,24,25,a4744e9ed55544a6b3fd5c643ca711c3,global,0b1bf4e04eb5
0.025,0.7263097189327556,1.429167472690335,0.011135521708233712,1.132127616953887,-0.1033779946167703,1.2247523177108082,-0.0030256803521945988,-,10.22045186948485,-4.379880071027884,16.4369271389693,25,25,a4744e9ed55544a6b3fd5c643ca711c3,global,0b1bf4e04eb5
0.05,0.6860650684391956,1.3499776395710674,0.009468507710019145,1.1388329299607562,-0.10844137002167628,1.2085625443307941,-0.0026525323132980602,-,9.688709720618151,-3.0001018257892307,16.33416837509163,25,25,a4744e9ed55544a6b3fd5c643ca711c3,global,0b1bf4e04eb5
0.07500000000000001,0.647311192831073,1.273721220283163,0.008010085085410481,1.147166807530477,-0.11480735182863606,1.1935892645990498,-0.002268569776452682,-,9.027819772188396,-1.7239996130653759,16.20588625085471,24,25,a4744e9ed55544a6b3fd5c643ca711c3,global,0b1bf4e04eb5
0.1,0.610455082318072,1.2011990538546864,0.006859509517470623,1.1540413958262543,-0.1200519691741956,1.1764406721498977,-0.0019396745761428326,-,8.482653819573569,-0.26250572785676995,16.100512641500135,25,25,a4744e9ed55544a6b3fd5c643ca711c3,global,0b1bf4e04eb5
0.125,0.5769984665973801,1.1353661100183121,0.005965371741748369,1.1603203113843732,-0.1247427592450952,1.162579583047306,-0.001690958723197094,-,7.984725676919188,0.9188097081381734,15.992034386042928,25,25,a4744e9ed55544a6b3fd5c643ca711c3,global,0b1bf4e04eb5
0.15000000000000002,0.5487060102255715,1.0796947382672715,0.0055853448027486435,1.1658218591067482,-0.1289321597602228,1.1460134403882072,-0.001444217596419387,-,7.548444058896077,2.3306641369816132,15.905747569817716,24,25,a4744e9ed55544a6b3fd5c643ca711c3,global,0b1bf4e04eb5
0.17500000000000002,0.5281151401133786,1.0391778609191629,0.005689719663563878,1.1708995209859618,-0.13279475250104802,1.129163958316882,-0.0012343543197860546,-,7.145777272706452,3.7666662513937257,15.82433634544817,24,25,a4744e9ed55544a6b3fd5c643ca711c3,global,0b1bf4e04eb5
0.2,0.5154837019478641,1.0143228437152365,0.006242102160477664,1.1750536134038654,-0.13611051428185425,1.1099983320454623,-0.0010398290559088938,-,6.8163510361349555,5.400062443234456,15.772194803418143,25,25,a4744e9ed55544a6b3fd5c643ca711c3,global,0b1bf4e04eb5
0.225,0.5097401151954524,1.0030211260744708,0.007044803449744891,1.1790359290591175,-0.13929443943383402,1.0913835570735568,-0.0008562324377928435,-,6.500546974218698,6.986512169452028,15.722402890308858,24,25,a4744e9ed55544a6b3fd5c643ca711c3,global,0b1bf4e04eb5
0.25,0.5097156200757267,1.0029729267630212,0.008000665591911921,1.181473776103303,-0.14133379306406346,1.0726984588691055,-0.0007683662678391357,-,6.307221767094807,8.57895521405179,15.697245312922067,24,25,a4744e9ed55544a6b3fd5c643ca711c3,global,0b1bf4e04eb5
0.275,0.5317255191732813,1.0462820427605914,0.00912850499384763,1.1828268030923226,-0.14250187446506823,1.0491504028950387,-0.0008661560417794502,-,6.199924542061639,10.585845279034968,15.674346688008406,25,25,a4744e9ed55544a6b3fd5c643ca711c3,global,0b1bf4e04eb5
0.30000000000000004,0.5744857628514775,1.1304218357389757,0.010252008466981521,1.1887101587012392,-0.14647852902738567,1.0288501395720542,-0.0008335313277153945,-,5.733364942110479,12.31594125062205,15.522565988553211,24,25,a4744e9ed55544a6b3fd5c643ca711c3,global,0b1bf4e04eb5
