freq_Hz,ReZ_ohm,negImZ_ohm,absZ_ohm,phase_deg,Ewe_V,I_mA,cycle
7.0000185e+06,7.4727345,-13.394511,15.338015,60.84306,4.039508e-05,0.04399109,1.0
5.553741e+06,5.9753685,-12.328561,13.700308,64.1416,0.00010087603,0.03702713,1.0
4.406287e+06,5.8949003,-9.957942,11.571969,59.375328,6.428929e-05,0.03592825,1.0
3.4959082e+06,6.289697,-7.14436,9.5185175,48.6402,3.184023e-05,0.03573642,1.0
2.773623e+06,6.835549,-4.6331177,8.257754,34.129322,2.0750467e-06,0.034967203,1.0
2.2005735e+06,7.5203676,-2.5351944,7.9361916,18.629498,-1.7849175e-05,0.034427077,1.0
1.7459175e+06,8.233979,-0.8329734,8.276005,5.7765565,-2.1315876e-05,0.033857144,1.0
1.3851971e+06,8.979487,0.52221304,8.994659,-3.3283572,-2.8547489e-05,0.034225926,1.0
1.0990016e+06,9.768034,1.6346757,9.903871,-9.500385,-2.6124522e-05,0.03420171,1.0
871938.1,10.552011,2.5080984,10.845989,-13.370477,-2.0943115e-05,0.03343994,1.0
691786.7,11.360487,3.2308328,11.810967,-15.875334,-3.1660067e-05,0.034145836,1.0
548860.6,12.167698,3.841898,12.759822,-17.523285,-2.3384715e-05,0.034082506,1.0
435458.72,12.997876,4.3504505,13.706612,-18.505638,-1.5482126e-05,0.033881355,1.0
345494.38,13.825744,4.8198237,14.641786,-19.219181,-3.1939646e-05,0.033356123,1.0
274105.56,14.674058,5.2235785,15.576063,-19.594393,-1.7867811e-05,0.033046946,1.0
217478.84,15.609129,5.6092997,16.586414,-19.766417,-1.8072833e-05,0.03338406,1.0
172543.05,16.57559,5.904473,17.595823,-19.606659,-1.682407e-05,0.03287932,1.0
136895.03,17.515743,6.2785783,18.607037,-19.720392,-2.3682922e-05,0.034220327,1.0
108614.164,18.52979,6.5691814,19.659788,-19.520435,-2.7522392e-05,0.033737935,1.0
86169.46,19.606215,6.779229,20.74516,-19.073818,-3.0150377e-05,0.03347346,1.0
68364.016,20.656881,6.996323,21.809523,-18.710835,-3.531315e-05,0.034114163,1.0
54242.133,21.831104,7.1601133,22.975298,-18.158333,-3.9954066e-05,0.03364108,1.0
43033.695,23.037508,7.323081,24.173422,-17.634233,-3.0728163e-05,0.03403966,1.0
34144.895,24.201525,7.478587,25.330675,-17.171831,-3.7661568e-05,0.033886936,1.0
27093.232,25.376427,7.296713,26.40464,-16.04201,-3.070952e-05,0.03279178,1.0
21489.018,26.608704,7.3174644,27.596529,-15.376393,-2.7596947e-05,0.032730315,1.0
17053.887,27.790354,7.1768966,28.702118,-14.48033,-3.0709525e-05,0.032748938,1.0
13528.057,28.929379,7.047793,29.7755,-13.691719,-2.3571105e-05,0.032443486,1.0
10735.229,30.0437,7.0015564,30.848755,-13.118394,-3.0001283e-05,0.032961264,1.0
8517.451,31.086624,6.959307,31.856085,-12.618648,4.2948588e-05,0.033974472,1.0
6753.7354,31.977152,6.816759,32.695663,-12.033949,4.1625277e-05,0.033512566,1.0
5359.6797,33.145382,6.823433,33.840443,-11.632612,3.8233127e-05,0.033732347,1.0
4253.6406,34.081486,6.391963,34.67571,-10.622392,3.64625e-05,0.03298734,1.0
3373.921,35.053688,6.320222,35.618904,-10.220688,4.333999e-05,0.03312144,1.0
2677.5674,36.00424,6.075525,36.513245,-9.578129,4.1811654e-05,0.033466004,1.0
2124.317,36.82494,5.964876,37.304905,-9.200814,4.004103e-05,0.002620714,1.0
1685.5374,37.732533,5.773775,38.171722,-8.699831,4.0488347e-05,0.002781559,1.0
1337.1407,38.611835,5.6607184,39.02458,-8.340476,4.6117082e-05,0.0026628354,1.0
1061.0223,39.341404,5.602627,39.73834,-8.105019,3.8289043e-05,0.0027241542,1.0
841.34937,40.01467,5.477289,40.387802,-7.7943234,3.517647e-05,0.002922834,1.0
667.64954,40.751083,5.3752775,41.10407,-7.5142283,3.4263197e-05,0.0028192073,1.0
529.83014,41.386944,5.266355,41.72066,-7.2517314,3.769262e-05,0.0028693432,1.0
420.40347,42.156734,5.3866005,42.499477,-7.281544,2.9379988e-05,0.0027612434,1.0
333.39932,42.91501,5.458325,43.260735,-7.2484846,3.9780098e-05,0.0027780174,1.0
264.5768,43.61586,5.577236,43.971,-7.286966,5.0832543e-05,0.002823494,1.0
209.93277,44.427547,5.786862,44.80284,-7.4212184,5.1373045e-05,0.0029668193,1.0
166.5458,44.960373,6.1188836,45.374836,-7.7500567,5.8697853e-05,0.0027150216,1.0
132.1569,45.88259,6.3148055,46.315105,-7.8363676,5.6796758e-05,0.002848469,1.0
104.8319,46.73721,6.6762214,47.211636,-8.129475,5.2230404e-05,0.0030398797,1.0
83.16338,47.621326,7.0939283,48.1468,-8.472781,5.9667036e-05,0.003025715,1.0
65.992546,48.70903,7.585628,49.29616,-8.8517685,6.440114e-05,0.0030344748,1.0
52.362606,50.129818,7.9466343,50.755764,-9.007639,6.266779e-05,0.0030642953,1.0
41.52827,51.53077,8.269906,52.190147,-9.117359,5.6889952e-05,0.0029787475,1.0
32.964127,52.947784,8.666994,53.652443,-9.296271,5.0366587e-05,0.0028523826,1.0
26.146248,54.609703,8.767838,55.309082,-9.121256,5.0869818e-05,0.0028085834,1.0
20.750315,56.11775,8.607623,56.77405,-8.720351,5.938747e-05,0.0030505029,1.0
16.45893,57.748287,8.17403,58.323917,-8.05646,5.8306454e-05,0.0028231204,1.0
13.064369,59.277504,7.64842,59.768894,-7.3521037,6.107423e-05,0.0028506117,1.0
10.361374,60.603584,7.082244,61.016003,-6.665455,6.960119e-05,0.0025599536,1.0
8.223653,61.67976,6.221699,61.99276,-5.7599998,4.851209e-05,0.0026686124,1.0
6.5212846,62.408794,5.4837136,62.64925,-5.0215483,5.646127e-05,0.0027649703,1.0
5.1738396,63.3093,4.787742,63.490078,-4.32474,5.0664796e-05,0.0025401972,1.0
4.103206,63.94015,4.119962,64.07275,-3.686738,3.9975806e-05,0.0026033798,1.0
3.257923,64.38378,3.549261,64.48154,-3.1553297,3.7068246e-05,0.0025679676,1.0
2.5834963,64.68852,2.9426937,64.75542,-2.604601,5.682792e-05,-0.00022108047,1.0
2.049446,64.88765,2.4830267,64.93514,-2.1914427,5.338132e-05,-0.0001835039,1.0
1.6259104,65.18983,2.039381,65.22172,-1.7918414,6.0036225e-05,-0.00013715612,1.0
1.2902544,65.3571,1.6991637,65.37919,-1.4892486,5.2278407e-05,-0.00027031242,1.0
1.0236502,65.46789,1.450866,65.48396,-1.269552,4.142663e-05,-0.00033808057,1.0
0.8126199,65.52626,1.1930343,65.53712,-1.043067,6.150724e-05,-0.00015235995,1.0
0.64438283,65.610374,1.0089134,65.61813,-0.8809875,6.609064e-05,-6.6969886e-05,1.0
0.51122236,65.66619,0.8017195,65.67108,-0.6994903,6.801607e-05,-0.00017908053,1.0
0.4058443,65.69668,0.68670374,65.700264,-0.5988704,6.0131402e-05,-0.00019816894,1.0
0.32181963,65.74884,0.5085339,65.75081,-0.4431449,6.2980056e-05,-0.00022003578,1.0
0.25531054,65.79388,0.456838,65.79546,-0.3978253,5.8933063e-05,-0.00024471135,1.0
0.2025798,65.81146,0.34881777,65.812386,-0.30367962,4.8486316e-05,-8.380461e-05,1.0
0.16068146,65.82464,0.30507326,65.82535,-0.2655432,4.6997473e-05,-0.00022757983,1.0
0.12750551,65.849,0.2678536,65.84954,-0.23306043,5.2103198e-05,-0.00018302642,1.0
0.10123998,65.83945,0.1859141,65.83971,-0.16178851,4.6816025e-05,-0.00017124464,1.0
0.08030087,65.89756,0.15515468,65.89774,-0.13490167,4.56308e-05,-0.00032575053,1.0
0.063687116,65.92094,0.10940631,65.92103,-0.095091395,5.60302e-05,-7.82136e-05,1.0
