freq_Hz,ReZ_ohm,negImZ_ohm,absZ_ohm,phase_deg,Ewe_V,I_mA,cycle
7.0000185e+06,10.587426,-14.312943,17.8032,53.5093,3.6114795,0.039511748,1.0
5.553741e+06,9.264218,-14.061382,16.83889,56.621464,3.611551,0.03329093,1.0
4.406287e+06,9.127988,-12.178038,15.219223,53.14679,3.61146,0.03112297,1.0
3.4959082e+06,9.181179,-9.831916,13.452161,46.960224,3.611424,0.029692562,1.0
2.773623e+06,9.180605,-7.6923203,11.977283,39.959244,3.6114025,0.029804317,1.0
2.2005735e+06,9.281839,-5.9204817,11.009298,32.532032,3.611395,0.029595718,1.0
1.7459175e+06,9.386824,-4.472912,10.398047,25.47825,3.6113887,0.028673774,1.0
1.3851971e+06,9.536883,-3.3188326,10.097861,19.187881,3.611404,0.029392704,1.0
1.0990016e+06,9.687988,-2.399319,9.980674,13.909944,3.6113973,0.029876959,1.0
871938.1,9.835832,-1.6439965,9.972277,9.48891,3.6114037,0.030147022,1.0
691786.7,9.971672,-1.0604078,10.027897,6.0701356,3.6114023,0.030186135,1.0
548860.6,10.150681,-0.594872,10.168097,3.3539343,3.6113937,0.029740995,1.0
435458.72,10.295066,-0.20565669,10.29712,1.1444019,3.6114054,0.029513767,1.0
345494.38,10.447495,0.09264572,10.4479065,-0.508071,3.6114123,0.02964042,1.0
274105.56,10.6309595,0.3625652,10.63714,-1.9532956,3.6114113,0.02969443,1.0
217478.84,10.802242,0.55443025,10.816462,-2.9381552,3.6114168,0.03024201,1.0
172543.05,10.960524,0.72923714,10.984756,-3.8064532,3.6114137,0.030031545,1.0
136895.03,11.121519,0.91485286,11.159083,-4.702546,3.6114082,0.029288402,1.0
108614.164,11.297798,1.0672321,11.348094,-5.3963594,3.6114206,0.030137708,1.0
86169.46,11.476974,1.2251803,11.542183,-6.093315,3.61142,0.030025957,1.0
68364.016,11.676225,1.3898721,11.758655,-6.7882266,3.6114192,0.0312608,1.0
54242.133,11.836872,1.5618733,11.939472,-7.516745,3.6114109,0.031024264,1.0
43033.695,12.073417,1.7301798,12.196758,-8.155243,3.611411,0.029545428,1.0
34144.895,12.281024,1.916833,12.429714,-8.8712,3.6114085,0.030117217,1.0
27093.232,12.5653,2.0984976,12.739327,-9.481315,3.6114092,0.029878817,1.0
21489.018,12.811204,2.3328705,13.021875,-10.32026,3.6114128,0.02978569,1.0
17053.887,13.167166,2.602093,13.421816,-11.178743,3.611412,0.029862054,1.0
13528.057,13.499706,2.9052086,13.808777,-12.1451235,3.6114047,0.02933496,1.0
10735.229,13.856277,3.210816,14.223423,-13.046481,3.611404,0.029383384,1.0
8517.451,14.334878,3.5123074,14.758897,-13.767289,3.6114786,0.03057353,1.0
6753.7354,14.800469,3.8875773,15.302521,-14.717192,3.611469,0.030614505,1.0
5359.6797,15.296132,4.267208,15.880199,-15.587668,3.611456,0.02945416,1.0
4253.6406,15.923219,4.703742,16.603436,-16.457218,3.6114552,0.029264182,1.0
3373.921,16.565117,5.1679115,17.352533,-17.326645,3.611453,0.029407596,1.0
