freq_Hz,ReZ_ohm,negImZ_ohm,absZ_ohm,phase_deg,Ewe_V,I_mA,cycle
7.0000185e+06,97.87098,-10.224452,98.403595,5.963981,3.5850186,0.0047364864,1.0
5.553741e+06,101.78475,-6.7788534,102.01024,3.8102658,3.5850174,0.0040530325,1.0
4.406287e+06,105.032616,-4.969415,105.15011,2.7088192,3.5850265,0.0037719733,1.0
3.4959082e+06,106.84989,-2.931474,106.8901,1.5715407,3.5850217,0.0038258366,1.0
2.773623e+06,109.10762,-0.7669157,109.11031,0.40272447,3.585009,0.0038101813,1.0
2.2005735e+06,111.24899,0.124621995,111.24906,-0.06418315,3.5850246,0.0035958455,1.0
1.7459175e+06,112.52819,1.6699703,112.54058,-0.85023344,3.5850124,0.0036841894,1.0
1.3851971e+06,113.45498,3.008198,113.49485,-1.5188111,3.5850077,0.003687358,1.0
1.0990016e+06,115.087326,3.6183453,115.144196,-1.800786,3.585017,0.0035755306,1.0
871938.1,115.343636,3.6444154,115.4012,-1.8097241,3.5850165,0.003535459,1.0
691786.7,116.89482,4.433788,116.978874,-2.1721716,3.5850224,0.00358019,1.0
548860.6,118.381256,4.014314,118.4493,-1.9421586,3.5850093,0.003591,1.0
435458.72,118.738434,3.7879167,118.798836,-1.8271933,3.5849972,0.0037589273,1.0
345494.38,119.733215,4.222012,119.80763,-2.0195172,3.5850124,0.0036083332,1.0
274105.56,120.39645,3.9427977,120.46099,-1.875678,3.585021,0.0035110435,1.0
217478.84,120.66162,4.4056764,120.74203,-2.091092,3.5850108,0.0036979814,1.0
172543.05,121.06782,4.4778748,121.1506,-2.1182048,3.5850143,0.003555961,1.0
136895.03,123.02213,4.9603763,123.12209,-2.3089728,3.5850148,0.0035507423,1.0
108614.164,122.74502,5.0892477,122.85048,-2.374235,3.5850058,0.0036469137,1.0
86169.46,123.80476,5.0114355,123.90615,-2.3179836,3.585017,0.0034459974,1.0
68364.016,124.52232,5.7838993,124.65658,-2.6594026,3.5850067,0.0034525206,1.0
54242.133,124.9863,5.214845,125.09504,-2.3891852,3.584998,0.0036286484,1.0
43033.695,126.15887,6.5322266,126.327866,-2.9640017,3.585016,0.003480291,1.0
34144.895,127.4,5.6862597,127.52683,-2.5555935,3.5850053,0.0035887635,1.0
27093.232,128.20102,8.021288,128.4517,-3.5802186,3.5850084,0.0036670426,1.0
21489.018,129.8118,7.649815,130.037,-3.3725426,3.585008,0.0035455236,1.0
17053.887,130.18074,9.102313,130.49857,-3.9996448,3.5850055,0.003503961,1.0
13528.057,131.05328,10.082811,131.44058,-4.399483,3.5850124,0.003482341,1.0
10735.229,132.8582,10.732354,133.29099,-4.618354,3.585016,0.0035855947,1.0
8517.451,134.0864,11.928876,134.61597,-5.083884,3.5850947,0.0037354436,1.0
6753.7354,136.07297,12.276124,136.62561,-5.1551094,3.5850868,0.0036957448,1.0
5359.6797,138.05807,13.989326,138.76503,-5.785991,3.5850666,0.0036612644,1.0
4253.6406,139.86966,14.717284,140.64182,-6.006641,3.5850782,0.0036830707,1.0
3373.921,142.0725,16.965263,143.08185,-6.8096,3.5850608,0.003846525,1.0
2677.5674,144.53308,17.546856,145.59431,-6.922046,3.5850737,0.0037861383,1.0
2124.317,147.11009,19.316257,148.37283,-7.4804153,3.5850646,0.0037455077,1.0
1685.5374,149.41695,20.576324,150.82709,-7.840929,3.585073,0.003719601,1.0
1337.1407,151.90533,21.821947,153.46475,-8.174891,3.585079,0.0036208201,1.0
1061.0223,156.45123,23.996552,158.28084,-8.720092,3.585091,0.0035142114,1.0
841.34937,159.4701,26.314255,161.62657,-9.369976,3.585059,0.0037352566,1.0
667.64954,163.02773,28.573223,165.51274,-9.941034,3.585051,0.0037278016,1.0
529.83014,168.947,29.333714,171.47466,-9.849882,3.5850592,0.003767873,1.0
420.40347,174.1151,30.852386,176.82742,-10.048246,3.5850644,0.003636476,1.0
333.39932,179.02957,32.41899,181.94115,-10.263998,3.5850484,0.0036551137,1.0
264.5768,184.27736,33.635136,187.32182,-10.344017,3.5850682,0.0035045196,1.0
209.93277,189.12845,34.703278,192.28595,-10.397572,3.5850537,0.0036390852,1.0
166.5458,195.69238,35.628483,198.90927,-10.318464,3.5850585,0.0037686185,1.0
132.1569,200.93257,35.988976,204.13011,-10.154557,3.585059,0.0036390852,1.0
104.8319,208.519,34.19084,211.30354,-9.31192,3.585056,0.0036167197,1.0
83.16338,215.60886,35.2821,218.47656,-9.293477,3.5850298,0.0015645422,1.0
65.992546,220.94806,32.112625,223.26949,-8.269475,3.585062,0.0015273032,1.0
52.362606,227.09166,30.253582,229.09802,-7.58837,3.5850658,0.0015148346,1.0
41.52827,231.7971,28.003218,233.4825,-6.8884735,3.585048,0.001575913,1.0
32.964127,234.27312,25.182613,235.6227,-6.135311,3.5850258,0.0015872839,1.0
26.146248,239.08766,23.475435,240.2374,-5.607758,3.585035,0.0016100069,1.0
20.750315,243.2253,21.737675,244.19473,-5.107104,3.585065,0.001597352,1.0
16.45893,245.57019,18.684755,246.28,-4.3510933,3.5850482,0.0016087971,1.0
13.064369,246.70856,17.164633,247.30495,-3.9799137,3.5850487,0.0015565584,1.0
10.361374,248.50084,16.232906,249.03047,-3.737442,3.5850701,0.001597966,1.0
8.223653,251.90204,13.367743,252.25648,-3.0376787,3.5850556,0.0016082017,1.0
6.5212846,252.8708,12.690993,253.18907,-2.87313,3.585081,0.0016270165,1.0
5.1738396,254.07565,12.647499,254.39024,-2.8497446,3.5850794,0.0016162227,1.0
4.103206,256.20236,11.521872,256.4613,-2.5749571,3.5850804,0.0016034561,1.0
3.257923,256.9995,9.833267,257.18756,-2.1911716,3.5850813,0.0016118212,1.0
