time_s,V_V,delta_Eeq_V,delta_etaMid_V,delta_phiL_V,Li_total_mol_m2,identity_residual_V,Eeq_surface_residual_N_V,reaction_input_surface_residual_N_x,Eeq_surface_residual_P_V,reaction_input_surface_residual_P_x
0.0,2.2306115627203473,2.1653333353938041,0.062714519710427297,0.0025637076161158,1.236902963915189606,1.03E-16,0E-16,0E-12,0E-16,0E-11
0.00001002,2.2306159338837825,2.1653377801463103,0.062714443533187671,0.0025637102042847,1.236902963915190245,-1.71E-16,0E-15,0E-13,0E-16,0E-10
0.00002002,2.230620303134049,2.165342222871125,0.062714367470527943,0.0025637127923958,1.236902963915190977,2.57E-16,0E-15,0E-12,0E-15,0E-11
0.00004002,2.2306290370546966,2.165351103595422,0.062714215490780268,0.0025637179684945,1.23690296391519237,-1.68E-16,0E-15,0E-13,0E-15,0E-10
0.00007001,2.230642119311894,2.1653644055356277,0.062713988046612105,0.0025637257296544,1.236902963915190323,-2.05E-16,0E-16,0E-12,0E-15,0E-11
0.00010,2.230655184336503,2.165377689703689,0.062713761142487726,0.0025637334903265,1.236902963915190739,-2.26E-16,0E-15,0E-11,0E-15,0E-10
0.00015000000000000001,2.2306769277951997,2.165399797320809,0.062713384046412689,0.0025637464279779,1.236902963915191549,1.11E-16,0E-15,0E-12,0E-14,0E-10
0.00020,2.2306986227873833,2.1654218549849006,0.062713008438325835,0.0025637593641569,1.236902963915191111,-3.5E-17,0E-15,0E-12,0E-16,0E-10
0.0002999999999999999,2.2307418681320645,2.1654658213325187,0.062712261568177885,0.002563785231368,1.236902963915190718,-8.5E-17,0E-16,0E-12,0E-16,0E-11
0.00050,2.2308277867491295,2.1655531653450225,0.062710784465245029,0.0025638369388621,1.236902963915191627,-1.29E-16,0E-15,0E-13,0E-16,0E-10
0.00075,2.230934127208487,2.1656612580356288,0.06270896766562961,0.0025639015072282,1.23690296391518983,3.9E-16,0E-16,0E-13,0E-15,0E-10
0.001,2.2310393118499836,2.1657681641474044,0.062707181720674132,0.0025639659819051,1.236902963915192118,-3.2E-17,0E-15,0E-13,0E-16,0E-10
0.0014999999999999996,2.2312463275930563,2.165978541079122,0.062703691970583452,0.0025640945433504,1.236902963915192206,4.48E-16,0E-15,0E-12,0E-15,0E-9
0.002,2.231448980660534,2.166184455069028,0.062700303088159215,0.0025642225033466,1.236902963915190823,1.85E-16,0E-14,0E-13,0E-15,0E-10
0.003,2.2318419770121736,2.1665837246435326,0.062693776193699866,0.0025644761749412,1.236902963915191059,-6.6E-17,0E-15,0E-11,0E-16,0E-10
0.004,2.2322192815024677,2.1669670083202023,0.062687546568464645,0.0025647266138007,1.236902963915191292,5.5E-17,0E-16,0E-11,0E-14,0E-10
0.005,2.2325818729217577,2.1673353286459802,0.062681570661741848,0.0025649736140356,1.23690296391519010,5.2E-17,0E-16,0E-12,0E-16,0E-11
0.006,2.232930671413255,2.167689638087764,0.062675816200558512,0.0025652171249324,1.236902963915191537,8.8E-17,0E-15,0E-12,0E-15,0E-10
0.007,2.2332665288676004,2.1680308122333653,0.062670259433274198,0.0025654572009606,1.23690296391519053,3.02E-16,0E-16,0E-13,0E-16,0E-9
0.008,2.2335902326355233,2.1683596562884347,0.062664882388774546,0.0025656939583138,1.236902963915190558,2.54E-16,0E-16,0E-13,0E-15,0E-10
0.009000000000000001,2.2339025118170786,2.1686769133959234,0.06265967087619062,0.0025659275449646,1.236902963915190279,-2E-17,0E-16,0E-13,0E-16,0E-10
0.01,2.234204043161706,2.1689832718518135,0.062654613187701269,0.0025661581221910,1.236902963915190479,2.31E-16,0E-16,0E-12,0E-15,0E-10
0.011,2.2344954560404697,2.1692793708854963,0.06264969930103370,0.0025663858539395,1.236902963915191403,2.0E-16,0E-16,0E-13,0E-16,0E-11
0.011999999999999997,2.2347773365968204,2.1695658052982821,0.06264492039752034,0.0025666109010181,1.236902963915192021,-1.4E-16,0E-16,0E-13,0E-15,0E-11
0.012999999999999994,2.235050231281113,2.1698431292951716,0.062640268567803358,0.0025668334181381,1.236902963915191544,-5.8E-17,0E-15,0E-13,0E-16,0E-10
0.01499999999999999,2.2355716612543586,2.1703730794179748,0.062631310218167480,0.0025672716182162,1.236902963915190422,1.20E-16,0E-16,0E-13,0E-15,0E-10
0.01679999999999999,2.236014927957506,2.1708236521786642,0.062623617056881243,0.0025676587219605,1.236902963915190468,5.7E-17,0E-16,0E-13,0E-15,0E-11
0.018399999999999993,2.236390111884082,2.1712050672195028,0.062617047087146996,0.0025679975774327,1.236902963915190394,-4.96E-16,0E-15,0E-13,0E-16,0E-11
0.02,2.2367492151613475,2.1715701754719392,0.06261070769814370,0.0025683319912646,1.236902963915191296,0E-17,0E-16,0E-12,0E-15,0E-11
0.021600000000000008,2.237093592474847,2.1719203493152954,0.06260458079412845,0.0025686623654231,1.236902963915191246,5E-17,0E-16,0E-13,0E-16,0E-10
0.023200000000000012,2.23742445482169,2.1722568155443163,0.062598650218810062,0.0025689890585637,1.236902963915190356,-6.2E-17,0E-16,0E-12,0E-16,0E-10
0.024800000000000016,2.237742890355698,2.172580676526750,0.062592901437152238,0.0025693123917958,1.236902963915190813,-3.8E-17,0E-15,0E-13,0E-15,0E-9
0.02640000000000002,2.238049879466799,2.1728929254997798,0.062587321313988698,0.0025696326530309,1.236902963915190775,-3.98E-16,0E-16,0E-13,0E-16,0E-10
0.028000000000000025,2.2383463069697562,2.1731944589257717,0.062581897943370104,0.0025699501006145,1.236902963915190917,-1.04E-16,0E-15,0E-13,0E-16,0E-10
0.029000000000000012,2.2385264913927028,2.1733777601264515,0.062578584108266445,0.0025701471579847,1.236902963915189875,1.55E-16,0E-16,0E-13,0E-15,0E-11
0.03,2.2387030401464423,2.173557372016012,0.062575324872097268,0.0025703432583329,1.236902963915190867,1.32E-16,0E-15,0E-12,0E-15,0E-10
0.03199999999999997,2.2390461314598573,2.1739064406178898,0.062568957995630115,0.0025707328463371,1.236902963915190726,2.85E-16,0E-16,0E-13,0E-16,0E-11
0.03399999999999995,2.2393766481675406,2.1742427464566650,0.062562782542782805,0.0025711191680930,1.236902963915191252,-2.05E-16,0E-16,0E-13,0E-16,0E-11
0.03599999999999992,2.239695630293397,2.1745673437040296,0.062556784072151485,0.0025715025172160,1.23690296391519010,-8.5E-17,0E-16,0E-13,0E-16,0E-11
0.037999999999999895,2.2400040337497735,2.1748812013650181,0.062550949223424191,0.0025718831613313,1.23690296391518994,-9.1E-17,0E-16,0E-12,0E-16,0E-11
0.04,2.2403027198739136,2.1751851926718822,0.06254526586258491,0.0025722613394464,1.23690296391519019,9E-17,0E-16,0E-13,0E-15,0E-10
0.041999999999999975,2.240592459910231,2.1754800996146411,0.062539723032006613,0.0025726372635837,1.236902963915190573,-4.13E-16,0E-16,0E-13,0E-16,0E-10
0.04399999999999995,2.2408739436269025,2.175766621659436,0.062534310845885344,0.0025730111215811,1.236902963915189821,5.6E-17,0E-15,0E-12,0E-15,0E-10
0.04599999999999992,2.2411477884417503,2.176045384983845,0.062529020377892318,0.0025733830800132,1.236902963915191567,-2.18E-16,0E-15,0E-12,0E-15,0E-10
0.0479999999999999,2.2414145479203857,2.1763169510778012,0.062523843555743811,0.0025737532868404,1.236902963915191820,2.89E-16,0E-16,0E-12,0E-15,0E-10
0.05,2.241674719360354,2.1765818244201084,0.062518773066458032,0.0025741218737876,1.236902963915191375,-3.2E-17,0E-15,0E-13,0E-16,0E-10
0.05399999999999995,2.242177533910224,2.1770937611007215,0.062508918036874084,0.0025748547726283,1.23690296391519086,1.16E-16,0E-16,0E-12,0E-13,0E-10
0.056999999999999974,2.2425402042096083,2.1774630401251112,0.06250176314794076,0.0025754009365562,1.236902963915191885,1.4E-16,0E-16,0E-12,0E-16,0E-11
0.06,2.242891793160499,2.1778210574675400,0.062494791268635555,0.0025759444243232,1.236902963915190196,2.45E-16,0E-16,0E-12,0E-16,0E-10
0.06300000000000003,2.2432332812045606,2.1781688083183468,0.062487987401739217,0.0025764854844742,1.236902963915189948,3.83E-16,0E-16,0E-11,0E-16,0E-11
0.06600000000000006,2.2435655101910967,2.1785071473283832,0.062481338534631224,0.0025770243280824,1.236902963915190473,-1.24E-16,0E-16,0E-13,0E-15,0E-10
0.06800000000000003,2.243782150276569,2.1787277804886668,0.062476987388126568,0.0025773823997753,1.236902963915190902,3.32E-16,0E-16,0E-13,0E-16,0E-10
0.07,2.243995195249095,2.1789447586310043,0.062472697002878828,0.0025777396152118,1.236902963915191187,7.2E-17,0E-15,0E-12,0E-16,0E-10
0.07399999999999995,2.244411431278566,2.1793686956860764,0.06246428388758729,0.0025784517049028,1.236902963915190250,-4.9E-16,0E-16,0E-12,0E-15,0E-10
