time_s,V_V,delta_Eeq_V,delta_etaMid_V,delta_phiL_V,Li_total_mol_m2,identity_residual_V,Eeq_surface_residual_N_V,reaction_input_surface_residual_N_x,Eeq_surface_residual_P_V,reaction_input_surface_residual_P_x
0.0,2.2306115583380834,2.1653333309361354,0.062714519786764015,0.0025637076151841,1.236902963915196068,-1.15E-16,0E-15,0E-13,0E-16,0E-9
0.00001002,2.2306137400826564,2.1653355486354336,0.062714481709884584,0.0025637097373381,1.23690296391519124,1.16E-16,0E-16,0E-13,0E-16,0E-10
0.00002002,2.230615921637004,2.1653377660853642,0.062714443692296393,0.0025637118593435,1.236902963915190881,-9.3E-17,0E-16,0E-11,0E-15,0E-10
0.00004002,2.2306202841804974,2.1653422004035489,0.062714367673891937,0.0025637161030565,1.23690296391518907,6.3E-17,0E-16,0E-13,0E-16,0E-11
0.00007001,2.230626824052867,2.1653488478511412,0.062714253736023240,0.0025637224657024,1.236902963915190998,1.60E-16,0E-16,0E-13,0E-15,0E-10
0.00010,2.2306333617929015,2.1653554931048064,0.062714139860543085,0.0025637288275517,1.236902963915189977,3.15E-16,0E-16,0E-13,0E-16,0E-10
0.00015000000000000001,2.230644256839985,2.1653665672621545,0.062713950145042218,0.0025637394327887,1.236902963915190976,-4.18E-16,0E-15,0E-11,0E-16,0E-10
0.00020,2.230655145859647,2.1653776352187537,0.062713760604369728,0.0025637500365234,1.236902963915191201,1.72E-16,0E-16,0E-12,0E-15,0E-9
0.0002999999999999999,2.2306769058134237,2.1653997525290560,0.062713382044015998,0.0025637712403519,1.23690296391519082,-1.98E-16,0E-16,0E-13,0E-16,0E-10
0.00050,2.230720353582353,2.1654439129656104,0.062712626981389794,0.0025638136353530,1.236902963915191312,-1.94E-16,0E-16,0E-12,0E-15,0E-9
0.00075,2.2307745285126876,2.1654989749520499,0.062711686953055287,0.0025638666075824,1.236902963915188868,1.3E-17,0E-16,0E-12,0E-16,0E-10
0.001,2.2308285543404844,2.1655538837139962,0.06271075106909518,0.0025639195573927,1.236902963915190722,3.2E-16,0E-15,0E-13,0E-16,0E-10
0.0014999999999999996,2.2309361626783826,2.165663246008117,0.062708891278096426,0.0025640253921692,1.236902963915191935,-2.6E-17,0E-15,0E-12,0E-15,0E-10
0.002,2.231043183919658,2.1657720057660336,0.062707047014138654,0.0025641311394859,1.236902963915188753,-1.54E-16,0E-16,0E-13,0E-15,0E-10
0.003,2.2312554952448194,2.1659877509690908,0.062703401918793753,0.0025643423569348,1.236902963915192094,4.7E-17,0E-16,0E-13,0E-16,0E-10
0.005,2.231673373871815,2.1664123415601675,0.062696268748609673,0.0025647635630379,1.236902963915192516,-7.3E-17,0E-16,0E-13,0E-15,0E-10
0.0075,2.232183475331116,2.1669305735814006,0.062687614222826314,0.0025652875268887,1.236902963915189881,3.86E-16,0E-15,0E-12,0E-16,0E-11
0.01,2.232680476249048,2.1674354534192728,0.06267921442016555,0.0025658084096096,1.236902963915192071,5E-17,0E-16,0E-12,0E-16,0E-11
0.014999999999999996,2.2336379868375946,2.1684081203285777,0.062663026364451866,0.0025668401445651,1.236902963915191569,-6.6E-17,0E-16,0E-12,0E-16,0E-11
0.017499999999999998,2.234098917418526,2.1688763468997893,0.062655219566830401,0.0025673509519059,1.236902963915191837,3.99E-16,0E-15,0E-12,0E-16,0E-11
0.02,2.234548703390353,2.1693332702697514,0.062647574785892335,0.0025678583347090,1.236902963915191825,2.65E-16,0E-16,0E-12,0E-16,0E-11
0.025,2.2354172657537688,2.1702156976096588,0.06263270502448859,0.0025688631196216,1.236902963915190475,-1.9E-16,0E-16,0E-13,0E-15,0E-10
0.0275,2.2358363698845225,2.170641536252930,0.062625473029719769,0.0025693606018724,1.236902963915192116,3.31E-16,0E-15,0E-13,0E-15,0E-11
0.03,2.2362459536627997,2.1710577342385764,0.062618364470175212,0.0025698549540481,1.236902963915190510,-1.2E-17,0E-16,0E-12,0E-16,0E-10
0.03499999999999999,2.2370385515486086,2.1718632296050493,0.062604487067326575,0.0025708348762326,1.236902963915191281,1.25E-16,0E-16,0E-12,0E-15,0E-11
0.04,2.237797409012193,2.1726345650912123,0.062591040247659491,0.0025718036733211,1.23690296391519128,1.09E-16,0E-16,0E-13,0E-15,0E-10
0.04499999999999999,2.2385248588245856,2.1733741017741499,0.062577994882099031,0.0025727621683369,1.236902963915191667,-2.31E-16,0E-16,0E-13,0E-16,0E-10
