time_s_exact,V_first_V,V_second_V,difference_V_second_minus_first_V,difference_delta_Eeq_V,difference_delta_etaMid_V,difference_delta_phiL_V,difference_decomposition_residual_V
0,2.2306115583380577,2.2306115583380834,2.57E-14,2.0E-15,2.4650E-14,-7E-16,-2.50E-16
0.0001,2.230633361789696,2.2306333617929015,3.2055E-12,8.9114E-12,-4.033880E-12,-1.6722E-12,1.80E-16
0.0002,2.230655145854292,2.230655145859647,5.355E-12,1.78018E-11,-8.825607E-12,-3.6213E-12,1.07E-16
0.0005,2.2307203535733477,2.230720353582353,9.0053E-12,4.43425E-11,-2.9082740E-11,-6.2541E-12,-3.60E-16
0.001,2.2308285543296176,2.2308285543404844,1.08668E-11,8.81429E-11,-7.1213927E-11,-6.0628E-12,6.27E-16
0.002,2.231043183909241,2.231043183919658,1.0417E-11,1.741716E-10,-1.59696031E-10,-4.0583E-12,-2.69E-16
0.005,2.231673373865251,2.231673373871815,6.564E-12,4.208281E-10,-4.12502035E-10,-1.7622E-12,1.35E-16
0.01,2.232680476245254,2.232680476249048,3.794E-12,7.992355E-10,-7.94144087E-10,-1.2977E-12,2.87E-16
0.02,2.2345487033877167,2.234548703390353,2.6363E-12,1.4608901E-9,-1.457284070E-9,-9.696E-13,-1.30E-16
0.03,2.2362459536606023,2.2362459536627997,2.1974E-12,2.0246658E-9,-2.021665503E-9,-8.031E-13,2.03E-16
0.04,2.2377974090102875,2.237797409012193,1.9055E-12,2.5130828E-9,-2.510475383E-9,-7.019E-13,-1.7E-17
0.05,2.23922310118777,2.2392231011894728,1.7028E-12,2.9402319E-9,-2.937897480E-9,-6.322E-13,5.80E-16
0.06,2.2405399637419445,2.2405399637434993,1.5548E-12,3.3167370E-9,-3.314601704E-9,-5.804E-13,-9.6E-17
0.07,2.241762463364192,2.2417624633656374,1.4454E-12,3.6510875E-9,-3.649105685E-9,-5.362E-13,-2.15E-16
0.08,2.242902858175702,2.242902858177058,1.356E-12,3.9501221E-9,-3.948262829E-9,-5.035E-13,2.29E-16
0.09,2.243971546408072,2.243971546409351,1.279E-12,4.2194007E-9,-4.217646451E-9,-4.755E-13,2.51E-16
0.1,2.2449773685556487,2.2449773685568615,1.2128E-12,4.4634712E-9,-4.461802262E-9,-4.561E-13,-3.8E-17
0.11,2.2459278589542797,2.2459278589554423,1.1626E-12,4.6860784E-9,-4.684483910E-9,-4.321E-13,2.10E-16
0.12,2.246829454800453,2.2468294548015684,1.1154E-12,4.8903101E-9,-4.888779380E-9,-4.147E-13,-6.20E-16
0.13,2.2476876701032458,2.2476876701043156,1.0698E-12,5.0787286E-9,-5.077257724E-9,-4.012E-13,1.24E-16
0.14,2.2485072407006164,2.2485072407016555,1.0391E-12,5.2534651E-9,-5.252043689E-9,-3.821E-13,-2.11E-16
0.15,2.249292810734114,2.249292810735118,1.004E-12,5.4165341E-9,-5.415157432E-9,-3.727E-13,3.2E-17
0.16,2.250046805190362,2.2500468051913356,9.736E-13,5.5689622E-9,-5.567626138E-9,-3.629E-13,4.38E-16
0.17,2.2507731609319763,2.2507731609329196,9.433E-13,5.7123718E-9,-5.711073393E-9,-3.551E-13,-7E-18
0.18,2.251474199308887,2.2514741993098117,9.247E-13,5.8476845E-9,-5.846418019E-9,-3.418E-13,1.9E-17
0.19,2.252152138203248,2.2521521382041465,8.985E-13,5.9757644E-9,-5.974529983E-9,-3.362E-13,2.83E-16
0.2,2.2528089837490914,2.252808983749967,8.756E-13,6.0973720E-9,-6.096168904E-9,-3.276E-13,1.04E-16
0.21,2.2534465177400747,2.2534465177409326,8.579E-13,6.2131693E-9,-6.211992258E-9,-3.193E-13,1.58E-16
0.22,2.254066314711428,2.254066314712271,8.43E-13,6.3237250E-9,-6.322576021E-9,-3.061E-13,1.21E-16
0.23,2.2546697661115607,2.2546697661123836,8.229E-13,6.4295328E-9,-6.428406031E-9,-3.042E-13,3.31E-16
0.24,2.255258104158647,2.255258104159453,8.06E-13,6.5310174E-9,-6.529911945E-9,-2.997E-13,2.45E-16
0.25,2.2558324232318956,2.255832423232686,7.904E-13,6.6285497E-9,-6.627468795E-9,-2.904E-13,-1.05E-16
0.26,2.2563936984213626,2.256393698422139,7.764E-13,6.7224538E-9,-6.721390332E-9,-2.873E-13,2.32E-16
0.27,2.256942801421695,2.2569428014224604,7.654E-13,6.8130142E-9,-6.811968321E-9,-2.806E-13,1.21E-16
0.28,2.257480514099917,2.257480514100669,7.52E-13,6.9004809E-9,-6.899445012E-9,-2.837E-13,-1.88E-16
0.29,2.2580075400744004,2.2580075400751425,7.421E-13,6.9850773E-9,-6.984061107E-9,-2.739E-13,-1.93E-16
0.3,2.2585245146082213,2.258524514608949,7.277E-13,7.0669997E-9,-7.066002229E-9,-2.697E-13,-7.1E-17
0.31,2.259032013077544,2.2590320130782615,7.175E-13,7.1464242E-9,-7.145440685E-9,-2.661E-13,8.5E-17
0.32,2.259530558235709,2.259530558236416,7.07E-13,7.2235117E-9,-7.222542783E-9,-2.616E-13,-3.17E-16
0.33,2.2600206264585383,2.2600206264592373,6.990E-13,7.2984024E-9,-7.297447087E-9,-2.563E-13,-1.3E-17
0.34,2.2605026531265158,2.2605026531272037,6.879E-13,7.3712282E-9,-7.370285271E-9,-2.550E-13,-2.9E-17
0.35,2.260977037274568,2.2609770372752505,6.825E-13,7.4421054E-9,-7.441173898E-9,-2.487E-13,-3.02E-16
0.36,2.261444145619214,2.261444145619887,6.73E-13,7.5111411E-9,-7.510223771E-9,-2.445E-13,1.71E-16
0.37,2.261904316055346,2.2619043160560066,6.606E-13,7.5784324E-9,-7.577528388E-9,-2.435E-13,8.8E-17
0.38,2.2623578607003987,2.262357860701052,6.533E-13,7.6440714E-9,-7.643173205E-9,-2.450E-13,1.05E-16
0.39,2.262805068551449,2.262805068552098,6.49E-13,7.7081379E-9,-7.707251948E-9,-2.367E-13,-2.52E-16
0.4,2.263246207810573,2.2632462078112123,6.393E-13,7.7707079E-9,-7.769832776E-9,-2.360E-13,1.76E-16
0.41,2.263681527925272,2.2636815279259053,6.333E-13,7.8318556E-9,-7.830989862E-9,-2.325E-13,6.2E-17
0.42,2.2641112613836722,2.2641112613842975,6.253E-13,7.8916420E-9,-7.890783581E-9,-2.330E-13,-1.19E-16
0.43,2.264535625298138,2.2645356252987585,6.205E-13,7.9501311E-9,-7.949282788E-9,-2.282E-13,3.88E-16
0.44,2.264954822805919,2.2649548228065335,6.145E-13,8.0073776E-9,-8.006536540E-9,-2.266E-13,4.0E-17
0.45,2.2653690443112535,2.2653690443118624,6.089E-13,8.0634352E-9,-8.062603474E-9,-2.230E-13,1.74E-16
0.46,2.265778468589672,2.265778468590273,6.01E-13,8.1183516E-9,-8.117525763E-9,-2.247E-13,-1.37E-16
0.47,2.2661832637723593,2.266183263772955,5.957E-13,8.1721753E-9,-8.171360476E-9,-2.194E-13,2.76E-16
0.48,2.2665835882258,2.2665835882263923,5.923E-13,8.2249490E-9,-8.224138702E-9,-2.177E-13,-2.98E-16
0.49,2.266979591339755,2.266979591340339,5.84E-13,8.2767117E-9,-8.275911734E-9,-2.160E-13,3.4E-17
0.5,2.267371414234881,2.2673714142354644,5.834E-13,8.3275037E-9,-8.326709541E-9,-2.107E-13,-5.9E-17
0.51,2.267759190399684,2.267759190400259,5.75E-13,8.3773607E-9,-8.376575212E-9,-2.105E-13,1.2E-17
0.52,2.268143046265153,2.268143046265728,5.75E-13,8.4263160E-9,-8.425536268E-9,-2.045E-13,-2.32E-16
0.53,2.268523101724411,2.268523101724978,5.67E-13,8.4744029E-9,-8.473627800E-9,-2.083E-13,2.00E-16
0.54,2.2688994706035825,2.2688994706041425,5.600E-13,8.5216528E-9,-8.520881550E-9,-2.112E-13,-5.0E-17
0.55,2.269272261089452,2.2692722610900096,5.576E-13,8.5680928E-9,-8.567333064E-9,-2.019E-13,-2.36E-16
0.56,2.269641576118627,2.2696415761191817,5.547E-13,8.6137500E-9,-8.612993653E-9,-2.019E-13,2.53E-16
0.57,2.2700075137323803,2.270007513732932,5.517E-13,8.6586523E-9,-8.657903952E-9,-1.964E-13,-2.48E-16
0.58,2.2703701674008494,2.270370167401395,5.456E-13,8.7028219E-9,-8.702077274E-9,-1.987E-13,-3.26E-16
0.59,2.2707296263197545,2.270729626320296,5.415E-13,8.7462854E-9,-8.745544733E-9,-1.994E-13,2.33E-16
0.6,2.2710859756824937,2.27108597568303,5.363E-13,8.7890627E-9,-8.788328065E-9,-1.976E-13,-7.35E-16
0.61,2.2714392969300716,2.271439296930604,5.324E-13,8.8311759E-9,-8.830447706E-9,-1.959E-13,1.06E-16
0.62,2.27178966798103,2.2717896679815612,5.312E-13,8.8726447E-9,-8.871919641E-9,-1.938E-13,-5.9E-17
0.63,2.272137163443372,2.272137163443899,5.27E-13,8.9134894E-9,-8.912769411E-9,-1.928E-13,-1.89E-16
0.64,2.2724818548101577,2.2724818548106818,5.241E-13,8.9537291E-9,-8.953012996E-9,-1.922E-13,1.96E-16
0.65,2.2728238106403067,2.2728238106408267,5.200E-13,8.9933805E-9,-8.992669497E-9,-1.912E-13,1.97E-16
0.66,2.2731630967259697,2.2731630967264866,5.169E-13,9.0324603E-9,-9.031753350E-9,-1.899E-13,-1.50E-16
