case,time_s,V_V,delta_Eeq_V,delta_etaMid_V,delta_phiL_V,identity_residual_V
Caps300R320H0250,0.002,2.2327181137621883,2.1674732469197485,0.06268034156801883,0.0025645252744209,7E-17
Caps300R320H0250,0.005,2.234201331269507,2.1689806577164658,0.062655331218364643,0.0025653423346769,-3.43E-16
Caps300R320H0250,0.01,2.2357938476082118,2.1705999115247333,0.062627445855809375,0.0025664902276691,2.5E-17
Caps300R320H0250,0.04,2.241136851216645,2.1760367376845240,0.06252774559510255,0.0025723679370188,-3.5E-16
Caps300R320H0125,0.002,2.232716843842165,2.1674719583645461,0.062680360527307855,0.0025645249503108,2.45E-16
Caps300R320H0125,0.005,2.234200647145173,2.1689799632745597,0.062655341704375808,0.0025653421662374,9.2E-17
Caps300R320H0125,0.01,2.2357935737159824,2.1705996334420672,0.062627450112473058,0.0025664901614422,-5.8E-17
Caps300R320H0125,0.04,2.241136813615726,2.1760366995026078,0.062527746185078614,0.0025723679280392,3.86E-16
