panel,mode,col_norm_V_per_unit
A · PyBaMM 직접 (유한 전류),LLI,9.321069719079148
A · PyBaMM 직접 (유한 전류),LAM_PE,8.134302700813944
A · PyBaMM 직접 (유한 전류),LAM_NE,3.6352112438017
B · 창 재구성 · 격자 reference,LLI,18.503788125723844
B · 창 재구성 · 격자 reference,LAM_PE,8.378795107812271
B · 창 재구성 · 격자 reference,LAM_NE,10.709717553249634
C · 창 재구성 · **평형 OCP (무전류)**,LLI,22.661614314046407
C · 창 재구성 · **평형 OCP (무전류)**,LAM_PE,50.17490576027606
C · 창 재구성 · **평형 OCP (무전류)**,LAM_NE,10.977258157120277
