panel,n_points,angle_deg,cos,cond,u_min_LLI,u_min_LAM_PE,u_min_LAM_NE,sv1,sv2,sv3
A · PyBaMM 직접 (유한 전류),288,12.040912340282622,0.9779988909888723,18.238053852728832,0.6618625494565039,0.637164810095476,0.39491640938676237,0.6892627137774713,2.786327761627786,12.57081049255154
B · 창 재구성 · 격자 reference,288,10.558721440354317,0.9830676212025151,8.694018166198251,0.5449518915213722,0.4508028249219763,0.7069683507552827,2.531342939853118,6.0458955005081,22.007541503960695
C · 창 재구성 · **평형 OCP (무전류)**,288,39.02549911773832,0.7768658095162159,9.772437985508848,0.41163420306168147,0.02287481800229652,0.9110620316812331,5.191820708758688,23.460557120229936,50.736745908224876
