time_s,V_V,delta_Eeq_V,delta_etaMid_V,delta_phiL_V,Li_total_mol_m2,identity_residual_V,Eeq_surface_residual_N_V,reaction_input_surface_residual_N_x,eta_minus_etaMid_N_V,Eeq_surface_residual_P_V,reaction_input_surface_residual_P_x,eta_minus_etaMid_P_V
0.0,2.23061155833806,2.1653333309361334,0.06271451978673914,0.0025637076151872,1.236902963915189608,2.6E-16,0E-16,0E-12,0E-17,0E-15,0E-10,0E-17
0.00001002,2.2306137400822346,2.1653355486345397,0.062714481710307579,0.0025637097373872,1.236902963915190259,1.21E-16,0E-16,0E-12,0E-18,0E-15,0E-10,0E-18
0.00002002,2.2306159216362107,2.165337766083578,0.062714443693142164,0.0025637118594905,1.23690296391519118,3.6E-17,0E-15,0E-13,0E-17,0E-15,0E-10,0E-18
0.00004002,2.230620284179011,2.1653422003999796,0.06271436767554728,0.0025637161034839,1.236902963915192194,2.2E-16,0E-16,0E-13,0E-17,0E-16,0E-10,0E-17
0.00007001,2.2306268240504648,2.1653488478449002,0.062714253738851641,0.0025637224667130,1.236902963915190329,-4.1E-17,0E-16,0E-13,0E-17,0E-16,0E-10,0E-18
0.00010,2.2306333617896934,2.165355493095895,0.062714139864576301,0.0025637288292219,1.23690296391519114,1.99E-16,0E-15,0E-13,0E-18,0E-15,0E-11,0E-18
0.00015000000000000001,2.230644256835614,2.1653665672487952,0.062713950151314312,0.0025637394355045,1.236902963915190474,-1.2E-17,0E-15,0E-13,0E-17,0E-16,0E-10,0E-18
0.00020,2.2306551458542914,2.1653776352009519,0.062713760613196224,0.0025637500401432,1.236902963915190791,7.6E-17,0E-16,0E-12,0E-17,0E-16,0E-11,0E-18
0.0002999999999999999,2.2306769058064995,2.1653997525023857,0.062713382058826151,0.0025637712452876,1.23690296391519072,4.9E-17,0E-16,0E-13,0E-18,0E-14,0E-11,0E-18
0.00050,2.2307203535733477,2.1654439129212679,0.062712627010472754,0.0025638136416072,1.236902963915190713,-1.54E-16,0E-16,0E-13,0E-18,0E-16,0E-10,0E-18
0.00075,2.230774528502339,2.165498974885741,0.062711687002525714,0.0025638666140726,1.236902963915190321,-3.14E-16,0E-15,0E-12,0E-17,0E-15,0E-11,0E-18
0.001,2.2308285543296167,2.1655538836258533,0.062710751140309331,0.0025639195634539,1.236902963915191936,1.69E-16,0E-15,0E-13,0E-17,0E-16,0E-10,0E-18
0.0014999999999999996,2.230936162667385,2.1656632458767013,0.062708891393485237,0.0025640253971984,1.236902963915190939,6.3E-17,0E-16,0E-12,0E-16,0E-16,0E-11,0E-18
0.002,2.2310431839092386,2.165772005591862,0.06270704717383535,0.0025641311435415,1.236902963915190334,-2.5E-16,0E-15,0E-12,0E-17,0E-15,0E-11,0E-17
0.0025,2.231149623732941,2.1658801690636737,0.06270521786880856,0.0025642368004588,1.236902963915191557,-6E-17,0E-16,0E-12,0E-17,0E-15,0E-10,0E-17
0.003,2.2312554878461546,2.1659877425951054,0.062703402886514767,0.0025643423645344,1.236902963915190577,3.3E-17,0E-16,0E-12,0E-17,0E-15,0E-10,0E-18
0.0035,2.23136078188195,2.1660947323837052,0.062701601666411699,0.0025644478318330,1.236902963915189983,1.01E-16,0E-16,0E-13,0E-18,0E-16,0E-10,0E-18
0.004,2.2314655113680906,2.1662011444885336,0.062699813681244668,0.0025645531983122,1.236902963915189681,1.32E-16,0E-15,0E-12,0E-17,0E-16,0E-11,0E-18
0.0045000000000000005,2.231569681720839,2.1663069848246423,0.062698038436127313,0.0025646584600691,1.236902963915191602,2.87E-16,0E-16,0E-12,0E-17,0E-15,0E-10,0E-18
0.005,2.23167329824665,2.166412259166453,0.062696275466817216,0.0025647636133797,1.236902963915189691,8.4E-17,0E-15,0E-12,0E-17,0E-15,0E-10,0E-18
0.0055,2.231776366146304,2.1665169731537737,0.062694524337739252,0.0025648686547907,1.23690296391519069,3.48E-16,0E-15,0E-11,0E-17,0E-16,0E-10,0E-18
0.006,2.231878890519553,2.1666211322983755,0.062692784640099311,0.0025649735810778,1.23690296391519163,3.89E-16,0E-16,0E-13,0E-17,0E-16,0E-10,0E-18
0.006500000000000001,2.2319808763697857,2.1667247419904437,0.06269105599005376,0.0025650783892883,1.236902963915190247,-6E-17,0E-16,0E-13,0E-17,0E-14,0E-10,0E-17
0.007000000000000001,2.232082328608439,2.1668278075047079,0.06268933802700527,0.0025651830767252,1.236902963915190358,6.3E-16,0E-16,0E-13,0E-16,0E-14,0E-10,0E-17
0.0075000000000000015,2.232183252059147,2.1669303340061861,0.06268763041203518,0.002565287640926,1.236902963915190476,-2.8E-16,0E-16,0E-12,0E-17,0E-16,0E-10,0E-17
0.008000000000000002,2.2322836514616453,2.1670323265555640,0.062685932826417765,0.0025653920796637,1.236902963915191893,-1.65E-16,0E-16,0E-12,0E-17,0E-16,0E-10,0E-18
0.008500000000000002,2.232383531475405,2.1671337901142165,0.062684244970252712,0.0025654963909358,1.236902963915191058,-1.2E-17,0E-14,0E-13,0E-18,0E-16,0E-10,0E-18
