time_s,V_V,delta_Eeq_V,delta_etaMid_V,delta_phiL_V,Li_total_mol_m2,identity_residual_V,Eeq_surface_residual_N_V,reaction_input_surface_residual_N_x,eta_minus_etaMid_N_V,Eeq_surface_residual_P_V,reaction_input_surface_residual_P_x,eta_minus_etaMid_P_V
0.011999999999999997,2.2347773365968204,2.169565805298282,0.06264492039752212,0.0025666109010165,1.236902963915192021,-2.2E-16,0E-15,0E-12,0E-17,0E-15,0E-11,0E-17
0.012999999999999994,2.235050231281112,2.1698431292951707,0.062640268567804688,0.0025668334181364,1.236902963915191544,2.12E-16,0E-16,0E-12,0E-17,0E-16,0E-10,0E-18
0.013999999999999995,2.23531464993548,2.170111859756907,0.062635736626080131,0.0025670535524929,1.236902963915191845,-3.1E-17,0E-15,0E-13,0E-16,0E-15,0E-9,0E-18
0.014999999999999996,2.2355710685418355,2.1703724791117923,0.062631317986826307,0.0025672714432168,1.236902963915190883,9.3E-17,0E-16,0E-13,0E-18,0E-15,0E-11,0E-18
0.015999999999999997,2.2358199317051914,2.1706254379057866,0.062627006578124035,0.0025674872212806,1.236902963915190388,1.65E-16,0E-16,0E-12,0E-17,0E-15,0E-10,0E-18
0.016999999999999998,2.236061654918809,2.1708711571319113,0.062622796777224817,0.0025677010096725,1.236902963915190133,3.83E-16,0E-16,0E-12,0E-17,0E-15,0E-10,0E-18
0.018,2.236296626642286,2.1711100303583631,0.062618683360231354,0.0025679129236911,1.236902963915191243,4.46E-16,0E-16,0E-13,0E-17,0E-15,0E-10,0E-18
0.019,2.236525210214987,2.1713424256823213,0.06261466146138517,0.0025681230712806,1.236902963915190588,-7E-17,0E-15,0E-12,0E-17,0E-16,0E-10,0E-17
0.02,2.236747745621924,2.171568687529372,0.062610726539087839,0.0025683315534642,1.236902963915191083,-3.9E-17,0E-15,0E-11,0E-17,0E-15,0E-10,0E-18
0.021,2.236964551125889,2.171789138314188,0.062606874347000515,0.0025685384647003,1.236902963915190409,1.85E-16,0E-15,0E-13,0E-17,0E-15,0E-10,0E-18
0.022000000000000002,2.237175924777692,2.1720040799753527,0.062603100909035758,0.0025687438933033,1.236902963915191226,2.42E-16,0E-16,0E-12,0E-18,0E-15,0E-11,0E-18
0.023000000000000003,2.237382145814658,2.172213795395399,0.062599402497425460,0.0025689479218336,1.236902963915191424,-6.0E-17,0E-15,0E-13,0E-18,0E-15,0E-10,0E-18
0.024000000000000004,2.237583475956488,2.1724185497156965,0.06259577561334262,0.0025691506274486,1.236902963915190041,2.8E-16,0E-16,0E-12,0E-17,0E-15,0E-11,0E-17
0.025000000000000005,2.237780160606637,2.1726185915547940,0.06259221696956163,0.0025693520822817,1.236902963915191706,-3.3E-16,0E-16,0E-13,0E-17,0E-16,0E-10,0E-17
0.026000000000000006,2.2379724299665744,2.1728141541379058,0.06258872347491251,0.0025695523537561,1.236902963915190484,-1E-17,0E-16,0E-12,0E-17,0E-15,0E-10,0E-17
0.027000000000000007,2.238160500069635,2.1730054563445163,0.06258529222019904,0.0025697515049197,1.236902963915190712,-4E-17,0E-15,0E-12,0E-17,0E-16,0E-11,0E-17
0.028000000000000008,2.2383445737405854,2.173192703680432,0.062581920465423658,0.0025699495947298,1.236902963915191439,-5.8E-17,0E-15,0E-13,0E-18,0E-15,0E-11,0E-18
0.029000000000000005,2.2385248414865244,2.1733760891800536,0.062578605628128556,0.0025701466783424,1.236902963915189595,-1.56E-16,0E-16,0E-12,0E-17,0E-15,0E-10,0E-18
0.03,2.2387014823242373,2.1735557942441614,0.062575345272718462,0.0025703428073573,1.236902963915190706,1.38E-16,0E-16,0E-13,0E-17,0E-16,0E-10,0E-18
0.031,2.2388746645487867,2.1737319894180415,0.06257213710065934,0.0025705380300855,1.23690296391519051,3.6E-16,0E-15,0E-12,0E-17,0E-16,0E-10,0E-17
0.032,2.239044546447649,2.1739048351144295,0.062568978941463629,0.0025707323917559,1.236902963915190705,-2.9E-17,0E-16,0E-12,0E-17,0E-16,0E-11,0E-18
0.033,2.2392112769644528,2.1740744822853485,0.062565868744368867,0.0025709259347355,1.236902963915191538,-6.7E-17,0E-16,0E-13,0E-15,0E-15,0E-11,0E-18
0.034,2.239374996315997,2.1742410730466302,0.062562804570641669,0.0025711186987252,1.236902963915190659,-6.9E-17,0E-16,0E-12,0E-17,0E-16,0E-10,0E-18
0.035,2.239535836565994,2.1744047412585876,0.062559784586458944,0.0025713107209473,1.236902963915191536,1.56E-16,0E-16,0E-8,0E-18,0E-15,0E-9,0E-18
0.036000000000000004,2.239693922158681,2.1745656130660574,0.062556807056310504,0.0025715020363130,1.236902963915189695,9.6E-17,0E-16,0E-13,0E-18,0E-16,0E-10,0E-18
0.037000000000000005,2.2398493704152247,2.1747238074007807,0.06255387033687154,0.0025716926775725,1.236902963915190514,-4E-17,0E-15,0E-12,0E-17,0E-16,0E-10,0E-17
0.038000000000000006,2.2400022919956277,2.1748794364488562,0.062550972871297628,0.0025718826754737,1.236902963915189936,1.72E-16,0E-16,0E-13,0E-17,0E-15,0E-11,0E-18
0.03900000000000001,2.240152791328634,2.1750326060858021,0.062548113183930941,0.002572072058901,1.236902963915190863,-4.1E-17,0E-16,0E-12,0E-17,0E-16,0E-11,0E-18
0.04,2.240300967011931,2.1751834162815645,0.062545289875365782,0.0025722608550005,1.236902963915191763,2.18E-16,0E-16,0E-12,0E-17,0E-16,0E-10,0E-18
0.041,2.240446912184785,2.1753319614776445,0.062542501617862235,0.0025724490892780,1.23690296391519016,2.65E-16,0E-16,0E-13,0E-18,0E-14,0E-11,0E-17
0.042,2.2405907148751294,2.1754783309383552,0.062539747151033609,0.0025726367857408,1.236902963915191021,-2.09E-16,0E-16,0E-13,0E-18,0E-16,0E-10,0E-18
0.043000000000000003,2.24073245832289,2.1756226090780413,0.062537025277860537,0.002572823966988,1.23690296391519052,1.63E-16,0E-16,0E-13,0E-17,0E-15,0E-10,0E-18
0.044000000000000004,2.240872221281241,2.1757648757660085,0.062534334860957497,0.0025730106542747,1.236902963915190363,3.03E-16,0E-15,0E-13,0E-17,0E-16,0E-10,0E-18
0.045000000000000005,2.2410100782974562,2.1759052066107326,0.06253167481905786,0.0025731968676654,1.236902963915189888,3.4E-16,0E-15,0E-12,0E-17,0E-16,0E-11,0E-16
0.046000000000000006,2.241146099974656,2.176043673224835,0.062529044123768696,0.0025733826260527,1.236902963915190296,-3.96E-16,0E-15,0E-13,0E-18,0E-15,0E-9,0E-17
0.04700000000000001,2.2412803532159535,2.1761803434721798,0.062526441796513010,0.0025735679472612,1.236902963915190708,-5.10E-16,0E-16,0E-13,0E-18,0E-15,0E-11,0E-18
0.04800000000000001,2.2414129014521507,2.1763152816983708,0.062523866905660473,0.0025737528481193,1.236902963915191687,1.27E-16,0E-16,0E-13,0E-16,0E-16,0E-10,0E-18
0.049,2.2415438048541856,2.1764485489458044,0.062521318563865556,0.0025739373445153,1.236902963915189531,3.44E-16,0E-16,0E-12,0E-17,0E-14,0E-10,0E-18
0.05,2.241673120531399,2.1765802031543861,0.062518795925542214,0.0025741214514709,1.236902963915191591,-2.14E-16,0E-16,0E-12,0E-18,0E-15,0E-9,0E-17
0.051000000000000004,2.241800902716615,2.1767102993488962,0.062516298184533306,0.0025743051831853,1.236902963915191412,1.94E-16,0E-16,0E-13,0E-16,0E-16,0E-9,0E-18
0.052000000000000005,2.2419272029389368,2.1768388898139608,0.062513824571886811,0.0025744885530892,1.236902963915191807,-1.1E-17,0E-16,0E-13,0E-18,0E-15,0E-11,0E-18
0.053000000000000005,2.242052070185198,2.1769660242574746,0.062511374353814819,0.0025746715739084,1.236902963915190641,1.81E-16,0E-15,0E-12,0E-18,0E-16,0E-11,0E-18
0.054000000000000006,2.2421755510507206,2.1770917499633021,0.062508946829732847,0.0025748542576860,1.23690296391519106,-3.47E-16,0E-16,0E-13,0E-16,0E-16,0E-11,0E-18
0.05500000000000001,2.2422976898802722,2.1772161119339783,0.062506541330447974,0.0025750366158462,1.236902963915191103,-2.74E-16,0E-16,0E-13,0E-17,0E-15,0E-10,0E-18
0.05600000000000001,2.2424185288998046,2.1773391530241213,0.062504157216459963,0.0025752186592235,1.236902963915190578,-1.63E-16,0E-16,0E-12,0E-17,0E-16,0E-10,0E-18
0.05700000000000001,2.2425381083396334,2.1774609140651928,0.062501793876349466,0.0025754003980911,1.236902963915191525,3.4E-17,0E-16,0E-12,0E-17,0E-16,0E-10,0E-18
0.05800000000000001,2.2426564665496818,2.1775814339821985,0.062499450725259198,0.002575581842224,1.236902963915189729,1.02E-16,0E-16,0E-12,0E-18,0E-15,0E-9,0E-18
0.059000000000000004,2.2427736401072824,2.1777007499028833,0.06249712720350353,0.0025757630008957,1.236902963915190563,-1.3E-16,0E-16,0E-13,0E-17,0E-16,0E-10,0E-15
0.06,2.242889663918087,2.177818897259943,0.062494822775217338,0.0025759438829267,1.236902963915191173,-3.8E-17,0E-15,0E-12,0E-17,0E-15,0E-11,0E-18
0.061,2.2430045713105424,2.1779359098867250,0.062492536927100326,0.002576124496717,1.236902963915190377,7.4E-17,0E-16,0E-13,0E-17,0E-16,0E-10,0E-18
0.062,2.243118394124362,2.1780518201068510,0.062490269167261525,0.0025763048502494,1.236902963915189723,7.5E-17,0E-16,0E-13,0E-16,0E-16,0E-11,0E-18
0.063,2.243231162793428,2.178166658818194,0.062488019024085962,0.0025764849511475,1.236902963915190127,5.38E-16,0E-15,0E-12,0E-17,0E-15,0E-10,0E-18
0.064,2.2433429064234494,2.1782804555715815,0.062485786045198610,0.0025766648066692,1.236902963915190373,9.0E-17,0E-16,0E-12,0E-18,0E-15,0E-9,0E-18
0.065,2.2434536528647966,2.178393238644567,0.062483569796498717,0.0025768444237311,1.236902963915191011,-2.17E-16,0E-15,0E-12,0E-17,0E-15,0E-9,0E-18
0.066,2.2435634287807824,2.1785050351106375,0.062481369861197232,0.0025770238089475,1.236902963915190995,1.68E-16,0E-16,0E-13,0E-17,0E-16,0E-11,0E-18
0.067,2.243672259711725,2.1786158709041161,0.062479185838981269,0.0025772029686277,1.236902963915191822,-6.9E-17,0E-16,0E-13,0E-17,0E-16,0E-10,0E-18
0.068,2.24378017013506,2.1787257708810927,0.06247701734516875,0.0025773819087988,1.236902963915190245,-2.5E-16,0E-16,0E-13,0E-17,0E-15,0E-11,0E-16
0.069,2.243887183521781,2.1788347588766063,0.062474864009940845,0.0025775606352334,1.236902963915190976,4.55E-16,0E-16,0E-12,0E-17,0E-16,0E-10,0E-18
0.07,2.243993322389426,2.1789428577583632,0.06247272547761251,0.0025777391534499,1.236902963915190054,3.9E-16,0E-16,0E-13,0E-17,0E-15,0E-10,0E-16
0.07100000000000001,2.2440986083518553,2.1790500894771927,0.062470601405937962,0.0025779174687246,1.236902963915191073,3.8E-17,0E-15,0E-12,0E-17,0E-16,0E-11,0E-18
0.07200000000000001,2.2442030621660534,2.1791564751144709,0.062468491465455855,0.0025780955861265,1.236902963915190920,1.45E-16,0E-16,0E-13,0E-18,0E-16,0E-10,0E-18
0.07300000000000001,2.2443067037760858,2.1792620349267027,0.062466395338886649,0.0025782735104964,1.236902963915190631,5.1E-17,0E-16,0E-13,0E-18,0E-16,0E-11,0E-18
0.07400000000000001,2.2444095523544867,2.1793667883874526,0.06246431272053976,0.0025784512464946,1.236902963915191043,-2.6E-16,0E-16,0E-12,0E-17,0E-15,0E-10,0E-16
0.07500000000000001,2.2445116263411484,2.1794707542267980,0.062462243315767552,0.0025786287985827,1.236902963915190897,1.48E-16,0E-16,0E-12,0E-18,0E-16,0E-10,0E-18
0.07600000000000001,2.2446129434799618,2.1795739504684575,0.062460186840457067,0.0025788061710467,1.236902963915190576,5.33E-16,0E-16,0E-12,0E-18,0E-15,0E-10,0E-17
0.07700000000000001,2.2447135208532836,2.1796763944647530,0.062458143020525547,0.0025789833680048,1.236902963915190331,2.53E-16,0E-16,0E-12,0E-18,0E-16,0E-9,0E-18
0.07800000000000001,2.244813374914412,2.1797781029295403,0.062456111591458807,0.002579160393413,1.236902963915189017,-1.07E-16,0E-16,0E-12,0E-18,0E-16,0E-10,0E-18
0.07900000000000001,2.2449125215182084,2.179879091969238,0.062454092297887567,0.0025793372510824,1.236902963915191472,4.33E-16,0E-15,0E-12,0E-17,0E-15,0E-11,0E-18
0.08,2.2450109759499037,2.1799793771120802,0.062452084893152016,0.0025795139446716,1.236902963915191288,-1.16E-16,0E-16,0E-12,0E-18,0E-15,0E-10,0E-17
0.081,2.2451087529523326,2.1800789733356973,0.06245008913892258,0.0025796904777128,1.236902963915189709,-8E-17,0E-16,0E-12,0E-17,0E-15,0E-10,0E-17
0.082,2.2452058667515673,2.1801778950931428,0.062448104804823323,0.0025798668536010,1.236902963915191226,1.77E-16,0E-15,0E-13,0E-18,0E-16,0E-9,0E-18
0.083,2.245302331081142,2.1802761563374478,0.062446131668083329,0.0025800430756113,1.23690296391519035,-4.29E-16,0E-16,0E-12,0E-17,0E-16,0E-10,0E-18
0.084,2.245398159204908,2.1803737705448132,0.062444169513191650,0.0025802191469033,1.236902963915192055,-1.50E-16,0E-16,0E-13,0E-18,0E-16,0E-10,0E-18
0.085,2.24549336393863,2.1804707507365084,0.062442218131601555,0.0025803950705203,1.236902963915190585,-2.55E-16,0E-16,0E-13,0E-17,0E-15,0E-10,0E-18
0.08600000000000001,2.2455879576703808,2.1805671094995675,0.06244027732140833,0.0025805708494052,1.236902963915191404,-2.3E-16,0E-15,0E-13,0E-17,0E-16,0E-10,0E-16
0.08700000000000001,2.2456819523798277,2.180662859006354,0.062438346887079944,0.0025807464863936,1.236902963915190133,1.56E-16,0E-15,0E-12,0E-17,0E-15,0E-11,0E-18
0.08800000000000001,2.2457753596564665,2.1807580110330566,0.062436426639175704,0.0025809219842344,1.236902963915190919,-2.04E-16,0E-16,0E-12,0E-17,0E-15,0E-10,0E-18
0.089,2.245868190716877,2.1808525769771973,0.062434516394102465,0.0025810973455771,1.236902963915191163,1.35E-16,0E-16,0E-12,0E-16,0E-16,0E-11,0E-18
0.09,2.2459604564210447,2.1809465678741978,0.062432615973861072,0.0025812725729859,1.236902963915191557,-7.2E-17,0E-16,0E-13,0E-18,0E-15,0E-10,0E-18
0.091,2.2460521672878158,2.1810399944130580,0.062430725205814716,0.0025814476689429,1.236902963915190215,1.84E-16,0E-16,0E-13,0E-17,0E-16,0E-11,0E-18
0.092,2.246143333509557,2.1811328669512215,0.062428843922483157,0.0025816226358522,1.23690296391519094,1.43E-16,0E-16,0E-12,0E-18,0E-16,0E-11,0E-18
0.093,2.246233964966003,2.1812251955286530,0.062426971961316414,0.0025817974760337,1.236902963915190234,-1.14E-16,0E-16,0E-13,0E-18,0E-16,0E-11,0E-17
0.094,2.2463240712374364,2.1813169898811875,0.062425109164505611,0.0025819721917430,1.236902963915190856,2.89E-16,0E-16,0E-13,0E-16,0E-16,0E-10,0E-18
0.095,2.246413661617148,2.1814082594531885,0.062423255378792453,0.0025821467851673,1.23690296391519126,-2.53E-16,0E-16,0E-12,0E-17,0E-15,0E-10,0E-18
0.096,2.2465027451232746,2.181499013409565,0.062421410455292036,0.0025823212584178,1.236902963915190917,-2.36E-16,0E-14,0E-13,0E-17,0E-15,0E-11,0E-18
0.097,2.246591330510033,2.181589260647169,0.062419574249312995,0.0025824956135509,1.236902963915190843,1.05E-16,0E-15,0E-13,0E-16,0E-15,0E-11,0E-18
0.098,2.246679426278391,2.1816790098056273,0.062417746620210265,0.0025826698525534,1.236902963915189941,3.5E-17,0E-15,0E-12,0E-17,0E-16,0E-10,0E-18
0.099,2.246767040686208,2.1817682692776265,0.062415927431214155,0.0025828439773670,1.236902963915189940,3.45E-16,0E-16,0E-12,0E-17,0E-15,0E-10,0E-18
0.1,2.246854181757841,2.1818570472186912,0.062414116549290854,0.0025830179898592,1.236902963915191482,-2.54E-16,0E-15,0E-12,0E-18,0E-16,0E-10,0E-18
0.101,2.246940857293343,2.1819453515564782,0.062412313844999457,0.0025831918918653,1.236902963915191916,4.3E-17,0E-16,0E-13,0E-17,0E-16,0E-9,0E-18
0.10300000000000001,2.2471128514512757,2.1821205797611576,0.06240873231643573,0.0025835393736827,1.236902963915191252,-3.3E-16,0E-15,0E-12,0E-17,0E-16,0E-10,0E-17
0.10650000000000001,2.2474096480126415,2.1824229629460810,0.06240253859602363,0.0025841464705368,1.236902963915191332,7E-17,0E-16,0E-12,0E-16,0E-16,0E-11,0E-17
0.11,2.24770130935777,2.1827201214082133,0.062396435603311765,0.0025847523462448,1.23690296391519120,1.35E-16,0E-16,0E-12,0E-17,0E-15,0E-10,0E-18
0.11499999999999999,2.24810963527278,2.1831361545232029,0.062387864851118691,0.0025856158984587,1.236902963915190898,-2.91E-16,0E-16,0E-13,0E-18,0E-16,0E-10,0E-18
0.12,2.2485086849086717,2.1835427485991097,0.062379459071250307,0.0025864772383121,1.236902963915191121,-4.07E-16,0E-16,0E-13,0E-17,0E-15,0E-10,0E-18
0.125,2.248899058363224,2.1839405137034460,0.062371208154770487,0.0025873365050075,1.236902963915190791,1.3E-17,0E-16,0E-12,0E-17,0E-16,0E-10,0E-18
0.13,2.2492813050895015,2.1843300084339142,0.062363102829729567,0.0025881938258580,1.236902963915191387,-2.67E-16,0E-16,0E-11,0E-17,0E-15,0E-10,0E-18
0.135,2.2496559221561685,2.1847117381527586,0.06235513468747200,0.0025890493159376,1.236902963915191667,3.0E-16,0E-16,0E-12,0E-17,0E-15,0E-11,0E-17
0.14,2.250023358496967,2.1850861593044300,0.06234729611345413,0.0025899030790828,1.23690296391519019,7E-17,0E-16,0E-13,0E-17,0E-16,0E-10,0E-17
0.15,2.2507387269167256,2.185815147663578,0.062331973357027112,0.0025916058961204,1.236902963915190496,8.8E-17,0E-15,0E-13,0E-17,0E-15,0E-11,0E-18
0.16,2.2514298038399816,2.1865194077102910,0.06231709330070334,0.0025933028289874,1.236902963915189997,-1.4E-16,0E-16,0E-12,0E-17,0E-16,0E-11,0E-17
0.17,2.2520988430842586,2.187201231504045,0.062302617182577568,0.002594994397636,1.23690296391519247,3.2E-17,0E-13,0E-13,0E-17,0E-15,0E-10,0E-18
0.18,2.2527478368144154,2.1878626450765375,0.062288510676326013,0.0025966810615518,1.236902963915189685,8.7E-17,0E-16,0E-12,0E-17,0E-16,0E-10,0E-18
0.19,2.2533785145605028,2.1885054074629395,0.062274743878036663,0.0025983632195264,1.236902963915189762,2.37E-16,0E-16,0E-12,0E-17,0E-16,0E-11,0E-18
0.2,2.2539923753354376,2.1891310433538464,0.062261290764514587,0.0026000412170763,1.236902963915191698,3.13E-16,0E-16,0E-13,0E-18,0E-16,0E-10,0E-18
0.21,2.254590723982803,2.1897408800401558,0.062248128587733209,0.0026017153549138,1.236902963915190084,1.91E-16,0E-16,0E-12,0E-18,0E-14,0E-10,0E-18
0.22,2.25517470342802,2.1903360801930083,0.062235237338620131,0.0026033858963914,1.236902963915191466,1.69E-16,0E-16,0E-12,0E-18,0E-16,0E-10,0E-18
0.23,2.2557453213206085,2.1909176689432730,0.062222599303644046,0.0026050530736912,1.236902963915190596,2.54E-16,0E-16,0E-12,0E-17,0E-16,0E-11,0E-18
0.24,2.2563034715784633,2.1914865557801345,0.062210198705526355,0.0026067170928025,1.236902963915190394,-5.5E-17,0E-15,0E-13,0E-18,0E-16,0E-10,0E-17
0.25,2.2568499517700715,2.192043552219917,0.062198021412605441,0.002608378137549,1.236902963915189396,5.9E-17,0E-15,0E-12,0E-17,0E-15,0E-11,0E-18
0.26,2.2573854772133206,2.1925893861379829,0.062186054702487945,0.0026100363728499,1.236902963915190879,-1.45E-16,0E-16,0E-12,0E-17,0E-15,0E-10,0E-18
0.27,2.2579106925031733,2.1931247134875423,0.062174287068270438,0.0026116919473609,1.236902963915191612,-3.38E-16,0E-16,0E-13,0E-17,0E-16,0E-11,0E-18
0.28,2.2584261810188835,2.1936501279649030,0.062162708058284055,0.0026133449956962,1.236902963915190392,2.45E-16,0E-16,0E-12,0E-18,0E-16,0E-11,0E-18
0.29,2.258932472830792,2.1941661690480560,0.062151308142513574,0.0026149956402225,1.236902963915190766,-7.4E-17,0E-16,0E-13,0E-17,0E-16,0E-10,0E-18
0.3,2.259430051327712,2.1946733287348126,0.062140078600285695,0.0026166439926134,1.236902963915190181,3.05E-16,0E-16,0E-13,0E-17,0E-15,0E-10,0E-18
0.31,2.2599193588119735,2.1951720572315749,0.062129011425289260,0.0026182901551095,1.236902963915191904,-1.60E-16,0E-16,0E-12,0E-18,0E-16,0E-10,0E-18
0.32,2.260400801254156,2.1956627677879112,0.062118099244612202,0.0026199342216328,1.236902963915191128,-2.02E-16,0E-16,0E-12,0E-16,0E-15,0E-11,0E-18
0.33,2.2608747523582076,2.1961458408301022,0.062107335249394380,0.0026215762787109,1.236902963915190314,1.20E-16,0E-16,0E-12,0E-18,0E-16,0E-10,0E-18
0.34,2.261341557056397,2.196621627515051,0.062096713135054938,0.0026232164062907,1.236902963915190597,3.62E-16,0E-15,0E-13,0E-18,0E-15,0E-10,0E-18
0.35,2.2618015345295728,2.1970904528016379,0.06208622704953282,0.0026248546784023,1.236902963915191917,-2.2E-16,0E-16,0E-12,0E-17,0E-16,0E-9,0E-17
0.36,2.262254980829797,2.1975526181177623,0.062075871548226358,0.0026264911638083,1.236902963915190702,4.2E-17,0E-16,0E-12,0E-18,0E-16,0E-10,0E-18
0.37,2.262702171167769,2.1980084036866548,0.062065641554627685,0.0026281259264860,1.23690296391519169,5.15E-16,0E-16,0E-13,0E-17,0E-14,0E-11,0E-18
0.38,2.263143361916331,2.198458070564461,0.062055532325758778,0.0026297590261111,1.236902963915190604,1.22E-16,0E-15,0E-12,0E-18,0E-15,0E-10,0E-18
0.39,2.263578792372094,2.1989018624319275,0.062045539421719198,0.0026313905184474,1.23690296391519101,-9.8E-17,0E-15,0E-12,0E-18,0E-16,0E-10,0E-18
0.4,2.2640086863101208,2.1993400071756581,0.062035658678748271,0.0026330204557145,1.236902963915190411,-7.1E-17,0E-16,0E-12,0E-17,0E-15,0E-10,0E-18
0.41,2.2644332533607248,2.1997727182884972,0.062025886185339995,0.0026346488868878,1.236902963915191006,-1.95E-16,0E-16,0E-12,0E-16,0E-15,0E-10,0E-18
0.42,2.264852690232728,2.2002001961137775,0.062016218260958714,0.0026362758579921,1.236902963915191405,-3.14E-16,0E-16,0E-12,0E-17,0E-16,0E-10,0E-18
0.43,2.2652671818036625,2.2006226289542769,0.062006651437035873,0.0026379014123498,1.236902963915190588,-7.3E-17,0E-16,0E-12,0E-17,0E-16,0E-11,0E-18
0.44,2.2656769020942353,2.2010401940634722,0.061997182439970767,0.0026395255907923,1.236902963915192419,3.3E-17,0E-15,0E-13,0E-17,0E-16,0E-10,0E-18
0.45,2.2660820151417727,2.2014530585340663,0.061987808175826276,0.002641148431880,1.236902963915190803,1.24E-16,0E-16,0E-13,0E-18,0E-16,0E-10,0E-17
0.46,2.2664826757851744,2.201861380096523,0.061978525716594123,0.0026427699720572,1.236902963915191595,7.7E-17,0E-15,0E-12,0E-17,0E-15,0E-10,0E-18
0.47,2.2668790303721247,2.2022653078385406,0.061969332287758138,0.0026443902458259,1.23690296391519173,6.2E-17,0E-16,0E-12,0E-17,0E-16,0E-9,0E-18
0.48,2.2672712173978034,2.2026649828548428,0.061960225257058357,0.0026460092859023,1.236902963915191107,-5.7E-17,0E-16,0E-12,0E-16,0E-16,0E-10,0E-18
