time_s,V_V,delta_Eeq_V,delta_etaMid_V,delta_phiL_V,Li_total_mol_m2,identity_residual_V,Eeq_surface_residual_N_V,reaction_input_surface_residual_N_x,eta_minus_etaMid_N_V,Eeq_surface_residual_P_V,reaction_input_surface_residual_P_x,eta_minus_etaMid_P_V
0.0,2.2306115583380577,2.1653333309361334,0.062714519786739365,0.0025637076151848,1.236902963915189608,1.35E-16,0E-16,0E-12,0E-18,0E-15,0E-10,0E-17
0.00001002,2.230613740082232,2.1653355486345397,0.062714481710306245,0.0025637097373856,1.236902963915190259,4.55E-16,0E-16,0E-12,0E-17,0E-15,0E-10,0E-18
0.00002002,2.2306159216362094,2.165337766083578,0.062714443693142608,0.0025637118594885,1.23690296391519118,2.92E-16,0E-15,0E-13,0E-18,0E-15,0E-10,0E-18
0.00004002,2.23062028417901,2.1653422003999796,0.062714367675546167,0.0025637161034843,1.236902963915192194,-6.7E-17,0E-16,0E-13,0E-18,0E-16,0E-10,0E-18
0.00007001,2.2306268240504648,2.1653488478449002,0.062714253738852085,0.0025637224667125,1.236902963915190329,1.5E-17,0E-16,0E-13,0E-17,0E-16,0E-10,0E-18
0.00010,2.230633361789696,2.165355493095895,0.062714139864576965,0.0025637288292239,1.23690296391519114,1.35E-16,0E-15,0E-13,0E-17,0E-15,0E-11,0E-18
0.00015000000000000001,2.2306442568356144,2.1653665672487952,0.062713950151313872,0.0025637394355054,1.236902963915190474,-7.2E-17,0E-15,0E-13,0E-16,0E-16,0E-10,0E-18
0.00020,2.230655145854292,2.1653776352009519,0.062713760613195335,0.0025637500401447,1.236902963915190791,6.5E-17,0E-16,0E-12,0E-18,0E-16,0E-11,0E-17
0.0002999999999999999,2.2306769058064995,2.1653997525023857,0.062713382058826819,0.0025637712452871,1.23690296391519072,-1.19E-16,0E-16,0E-13,0E-17,0E-14,0E-11,0E-18
0.00050,2.2307203535733477,2.1654439129212679,0.062712627010472534,0.0025638136416071,1.236902963915190713,1.66E-16,0E-16,0E-13,0E-17,0E-16,0E-10,0E-18
0.00075,2.2307745285023386,2.165498974885741,0.062711687002526158,0.0025638666140716,1.236902963915190321,-1.58E-16,0E-15,0E-12,0E-17,0E-15,0E-11,0E-18
0.001,2.2308285543296176,2.1655538836258533,0.062710751140309107,0.0025639195634555,1.236902963915191936,-3.07E-16,0E-15,0E-13,0E-18,0E-16,0E-10,0E-18
0.0014999999999999996,2.230936162667387,2.1656632458767013,0.062708891393483678,0.002564025397202,1.236902963915190939,2.2E-17,0E-16,0E-12,0E-17,0E-16,0E-11,0E-18
0.002,2.231043183909241,2.165772005591862,0.062707047173834685,0.0025641311435442,1.236902963915190334,1.15E-16,0E-15,0E-12,0E-18,0E-15,0E-11,0E-17
0.003,2.231255495235811,2.1659877507108800,0.062703402165152245,0.0025643423597790,1.23690296391519074,-2.45E-16,0E-16,0E-13,0E-16,0E-16,0E-10,0E-18
0.004,2.231465528157931,2.1662011628213722,0.062699812149749955,0.0025645531868093,1.236902963915189682,-4.55E-16,0E-16,0E-12,0E-18,0E-15,0E-10,0E-17
0.005,2.231673324578649,2.1664122877439274,0.06269627323879523,0.0025647635959265,1.236902963915191133,-1.3E-16,0E-16,0E-13,0E-17,0E-16,0E-11,0E-16
0.006,2.231878925964991,2.1666211705334524,0.062692781872020873,0.0025649735595179,1.236902963915191656,-1.73E-16,0E-16,0E-12,0E-17,0E-16,0E-11,0E-18
0.007,2.232082372608854,2.1668278546898174,0.062689334866031786,0.0025651830530047,1.236902963915190748,1.14E-16,0E-16,0E-13,0E-17,0E-16,0E-10,0E-18
0.008,2.2322837034688017,2.1670323820168195,0.062685929396489425,0.0025653920554926,1.236902963915190524,1.75E-16,0E-16,0E-12,0E-18,0E-15,0E-10,0E-17
0.009000000000000001,2.232482956197176,2.1672347926855428,0.062682562961915655,0.0025656005497179,1.236902963915192058,-3.55E-16,0E-16,0E-12,0E-18,0E-15,0E-10,0E-18
0.01,2.2326801672199394,2.1674351253530065,0.062679233345138252,0.0025658085217946,1.23690296391519159,4.8E-17,0E-16,0E-13,0E-17,0E-14,0E-10,0E-18
0.011,2.2328753718255645,2.1676334172872511,0.062675938577449798,0.0025660159608636,1.236902963915190527,2E-18,0E-16,0E-13,0E-17,0E-16,0E-10,0E-18
0.012,2.233068604249327,2.1678297044838734,0.062672676906734503,0.0025662228587193,1.236902963915189537,-2.03E-16,0E-16,0E-12,0E-18,0E-15,0E-11,0E-18
0.013000000000000001,2.2332598977494995,2.168024021770388,0.062669446769615388,0.0025664292094964,1.236902963915190970,-2.88E-16,0E-15,0E-13,0E-17,0E-15,0E-11,0E-18
0.014000000000000002,2.2334492846750544,2.1682164028984343,0.062666246767293155,0.0025666350093271,1.236902963915191089,-1.55E-16,0E-16,0E-13,0E-17,0E-15,0E-10,0E-18
0.015000000000000003,2.2336367965256,2.1684068806249368,0.062663075644565192,0.0025668402560977,1.236902963915190909,3.08E-16,0E-16,0E-10,0E-18,0E-16,0E-10,0E-18
0.016000000000000004,2.233822464004413,2.1685954867835314,0.062659932271676100,0.0025670449492057,1.236902963915191102,-2.00E-16,0E-16,0E-12,0E-18,0E-15,0E-10,0E-18
0.017000000000000005,2.234006317065419,2.1687822523475062,0.06265681562860714,0.0025672490893058,1.236902963915190419,-1.4E-16,0E-16,0E-12,0E-17,0E-15,0E-10,0E-17
0.018000000000000006,2.2341883849550026,2.1689672074853956,0.062653724791416732,0.002567452678190,1.236902963915191045,2.68E-16,0E-16,0E-12,0E-18,0E-14,0E-10,0E-18
0.019000000000000003,2.234368696249204,2.1691503816101996,0.062650658920437865,0.0025676557185665,1.236902963915191272,3.5E-17,0E-15,0E-13,0E-17,0E-16,0E-10,0E-18
0.02,2.234547278887034,2.1693318034230756,0.06264761725000367,0.0025678582139548,1.23690296391519080,-7E-17,0E-16,0E-12,0E-17,0E-15,0E-11,0E-17
0.021,2.2347241602003427,2.1695115009522483,0.062644599079553221,0.0025680601685412,1.236902963915190095,-2.1E-17,0E-16,0E-12,0E-18,0E-15,0E-10,0E-18
