objective,n,degenerate_frac,degenerate_frac_corrected,mean_abs_err,mean_abs_err_lam_pe,mean_abs_err_lam_ne,mean_abs_err_lli,pe_ne_antisym_frac,alpha_wall_frac
pocv,3069,0.8077549690452916,0.7520364939719778,0.05216820961286362,0.03414193455044917,0.045722099903826134,0.018154665354291534,0.2750081459758879,0.2261322906484197
pocv_dvdq,3069,0.7396546106223526,0.5249266862170088,0.03772138771279958,0.033501794272597515,0.014758721619673528,0.01961767120448677,0.5477354187031607,0.39459107201042687
pocv_dvdq_dqdv,3069,0.7201042684913652,0.476376669925057,0.037380481914536925,0.035418323170734504,0.014079883829927873,0.022057698284165407,0.43727598566308246,0.3496252851091561
dqdv_only,3069,0.8025415444770283,0.6937113066145324,0.053470434159525466,0.037037731164663384,0.04587872970333415,0.03575528422327398,0.20462691430433366,0.18670576735092864
