objective,n,degenerate_frac,degenerate_frac_corrected,mean_abs_err,mean_abs_err_lam_pe,mean_abs_err_lam_ne,mean_abs_err_lli,pe_ne_antisym_frac,alpha_wall_frac
pocv,1476,0.7859078590785907,0.5718157181571816,0.046543792934644036,0.024575342527458202,0.03931046635094687,0.016111848918568396,0.2940379403794038,0.08333333333333333
pocv_dvdq,1476,0.6185636856368564,0.15040650406504066,0.025073610613701735,0.01907989635606358,0.013615320315590115,0.015834734706932047,0.6781842818428184,0.11788617886178862
pocv_dvdq_dqdv,1476,0.6341463414634146,0.23306233062330622,0.023768922564655667,0.021447868321661193,0.012080894642082018,0.01835291353021419,0.4742547425474255,0.09552845528455285
dqdv_only,1476,0.7655826558265583,0.6361788617886179,0.04863171309536549,0.024423163861368325,0.04379682593865708,0.025528036415135957,0.21951219512195122,0.05758807588075881
