t_ps,comp1_600K,comp1_800K,comp1_1000K,modelc_600K,modelc_800K,modelc_1000K
3.310000000000000142e+01,1.287379999999999924e+01,1.493619999999999948e+01,3.938130000000000308e+01,1.960930000000000106e+01,4.500569999999999737e+01,9.375849999999999795e+01
3.320000000000000284e+01,1.387920000000000087e+01,1.488959999999999972e+01,3.810079999999999956e+01,1.826370000000000005e+01,4.313640000000000185e+01,9.280029999999999291e+01
3.329999999999999716e+01,1.410169999999999924e+01,1.486560000000000059e+01,3.786160000000000281e+01,1.865399999999999991e+01,4.412299999999999756e+01,9.393200000000000216e+01
3.339999999999999858e+01,1.378320000000000078e+01,1.326099999999999923e+01,3.909089999999999776e+01,1.859939999999999927e+01,4.381400000000000006e+01,9.291190000000000282e+01
3.350000000000000000e+01,1.353930000000000078e+01,1.430189999999999984e+01,3.941279999999999717e+01,1.994579999999999842e+01,4.337030000000000030e+01,9.428660000000000707e+01
3.360000000000000142e+01,1.348179999999999978e+01,1.415290000000000070e+01,3.882719999999999771e+01,1.930870000000000175e+01,4.308389999999999986e+01,9.332059999999999889e+01
3.370000000000000284e+01,1.435749999999999993e+01,1.473470000000000013e+01,3.952109999999999701e+01,2.051310000000000144e+01,4.297540000000000049e+01,9.240949999999999420e+01
3.379999999999999716e+01,1.356639999999999979e+01,1.445669999999999966e+01,3.730910000000000082e+01,1.997690000000000055e+01,4.297699999999999676e+01,9.250180000000000291e+01
3.389999999999999858e+01,1.363209999999999944e+01,1.415349999999999930e+01,4.003410000000000224e+01,1.989130000000000109e+01,4.334150000000000347e+01,9.350549999999999784e+01
3.400000000000000000e+01,1.443970000000000020e+01,1.403919999999999924e+01,3.905469999999999686e+01,2.054459999999999908e+01,4.335000000000000142e+01,9.263899999999999579e+01
3.410000000000000142e+01,1.400680000000000014e+01,1.442149999999999999e+01,3.695060000000000144e+01,1.882270000000000110e+01,4.353390000000000271e+01,9.347849999999999682e+01
3.420000000000000284e+01,1.417839999999999989e+01,1.487490000000000023e+01,4.100370000000000203e+01,1.949129999999999896e+01,4.281150000000000233e+01,9.652859999999999729e+01
3.429999999999999716e+01,1.412870000000000026e+01,1.488979999999999926e+01,4.020380000000000109e+01,1.937120000000000175e+01,4.308639999999999759e+01,9.792539999999999623e+01
3.439999999999999858e+01,1.444929999999999914e+01,1.502089999999999925e+01,3.658899999999999864e+01,2.020270000000000010e+01,4.386359999999999815e+01,9.445409999999999684e+01
3.450000000000000000e+01,1.378969999999999985e+01,1.504470000000000063e+01,3.665879999999999939e+01,2.015810000000000102e+01,4.299029999999999774e+01,9.572350000000000136e+01
3.460000000000000142e+01,1.451149999999999984e+01,1.571649999999999991e+01,3.680760000000000076e+01,2.044709999999999894e+01,4.207469999999999999e+01,9.770130000000000337e+01
3.470000000000000284e+01,1.331039999999999957e+01,1.589109999999999978e+01,3.662290000000000134e+01,2.141450000000000031e+01,4.149989999999999668e+01,1.004270000000000067e+02
3.479999999999999716e+01,1.321909999999999918e+01,1.593609999999999971e+01,3.889009999999999678e+01,2.090500000000000114e+01,4.167360000000000042e+01,1.002699999999999960e+02
3.489999999999999858e+01,1.367890000000000050e+01,1.600880000000000081e+01,4.064359999999999928e+01,2.060989999999999966e+01,4.267379999999999995e+01,1.005040000000000049e+02
3.500000000000000000e+01,1.398569999999999958e+01,1.596230000000000082e+01,4.094169999999999732e+01,2.065159999999999840e+01,4.462800000000000011e+01,1.000169999999999959e+02
3.510000000000000142e+01,1.402919999999999945e+01,1.611329999999999885e+01,3.945270000000000010e+01,2.117660000000000053e+01,4.262250000000000227e+01,9.908020000000000493e+01
3.520000000000000284e+01,1.339939999999999998e+01,1.665330000000000155e+01,4.016980000000000217e+01,2.063040000000000163e+01,4.419830000000000325e+01,9.847889999999999588e+01
3.529999999999999716e+01,1.319120000000000026e+01,1.645799999999999841e+01,4.119509999999999650e+01,2.090360000000000085e+01,4.183460000000000178e+01,1.034809999999999945e+02
3.539999999999999858e+01,1.292360000000000042e+01,1.591980000000000040e+01,3.916960000000000264e+01,1.990640000000000143e+01,4.168710000000000093e+01,1.002609999999999957e+02
3.550000000000000000e+01,1.333859999999999957e+01,1.715180000000000149e+01,3.889880000000000138e+01,2.059639999999999915e+01,4.233599999999999852e+01,1.023340000000000032e+02
3.560000000000000142e+01,1.318720000000000070e+01,1.576939999999999920e+01,4.053860000000000241e+01,2.066179999999999950e+01,4.319219999999999970e+01,1.027060000000000031e+02
3.570000000000000284e+01,1.307740000000000080e+01,1.669829999999999970e+01,3.870779999999999887e+01,1.999650000000000105e+01,4.221650000000000347e+01,1.043160000000000025e+02
3.579999999999999716e+01,1.340060000000000073e+01,1.633589999999999876e+01,3.858200000000000074e+01,2.094960000000000022e+01,4.348429999999999751e+01,1.058130000000000024e+02
3.589999999999999858e+01,1.353120000000000012e+01,1.667879999999999896e+01,3.699770000000000181e+01,2.066390000000000171e+01,4.334899999999999665e+01,1.033739999999999952e+02
3.600000000000000000e+01,1.380489999999999995e+01,1.794300000000000139e+01,3.638049999999999784e+01,2.013520000000000110e+01,4.232300000000000040e+01,1.064069999999999965e+02
3.610000000000000142e+01,1.356569999999999965e+01,1.742950000000000088e+01,3.776180000000000092e+01,2.058660000000000068e+01,4.233429999999999893e+01,1.063799999999999955e+02
3.620000000000000284e+01,1.357809999999999917e+01,1.842719999999999914e+01,3.832900000000000063e+01,2.071849999999999881e+01,4.302759999999999962e+01,1.050529999999999973e+02
3.629999999999999716e+01,1.311999999999999922e+01,1.762089999999999890e+01,3.877360000000000184e+01,2.065609999999999857e+01,4.259519999999999840e+01,1.050360000000000014e+02
3.639999999999999858e+01,1.345289999999999964e+01,1.801460000000000150e+01,3.545929999999999893e+01,2.201520000000000010e+01,4.305420000000000158e+01,1.018619999999999948e+02
3.650000000000000000e+01,1.359089999999999954e+01,1.843949999999999889e+01,3.630369999999999919e+01,2.185219999999999985e+01,4.466799999999999926e+01,1.020100000000000051e+02
3.660000000000000142e+01,1.336170000000000080e+01,1.855849999999999866e+01,3.412660000000000338e+01,2.239089999999999847e+01,4.446209999999999951e+01,1.036419999999999959e+02
3.670000000000000284e+01,1.319270000000000032e+01,1.761850000000000094e+01,3.317810000000000059e+01,2.172939999999999827e+01,4.350710000000000122e+01,1.022079999999999984e+02
3.679999999999999716e+01,1.321149999999999913e+01,1.733510000000000062e+01,3.333789999999999765e+01,2.149709999999999965e+01,4.410260000000000247e+01,1.028930000000000007e+02
3.689999999999999858e+01,1.233769999999999989e+01,1.694739999999999824e+01,3.201729999999999876e+01,2.171689999999999898e+01,4.577230000000000132e+01,1.010289999999999964e+02
3.700000000000000000e+01,1.195330000000000048e+01,1.751859999999999928e+01,3.272930000000000206e+01,2.128399999999999892e+01,4.585040000000000049e+01,9.862239999999999895e+01
3.710000000000000142e+01,1.101740000000000030e+01,1.758599999999999852e+01,3.406170000000000186e+01,2.168159999999999954e+01,4.653560000000000230e+01,9.587120000000000175e+01
3.720000000000000284e+01,1.108779999999999966e+01,1.907870000000000132e+01,3.600780000000000314e+01,2.064809999999999945e+01,4.776939999999999742e+01,9.742579999999999529e+01
3.729999999999999716e+01,1.086580000000000013e+01,2.001200000000000045e+01,3.337069999999999936e+01,2.150669999999999860e+01,4.787590000000000146e+01,9.835320000000000107e+01
3.739999999999999858e+01,1.089100000000000001e+01,1.939760000000000062e+01,3.655420000000000158e+01,2.121010000000000062e+01,4.691479999999999961e+01,9.653889999999999816e+01
3.750000000000000000e+01,1.108820000000000050e+01,2.012089999999999890e+01,3.416629999999999967e+01,2.232410000000000139e+01,4.524969999999999715e+01,9.833939999999999770e+01
3.760000000000000142e+01,1.088949999999999996e+01,1.968209999999999837e+01,3.564920000000000044e+01,2.191669999999999874e+01,4.593639999999999901e+01,9.946989999999999554e+01
3.770000000000000284e+01,1.116039999999999921e+01,2.096529999999999916e+01,3.743299999999999983e+01,2.198799999999999955e+01,4.581909999999999883e+01,1.000210000000000008e+02
3.779999999999999716e+01,1.111509999999999998e+01,2.081749999999999901e+01,3.478099999999999881e+01,2.174490000000000123e+01,4.562460000000000093e+01,9.558199999999999363e+01
3.789999999999999858e+01,1.171959999999999980e+01,1.979820000000000135e+01,3.666819999999999879e+01,2.137959999999999994e+01,4.821370000000000289e+01,9.907460000000000377e+01
3.800000000000000000e+01,1.274840000000000018e+01,2.000580000000000069e+01,3.629650000000000176e+01,2.131319999999999837e+01,5.097240000000000038e+01,9.726139999999999475e+01
3.810000000000000142e+01,1.207140000000000057e+01,1.943959999999999866e+01,3.518650000000000233e+01,2.204240000000000066e+01,5.425639999999999930e+01,9.652509999999999479e+01
3.820000000000000284e+01,1.232910000000000039e+01,1.949180000000000135e+01,3.695739999999999981e+01,2.194660000000000011e+01,5.401910000000000167e+01,1.001230000000000047e+02
3.829999999999999716e+01,1.270599999999999952e+01,2.088009999999999877e+01,3.706969999999999743e+01,2.287819999999999965e+01,5.331450000000000244e+01,9.905230000000000246e+01
3.839999999999999858e+01,1.225079999999999991e+01,2.052779999999999916e+01,3.753009999999999735e+01,2.236139999999999972e+01,5.634779999999999944e+01,9.748520000000000607e+01
3.850000000000000000e+01,1.226270000000000060e+01,2.090909999999999869e+01,3.495170000000000243e+01,2.362069999999999936e+01,5.662969999999999970e+01,9.935869999999999891e+01
3.860000000000000142e+01,1.254180000000000028e+01,2.080209999999999937e+01,3.624130000000000251e+01,2.382720000000000127e+01,5.843760000000000332e+01,1.014339999999999975e+02
3.870000000000000284e+01,1.282019999999999982e+01,2.264859999999999829e+01,3.641400000000000148e+01,2.470260000000000034e+01,5.839390000000000214e+01,9.767069999999999652e+01
3.879999999999999716e+01,1.372959999999999958e+01,2.139649999999999963e+01,3.917060000000000031e+01,2.407090000000000174e+01,5.607820000000000249e+01,9.865189999999999770e+01
3.889999999999999858e+01,1.367050000000000054e+01,2.213789999999999836e+01,3.939350000000000307e+01,2.377629999999999910e+01,5.596260000000000190e+01,1.010639999999999930e+02
3.900000000000000000e+01,1.399920000000000009e+01,2.164389999999999858e+01,3.851129999999999853e+01,2.379710000000000036e+01,5.929310000000000258e+01,9.822150000000000603e+01
3.910000000000000142e+01,1.327360000000000007e+01,2.168929999999999936e+01,3.873420000000000130e+01,2.339529999999999887e+01,6.072710000000000008e+01,9.999490000000000123e+01
3.920000000000000284e+01,1.303289999999999971e+01,2.154260000000000019e+01,3.785810000000000031e+01,2.475910000000000011e+01,5.973230000000000217e+01,1.002390000000000043e+02
3.929999999999999716e+01,1.362279999999999980e+01,2.167340000000000089e+01,3.798349999999999937e+01,2.413479999999999848e+01,6.264560000000000173e+01,1.017710000000000008e+02
3.939999999999999858e+01,1.405930000000000035e+01,2.058119999999999905e+01,3.795210000000000150e+01,2.434059999999999846e+01,6.156029999999999802e+01,1.012180000000000035e+02
3.950000000000000000e+01,1.395509999999999984e+01,2.140780000000000172e+01,3.811520000000000152e+01,2.311390000000000100e+01,6.191949999999999932e+01,1.013059999999999974e+02
3.960000000000000142e+01,1.323230000000000040e+01,2.214189999999999969e+01,3.792219999999999658e+01,2.273250000000000171e+01,6.259980000000000189e+01,1.026530000000000058e+02
3.970000000000000284e+01,1.369849999999999923e+01,2.250479999999999947e+01,3.967029999999999745e+01,2.307969999999999899e+01,6.179429999999999978e+01,1.070529999999999973e+02
3.979999999999999716e+01,1.339289999999999914e+01,2.234669999999999845e+01,4.128940000000000055e+01,2.330949999999999989e+01,6.091700000000000159e+01,1.086530000000000058e+02
3.989999999999999858e+01,1.366610000000000014e+01,2.238899999999999935e+01,3.954339999999999833e+01,2.385399999999999920e+01,6.094100000000000250e+01,1.075729999999999933e+02
4.000000000000000000e+01,1.367539999999999978e+01,2.111589999999999989e+01,3.795100000000000051e+01,2.376630000000000109e+01,6.536320000000000618e+01,1.091219999999999999e+02
4.010000000000000142e+01,1.353810000000000002e+01,2.223239999999999839e+01,3.809940000000000282e+01,2.381240000000000023e+01,6.756140000000000612e+01,1.058670000000000044e+02
4.020000000000000284e+01,1.350220000000000020e+01,2.256550000000000011e+01,3.815400000000000347e+01,2.254100000000000037e+01,6.652060000000000173e+01,1.041029999999999944e+02
4.029999999999999716e+01,1.376050000000000040e+01,2.293680000000000163e+01,3.772579999999999956e+01,2.174249999999999972e+01,6.813519999999999754e+01,1.035210000000000008e+02
4.039999999999999858e+01,1.408039999999999914e+01,2.284629999999999939e+01,3.710179999999999723e+01,2.144500000000000028e+01,6.778940000000000055e+01,1.044489999999999981e+02
4.050000000000000000e+01,1.420919999999999916e+01,2.328069999999999951e+01,3.734909999999999997e+01,2.265510000000000090e+01,6.694050000000000011e+01,1.049869999999999948e+02
4.060000000000000142e+01,1.459319999999999951e+01,2.422939999999999827e+01,3.829820000000000135e+01,2.140589999999999904e+01,6.802400000000000091e+01,1.059809999999999945e+02
4.070000000000000284e+01,1.396509999999999962e+01,2.349559999999999960e+01,4.010060000000000002e+01,2.208909999999999840e+01,6.715470000000000539e+01,1.083080000000000069e+02
4.079999999999999716e+01,1.470550000000000068e+01,2.335960000000000036e+01,4.410790000000000077e+01,2.127799999999999869e+01,6.606189999999999429e+01,1.111189999999999998e+02
4.089999999999999858e+01,1.426529999999999987e+01,2.374510000000000076e+01,4.585179999999999723e+01,2.187010000000000076e+01,6.533140000000000214e+01,1.100289999999999964e+02
4.100000000000000000e+01,1.453880000000000017e+01,2.378269999999999840e+01,4.473799999999999955e+01,2.194879999999999853e+01,6.597329999999999472e+01,1.122900000000000063e+02
4.110000000000000142e+01,1.456349999999999945e+01,2.364669999999999916e+01,4.627790000000000248e+01,2.158640000000000114e+01,6.306069999999999709e+01,1.157840000000000060e+02
4.120000000000000284e+01,1.492270000000000074e+01,2.298890000000000100e+01,4.547039999999999793e+01,2.009759999999999991e+01,6.591500000000000625e+01,1.197870000000000061e+02
4.129999999999999716e+01,1.493149999999999977e+01,2.293550000000000111e+01,4.419890000000000185e+01,1.929459999999999908e+01,6.679290000000000305e+01,1.164509999999999934e+02
4.139999999999999858e+01,1.502710000000000079e+01,2.160200000000000031e+01,4.055760000000000076e+01,1.990480000000000160e+01,6.587649999999999295e+01,1.154590000000000032e+02
4.150000000000000000e+01,1.520589999999999975e+01,2.127359999999999829e+01,4.075169999999999959e+01,2.096280000000000143e+01,6.351209999999999667e+01,1.129789999999999992e+02
4.160000000000000142e+01,1.437679999999999936e+01,2.060490000000000066e+01,4.339289999999999736e+01,2.127730000000000032e+01,6.250999999999999801e+01,1.135580000000000069e+02
4.170000000000000284e+01,1.425799999999999912e+01,2.032280000000000086e+01,4.389860000000000184e+01,2.038639999999999830e+01,6.341940000000000310e+01,1.164489999999999981e+02
4.179999999999999716e+01,1.517389999999999972e+01,2.087640000000000029e+01,4.177040000000000219e+01,2.121290000000000120e+01,6.388159999999999883e+01,1.132750000000000057e+02
4.189999999999999858e+01,1.487170000000000059e+01,2.100609999999999999e+01,4.005619999999999692e+01,2.115309999999999846e+01,6.269230000000000302e+01,1.117309999999999945e+02
4.200000000000000000e+01,1.512650000000000006e+01,2.064930000000000021e+01,3.992929999999999779e+01,2.018680000000000163e+01,6.347090000000000032e+01,1.163670000000000044e+02
4.210000000000000142e+01,1.493099999999999916e+01,2.061759999999999948e+01,4.172050000000000125e+01,2.108439999999999870e+01,6.414170000000000016e+01,1.172920000000000016e+02
4.220000000000000284e+01,1.467130000000000045e+01,2.003369999999999962e+01,4.183850000000000335e+01,2.109420000000000073e+01,6.457389999999999475e+01,1.172890000000000015e+02
4.229999999999999716e+01,1.444159999999999933e+01,1.946270000000000167e+01,4.315160000000000196e+01,2.115919999999999845e+01,6.334570000000000078e+01,1.173460000000000036e+02
4.239999999999999858e+01,1.377050000000000018e+01,2.033050000000000068e+01,4.290270000000000294e+01,2.073600000000000065e+01,6.448340000000000316e+01,1.174539999999999935e+02
4.250000000000000000e+01,1.385200000000000031e+01,1.993850000000000122e+01,4.342179999999999751e+01,2.035689999999999955e+01,6.631719999999999970e+01,1.163409999999999940e+02
4.260000000000000142e+01,1.414809999999999945e+01,2.063719999999999999e+01,4.476319999999999766e+01,2.137689999999999912e+01,6.650140000000000384e+01,1.143080000000000069e+02
4.270000000000000284e+01,1.404069999999999929e+01,2.068359999999999843e+01,4.461509999999999820e+01,2.183689999999999998e+01,6.672750000000000625e+01,1.143439999999999941e+02
4.279999999999999716e+01,1.382109999999999950e+01,2.112109999999999843e+01,4.394930000000000092e+01,2.141910000000000025e+01,6.670289999999999964e+01,1.177939999999999969e+02
4.289999999999999858e+01,1.315670000000000073e+01,2.060320000000000107e+01,4.477439999999999998e+01,2.393499999999999872e+01,6.639440000000000452e+01,1.148659999999999997e+02
4.300000000000000000e+01,1.310679999999999978e+01,2.053000000000000114e+01,4.605939999999999657e+01,2.296620000000000061e+01,6.181069999999999709e+01,1.164950000000000045e+02
4.310000000000000142e+01,1.335940000000000083e+01,2.134519999999999840e+01,4.424300000000000210e+01,2.480930000000000035e+01,6.071589999999999776e+01,1.173709999999999951e+02
4.320000000000000284e+01,1.290559999999999974e+01,2.035050000000000026e+01,4.699929999999999808e+01,2.443900000000000006e+01,5.913530000000000086e+01,1.165789999999999935e+02
4.329999999999999716e+01,1.333050000000000068e+01,2.008660000000000068e+01,4.803450000000000131e+01,2.538269999999999982e+01,6.039180000000000348e+01,1.164969999999999999e+02
4.339999999999999858e+01,1.333189999999999920e+01,1.893390000000000128e+01,4.624329999999999785e+01,2.340350000000000108e+01,6.142090000000000316e+01,1.175729999999999933e+02
4.350000000000000000e+01,1.272289999999999921e+01,1.887490000000000023e+01,4.543070000000000164e+01,2.333429999999999893e+01,6.321779999999999688e+01,1.198760000000000048e+02
4.360000000000000142e+01,1.320589999999999975e+01,1.852769999999999939e+01,4.549069999999999681e+01,2.312349999999999994e+01,6.419100000000000250e+01,1.233149999999999977e+02
4.370000000000000284e+01,1.435660000000000025e+01,1.862359999999999971e+01,4.808180000000000121e+01,2.322479999999999833e+01,6.736960000000000548e+01,1.215120000000000005e+02
4.379999999999999716e+01,1.392280000000000051e+01,2.085239999999999938e+01,4.611410000000000053e+01,2.296549999999999869e+01,7.021160000000000423e+01,1.191119999999999948e+02
4.389999999999999858e+01,1.434919999999999973e+01,1.950209999999999866e+01,4.605960000000000321e+01,2.347080000000000055e+01,7.002679999999999438e+01,1.234429999999999978e+02
4.400000000000000000e+01,1.434919999999999973e+01,1.968560000000000088e+01,4.629099999999999682e+01,2.399380000000000024e+01,6.844150000000000489e+01,1.267980000000000018e+02
4.410000000000000142e+01,1.397480000000000011e+01,1.941460000000000008e+01,4.616689999999999827e+01,2.329810000000000159e+01,6.888880000000000337e+01,1.249809999999999945e+02
4.420000000000000284e+01,1.401829999999999998e+01,1.861870000000000047e+01,4.635860000000000269e+01,2.506480000000000175e+01,7.012860000000000582e+01,1.273419999999999987e+02
4.429999999999999716e+01,1.380269999999999975e+01,1.935679999999999978e+01,4.547469999999999857e+01,2.585579999999999856e+01,6.767069999999999652e+01,1.248319999999999936e+02
4.439999999999999858e+01,1.350680000000000014e+01,1.977649999999999864e+01,4.439320000000000022e+01,2.483620000000000161e+01,6.896320000000000050e+01,1.266470000000000056e+02
4.450000000000000000e+01,1.366619999999999990e+01,1.977220000000000155e+01,4.396119999999999806e+01,2.592089999999999961e+01,6.858830000000000382e+01,1.237469999999999999e+02
4.460000000000000142e+01,1.366130000000000067e+01,1.980120000000000147e+01,4.440849999999999653e+01,2.558239999999999981e+01,6.900289999999999679e+01,1.211760000000000019e+02
4.470000000000000284e+01,1.352909999999999968e+01,2.004139999999999944e+01,4.604480000000000217e+01,2.429629999999999868e+01,7.120900000000000318e+01,1.260000000000000000e+02
4.479999999999999716e+01,1.432049999999999912e+01,2.098920000000000030e+01,4.682959999999999923e+01,2.327410000000000068e+01,7.041660000000000252e+01,1.278760000000000048e+02
4.489999999999999858e+01,1.428780000000000072e+01,2.095959999999999823e+01,4.866129999999999711e+01,2.345240000000000080e+01,7.277460000000000662e+01,1.243259999999999934e+02
4.500000000000000000e+01,1.388449999999999918e+01,1.947269999999999968e+01,4.540409999999999968e+01,2.466659999999999897e+01,6.967799999999999727e+01,1.227039999999999935e+02
4.510000000000000142e+01,1.364530000000000065e+01,1.968639999999999901e+01,4.525950000000000273e+01,2.499320000000000164e+01,7.132550000000000523e+01,1.196560000000000059e+02
4.520000000000000284e+01,1.400779999999999959e+01,2.005760000000000076e+01,4.474929999999999808e+01,2.644719999999999871e+01,7.110550000000000637e+01,1.204500000000000028e+02
4.529999999999999716e+01,1.365210000000000079e+01,2.044819999999999993e+01,4.466250000000000142e+01,2.624230000000000018e+01,6.870029999999999859e+01,1.213990000000000009e+02
4.539999999999999858e+01,1.452810000000000024e+01,2.020700000000000074e+01,4.741949999999999932e+01,2.462780000000000058e+01,6.848210000000000264e+01,1.228529999999999944e+02
4.550000000000000000e+01,1.478090000000000082e+01,2.007349999999999923e+01,4.615500000000000114e+01,2.286619999999999919e+01,7.062590000000000146e+01,1.171860000000000070e+02
4.560000000000000142e+01,1.475450000000000017e+01,2.063309999999999889e+01,4.514170000000000016e+01,2.322599999999999909e+01,7.249099999999999966e+01,1.191179999999999950e+02
4.570000000000000284e+01,1.450680000000000014e+01,2.095489999999999853e+01,4.330469999999999686e+01,2.422050000000000125e+01,7.334139999999999304e+01,1.200010000000000048e+02
4.579999999999999716e+01,1.444999999999999929e+01,2.106749999999999901e+01,4.420029999999999859e+01,2.447350000000000136e+01,7.276420000000000243e+01,1.250130000000000052e+02
4.589999999999999858e+01,1.467159999999999975e+01,2.114910000000000068e+01,4.581900000000000261e+01,2.272710000000000008e+01,7.356449999999999534e+01,1.299739999999999895e+02
4.600000000000000000e+01,1.380860000000000021e+01,2.180150000000000077e+01,4.664009999999999678e+01,2.312859999999999872e+01,7.081829999999999359e+01,1.290300000000000011e+02
4.610000000000000142e+01,1.428490000000000038e+01,2.105600000000000094e+01,4.589959999999999951e+01,2.250459999999999994e+01,6.973680000000000234e+01,1.239549999999999983e+02
4.620000000000000284e+01,1.384479999999999933e+01,2.030460000000000065e+01,4.738909999999999911e+01,2.277329999999999899e+01,7.167759999999999820e+01,1.259339999999999975e+02
4.629999999999999716e+01,1.409050000000000047e+01,2.137679999999999936e+01,4.764609999999999701e+01,2.286980000000000146e+01,6.907559999999999434e+01,1.302179999999999893e+02
4.639999999999999858e+01,1.406770000000000032e+01,2.156859999999999999e+01,4.745109999999999673e+01,2.275219999999999843e+01,6.889820000000000277e+01,1.250520000000000067e+02
4.650000000000000000e+01,1.415670000000000073e+01,2.202870000000000061e+01,4.771970000000000312e+01,2.278359999999999985e+01,6.834709999999999752e+01,1.236719999999999970e+02
4.660000000000000142e+01,1.411239999999999917e+01,2.182649999999999935e+01,4.609190000000000254e+01,2.270309999999999917e+01,6.613110000000000355e+01,1.238580000000000041e+02
4.670000000000000284e+01,1.386469999999999914e+01,2.184400000000000119e+01,4.396909999999999741e+01,2.273639999999999972e+01,6.757250000000000512e+01,1.248880000000000052e+02
4.679999999999999716e+01,1.393469999999999942e+01,2.220599999999999952e+01,4.378960000000000008e+01,2.257779999999999987e+01,6.645780000000000598e+01,1.272890000000000015e+02
4.689999999999999858e+01,1.350639999999999930e+01,2.078330000000000055e+01,4.220739999999999981e+01,2.282710000000000150e+01,6.477110000000000412e+01,1.291179999999999950e+02
4.700000000000000000e+01,1.314220000000000077e+01,1.943370000000000175e+01,4.482180000000000319e+01,2.300629999999999953e+01,6.591049999999999898e+01,1.289699999999999989e+02
4.710000000000000142e+01,1.348729999999999940e+01,2.134590000000000032e+01,4.304079999999999728e+01,2.448410000000000153e+01,6.627549999999999386e+01,1.313139999999999930e+02
4.720000000000000284e+01,1.382099999999999973e+01,2.161169999999999902e+01,4.135779999999999745e+01,2.592820000000000036e+01,6.551109999999999900e+01,1.296080000000000041e+02
4.729999999999999716e+01,1.379059999999999953e+01,2.189249999999999829e+01,4.185320000000000107e+01,2.588220000000000098e+01,6.868070000000000164e+01,1.297659999999999911e+02
4.739999999999999858e+01,1.409029999999999916e+01,2.200459999999999994e+01,4.326149999999999807e+01,2.635879999999999868e+01,7.142929999999999779e+01,1.318720000000000141e+02
4.750000000000000000e+01,1.489220000000000077e+01,2.149449999999999861e+01,4.217580000000000240e+01,2.604449999999999932e+01,7.132290000000000418e+01,1.322379999999999995e+02
4.760000000000000142e+01,1.427829999999999977e+01,2.213090000000000046e+01,4.151919999999999789e+01,2.584179999999999922e+01,6.831699999999999307e+01,1.289300000000000068e+02
4.770000000000000284e+01,1.434190000000000076e+01,2.192070000000000007e+01,4.344789999999999708e+01,2.589949999999999974e+01,6.819530000000000314e+01,1.351639999999999873e+02
4.779999999999999716e+01,1.352260000000000062e+01,2.044320000000000093e+01,4.286699999999999733e+01,2.583620000000000161e+01,7.158020000000000493e+01,1.368839999999999861e+02
4.789999999999999858e+01,1.323450000000000060e+01,2.104970000000000141e+01,4.210640000000000072e+01,2.565650000000000119e+01,7.013800000000000523e+01,1.350889999999999986e+02
4.800000000000000000e+01,1.388560000000000016e+01,2.218919999999999959e+01,4.379899999999999949e+01,2.434140000000000015e+01,6.987969999999999970e+01,1.362410000000000139e+02
4.810000000000000142e+01,1.283869999999999933e+01,2.081909999999999883e+01,4.606989999999999696e+01,2.385170000000000101e+01,6.738800000000000523e+01,1.356069999999999993e+02
4.820000000000000284e+01,1.329209999999999958e+01,2.088019999999999854e+01,4.547560000000000002e+01,2.615360000000000085e+01,6.843699999999999761e+01,1.357940000000000111e+02
4.829999999999999716e+01,1.280819999999999936e+01,2.110549999999999926e+01,4.691660000000000252e+01,2.695360000000000156e+01,6.914790000000000703e+01,1.372119999999999891e+02
4.839999999999999858e+01,1.291269999999999918e+01,2.062160000000000082e+01,4.784960000000000235e+01,2.614069999999999894e+01,6.917680000000000007e+01,1.363739999999999952e+02
4.850000000000000000e+01,1.222990000000000066e+01,2.117429999999999879e+01,4.746309999999999718e+01,2.689059999999999917e+01,7.049880000000000280e+01,1.385039999999999907e+02
4.860000000000000142e+01,1.296439999999999948e+01,2.241199999999999903e+01,4.647639999999999816e+01,2.690709999999999980e+01,7.324290000000000589e+01,1.407959999999999923e+02
4.870000000000000284e+01,1.176089999999999947e+01,2.080280000000000129e+01,4.960430000000000206e+01,2.596900000000000119e+01,7.505490000000000350e+01,1.413319999999999936e+02
4.879999999999999716e+01,1.253669999999999973e+01,2.127270000000000039e+01,4.973660000000000281e+01,2.566929999999999978e+01,7.426949999999999363e+01,1.426049999999999898e+02
4.889999999999999858e+01,1.271010000000000062e+01,2.063540000000000063e+01,4.913450000000000273e+01,2.588960000000000150e+01,6.935800000000000409e+01,1.452309999999999945e+02
4.900000000000000000e+01,1.222390000000000043e+01,2.058109999999999928e+01,5.294809999999999661e+01,2.520100000000000051e+01,6.887359999999999616e+01,1.474250000000000114e+02
4.910000000000000142e+01,1.215559999999999974e+01,2.170090000000000074e+01,5.273819999999999908e+01,2.528119999999999834e+01,7.002509999999999479e+01,1.538679999999999950e+02
4.920000000000000284e+01,1.220059999999999967e+01,2.120599999999999952e+01,5.325979999999999848e+01,2.563109999999999999e+01,7.052840000000000487e+01,1.488590000000000089e+02
4.929999999999999716e+01,1.246230000000000082e+01,2.109130000000000038e+01,5.353040000000000020e+01,2.496659999999999968e+01,7.071139999999999759e+01,1.463899999999999864e+02
4.939999999999999858e+01,1.239579999999999949e+01,2.065579999999999927e+01,5.127360000000000184e+01,2.503920000000000101e+01,7.135970000000000368e+01,1.418280000000000030e+02
4.950000000000000000e+01,1.230620000000000047e+01,2.094859999999999900e+01,4.902859999999999729e+01,2.474640000000000128e+01,7.187619999999999720e+01,1.412280000000000086e+02
4.960000000000000142e+01,1.164860000000000007e+01,2.073959999999999937e+01,4.930420000000000158e+01,2.384450000000000003e+01,6.863120000000000687e+01,1.452030000000000030e+02
