objective,n,degenerate_frac,degenerate_frac_corrected,mean_abs_err,mean_abs_err_lam_pe,mean_abs_err_lam_ne,mean_abs_err_lli,pe_ne_antisym_frac,alpha_wall_frac
pocv,3069,0.39882697947214074,0.555229716520039,0.03694247800715315,0.012012304434060256,0.03459019964148381,0.004503416252474044,0.4392310198761812,0.0
pocv_dvdq,3069,0.37438905180840665,0.31606386445096124,0.024027321205509947,0.01454988577521007,0.02036005626646733,0.007001093024264125,0.31671554252199413,0.0
pocv_dvdq_dqdv,3069,0.3831867057673509,0.15053763440860216,0.020291350638515945,0.014345116434373684,0.01650717331659575,0.008636075482353364,0.7139133268165526,0.0
dqdv_only,3069,0.9983708048224177,0.38677093515803196,0.06410217797332772,0.048137384680072795,0.031993331721601515,0.029105041648419268,0.7236884978820463,0.007820136852394917
