case,channel,status,rho_kind,n_nodes,path_A,path_B,kwarg,tol_A,tol_B,cg_info_A,rtol_A,rtol_B,atol_A,binding_A,sigma_ratio_A,sigma_ratio_B,delta_pct,delta_perm_pct,perm_status,perm_n_moved,perm_path,rho_registered_pct,rho_source
lhs00_110,electronic,OK,direct,12434,spsolve,spsolve,,,,,,,,,1.198961832397817e-07,1.198961832397817e-07,0.0,4.404632062200883e-10,OK,12433,spsolve,4.404632062200883e-10,permutation
lhs00_110,thermal,OK,direct,19894,spsolve,spsolve,,,,,,,,,1.5537746695301808e-06,1.5537746695301808e-06,0.0,2.9812769489422156e-09,OK,19893,spsolve,2.9812769489422156e-09,permutation
lhs00_111,ionic,SOLVE_NONE,none,1570,none,none,,,,,,,,,,,,,skipped,,,,
lhs00_111,electronic,OK,direct,796,spsolve,spsolve,,,,,,,,,2.22339362909921e-07,2.22339362909921e-07,0.0,1.480997579265872e-11,OK,796,spsolve,1.480997579265872e-11,permutation
lhs00_111,thermal,OK,direct,2366,spsolve,spsolve,,,,,,,,,1.4564843489938667e-06,1.4564843489938667e-06,0.0,3.7952601533961566e-10,OK,2364,spsolve,3.7952601533961566e-10,permutation
lhs00_112,ionic,SOLVE_NONE,none,26525,none,none,,,,,,,,,,,,,skipped,,,,
lhs00_112,electronic,OK,direct,12434,spsolve,spsolve,,,,,,,,,1.689470155257572e-07,1.689470155257572e-07,0.0,8.035862554577366e-10,OK,12433,spsolve,8.035862554577366e-10,permutation
lhs00_112,thermal,OK,iterative,38959,cg,cg,atol,1e-08,1e-09,0,1e-05,1.0000000000000002e-06,1e-08,rtol,1.4121453943611271e-06,1.4121453835533522e-06,7.653443445274776e-07,2.190842283096495e-10,OK,38959,cg,7.653443445274776e-07,tighten
lhs00_113,ionic,OK,iterative,42128,cg,cg,atol,1e-08,1e-09,0,1e-05,1.0000000000000002e-06,1e-08,rtol,2.122398701061353e-08,2.122398696427657e-08,2.1832354362746178e-07,5.9013417621154676e-08,OK,42128,cg,2.1832354362746178e-07,tighten
lhs00_113,electronic,OK,direct,1555,spsolve,spsolve,,,,,,,,,1.7066165244469063e-07,1.7066165244469063e-07,0.0,3.29186196324031e-10,OK,1554,spsolve,3.29186196324031e-10,permutation
lhs00_113,thermal,OK,iterative,43683,cg,cg,atol,1e-08,1e-09,0,1e-05,1.0000000000000002e-06,1e-08,rtol,1.6834525282159246e-06,1.6834525163283063e-06,7.061451424344723e-07,5.31642881291316e-08,OK,43682,cg,7.061451424344723e-07,tighten
lhs00_114,ionic,OK,direct,23578,spsolve,spsolve,,,,,,,,,1.3180431898607594e-07,1.3180431898607594e-07,0.0,1.7713084431595181e-09,OK,23578,spsolve,1.7713084431595181e-09,permutation
lhs00_114,electronic,OK,direct,796,spsolve,spsolve,,,,,,,,,1.1479888160721158e-07,1.1479888160721158e-07,0.0,5.442728524445871e-11,OK,796,spsolve,5.442728524445871e-11,permutation
lhs00_114,thermal,OK,direct,24374,spsolve,spsolve,,,,,,,,,2.550642169420693e-06,2.550642169420693e-06,0.0,2.9274888827580375e-09,OK,24373,spsolve,2.9274888827580375e-09,permutation
lhs00_115,ionic,OK,direct,7454,spsolve,spsolve,,,,,,,,,3.958202448143444e-08,3.958202448143444e-08,0.0,2.7142641704279472e-08,OK,7454,spsolve,2.7142641704279472e-08,permutation
lhs00_115,electronic,OK,direct,30,spsolve,spsolve,,,,,,,,,2.1750987089955066e-07,2.1750987089955066e-07,0.0,1.422610028060459e-11,OK,27,spsolve,1.422610028060459e-11,permutation
lhs00_115,thermal,OK,direct,7484,spsolve,spsolve,,,,,,,,,2.3281982054052512e-06,2.3281982054052512e-06,0.0,1.5690968190473257e-09,OK,7484,spsolve,1.5690968190473257e-09,permutation
lhs00_116,ionic,OK,direct,7460,spsolve,spsolve,,,,,,,,,8.15976090704524e-08,8.15976090704524e-08,0.0,1.2723789270171334e-08,OK,7457,spsolve,1.2723789270171334e-08,permutation
lhs00_116,electronic,OK,direct,75,spsolve,spsolve,,,,,,,,,2.145465215872973e-07,2.145465215872973e-07,0.0,1.0548603348128481e-11,OK,74,spsolve,1.0548603348128481e-11,permutation
lhs00_116,thermal,OK,direct,7535,spsolve,spsolve,,,,,,,,,2.8104166244269097e-06,2.8104166244269097e-06,0.0,8.393726174261664e-11,OK,7535,spsolve,8.393726174261664e-11,permutation
lhs00_117,ionic,OK,direct,26451,spsolve,spsolve,,,,,,,,,1.0258754100065275e-08,1.0258754100065275e-08,0.0,2.3837763811357947e-07,OK,26448,spsolve,2.3837763811357947e-07,permutation
lhs00_117,electronic,OK,direct,100,spsolve,spsolve,,,,,,,,,2.878373756628159e-07,2.878373756628159e-07,0.0,1.4897663257248949e-12,OK,99,spsolve,1.4897663257248949e-12,permutation
lhs00_117,thermal,OK,direct,26551,spsolve,spsolve,,,,,,,,,2.1419259108081147e-06,2.1419259108081147e-06,0.0,1.927501609195206e-09,OK,26549,spsolve,1.927501609195206e-09,permutation
lhs00_118,ionic,OK,direct,12788,spsolve,spsolve,,,,,,,,,2.2874719729611833e-07,2.2874719729611833e-07,0.0,1.9614213931139267e-08,OK,12787,spsolve,1.9614213931139267e-08,permutation
lhs00_118,electronic,OK,direct,461,spsolve,spsolve,,,,,,,,,8.636316843872203e-08,8.636316843872203e-08,0.0,8.741204472784465e-11,OK,459,spsolve,8.741204472784465e-11,permutation
lhs00_118,thermal,OK,direct,13249,spsolve,spsolve,,,,,,,,,2.756996106646954e-06,2.756996106646954e-06,0.0,1.1279809596753376e-09,OK,13249,spsolve,1.1279809596753376e-09,permutation
lhs00_119,ionic,OK,direct,5264,spsolve,spsolve,,,,,,,,,2.1336272107103207e-08,2.1336272107103207e-08,0.0,1.0737935935162193e-08,OK,5263,spsolve,1.0737935935162193e-08,permutation
lhs00_119,electronic,OK,direct,75,spsolve,spsolve,,,,,,,,,2.4607559886382343e-07,2.4607559886382343e-07,0.0,2.5816241568603557e-12,OK,74,spsolve,2.5816241568603557e-12,permutation
lhs00_119,thermal,OK,direct,5339,spsolve,spsolve,,,,,,,,,2.1921760108181203e-06,2.1921760108181203e-06,0.0,9.750529299873674e-11,OK,5336,spsolve,9.750529299873674e-11,permutation
lhs00_120,ionic,OK,iterative,42091,cg,cg,atol,1e-08,1e-09,0,1e-05,1.0000000000000002e-06,1e-08,rtol,4.004254987463518e-08,4.004254979952053e-08,1.8758708021119546e-07,8.478120862455322e-08,OK,42090,cg,1.8758708021119546e-07,tighten
lhs00_120,electronic,OK,direct,100,spsolve,spsolve,,,,,,,,,2.241629681832154e-07,2.241629681832154e-07,0.0,1.6779558692883e-11,OK,99,spsolve,1.6779558692883e-11,permutation
lhs00_120,thermal,OK,iterative,42191,cg,cg,atol,1e-08,1e-09,0,1e-05,1.0000000000000002e-06,1e-08,rtol,2.198085768053808e-06,2.1980855245456736e-06,1.107819075567533e-05,5.661806260456016e-07,OK,42191,cg,1.107819075567533e-05,tighten
lhs00_121,ionic,OK,iterative,30314,cg,cg,atol,1e-08,1e-09,0,1e-05,1.0000000000000002e-06,1e-08,rtol,2.492654571440506e-07,2.492654565015325e-07,2.57764601662339e-07,2.9308474717455428e-08,OK,30314,cg,2.57764601662339e-07,tighten
lhs00_121,electronic,OK,direct,195,spsolve,spsolve,,,,,,,,,9.210082186020308e-08,9.210082186020308e-08,0.0,6.5052998353677e-11,OK,193,spsolve,6.5052998353677e-11,permutation
lhs00_121,thermal,OK,iterative,30509,cg,cg,atol,1e-08,1e-09,0,1e-05,1.0000000000000002e-06,1e-08,rtol,2.704770931326921e-06,2.704770911493263e-06,7.332842060148909e-07,2.8921797980392872e-08,OK,30508,cg,7.332842060148909e-07,tighten
lhs00_122,ionic,OK,direct,7858,spsolve,spsolve,,,,,,,,,4.584400658418801e-09,4.584400658418801e-09,0.0,2.068647708663764e-08,OK,7857,spsolve,2.068647708663764e-08,permutation
lhs00_122,electronic,OK,direct,137,spsolve,spsolve,,,,,,,,,2.5794744256531507e-07,2.5794744256531507e-07,0.0,9.563899662441828e-12,OK,136,spsolve,9.563899662441828e-12,permutation
lhs00_122,thermal,OK,direct,7995,spsolve,spsolve,,,,,,,,,1.8222408804094464e-06,1.8222408804094464e-06,0.0,2.564701701470716e-11,OK,7994,spsolve,2.564701701470716e-11,permutation
lhs00_123,ionic,OK,direct,12507,spsolve,spsolve,,,,,,,,,5.190114339504931e-10,5.190114339504931e-10,0.0,6.146294682973513e-08,OK,12507,spsolve,6.146294682973513e-08,permutation
lhs00_123,electronic,OK,direct,137,spsolve,spsolve,,,,,,,,,2.8014199142382637e-07,2.8014199142382637e-07,0.0,6.614090814095613e-13,OK,136,spsolve,6.614090814095613e-13,permutation
lhs00_123,thermal,OK,direct,12644,spsolve,spsolve,,,,,,,,,1.6865922089712302e-06,1.6865922089712302e-06,0.0,9.62998446050468e-11,OK,12644,spsolve,9.62998446050468e-11,permutation
lhs00_124,ionic,OK,direct,7859,spsolve,spsolve,,,,,,,,,2.927563268496181e-09,2.927563268496181e-09,0.0,1.342123175171117e-07,OK,7858,spsolve,1.342123175171117e-07,permutation
lhs00_124,electronic,OK,direct,461,spsolve,spsolve,,,,,,,,,2.3019629880995893e-07,2.3019629880995893e-07,0.0,5.128458521439125e-12,OK,459,spsolve,5.128458521439125e-12,permutation
lhs00_124,thermal,OK,direct,8320,spsolve,spsolve,,,,,,,,,1.7394922027760038e-06,1.7394922027760038e-06,0.0,9.37608077423602e-10,OK,8317,spsolve,9.37608077423602e-10,permutation
lhs00_125,ionic,OK,iterative,79577,cg,cg,atol,1e-08,1e-09,0,1e-05,1.0000000000000002e-06,1e-08,rtol,1.3375766073024382e-07,1.3375766010172827e-07,4.6989125176753374e-07,6.008487792254829e-08,OK,79576,cg,4.6989125176753374e-07,tighten
lhs00_125,electronic,OK,direct,290,spsolve,spsolve,,,,,,,,,1.1553968740124425e-07,1.1553968740124425e-07,0.0,4.9656744428806676e-11,OK,289,spsolve,4.9656744428806676e-11,permutation
lhs00_125,thermal,OK,iterative,79867,cg,cg,atol,1e-08,1e-09,0,1e-05,1.0000000000000002e-06,1e-08,rtol,2.2727229364137684e-06,2.2727229167281434e-06,8.661691554795805e-07,6.009634942731819e-07,OK,79866,cg,8.661691554795805e-07,tighten
lhs00_126,ionic,SOLVE_NONE,none,3722,none,none,,,,,,,,,,,,,skipped,,,,
lhs00_126,electronic,OK,direct,795,spsolve,spsolve,,,,,,,,,2.1698165175995077e-07,2.1698165175995077e-07,0.0,2.7386949414299635e-11,OK,795,spsolve,2.7386949414299635e-11,permutation
lhs00_126,thermal,OK,direct,4517,spsolve,spsolve,,,,,,,,,1.3713658281745255e-06,1.3713658281745255e-06,0.0,8.550527047129121e-10,OK,4517,spsolve,8.550527047129121e-10,permutation
lhs00_127,ionic,OK,direct,12479,spsolve,spsolve,,,,,,,,,2.016924395947091e-08,2.016924395947091e-08,0.0,3.771796259544598e-08,OK,12477,spsolve,3.771796259544598e-08,permutation
lhs00_127,electronic,OK,direct,58,spsolve,spsolve,,,,,,,,,2.486383010657862e-07,2.486383010657862e-07,0.0,8.729636254894032e-12,OK,58,spsolve,8.729636254894032e-12,permutation
lhs00_127,thermal,OK,direct,12537,spsolve,spsolve,,,,,,,,,2.3877227110301234e-06,2.3877227110301234e-06,0.0,2.6105692382325196e-10,OK,12537,spsolve,2.6105692382325196e-10,permutation
lhs00_128,ionic,SOLVE_NONE,none,1561,none,none,,,,,,,,,,,,,skipped,,,,
lhs00_128,electronic,OK,direct,37,spsolve,spsolve,,,,,,,,,4.937544641189708e-07,4.937544641189708e-07,0.0,2.57324138455852e-13,OK,36,spsolve,2.57324138455852e-13,permutation
lhs00_128,thermal,OK,direct,1598,spsolve,spsolve,,,,,,,,,2.780529622324536e-06,2.780529622324536e-06,0.0,2.7812725843095294e-11,OK,1597,spsolve,2.7812725843095294e-11,permutation
lhs00_129,ionic,OK,iterative,79539,cg,cg,atol,1e-08,1e-09,0,1e-05,1.0000000000000002e-06,1e-08,rtol,1.49309271017329e-07,1.4930927013326452e-07,5.921028751468648e-07,1.618529708772735e-07,OK,79539,cg,5.921028751468648e-07,tighten
lhs00_129,electronic,OK,direct,46,spsolve,spsolve,,,,,,,,,1.5957752038450095e-07,1.5957752038450095e-07,0.0,1.570827847331408e-11,OK,44,spsolve,1.570827847331408e-11,permutation
lhs00_129,thermal,OK,iterative,79585,cg,cg,atol,1e-08,1e-09,0,1e-05,1.0000000000000002e-06,1e-08,rtol,2.4861604445653463e-06,2.486160381236357e-06,2.547260750612818e-06,4.472716686900058e-07,OK,79585,cg,2.547260750612818e-06,tighten
