case,channel,status,rho_kind,n_nodes,path_A,path_B,kwarg,tol_A,tol_B,cg_info_A,rtol_A,rtol_B,atol_A,binding_A,sigma_ratio_A,sigma_ratio_B,delta_pct,delta_perm_pct,perm_status,perm_n_moved,perm_path,rho_registered_pct,rho_source
lhs00_000,ionic,OK,direct,5265,spsolve,spsolve,,,,,,,,,5.992182685939948e-09,5.992182685939948e-09,0.0,2.0581371069528842e-08,OK,5263,spsolve,2.0581371069528842e-08,permutation
lhs00_000,electronic,OK,iterative,39765,cg,cg,atol,1e-08,1e-09,0,1e-05,1.0000000000000002e-06,1e-08,rtol,1.189875783377619e-07,1.1898757454689717e-07,3.1859331766301793e-06,2.5705951451604393e-08,OK,39765,cg,3.1859331766301793e-06,tighten
lhs00_000,thermal,OK,iterative,45030,cg,cg,atol,1e-08,1e-09,0,1e-05,1.0000000000000002e-06,1e-08,rtol,3.1695426483786877e-06,3.169542567705655e-06,2.5452578404673017e-06,4.7314466101804236e-07,OK,45030,cg,2.5452578404673017e-06,tighten
lhs00_001,ionic,SOLVE_NONE,none,12564,none,none,,,,,,,,,,,,,skipped,,,,
lhs00_001,electronic,OK,iterative,39845,cg,cg,atol,1e-08,1e-09,0,1e-05,1.0000000000000002e-06,1e-08,rtol,1.6974531611743116e-07,1.6974531045795157e-07,3.3341005952136074e-06,1.4034675472514279e-06,OK,39844,cg,3.3341005952136074e-06,tighten
lhs00_001,thermal,OK,iterative,52409,cg,cg,atol,1e-08,1e-09,0,1e-05,1.0000000000000002e-06,1e-08,rtol,2.359626011379464e-06,2.359625848464059e-06,6.904289247107311e-06,4.908127594444269e-07,OK,52409,cg,6.904289247107311e-06,tighten
lhs00_002,ionic,OK,direct,12789,spsolve,spsolve,,,,,,,,,2.682821343696219e-07,2.682821343696219e-07,0.0,1.512747511630963e-08,OK,12787,spsolve,1.512747511630963e-08,permutation
lhs00_002,electronic,OK,direct,420,spsolve,spsolve,,,,,,,,,1.861174643616859e-08,1.861174643616859e-08,0.0,2.168867603641046e-11,OK,420,spsolve,2.168867603641046e-11,permutation
lhs00_002,thermal,OK,direct,13209,spsolve,spsolve,,,,,,,,,3.174297455353992e-06,3.174297455353992e-06,0.0,6.521729308150199e-10,OK,13208,spsolve,6.521729308150199e-10,permutation
lhs00_003,ionic,OK,direct,17683,spsolve,spsolve,,,,,,,,,6.451278302789294e-08,6.451278302789294e-08,0.0,3.294165775081997e-08,OK,17682,spsolve,3.294165775081997e-08,permutation
lhs00_003,electronic,OK,direct,493,spsolve,spsolve,,,,,,,,,6.727790537026448e-08,6.727790537026448e-08,0.0,2.4255539815986367e-11,OK,491,spsolve,2.4255539815986367e-11,permutation
lhs00_003,thermal,OK,direct,18176,spsolve,spsolve,,,,,,,,,2.330312917876781e-06,2.330312917876781e-06,0.0,1.2683796441110274e-09,OK,18173,spsolve,1.2683796441110274e-09,permutation
lhs00_004,ionic,OK,iterative,59639,cg,cg,atol,1e-08,1e-09,0,1e-05,1.0000000000000002e-06,1e-08,rtol,7.087496337624711e-08,7.087496319293713e-08,2.5863856295391513e-07,1.4528135111474278e-08,OK,59638,cg,2.5863856295391513e-07,tighten
lhs00_004,electronic,OK,direct,2500,spsolve,spsolve,,,,,,,,,3.046127986142792e-08,3.046127986142792e-08,0.0,5.1594784296666106e-11,OK,2500,spsolve,5.1594784296666106e-11,permutation
lhs00_004,thermal,OK,iterative,62139,cg,cg,atol,1e-08,1e-09,0,1e-05,1.0000000000000002e-06,1e-08,rtol,3.447023122174633e-06,3.4470230499222853e-06,2.0960795709490504e-06,8.756307152138181e-08,OK,62138,cg,2.0960795709490504e-06,tighten
lhs00_005,ionic,OK,iterative,30315,cg,cg,atol,1e-08,1e-09,0,1e-05,1.0000000000000002e-06,1e-08,rtol,2.1421738524849343e-07,2.1421738460149814e-07,3.0202744276325747e-07,1.2831487928816192e-09,OK,30315,cg,3.0202744276325747e-07,tighten
lhs00_005,electronic,OK,direct,1409,spsolve,spsolve,,,,,,,,,6.676276472927573e-08,6.676276472927573e-08,0.0,7.499328153894565e-10,OK,1409,spsolve,7.499328153894565e-10,permutation
lhs00_005,thermal,OK,iterative,31724,cg,cg,atol,1e-08,1e-09,0,1e-05,1.0000000000000002e-06,1e-08,rtol,2.7086772966577565e-06,2.708677283006514e-06,5.039818700503191e-07,3.4983313686906636e-08,OK,31721,cg,5.039818700503191e-07,tighten
lhs00_006,ionic,OK,iterative,42128,cg,cg,atol,1e-08,1e-09,0,1e-05,1.0000000000000002e-06,1e-08,rtol,1.3843774652812045e-08,1.3843774601200827e-08,3.728117459016285e-07,1.3660293986615842e-10,OK,42128,cg,3.728117459016285e-07,tighten
lhs00_006,electronic,OK,direct,8720,spsolve,spsolve,,,,,,,,,1.1737290062568882e-07,1.1737290062568882e-07,0.0,1.0880260647611243e-09,OK,8719,spsolve,1.0880260647611243e-09,permutation
lhs00_006,thermal,OK,iterative,50848,cg,cg,atol,1e-08,1e-09,0,1e-05,1.0000000000000002e-06,1e-08,rtol,2.4286211705402794e-06,2.428621144762237e-06,1.0614270695948214e-06,2.4528532898391245e-08,OK,50848,cg,1.0614270695948214e-06,tighten
lhs00_007,ionic,OK,direct,5265,spsolve,spsolve,,,,,,,,,2.072177447669544e-08,2.072177447669544e-08,0.0,1.3126391854325115e-08,OK,5263,spsolve,1.3126391854325115e-08,permutation
lhs00_007,electronic,OK,direct,413,spsolve,spsolve,,,,,,,,,7.779555023324683e-08,7.779555023324683e-08,0.0,7.294916906672232e-11,OK,413,spsolve,7.294916906672232e-11,permutation
lhs00_007,thermal,OK,direct,5678,spsolve,spsolve,,,,,,,,,3.193733643716444e-06,3.193733643716444e-06,0.0,1.0582297048601616e-09,OK,5677,spsolve,1.0582297048601616e-09,permutation
lhs00_008,ionic,OK,direct,7856,spsolve,spsolve,,,,,,,,,5.070277188248283e-09,5.070277188248283e-09,0.0,6.296692970037096e-08,OK,7855,spsolve,6.296692970037096e-08,permutation
lhs00_008,electronic,OK,direct,389,spsolve,spsolve,,,,,,,,,6.783830167471478e-08,6.783830167471478e-08,0.0,6.826361844260218e-11,OK,387,spsolve,6.826361844260218e-11,permutation
lhs00_008,thermal,OK,direct,8245,spsolve,spsolve,,,,,,,,,2.3262746481170553e-06,2.3262746481170553e-06,0.0,2.1137822316157562e-09,OK,8245,spsolve,2.1137822316157562e-09,permutation
lhs00_009,ionic,SOLVE_NONE,none,59616,none,none,,,,,,,,,,,,,skipped,,,,
lhs00_009,electronic,OK,direct,107,spsolve,spsolve,,,,,,,,,3.382375576276648e-08,3.382375576276648e-08,0.0,1.9368843889984807e-12,OK,107,spsolve,1.9368843889984807e-12,permutation
lhs00_009,thermal,OK,iterative,59723,cg,cg,atol,1e-08,1e-09,0,1e-05,1.0000000000000002e-06,1e-08,rtol,2.9674598831090803e-06,2.96745979627695e-06,2.926143360658018e-06,1.5355195161583023e-08,OK,59722,cg,2.926143360658018e-06,tighten
lhs00_010,ionic,OK,iterative,42121,cg,cg,atol,1e-08,1e-09,0,1e-05,1.0000000000000002e-06,1e-08,rtol,3.167482617206734e-08,3.1674826107414625e-08,2.0411387345463918e-07,8.782911185660028e-08,OK,42119,cg,2.0411387345463918e-07,tighten
lhs00_010,electronic,OK,direct,643,spsolve,spsolve,,,,,,,,,1.3489875842451115e-07,1.3489875842451115e-07,0.0,5.572636468028455e-12,OK,640,spsolve,5.572636468028455e-12,permutation
lhs00_010,thermal,OK,iterative,42764,cg,cg,atol,1e-08,1e-09,0,1e-05,1.0000000000000002e-06,1e-08,rtol,2.1572580815200557e-06,2.1572580625137265e-06,8.810410477911418e-07,2.979025801694102e-07,OK,42764,cg,8.810410477911418e-07,tighten
lhs00_011,ionic,OK,direct,12788,spsolve,spsolve,,,,,,,,,2.1968474554056486e-07,2.1968474554056486e-07,0.0,1.5514645176862802e-08,OK,12787,spsolve,1.5514645176862802e-08,permutation
lhs00_011,electronic,OK,direct,875,spsolve,spsolve,,,,,,,,,3.652368356924664e-08,3.652368356924664e-08,0.0,3.6952129564990594e-10,OK,875,spsolve,3.6952129564990594e-10,permutation
lhs00_011,thermal,OK,direct,13663,spsolve,spsolve,,,,,,,,,2.884003893222607e-06,2.884003893222607e-06,0.0,9.22968028805134e-10,OK,13663,spsolve,9.22968028805134e-10,permutation
lhs00_012,ionic,SOLVE_NONE,none,1569,none,none,,,,,,,,,,,,,skipped,,,,
lhs00_012,electronic,OK,direct,678,spsolve,spsolve,,,,,,,,,8.602010315365825e-08,8.602010315365825e-08,0.0,1.2174791607380196e-10,OK,677,spsolve,1.2174791607380196e-10,permutation
lhs00_012,thermal,OK,direct,2247,spsolve,spsolve,,,,,,,,,1.5064291172164677e-06,1.5064291172164677e-06,0.0,7.076276951478749e-11,OK,2245,spsolve,7.076276951478749e-11,permutation
lhs00_013,ionic,OK,direct,9947,spsolve,spsolve,,,,,,,,,4.336137282669725e-08,4.336137282669725e-08,0.0,6.210037340729476e-09,OK,9945,spsolve,6.210037340729476e-09,permutation
lhs00_013,electronic,OK,iterative,49724,cg,cg,atol,1e-08,1e-09,0,1e-05,1.0000000000000002e-06,1e-08,rtol,7.407694415198326e-08,7.407694358418149e-08,7.665026948172649e-07,1.822448754708196e-08,OK,49724,cg,7.665026948172649e-07,tighten
lhs00_013,thermal,OK,iterative,59671,cg,cg,atol,1e-08,1e-09,0,1e-05,1.0000000000000002e-06,1e-08,rtol,2.767789713608499e-06,2.767789675522932e-06,1.3760282078931564e-06,3.6545624498935526e-07,OK,59669,cg,1.3760282078931564e-06,tighten
lhs00_014,ionic,OK,direct,26525,spsolve,spsolve,,,,,,,,,1.4594366146162666e-09,1.4594366146162666e-09,0.0,4.624840422623906e-08,OK,26524,spsolve,4.624840422623906e-08,permutation
lhs00_014,electronic,OK,direct,3336,spsolve,spsolve,,,,,,,,,1.6980104018616602e-07,1.6980104018616602e-07,0.0,7.44438504907357e-10,OK,3335,spsolve,7.44438504907357e-10,permutation
lhs00_014,thermal,OK,direct,29861,spsolve,spsolve,,,,,,,,,1.5644580840852888e-06,1.5644580840852888e-06,0.0,5.416933009256176e-10,OK,29860,spsolve,5.416933009256176e-10,permutation
lhs00_015,ionic,OK,direct,12482,spsolve,spsolve,,,,,,,,,9.683867208280491e-09,9.683867208280491e-09,0.0,8.36034128321151e-08,OK,12481,spsolve,8.36034128321151e-08,permutation
lhs00_015,electronic,OK,direct,2529,spsolve,spsolve,,,,,,,,,1.0642162841471154e-07,1.0642162841471154e-07,0.0,1.99353539941015e-11,OK,2529,spsolve,1.99353539941015e-11,permutation
lhs00_015,thermal,OK,direct,15011,spsolve,spsolve,,,,,,,,,1.976443302170942e-06,1.976443302170942e-06,0.0,1.1370666758750955e-09,OK,15011,spsolve,1.1370666758750955e-09,permutation
lhs00_016,ionic,OK,direct,5266,spsolve,spsolve,,,,,,,,,8.988116908219242e-09,8.988116908219242e-09,0.0,1.3944972000847914e-08,OK,5266,spsolve,1.3944972000847914e-08,permutation
lhs00_016,electronic,OK,direct,1402,spsolve,spsolve,,,,,,,,,1.5175042594614147e-07,1.5175042594614147e-07,0.0,8.624327112671121e-10,OK,1402,spsolve,8.624327112671121e-10,permutation
lhs00_016,thermal,OK,direct,6668,spsolve,spsolve,,,,,,,,,2.3370887821166803e-06,2.3370887821166803e-06,0.0,8.077857577710678e-10,OK,6665,spsolve,8.077857577710678e-10,permutation
lhs00_017,ionic,OK,direct,12789,spsolve,spsolve,,,,,,,,,2.2229622648146223e-07,2.2229622648146223e-07,0.0,8.63216432343477e-09,OK,12787,spsolve,8.63216432343477e-09,permutation
lhs00_017,electronic,OK,direct,2514,spsolve,spsolve,,,,,,,,,1.9951839446611086e-08,1.9951839446611086e-08,0.0,7.235732742034274e-10,OK,2513,spsolve,7.235732742034274e-10,permutation
lhs00_017,thermal,OK,direct,15303,spsolve,spsolve,,,,,,,,,3.4806836908911624e-06,3.4806836908911624e-06,0.0,1.2765783476202546e-09,OK,15302,spsolve,1.2765783476202546e-09,permutation
lhs00_018,ionic,SOLVE_NONE,none,12564,none,none,,,,,,,,,,,,,skipped,,,,
lhs00_018,electronic,OK,direct,2284,spsolve,spsolve,,,,,,,,,1.4416078640209772e-07,1.4416078640209772e-07,0.0,2.244116825150947e-10,OK,2282,spsolve,2.244116825150947e-10,permutation
lhs00_018,thermal,OK,direct,14848,spsolve,spsolve,,,,,,,,,1.7280409859959739e-06,1.7280409859959739e-06,0.0,4.531249192647222e-10,OK,14846,spsolve,4.531249192647222e-10,permutation
lhs00_019,ionic,OK,direct,3315,spsolve,spsolve,,,,,,,,,2.1903553378859867e-09,2.1903553378859867e-09,0.0,3.970823581608939e-09,OK,3314,spsolve,3.970823581608939e-09,permutation
lhs00_019,electronic,OK,direct,508,spsolve,spsolve,,,,,,,,,1.1199228955504277e-07,1.1199228955504277e-07,0.0,1.2833999894838491e-11,OK,504,spsolve,1.2833999894838491e-11,permutation
lhs00_019,thermal,OK,direct,3823,spsolve,spsolve,,,,,,,,,2.1913845033887726e-06,2.1913845033887726e-06,0.0,1.7569660896070334e-10,OK,3822,spsolve,1.7569660896070334e-10,permutation
lhs00_020,ionic,OK,direct,12557,spsolve,spsolve,,,,,,,,,3.8018349720463966e-11,3.8018349720463966e-11,0.0,7.117172448780858e-06,OK,12557,spsolve,7.117172448780858e-06,permutation
lhs00_020,electronic,OK,direct,542,spsolve,spsolve,,,,,,,,,8.452981314402064e-08,8.452981314402064e-08,0.0,5.766497916359444e-11,OK,539,spsolve,5.766497916359444e-11,permutation
lhs00_020,thermal,OK,direct,13099,spsolve,spsolve,,,,,,,,,1.552021946015351e-06,1.552021946015351e-06,0.0,4.25734460795352e-10,OK,13097,spsolve,4.25734460795352e-10,permutation
lhs00_021,ionic,OK,direct,7858,spsolve,spsolve,,,,,,,,,8.737689993502924e-10,8.737689993502924e-10,0.0,3.567231245347431e-07,OK,7857,spsolve,3.567231245347431e-07,permutation
lhs00_021,electronic,OK,direct,3754,spsolve,spsolve,,,,,,,,,1.0426910187410187e-07,1.0426910187410187e-07,0.0,5.45076022045414e-10,OK,3754,spsolve,5.45076022045414e-10,permutation
lhs00_021,thermal,OK,direct,11612,spsolve,spsolve,,,,,,,,,3.4445556678042042e-06,3.4445556678042042e-06,0.0,7.067428361835955e-10,OK,11612,spsolve,7.067428361835955e-10,permutation
lhs00_022,ionic,OK,direct,26525,spsolve,spsolve,,,,,,,,,5.779604520224622e-09,5.779604520224622e-09,0.0,1.2633851540201925e-07,OK,26524,spsolve,1.2633851540201925e-07,permutation
lhs00_022,electronic,OK,direct,948,spsolve,spsolve,,,,,,,,,8.998327628119625e-08,8.998327628119625e-08,0.0,1.713501358830881e-11,OK,948,spsolve,1.713501358830881e-11,permutation
lhs00_022,thermal,OK,direct,27473,spsolve,spsolve,,,,,,,,,1.502106910710621e-06,1.502106910710621e-06,0.0,1.5136816826591563e-09,OK,27472,spsolve,1.5136816826591563e-09,permutation
lhs00_023,ionic,SOLVE_NONE,none,12559,none,none,,,,,,,,,,,,,skipped,,,,
lhs00_023,electronic,OK,direct,29826,spsolve,spsolve,,,,,,,,,1.582085960446111e-07,1.582085960446111e-07,0.0,2.9031688170539794e-09,OK,29825,spsolve,2.9031688170539794e-09,permutation
lhs00_023,thermal,OK,iterative,42385,cg,cg,atol,1e-08,1e-09,0,1e-05,1.0000000000000002e-06,1e-08,rtol,3.0297546575779775e-06,3.0297542379091888e-06,1.385157665230787e-05,1.4278584028915945e-06,OK,42384,cg,1.385157665230787e-05,tighten
lhs00_024,ionic,OK,direct,23570,spsolve,spsolve,,,,,,,,,1.4846668422392464e-07,1.4846668422392464e-07,0.0,1.1282043927572675e-08,OK,23570,spsolve,1.1282043927572675e-08,permutation
lhs00_024,electronic,OK,direct,1276,spsolve,spsolve,,,,,,,,,2.197054446878237e-08,2.197054446878237e-08,0.0,1.485800943175344e-10,OK,1275,spsolve,1.485800943175344e-10,permutation
lhs00_024,thermal,OK,direct,24846,spsolve,spsolve,,,,,,,,,3.459509458850164e-06,3.459509458850164e-06,0.0,1.2283596837280723e-09,OK,24846,spsolve,1.2283596837280723e-09,permutation
lhs00_025,ionic,OK,iterative,30314,cg,cg,atol,1e-08,1e-09,0,1e-05,1.0000000000000002e-06,1e-08,rtol,2.2373745820216125e-07,2.237374575532015e-07,2.900541333258122e-07,8.445107933803087e-09,OK,30314,cg,2.900541333258122e-07,tighten
lhs00_025,electronic,OK,direct,899,spsolve,spsolve,,,,,,,,,3.628274728188856e-08,3.628274728188856e-08,0.0,1.7135112277046264e-10,OK,899,spsolve,1.7135112277046264e-10,permutation
lhs00_025,thermal,OK,iterative,31213,cg,cg,atol,1e-08,1e-09,0,1e-05,1.0000000000000002e-06,1e-08,rtol,2.5860538454255175e-06,2.5860538306991657e-06,5.694526350706282e-07,1.2546895773080054e-07,OK,31213,cg,5.694526350706282e-07,tighten
lhs00_026,ionic,SOLVE_NONE,none,12564,none,none,,,,,,,,,,,,,skipped,,,,
lhs00_026,electronic,OK,direct,2602,spsolve,spsolve,,,,,,,,,1.5480881054788547e-07,1.5480881054788547e-07,0.0,2.0364155886250103e-10,OK,2601,spsolve,2.0364155886250103e-10,permutation
lhs00_026,thermal,OK,direct,15166,spsolve,spsolve,,,,,,,,,1.7911439721045765e-06,1.7911439721045765e-06,0.0,2.25431686254504e-10,OK,15166,spsolve,2.25431686254504e-10,permutation
lhs00_027,ionic,OK,direct,12788,spsolve,spsolve,,,,,,,,,9.905669911461952e-08,9.905669911461952e-08,0.0,8.507207300451938e-09,OK,12787,spsolve,8.507207300451938e-09,permutation
lhs00_027,electronic,OK,iterative,39841,cg,cg,atol,1e-08,1e-09,0,1e-05,1.0000000000000002e-06,1e-08,rtol,4.124363006729473e-08,4.1243629858456165e-08,5.063535068159603e-07,1.0952022490207059e-07,OK,39838,cg,5.063535068159603e-07,tighten
lhs00_027,thermal,OK,iterative,52629,cg,cg,atol,1e-08,1e-09,0,1e-05,1.0000000000000002e-06,1e-08,rtol,2.6105270780668296e-06,2.6105270463164726e-06,1.2162431612723553e-06,1.8975649803788874e-07,OK,52629,cg,1.2162431612723553e-06,tighten
lhs00_028,ionic,OK,direct,23578,spsolve,spsolve,,,,,,,,,5.2144249166468275e-08,5.2144249166468275e-08,0.0,5.5196262448816604e-08,OK,23578,spsolve,5.5196262448816604e-08,permutation
lhs00_028,electronic,OK,direct,11270,spsolve,spsolve,,,,,,,,,8.971593204044951e-08,8.971593204044951e-08,0.0,2.1339055794562494e-09,OK,11270,spsolve,2.1339055794562494e-09,permutation
lhs00_028,thermal,OK,iterative,34848,cg,cg,atol,1e-08,1e-09,0,1e-05,1.0000000000000002e-06,1e-08,rtol,1.9522982007834226e-06,1.9522981923298106e-06,4.330082363128355e-07,1.0814207984238775e-07,OK,34847,cg,4.330082363128355e-07,tighten
lhs00_029,ionic,OK,direct,17683,spsolve,spsolve,,,,,,,,,6.714260650463702e-09,6.714260650463702e-09,0.0,4.7763156747566205e-08,OK,17682,spsolve,4.7763156747566205e-08,permutation
lhs00_029,electronic,OK,iterative,79595,cg,cg,atol,1e-08,1e-09,0,1e-05,1.0000000000000002e-06,1e-08,rtol,9.751537873192063e-08,9.751537808641391e-08,6.619537669379625e-07,1.3756807993360056e-08,OK,79593,cg,6.619537669379625e-07,tighten
lhs00_029,thermal,OK,iterative,97278,cg,cg,atol,1e-08,1e-09,0,1e-05,1.0000000000000002e-06,1e-08,rtol,1.771051833396835e-06,1.7710518185728338e-06,8.37016796777672e-07,3.603125352149436e-07,OK,97278,cg,8.37016796777672e-07,tighten
lhs00_030,ionic,SOLVE_NONE,none,3315,none,none,,,,,,,,,,,,,skipped,,,,
lhs00_030,electronic,OK,iterative,79573,cg,cg,atol,1e-08,1e-09,0,1e-05,1.0000000000000002e-06,1e-08,rtol,1.4399314824955056e-07,1.439931453777313e-07,1.9944138252684395e-06,2.465272691344344e-07,OK,79573,cg,1.9944138252684395e-06,tighten
lhs00_030,thermal,OK,iterative,82888,cg,cg,atol,1e-08,1e-09,0,1e-05,1.0000000000000002e-06,1e-08,rtol,1.6907249334255554e-06,1.6907249093139615e-06,1.4261097975382279e-06,3.85636535148194e-07,OK,82887,cg,1.4261097975382279e-06,tighten
lhs00_031,ionic,OK,iterative,30314,cg,cg,atol,1e-08,1e-09,0,1e-05,1.0000000000000002e-06,1e-08,rtol,2.3779953436759144e-07,2.3779953383706895e-07,2.2309652177065957e-07,1.532721229901478e-08,OK,30314,cg,2.2309652177065957e-07,tighten
lhs00_031,electronic,OK,direct,1102,spsolve,spsolve,,,,,,,,,4.0706401294707504e-08,4.0706401294707504e-08,0.0,4.732761120082076e-10,OK,1101,spsolve,4.732761120082076e-10,permutation
lhs00_031,thermal,OK,iterative,31416,cg,cg,atol,1e-08,1e-09,0,1e-05,1.0000000000000002e-06,1e-08,rtol,3.2601075820359177e-06,3.260107559450298e-06,6.927875612911162e-07,2.1494621149139525e-07,OK,31415,cg,6.927875612911162e-07,tighten
lhs00_032,ionic,OK,iterative,42125,cg,cg,atol,1e-08,1e-09,0,1e-05,1.0000000000000002e-06,1e-08,rtol,3.265788985233958e-08,3.265788978240375e-08,2.1414679532017564e-07,3.528365519084236e-08,OK,42124,cg,2.1414679532017564e-07,tighten
lhs00_032,electronic,OK,direct,1127,spsolve,spsolve,,,,,,,,,6.414793205154858e-08,6.414793205154858e-08,0.0,1.1601275827624165e-10,OK,1127,spsolve,1.1601275827624165e-10,permutation
lhs00_032,thermal,OK,iterative,43252,cg,cg,atol,1e-08,1e-09,0,1e-05,1.0000000000000002e-06,1e-08,rtol,3.954970988808484e-06,3.954970734628161e-06,6.426856838026031e-06,1.540895947108667e-08,OK,43252,cg,6.426856838026031e-06,tighten
lhs00_033,ionic,OK,iterative,30315,cg,cg,atol,1e-08,1e-09,0,1e-05,1.0000000000000002e-06,1e-08,rtol,2.3194002032203646e-07,2.319400195886547e-07,3.161945795911377e-07,3.703801332436585e-08,OK,30315,cg,3.161945795911377e-07,tighten
lhs00_033,electronic,OK,direct,796,spsolve,spsolve,,,,,,,,,6.124733797395096e-08,6.124733797395096e-08,0.0,4.288290671662223e-10,OK,796,spsolve,4.288290671662223e-10,permutation
lhs00_033,thermal,OK,iterative,31111,cg,cg,atol,1e-08,1e-09,0,1e-05,1.0000000000000002e-06,1e-08,rtol,2.5854035280434803e-06,2.5854035205200125e-06,2.909978145236609e-07,3.1585466256853065e-09,OK,31109,cg,2.909978145236609e-07,tighten
lhs00_035,ionic,OK,direct,23577,spsolve,spsolve,,,,,,,,,1.2628661872623902e-07,1.2628661872623902e-07,0.0,4.0468616605710805e-08,OK,23576,spsolve,4.0468616605710805e-08,permutation
lhs00_035,electronic,OK,direct,2266,spsolve,spsolve,,,,,,,,,5.785895592611641e-08,5.785895592611641e-08,0.0,1.8395593573160296e-10,OK,2266,spsolve,1.8395593573160296e-10,permutation
lhs00_035,thermal,OK,direct,25843,spsolve,spsolve,,,,,,,,,2.8377098020014096e-06,2.8377098020014096e-06,0.0,1.1583867594163724e-09,OK,25842,spsolve,1.1583867594163724e-09,permutation
lhs00_036,ionic,OK,direct,17683,spsolve,spsolve,,,,,,,,,4.216080919028063e-08,4.216080919028063e-08,0.0,2.9535133336081225e-08,OK,17682,spsolve,2.9535133336081225e-08,permutation
lhs00_036,electronic,OK,direct,2529,spsolve,spsolve,,,,,,,,,8.811064935580209e-08,8.811064935580209e-08,0.0,1.0602554155630806e-09,OK,2529,spsolve,1.0602554155630806e-09,permutation
lhs00_036,thermal,OK,direct,20212,spsolve,spsolve,,,,,,,,,2.219372240374299e-06,2.219372240374299e-06,0.0,2.3516392681457553e-09,OK,20212,spsolve,2.3516392681457553e-09,permutation
lhs00_037,ionic,SOLVE_NONE,none,1570,none,none,,,,,,,,,,,,,skipped,,,,
lhs00_037,electronic,OK,direct,6241,spsolve,spsolve,,,,,,,,,1.448486774486237e-07,1.448486774486237e-07,0.0,1.1382748746152003e-09,OK,6239,spsolve,1.1382748746152003e-09,permutation
lhs00_037,thermal,OK,direct,7811,spsolve,spsolve,,,,,,,,,2.504465228333522e-06,2.504465228333522e-06,0.0,1.7890247109050272e-09,OK,7811,spsolve,1.7890247109050272e-09,permutation
lhs00_038,ionic,OK,direct,7459,spsolve,spsolve,,,,,,,,,6.038440469240754e-08,6.038440469240754e-08,0.0,2.129454160331848e-08,OK,7457,spsolve,2.129454160331848e-08,permutation
lhs00_038,electronic,OK,direct,575,spsolve,spsolve,,,,,,,,,8.933903924812102e-08,8.933903924812102e-08,0.0,1.3774270061996103e-10,OK,574,spsolve,1.3774270061996103e-10,permutation
lhs00_038,thermal,OK,direct,8034,spsolve,spsolve,,,,,,,,,3.047650766520957e-06,3.047650766520957e-06,0.0,4.382535943915407e-10,OK,8034,spsolve,4.382535943915407e-10,permutation
lhs00_039,ionic,OK,iterative,59676,cg,cg,atol,1e-08,1e-09,0,1e-05,1.0000000000000002e-06,1e-08,rtol,7.874691195607657e-08,7.874691171845232e-08,3.017569172871046e-07,9.176365228780037e-09,OK,59675,cg,3.017569172871046e-07,tighten
lhs00_039,electronic,OK,direct,448,spsolve,spsolve,,,,,,,,,6.063272044449187e-08,6.063272044449187e-08,0.0,7.434605330459797e-11,OK,446,spsolve,7.434605330459797e-11,permutation
lhs00_039,thermal,OK,iterative,60124,cg,cg,atol,1e-08,1e-09,0,1e-05,1.0000000000000002e-06,1e-08,rtol,2.5715895483191797e-06,2.5715895317116698e-06,6.458071773684659e-07,7.973146686439633e-09,OK,60123,cg,6.458071773684659e-07,tighten
lhs00_040,ionic,OK,direct,26523,spsolve,spsolve,,,,,,,,,6.5078306688328e-09,6.5078306688328e-09,0.0,5.589822243559309e-08,OK,26523,spsolve,5.589822243559309e-08,permutation
lhs00_040,electronic,OK,direct,736,spsolve,spsolve,,,,,,,,,1.8527055347315026e-07,1.8527055347315026e-07,0.0,1.6030120359848739e-10,OK,734,spsolve,1.6030120359848739e-10,permutation
lhs00_040,thermal,OK,direct,27259,spsolve,spsolve,,,,,,,,,1.6506824738309596e-06,1.6506824738309596e-06,0.0,1.744948988449063e-09,OK,27258,spsolve,1.744948988449063e-09,permutation
lhs00_041,ionic,SOLVE_NONE,none,1570,none,none,,,,,,,,,,,,,skipped,,,,
lhs00_041,electronic,OK,direct,346,spsolve,spsolve,,,,,,,,,8.952061154372419e-08,8.952061154372419e-08,0.0,1.431108781128454e-10,OK,345,spsolve,1.431108781128454e-10,permutation
lhs00_041,thermal,OK,direct,1916,spsolve,spsolve,,,,,,,,,2.1809888518753796e-06,2.1809888518753796e-06,0.0,1.655625819013314e-10,OK,1916,spsolve,1.655625819013314e-10,permutation
lhs00_042,ionic,OK,iterative,79572,cg,cg,atol,1e-08,1e-09,0,1e-05,1.0000000000000002e-06,1e-08,rtol,1.3559623732766276e-07,1.3559623649219025e-07,6.16147266109155e-07,4.5766464767625255e-09,OK,79570,cg,6.16147266109155e-07,tighten
lhs00_042,electronic,OK,direct,292,spsolve,spsolve,,,,,,,,,2.7617822152599797e-08,2.7617822152599797e-08,0.0,2.4787424264170063e-11,OK,291,spsolve,2.4787424264170063e-11,permutation
lhs00_042,thermal,OK,iterative,79864,cg,cg,atol,1e-08,1e-09,0,1e-05,1.0000000000000002e-06,1e-08,rtol,2.5540747834395186e-06,2.5540747592922842e-06,9.454395961753452e-07,8.02518661827529e-09,OK,79864,cg,9.454395961753452e-07,tighten
lhs00_043,ionic,OK,direct,12789,spsolve,spsolve,,,,,,,,,2.2089751306060661e-07,2.2089751306060661e-07,0.0,1.2682294693340811e-08,OK,12787,spsolve,1.2682294693340811e-08,permutation
