case_id,block,d_am_p_um,d_am_s_um,ps_frac,ps_label,d_se_um,am_pct,rve_um,loading_mAh_cm2,pressure_MPa,e_se_gpa,thickness_est_um,phi_am_est,phi_se_est,se_percolation,d_am_max_um,sv_inv_um,r_AM_P_um,r_AM_S_um,r_SE_um,size_ratio_P_over_S,size_ratio_AM_over_SE,n_am_p_est,n_am_s_est,n_se_est,n_total_est,rve_min_um,rve_recommended_um,rve_over_d_am_max,thick_over_d_am_max,finite_size_flag,phi_se,phi_se_status,phi_am,phi_am_status,coverage_AM_P_hertz_pct,coverage_AM_P_hertz_pct_status,coverage_AM_S_hertz_pct,coverage_AM_S_hertz_pct_status,coverage_AM_total_hertz_pct,coverage_AM_total_hertz_pct_status,porosity_sphere_pct_RECORD_ONLY,porosity_sphere_pct_RECORD_ONLY_status,n_AM_P_measured,n_AM_S_measured,n_SE_measured,cov_AM_P_n_valid,cov_AM_S_n_valid,cov_n_capped,cov_n_free_surf_invalid,closure_residual,tau_status,tau_n_sampled,tau_n_valid,tau_n_truncated,tau_convention,plate_z_sim,plate_z_source,V_box_sim,timestep,area_channel,atom_sha256
lhs00_010,bimodal,14.0000,5.0000,0.2000,2:8,1.0000,85.0000,50.0000,2.0000,300.0000,1.3500,36.2815,0.5739,0.2431,OK,14.0000,0.1743,7.0000,2.5000,0.5000,2.8000,14.0000,7.2465,636.3009,42108.1467,42751.6941,101.7341,101.7341,3.5714,2.5915,thin+n_am_p_CRIT,0.15235272315099144,OK,0.36650232375111014,OK,18.86593657801594,OK,21.28027006541798,OK,21.25023170165559,OK,48.11449530978984,OK,8,635,42121,8,635,0,0,0.0,NOT_PERCOLATING,0,0,0,harvest_v1/solid_zrange/rSEmax/no_fallback/same_component,0.0479038,mesh_stl,0.00014475950000000004,2550000,dem_geometric_c_cpl22 — LIGGGHTS 기하 교차 원판 pi(r d - d^2/4); Hertz 탄성 pi R* d 가 **아니다** (동일 반경 비 = 2 - d/(2r)),a614198af080a2460bce91b813f0be601dd2078ffccc11c7069ccb846c36a05d
lhs00_011,bimodal,8.0000,4.0000,0.5000,5:5,2.0000,70.0000,50.0000,2.0000,300.0000,1.3500,51.7022,0.4027,0.4143,OK,8.0000,0.1875,4.0000,2.0000,1.0000,2.0000,4.0000,97.0918,776.7345,12782.8302,13656.6565,27.7933,50.0000,6.2500,6.4628,,0.2779024297481135,OK,0.27016601553241687,OK,47.09893612305449,OK,46.86600745500601,OK,46.89182926163539,OK,45.19315547194695,OK,97,778,12788,97,778,0,0,0.0,NOT_PERCOLATING,0,0,0,harvest_v1/solid_zrange/rSEmax/no_fallback/same_component,0.0671008,mesh_stl,0.00019275200000000003,3670000,dem_geometric_c_cpl22 — LIGGGHTS 기하 교차 원판 pi(r d - d^2/4); Hertz 탄성 pi R* d 가 **아니다** (동일 반경 비 = 2 - d/(2r)),9cb69e21eae338ac54f6527628c24b0051d08be0c67cc17b50a7726f24b2abdb
lhs00_012,bimodal,6.0000,4.0000,0.8000,8:2,2.0000,95.0000,50.0000,2.0000,300.0000,1.3500,28.7064,0.7254,0.0916,BELOW_phic,6.0000,0.1833,3.0000,2.0000,1.0000,1.5000,3.0000,368.2297,310.6938,1569.8213,2248.7447,14.2716,50.0000,8.3333,4.7844,se_BELOW_phic,0.05125770620040593,OK,0.40561866168530264,OK,4.7413134442363845,OK,5.230091962747213,OK,4.964796247685288,OK,54.31236321142914,OK,368,310,1569,368,310,0,0,0.0,NOT_PERCOLATING,0,0,0,harvest_v1/solid_zrange/rSEmax/no_fallback/same_component,0.0412876,mesh_stl,0.00012821900000000003,2130000,dem_geometric_c_cpl22 — LIGGGHTS 기하 교차 원판 pi(r d - d^2/4); Hertz 탄성 pi R* d 가 **아니다** (동일 반경 비 = 2 - d/(2r)),96c33011637314e1308e29c33682d3519dc466a68fc4b1d170257769a63553b8
lhs00_013,bimodal,11.0000,1.0000,0.5000,5:5,2.0000,75.0000,50.0000,2.0000,300.0000,1.3500,45.8766,0.4539,0.3631,OK,11.0000,0.5455,5.5000,0.5000,1.0000,11.0000,5.5000,37.3486,49711.0065,9942.2013,59690.5564,44.8119,50.0000,4.5455,4.1706,,0.2357058289734599,OK,0.2969841313485846,OK,20.12027199841255,OK,20.88090542869479,OK,20.880324138566266,OK,46.73100396779556,OK,38,49686,9947,38,49686,0,0,0.0,OK,200,200,0,harvest_v1/solid_zrange/rSEmax/no_fallback/same_component,0.0607083,mesh_stl,0.00017677075000000004,3060000,dem_geometric_c_cpl22 — LIGGGHTS 기하 교차 원판 pi(r d - d^2/4); Hertz 탄성 pi R* d 가 **아니다** (동일 반경 비 = 2 - d/(2r)),0b44343cd0fb786abd6d1dfa86dee4de5d8f4ea8a4776ed5f84e937cd35a39f4
lhs00_014,bimodal,8.0000,3.0000,0.1000,1:9,1.0000,90.0000,50.0000,2.0000,300.0000,1.3500,32.2836,0.6450,0.1720,BELOW_phic,8.0000,0.3125,4.0000,1.5000,0.5000,2.6667,8.0000,19.4184,3314.0671,26512.5368,29846.0223,62.1476,62.1476,6.2500,4.0354,n_am_p_low+se_BELOW_phic,0.10317840013182804,OK,0.3880985989803108,OK,9.386490194234757,OK,10.624407183686623,OK,10.616985619001658,OK,50.87230008878612,OK,20,3316,26525,20,3316,0,0,0.0,NOT_PERCOLATING,0,0,0,harvest_v1/solid_zrange/rSEmax/no_fallback/same_component,0.0438425,mesh_stl,0.00013460625000000004,2300000,dem_geometric_c_cpl22 — LIGGGHTS 기하 교차 원판 pi(r d - d^2/4); Hertz 탄성 pi R* d 가 **아니다** (동일 반경 비 = 2 - d/(2r)),1eaf188e8be98314306e79a840783676518978a556533da93f923a0d9b0770b3
lhs00_015,bimodal,5.0000,3.0000,0.4000,4:6,1.5000,85.0000,50.0000,2.0000,300.0000,1.3500,36.2815,0.5739,0.2431,OK,5.0000,0.2800,2.5000,1.5000,0.7500,1.6667,3.3333,318.1504,2209.3781,12476.4879,15004.0164,15.3537,50.0000,10.0000,7.2563,,0.15308283762566913,OK,0.3617328911308666,OK,22.485012323143984,OK,21.866997134846493,OK,21.944951601065117,OK,48.51842712434643,OK,319,2210,12482,319,2210,0,0,0.0,NOT_PERCOLATING,0,0,0,harvest_v1/solid_zrange/rSEmax/no_fallback/same_component,0.0476355,mesh_stl,0.00014408875000000002,2510000,dem_geometric_c_cpl22 — LIGGGHTS 기하 교차 원판 pi(r d - d^2/4); Hertz 탄성 pi R* d 가 **아니다** (동일 반경 비 = 2 - d/(2r)),8f8267f53f01bb74013c1d1dc459900773f752c5e8731afe62b021e037b3be47
lhs00_016,bimodal,15.0000,4.0000,0.1000,1:9,2.0000,85.0000,50.0000,2.0000,300.0000,1.3500,36.2815,0.5739,0.2431,OK,15.0000,0.2317,7.5000,2.0000,1.0000,3.7500,7.5000,2.9458,1398.1221,5263.5183,6664.5862,159.5608,159.5608,3.3333,2.4188,thin+n_am_p_CRIT,0.13754441159749728,OK,0.32538486527293425,OK,20.137885075723176,OK,21.46894064137235,OK,21.466092448293214,OK,53.70707231295684,OK,3,1399,5266,3,1399,0,0,-1.1102230246251565e-16,NOT_PERCOLATING,0,0,0,harvest_v1/solid_zrange/rSEmax/no_fallback/same_component,0.054148499999999995,mesh_stl,0.00016037125000000003,3140000,dem_geometric_c_cpl22 — LIGGGHTS 기하 교차 원판 pi(r d - d^2/4); Hertz 탄성 pi R* d 가 **아니다** (동일 반경 비 = 2 - d/(2r)),1a4eae93eec6abf5c7bae7d7818e24cf81ba0840f4ecf414e9f007df53201bd4
lhs00_017,bimodal,14.0000,2.0000,0.8000,8:2,2.0000,70.0000,50.0000,2.0000,300.0000,1.3500,51.7022,0.4027,0.4143,OK,14.0000,0.1571,7.0000,1.0000,1.0000,7.0000,7.0000,28.9860,2485.5503,12782.8302,15297.3666,50.8670,50.8670,3.5714,3.6930,n_am_p_low,0.275930396928133,OK,0.26822790637348887,OK,45.836736361614626,OK,43.990376283761066,OK,44.011674789034636,OK,45.58416966983781,OK,29,2485,12789,29,2485,0,0,0.0,NOT_PERCOLATING,0,0,0,harvest_v1/solid_zrange/rSEmax/no_fallback/same_component,0.0676579,mesh_stl,0.00019414475000000006,3700000,dem_geometric_c_cpl22 — LIGGGHTS 기하 교차 원판 pi(r d - d^2/4); Hertz 탄성 pi R* d 가 **아니다** (동일 반경 비 = 2 - d/(2r)),3ab03f5950f2829e00ba3807499d88b84d94c25b823d9e5b1f29fcfd839b5afa
lhs00_018,bimodal,8.0000,3.0000,0.4000,4:6,1.0000,95.0000,50.0000,2.0000,300.0000,1.3500,28.7064,0.7254,0.0916,BELOW_phic,8.0000,0.2500,4.0000,1.5000,0.5000,2.6667,8.0000,77.6734,2209.3781,12558.5701,14845.6216,31.0738,50.0000,6.2500,3.5883,se_BELOW_phic,0.05262511837654388,OK,0.4167537430937092,OK,3.1993081484675154,OK,4.265021432010594,OK,4.228626670138283,OK,53.062113852974704,OK,78,2206,12564,78,2206,0,0,0.0,NOT_PERCOLATING,0,0,0,harvest_v1/solid_zrange/rSEmax/no_fallback/same_component,0.0400027,mesh_stl,0.00012500675000000003,2100000,dem_geometric_c_cpl22 — LIGGGHTS 기하 교차 원판 pi(r d - d^2/4); Hertz 탄성 pi R* d 가 **아니다** (동일 반경 비 = 2 - d/(2r)),1653ddbae799c949ae7db67b6ebb38048b2e1edc6ece0dc29923739a97162487
lhs00_019,bimodal,11.0000,5.0000,0.4000,4:6,2.0000,90.0000,50.0000,2.0000,300.0000,1.3500,32.2836,0.6450,0.1720,BELOW_phic,11.0000,0.1564,5.5000,2.5000,1.0000,2.2000,5.5000,29.8789,477.2257,3314.0671,3821.1717,50.1012,50.1012,4.5455,2.9349,thin+n_am_p_low+se_BELOW_phic,0.09967940511013165,OK,0.3746622587246576,OK,12.681977761826802,OK,13.264499137178593,OK,13.230098268555455,OK,52.56583361652108,OK,30,478,3315,30,478,0,0,0.0,NOT_PERCOLATING,0,0,0,harvest_v1/solid_zrange/rSEmax/no_fallback/same_component,0.04572199999999999,mesh_stl,0.00013930500000000002,2530000,dem_geometric_c_cpl22 — LIGGGHTS 기하 교차 원판 pi(r d - d^2/4); Hertz 탄성 pi R* d 가 **아니다** (동일 반경 비 = 2 - d/(2r)),a41193b409a93b1a5547adbe3f14106e2048fb36ab2a48800efa7b306334b7c5
lhs00_020,bimodal,7.0000,4.0000,0.8000,8:2,1.0000,95.0000,50.0000,2.0000,300.0000,1.3500,28.7064,0.7254,0.0916,BELOW_phic,7.0000,0.1643,3.5000,2.0000,0.5000,1.7500,7.0000,231.8881,310.6938,12558.5701,13101.1519,17.9842,50.0000,7.1429,4.1009,se_BELOW_phic,0.0525418933566775,OK,0.4171509164763847,OK,2.3123452429477354,OK,2.533871941801602,OK,2.438639984545235,OK,53.03071901669378,OK,233,309,12557,233,309,0,0,0.0,NOT_PERCOLATING,0,0,0,harvest_v1/solid_zrange/rSEmax/no_fallback/same_component,0.040054,mesh_stl,0.00012513500000000001,2020000,dem_geometric_c_cpl22 — LIGGGHTS 기하 교차 원판 pi(r d - d^2/4); Hertz 탄성 pi R* d 가 **아니다** (동일 반경 비 = 2 - d/(2r)),51cc0429ec7093d2008d605ce0258d8a87bd22983852570008f07fc008bac637
lhs00_021,bimodal,13.0000,2.0000,0.7000,7:3,1.5000,90.0000,50.0000,2.0000,300.0000,1.3500,32.2836,0.6450,0.1720,BELOW_phic,13.0000,0.2038,6.5000,1.0000,0.7500,6.5000,8.6667,31.6775,3728.3255,7855.5665,11615.5694,48.6581,50.0000,3.8462,2.4834,thin+se_BELOW_phic,0.10391008648763873,OK,0.3921201872376492,OK,15.77132735511063,OK,17.036797211865565,OK,17.02601004206904,OK,50.3969726274712,OK,32,3722,7858,32,3722,0,0,0.0,NOT_PERCOLATING,0,0,0,harvest_v1/solid_zrange/rSEmax/no_fallback/same_component,0.04345480000000001,mesh_stl,0.00013363700000000006,2420000,dem_geometric_c_cpl22 — LIGGGHTS 기하 교차 원판 pi(r d - d^2/4); Hertz 탄성 pi R* d 가 **아니다** (동일 반경 비 = 2 - d/(2r)),c6aa994a864fdd029c0a9984fbc770c8ef99531596d22680519f31f9dbb7d4f9
lhs00_022,bimodal,5.0000,4.0000,0.8000,8:2,1.0000,90.0000,50.0000,2.0000,300.0000,1.3500,32.2836,0.6450,0.1720,BELOW_phic,5.0000,0.2100,2.5000,2.0000,0.5000,1.2500,5.0000,636.3009,310.6938,26512.5368,27459.5315,10.8567,50.0000,10.0000,6.4567,se_BELOW_phic,0.10596719171200947,OK,0.39761766725370734,OK,8.375905366749308,OK,8.877801897878863,OK,8.540557076856155,OK,49.64151410342832,OK,637,311,26525,637,311,0,0,0.0,NOT_PERCOLATING,0,0,0,harvest_v1/solid_zrange/rSEmax/no_fallback/same_component,0.0424255,mesh_stl,0.00013106375000000001,2140000,dem_geometric_c_cpl22 — LIGGGHTS 기하 교차 원판 pi(r d - d^2/4); Hertz 탄성 pi R* d 가 **아니다** (동일 반경 비 = 2 - d/(2r)),61b45296cb56eb494a24aa5cb569eb18bb8921d554358e43af8ae848b508ee59
lhs00_023,bimodal,10.0000,1.0000,0.7000,7:3,1.0000,95.0000,50.0000,2.0000,300.0000,1.3500,28.7064,0.7254,0.0916,BELOW_phic,10.0000,0.3700,5.0000,0.5000,0.5000,10.0000,10.0000,69.5954,29826.6039,12558.5701,42454.7694,32.8277,50.0000,5.0000,2.8706,thin+se_BELOW_phic,0.05479886102519815,OK,0.4352667553491254,OK,7.112553312089346,OK,7.353892893188358,OK,7.353326482316067,OK,50.993438362567645,OK,70,29756,12559,70,29756,0,0,0.0,NOT_PERCOLATING,0,0,0,harvest_v1/solid_zrange/rSEmax/no_fallback/same_component,0.0380001,mesh_stl,0.00012000025000000003,2020000,dem_geometric_c_cpl22 — LIGGGHTS 기하 교차 원판 pi(r d - d^2/4); Hertz 탄성 pi R* d 가 **아니다** (동일 반경 비 = 2 - d/(2r)),915728f855b304dc9a77041c555aa37233fa3c9f585f9f78f44102aa7272b4b8
lhs00_024,bimodal,14.0000,2.0000,0.9000,9:1,1.5000,75.0000,50.0000,2.0000,300.0000,1.3500,45.8766,0.4539,0.3631,OK,14.0000,0.1143,7.0000,1.0000,0.7500,7.0000,9.3333,32.6093,1242.7752,23566.6994,24842.0838,47.9579,50.0000,3.5714,3.2769,,0.22734860266789936,OK,0.2872153889748515,OK,40.73287389231353,OK,40.6766253949456,OK,40.67808009746374,OK,48.54360083572491,OK,33,1243,23570,33,1243,0,0,0.0,NOT_PERCOLATING,0,0,0,harvest_v1/solid_zrange/rSEmax/no_fallback/same_component,0.0632824,mesh_stl,0.00018320600000000002,3590000,dem_geometric_c_cpl22 — LIGGGHTS 기하 교차 원판 pi(r d - d^2/4); Hertz 탄성 pi R* d 가 **아니다** (동일 반경 비 = 2 - d/(2r)),363e8f9be5366b435e0a7522e6cf3f8ad0b67ced1e3015ef954abf4b7e99df6d
lhs00_025,bimodal,6.0000,4.0000,0.6000,6:4,1.5000,70.0000,50.0000,2.0000,300.0000,1.3500,51.7022,0.4027,0.4143,OK,6.0000,0.2000,3.0000,2.0000,0.7500,1.5000,4.0000,276.1723,621.3876,30300.0421,31197.6019,16.4794,50.0000,8.3333,8.6170,,0.2870345594586511,OK,0.2791180141816619,OK,46.888183487749345,OK,46.91383551879919,OK,46.90596014552915,OK,43.3847426359687,OK,276,623,30314,276,623,0,0,0.0,NOT_PERCOLATING,0,0,0,harvest_v1/solid_zrange/rSEmax/no_fallback/same_component,0.064652,mesh_stl,0.00018663000000000002,3380000,dem_geometric_c_cpl22 — LIGGGHTS 기하 교차 원판 pi(r d - d^2/4); Hertz 탄성 pi R* d 가 **아니다** (동일 반경 비 = 2 - d/(2r)),4cda612486797b617e58d93b1dab6e1457e24f849c030e837adbd06e4168995c
lhs00_026,bimodal,11.0000,3.0000,0.3000,3:7,1.0000,95.0000,50.0000,2.0000,300.0000,1.3500,28.7064,0.7254,0.0916,BELOW_phic,11.0000,0.2606,5.5000,1.5000,0.5000,3.6667,11.0000,22.4092,2577.6077,12558.5701,15158.5870,57.8519,57.8519,4.5455,2.6097,thin+n_am_p_low+se_BELOW_phic,0.05061071812972176,OK,0.4038142350869219,OK,3.524115684715356,OK,4.341109093929887,OK,4.333887399690097,OK,54.55750467833563,OK,23,2579,12564,23,2579,0,0,0.0,NOT_PERCOLATING,0,0,0,harvest_v1/solid_zrange/rSEmax/no_fallback/same_component,0.0419929,mesh_stl,0.00012998225000000003,2280000,dem_geometric_c_cpl22 — LIGGGHTS 기하 교차 원판 pi(r d - d^2/4); Hertz 탄성 pi R* d 가 **아니다** (동일 반경 비 = 2 - d/(2r)),0e21819861742939c5a57466c9df06ec945f28e768a574eb763fabd2bd5b36a9
