time_s,V_V,delta_Eeq_V,delta_etaMid_V,delta_phiL_V,Li_total_mol_m2,identity_residual_V,Eeq_surface_residual_N_V,reaction_input_surface_residual_N_x,eta_minus_etaMid_N_V,boundary_N_phis_V,boundary_N_phil_V,boundary_N_Eeq_V,boundary_N_etamid_V,boundary_N_x_surface,boundary_N_x_particle_average,Eeq_surface_residual_P_V,reaction_input_surface_residual_P_x,eta_minus_etaMid_P_V,boundary_P_phis_V,boundary_P_phil_V,boundary_P_Eeq_V,boundary_P_etamid_V,boundary_P_x_surface,boundary_P_x_particle_average
0.0,2.230611571484734,2.1653333443089442,0.06271451955780671,0.0025637076179829,1.236902963915189416,1.9E-16,0E-16,0E-12,0E-17,0.0,-1.3585419467850521,1.4130534302758841,-0.05451148349083201,0.011720681771450633,0.011720681490508419,0E-16,0E-11,0E-16,2.230611571484734,-1.3559782391670692,3.5783867745848283,0.0082030360669747,0.9240638863919672,0.9240638866942691
0.00001002,2.230620310986211,2.1653422323207689,0.062714367526830238,0.0025637111386117,1.236902963915189382,1.62E-16,0E-16,0E-12,0E-17,0.0,-1.3585332674295372,1.4130446224213935,-0.05451135499185633,0.011720822253589119,0.01172068174471569,0E-16,0E-10,0E-18,2.230620310986211,-1.3559695562909255,3.5783868547421624,0.008203012534973908,0.924063737007227,0.9240638864207305
0.00002002,2.2306290347817654,2.1653511040608609,0.062714216061165785,0.0025637146597391,1.236902963915190302,-3.85E-16,0E-16,0E-13,0E-17,0.0,-1.3585246030197418,1.4130358297664711,-0.05451122674672937,0.011720962493299904,0.011720681998923654,0E-15,0E-10,0E-18,2.2306290347817654,-1.3559608883600027,3.578386933827332,0.008202989314436415,0.924063589620619,0.9240638861471924
0.00004002,2.2306464457738207,2.1653688097622756,0.062713914308649699,0.0025637217028952,1.236902963915191201,2.01E-16,0E-16,0E-11,0E-18,0.0,-1.3585073090722262,1.4130182798000324,-0.054510970727806196,0.01172124240900676,0.011720682507341202,0E-15,0E-10,0E-18,2.2306464457738207,-1.355943587369331,3.578387089562308,0.008202943580843503,0.9240632993860549,0.9240638856001174
0.00007001,2.2306724401412326,2.1653952424589409,0.062713465416399215,0.0025637322658924,1.236902963915190539,8.5E-17,0E-16,0E-13,0E-17,0.0,-1.358481485014856,1.4129920732988621,-0.05451058828400601,0.011721660393355893,0.011720683269718323,0E-15,0E-9,0E-18,2.2306724401412326,-1.3559177527489636,3.578387315757803,0.008202877132393205,0.9240628778381627,0.9240638847797821
0.00010,2.2306982981924954,2.1654215346198842,0.062713020743056183,0.0025637428295548,1.236902963915189842,2.17E-16,0E-16,0E-13,0E-17,0.0,-1.3584557912532986,1.4129659988472616,-0.05451020759396297,0.01172207627156148,0.011720684032101513,0E-16,0E-10,0E-18,2.2306982981924954,-1.3558920484237438,3.5783875334671458,0.008202813149093213,0.9240624721054376,0.9240638839594516
0.00015000000000000001,2.2307411052875605,2.1654650564297486,0.062712288420741613,0.0025637604370703,1.236902963915190079,-1.3E-17,0E-16,0E-12,0E-17,0.0,-1.3584132455484947,1.4129228223716859,-0.05450957682319113,0.011722764920951341,0.01172068530317742,0E-16,0E-10,0E-18,2.2307411052875605,-1.3558494851114244,3.5783878788014345,0.008202711597550483,0.9240618285252392,0.9240638825917871
0.00020,2.2307835363007493,2.1655081913233209,0.062711566944048561,0.0025637780333796,1.236902963915189705,2.39E-16,0E-16,0E-13,0E-17,0.0,-1.358371061311058,1.4128800122305314,-0.05450895091947339,0.011723447727437816,0.011720686574270212,0E-16,0E-9,0E-18,2.2307835363007493,-1.3558072832776784,3.5783882035538523,0.008202616024575171,0.924061223302323,0.9240638812241339
0.0002999999999999999,2.2308672981928344,2.1655933314525417,0.062710153582447026,0.0025638131578454,1.236902963915191448,2.74E-16,0E-16,0E-11,0E-18,0.0,-1.358287755603105,1.4127954690374627,-0.054507713434357674,0.011724796161221442,0.011720689116505726,0E-16,0E-10,0E-18,2.2308672981928344,-1.3557239424452596,3.5783888004900044,0.008202440148089352,0.9240601108258051,0.9240638784888585
0.00050,2.231030597836243,2.1657592842315289,0.062707430623882846,0.0025638829808312,1.236902963915190026,5.4E-17,0E-16,0E-13,0E-17,0.0,-1.3581252497577927,1.4126305436235291,-0.05450529386573644,0.011727426662765736,0.011720694201171408,0E-15,0E-11,0E-18,2.231030597836243,-1.3555613667769615,3.578389827855058,0.008202136758146406,0.9240581961830188,0.9240638730184152
