case,time_s,V_V,delta_Eeq_V,delta_etaMid_V,delta_phiL_V,identity_residual_V
Caps300R160H0500,0.002,2.2321016702480225,2.1668472783900972,0.062690013543734269,0.0025643783141908,2.31E-16
Caps300R160H0500,0.005,2.233679610409095,2.168450285814145,0.062664094613755325,0.0025652299811947,-2.5E-17
Caps300R160H0500,0.01,2.2354510623337727,2.1702509056132973,0.062633729545334082,0.0025664271751413,1.8E-17
Caps300R160H0500,0.04,2.2409903610181456,2.1758870795626911,0.062530930112150606,0.0025723513433038,9.4E-17
Caps300R160H0250,0.002,2.2321010796534675,2.1668466738323348,0.062690027572666284,0.0025643782484662,2.16E-16
Caps300R160H0250,0.005,2.233677434948022,2.1684480794530452,0.062664126091583675,0.0025652294033931,2.5E-17
Caps300R160H0250,0.01,2.235449425268641,2.1702492453195475,0.062633753204205387,0.0025664267448886,-4.87E-16
Caps300R160H0250,0.04,2.240990191981989,2.1758869079192073,0.062530932759843338,0.0025723513029386,-2.38E-16
