time_s_exact,V_first_V,V_second_V,difference_V_second_minus_first_V,difference_delta_Eeq_V,difference_delta_etaMid_V,difference_delta_phiL_V,difference_decomposition_residual_V,prior_radial_same_time_available,prior_radial_R160H0500_minus_R80H0500_V_V,prior_radial_R160H0500_minus_R80H0500_delta_Eeq_V,prior_radial_R160H0500_minus_R80H0500_delta_etaMid_V,prior_radial_R160H0500_minus_R80H0500_delta_phiL_V,time_cap_abs_difference_divided_by_prior_radial_same_time_abs_difference
0,2.230611571484734,2.230611571484734,0E-15,0E-16,0E-17,0E-16,0E-17,True,8.7643867E-9,8.9151401E-9,-1.52620587E-10,1.8671E-12,0E+1
0.0001,2.2306982981924954,2.2306982981924954,0E-16,0E-16,0E-18,0E-16,0E-18,True,0.0000431138559924,0.0000438449161952,-7.40399431543E-7,9.3392283E-9,0
0.0002,2.2307835363007493,2.2307835363007493,0E-16,0E-16,0E-18,0E-16,0E-18,True,0.0000849135133660,0.0000863363384203,-0.000001441494277274,1.86692227E-8,0
0.0005,2.231030597836243,2.231030597836243,0E-15,0E-16,0E-18,0E-16,0E-18,True,0.0002028110871135,0.0002061188865064,-0.000003353841362183,4.60419691E-8,0E+1
0.001,2.231415863439055,2.231415863439055,0E-15,0E-16,0E-18,0E-16,0E-18,True,0.0003765515890714,0.0003825256371419,-0.000006062148505179,8.81004347E-8,0E+1
0.002,2.2321016702480225,2.2321010796534675,-5.905945550E-7,-6.045577624E-7,1.4028932015E-8,-6.57246E-11,-1.5E-17,True,0.0006526895874885,0.0006628233210692,-0.000010289544424946,1.558108442E-7,0.0009048628418794959291144110725
0.005,2.233679610409095,2.233677434948022,-0.000002175461073,-0.0000022063610998,3.1477828350E-8,-5.778016E-10,5.0E-17,True,0.001098322606753,0.0011155624450112,-0.000017496173673415,2.563354151E-7,0.001980712278545711417556927989
0.01,2.2354510623337727,2.235449425268641,-0.0000016370651317,-0.0000016602937498,2.3658871305E-8,-4.302527E-10,-5.05E-16,True,0.0012482181141973,0.0012688514702157,-0.000020902710440976,2.693544225E-7,0.001311521690864707937087662809
0.02,2.2377971224898054,2.237796562144459,-5.603453464E-7,-5.687795017E-7,8.571692466E-9,-1.375376E-10,4.34E-16,True,0.0010507992892874,0.0010699160381109,-0.000019307869371544,1.911205478E-7,0.0005332563050932385413102456365
0.03,2.239538023073621,2.239537750573723,-2.72499898E-7,-2.766783157E-7,4.243887907E-9,-6.54706E-11,3.93E-16,True,0.0008377236638634,0.0008541336420406,-0.000016538708697221,1.287305203E-7,0.0003252861411880016879722297430
0.04,2.2409903610181456,2.240990191981989,-1.690361566E-7,-1.716434838E-7,2.647692732E-9,-4.03652E-11,-3.32E-16,True,0.0006902861312578,0.0007045674354991,-0.000014372038115830,9.07338746E-8,0.0002448783902002955800460139905
0.05,2.242263720477545,2.2422636021781,-1.18299445E-7,-1.201318524E-7,1.860558597E-9,-2.81511E-11,-9.7E-17,True,0.0005912570273926,0.0006039864904676,-0.000012797099825823,6.76367512E-8,0.0002000812498105804353076485653
0.06,2.24341181365848,2.243411724841688,-8.8816792E-8,-9.01978873E-8,1.402163499E-9,-2.10684E-11,2.01E-16,True,0.0005226377038443,0.0005342251109083,-0.000011640344471433,5.29374079E-8,0.0001699395036881219360404977316
0.07,2.2444658382718523,2.2444657684072897,-6.98645626E-8,-7.09550480E-8,1.107015369E-9,-1.65301E-11,1.31E-16,True,0.0004728866738830,0.0004836074240387,-0.000010763776393973,4.30262384E-8,0.0001477406035283744337714617197
0.08,2.2454458434803146,2.245445786656505,-5.68238096E-8,-5.77140241E-8,9.03623842E-10,-1.34097E-11,3.58E-16,True,0.0004351573946120,0.0004451974451359,-0.000010076009765659,3.59592416E-8,0.0001305821992308458719897617696
0.09,2.246365624934057,2.2463655775382945,-4.73957625E-8,-4.81409608E-8,7.56364528E-10,-1.11660E-11,-2.28E-16,True,0.0004054016369893,0.0004148897870132,-0.000009518822543743,3.06725197E-8,0.0001169106342341951218768904177
0.1,2.2472351582109487,2.2472351178933856,-4.03175631E-8,-4.09537341E-8,6.45649089E-10,-9.4781E-12,1.1E-17,True,0.0003811688117122,0.0003901972273573,-0.000009054977863076,2.65622181E-8,0.0001057735099545385055399448103
0.11,2.248062038950365,2.2480619968200686,-4.21302964E-8,-4.27966805E-8,6.76281033E-10,-9.8972E-12,2.67E-16,True,0.0003609054265653,0.0003695420349970,-0.000008659873926398,2.32654947E-8,0.0001167350039619789541770239198
0.12,2.248852143164359,2.2488521063085916,-3.68557674E-8,-3.74405384E-8,5.93417094E-10,-8.6459E-12,-1.94E-16,True,0.0003436036194674,0.0003519001019021,-0.000008317039404734,2.05569696E-8,0.0001072624539203864701949235402
0.13,2.249610391744312,2.2496103607232536,-3.10210584E-8,-3.15149587E-8,5.01171101E-10,-7.2714E-12,5.99E-16,True,0.0003292039846905,0.0003372106266077,-0.000008025076858150,1.84349414E-8,0.00009423050704919122389033256628
0.14,2.2503393338649333,2.250339308044708,-2.58202253E-8,-2.62328562E-8,4.18666652E-10,-6.0358E-12,4.8E-17,True,0.0003160712588106,0.0003238120429177,-0.000007757309643527,1.65255363E-8,0.00008169115216980960682971158581
0.15,2.251042958864943,2.2510429372276377,-2.16373053E-8,-2.19844290E-8,3.52175845E-10,-5.0522E-12,5.5E-17,True,0.0003043113169183,0.0003118114257470,-0.000007514974286858,1.48654581E-8,0.00007110253249572403153478729605
0.16,2.251723500364983,2.2517234820554584,-1.83095246E-8,-1.86044116E-8,2.99153146E-10,-4.2663E-12,1.54E-16,True,0.000293763099549,0.0003010448241837,-0.000007295148755751,1.34241206E-8,0.00006232751706429333771326723918
0.17,2.2523830377929284,2.2523830221416357,-1.56512927E-8,-1.59043443E-8,2.56693780E-10,-3.6424E-12,2.20E-16,True,0.0002842512471284,0.0002913337952386,-0.000007094715233971,1.21671235E-8,0.00005506147416454467380849331466
