objective,n,degenerate_frac,degenerate_frac_corrected,mean_abs_err,mean_abs_err_lam_pe,mean_abs_err_lam_ne,mean_abs_err_lli,pe_ne_antisym_frac,alpha_wall_frac
pocv_dvdq,1476,0.6192411924119241,0.1443089430894309,0.024226555836602208,0.018819246759197657,0.012932646143962773,0.01592644047570716,0.6822493224932249,0.11043360433604336
pocv_dvdq_dqdv,1476,0.8719512195121951,0.9451219512195121,0.0652874921719997,0.056760152550072746,0.030062983394835527,0.04492942227192799,0.3584010840108401,0.07317073170731707
