time_s_exact,electrode,sample_index,coordinate_m,x_old2,x_control16,x_A16,x_control_minus_old,x_A_minus_control,x_A_minus_old,signed_identity_residual_x,x_old2_raw,x_control16_raw,x_A16_raw
0.002,N,33,0.000007149999999999999,0.011754690109966597,0.011754690109966595,0.011754690109966595,-2E-18,0E-18,-2E-18,0E-18,0.011754690109966597,0.011754690109966595,0.011754690109966595
0.002,N,34,0.000007366666666666666,0.011754691514653137,0.011754691514653135,0.011754691514653135,-2E-18,0E-18,-2E-18,0E-18,0.011754691514653137,0.011754691514653135,0.011754691514653135
0.002,N,35,0.0000075833333333333324,0.011754693007536772,0.011754693007536773,0.011754693007536773,1E-18,0E-18,1E-18,0E-18,0.011754693007536772,0.011754693007536773,0.011754693007536773
0.002,N,36,0.0000078,0.011754694503649734,0.011754694503649741,0.011754694503649741,7E-18,0E-18,7E-18,0E-18,0.011754694503649734,0.011754694503649741,0.011754694503649741
0.002,N,37,0.000008016666666666666,0.011754696087791497,0.0117546960877915,0.0117546960877915,3E-18,0E-16,3E-18,0E-18,0.011754696087791497,0.0117546960877915,0.0117546960877915
0.002,N,38,0.000008233333333333333,0.011754697675353386,0.011754697675353386,0.011754697675353386,0E-18,0E-18,0E-18,0E-18,0.011754697675353386,0.011754697675353386,0.011754697675353386
0.002,N,39,0.000008449999999999999,0.011754699350776963,0.011754699350776963,0.011754699350776963,0E-18,0E-18,0E-18,0E-18,0.011754699350776963,0.011754699350776963,0.011754699350776963
0.002,N,40,0.000008666666666666666,0.011754701029811621,0.011754701029811621,0.011754701029811621,0E-18,0E-18,0E-18,0E-18,0.011754701029811621,0.011754701029811621,0.011754701029811621
0.002,N,41,0.000008883333333333332,0.011754702796542112,0.011754702796542109,0.011754702796542112,-3E-18,3E-18,0E-18,0E-18,0.011754702796542112,0.011754702796542109,0.011754702796542112
0.002,N,42,0.0000091,0.01175470456707479,0.011754704567074784,0.01175470456707479,-6E-18,6E-18,0E-17,0E-18,0.01175470456707479,0.011754704567074784,0.01175470456707479
0.002,N,43,0.000009316666666666665,0.011754706425138654,0.011754706425138647,0.011754706425138654,-7E-18,7E-18,0E-18,0E-18,0.011754706425138654,0.011754706425138647,0.011754706425138654
0.002,N,44,0.000009533333333333332,0.011754708287195974,0.011754708287195966,0.011754708287195974,-8E-18,8E-18,0E-18,0E-18,0.011754708287195974,0.011754708287195966,0.011754708287195974
0.002,N,45,0.00000975,0.011754710236621039,0.011754710236621033,0.011754710236621039,-6E-18,6E-18,0E-18,0E-18,0.011754710236621039,0.011754710236621033,0.011754710236621039
0.002,N,46,0.000009966666666666667,0.011754712190231,0.011754712190231,0.011754712190231,0E-15,0E-15,0E-15,0E-15,0.011754712190231,0.011754712190231,0.011754712190231
0.002,N,47,0.000010183333333333331,0.011754714231046461,0.011754714231046461,0.011754714231046461,0E-18,0E-18,0E-18,0E-18,0.011754714231046461,0.011754714231046461,0.011754714231046461
0.002,N,48,0.0000104,0.011754716276238447,0.011754716276238447,0.011754716276238447,0E-18,0E-18,0E-18,0E-18,0.011754716276238447,0.011754716276238447,0.011754716276238447
0.002,N,49,0.000010616666666666666,0.011754718408474887,0.011754718408474887,0.011754718408474885,0E-18,-2E-18,-2E-18,0E-18,0.011754718408474887,0.011754718408474887,0.011754718408474885
0.002,N,50,0.000010833333333333334,0.011754720545279674,0.011754720545279674,0.011754720545279672,0E-18,-2E-18,-2E-18,0E-18,0.011754720545279674,0.011754720545279674,0.011754720545279672
0.002,N,51,0.000011049999999999998,0.01175472276896904,0.01175472276896904,0.01175472276896904,0E-17,0E-17,0E-17,0E-17,0.01175472276896904,0.01175472276896904,0.01175472276896904
0.002,N,52,0.000011266666666666667,0.01175472499741877,0.01175472499741877,0.01175472499741877,0E-17,0E-17,0E-17,0E-17,0.01175472499741877,0.01175472499741877,0.01175472499741877
0.002,N,53,0.000011483333333333332,0.011754727312594394,0.011754727312594394,0.011754727312594394,0E-18,0E-18,0E-18,0E-18,0.011754727312594394,0.011754727312594394,0.011754727312594394
0.002,N,54,0.000011699999999999998,0.011754729632722604,0.011754729632722602,0.011754729632722604,-2E-18,2E-18,0E-18,0E-18,0.011754729632722604,0.011754729632722602,0.011754729632722604
0.002,N,55,0.000011916666666666666,0.011754732039419187,0.011754732039419185,0.011754732039419185,-2E-18,0E-18,-2E-18,0E-18,0.011754732039419187,0.011754732039419185,0.011754732039419185
0.002,N,56,0.000012133333333333331,0.011754734451260802,0.0117547344512608,0.0117547344512608,-2E-18,0E-16,-2E-18,0E-18,0.011754734451260802,0.0117547344512608,0.0117547344512608
0.002,N,57,0.000012349999999999999,0.011754736949514432,0.01175473694951443,0.01175473694951443,-2E-18,0E-17,-2E-18,0E-18,0.011754736949514432,0.01175473694951443,0.01175473694951443
0.002,N,58,0.000012566666666666666,0.011754739453105763,0.011754739453105763,0.011754739453105763,0E-18,0E-18,0E-18,0E-18,0.011754739453105763,0.011754739453105763,0.011754739453105763
0.002,N,59,0.000012783333333333333,0.011754742042953905,0.011754742042953905,0.011754742042953905,0E-18,0E-18,0E-18,0E-18,0.011754742042953905,0.011754742042953905,0.011754742042953905
0.002,N,60,0.000013,0.011754744638332648,0.011754744638332648,0.011754744638332648,0E-18,0E-18,0E-18,0E-18,0.011754744638332648,0.011754744638332648,0.011754744638332648
0.002,N,61,0.000013216666666666667,0.011754747319814142,0.011754747319814142,0.011754747319814142,0E-18,0E-18,0E-18,0E-18,0.011754747319814142,0.011754747319814142,0.011754747319814142
0.002,N,62,0.000013433333333333332,0.011754750007019385,0.011754750007019386,0.011754750007019385,1E-18,-1E-18,0E-18,0E-18,0.011754750007019385,0.011754750007019386,0.011754750007019385
0.002,N,63,0.00001365,0.011754752780174472,0.011754752780174476,0.011754752780174472,4E-18,-4E-18,0E-18,0E-18,0.011754752780174472,0.011754752780174476,0.011754752780174472
0.002,N,64,0.000013866666666666665,0.011754755559246712,0.011754755559246714,0.011754755559246712,2E-18,-2E-18,0E-18,0E-18,0.011754755559246712,0.011754755559246714,0.011754755559246712
0.002,N,65,0.000014083333333333331,0.01175475842411701,0.01175475842411701,0.011754758424117008,0E-17,-2E-18,-2E-18,0E-18,0.01175475842411701,0.01175475842411701,0.011754758424117008
0.002,N,66,0.000014299999999999999,0.011754761295098117,0.011754761295098115,0.011754761295098115,-2E-18,0E-18,-2E-18,0E-18,0.011754761295098117,0.011754761295098115,0.011754761295098115
0.002,N,67,0.000014516666666666666,0.011754764251726614,0.011754764251726614,0.011754764251726614,0E-18,0E-18,0E-18,0E-18,0.011754764251726614,0.011754764251726614,0.011754764251726614
0.002,N,68,0.00001473333333333333,0.011754767214659852,0.011754767214659852,0.011754767214659852,0E-18,0E-18,0E-18,0E-18,0.011754767214659852,0.011754767214659852,0.011754767214659852
0.002,N,69,0.000014950000000000001,0.011754770263090953,0.011754770263090953,0.011754770263090953,0E-18,0E-18,0E-18,0E-18,0.011754770263090953,0.011754770263090953,0.011754770263090953
0.002,N,70,0.000015166666666666665,0.011754773318021002,0.011754773318021003,0.011754773318021002,1E-18,-1E-18,0E-18,0E-18,0.011754773318021002,0.011754773318021003,0.011754773318021002
0.002,N,71,0.000015383333333333332,0.011754776458300475,0.011754776458300477,0.011754776458300475,2E-18,-2E-18,0E-18,0E-18,0.011754776458300475,0.011754776458300477,0.011754776458300475
0.002,N,72,0.0000156,0.011754779605273396,0.011754779605273396,0.011754779605273396,0E-18,0E-18,0E-18,0E-18,0.011754779605273396,0.011754779605273396,0.011754779605273396
0.002,N,73,0.000015816666666666667,0.011754782837448434,0.011754782837448432,0.011754782837448432,-2E-18,0E-18,-2E-18,0E-18,0.011754782837448434,0.011754782837448432,0.011754782837448432
0.002,N,74,0.00001603333333333333,0.011754786076511708,0.011754786076511706,0.011754786076511706,-2E-18,0E-18,-2E-18,0E-18,0.011754786076511708,0.011754786076511706,0.011754786076511706
0.002,N,75,0.00001625,0.01175478940063086,0.011754789400630858,0.011754789400630858,-2E-18,0E-18,-2E-18,0E-18,0.01175478940063086,0.011754789400630858,0.011754789400630858
0.002,N,76,0.000016466666666666666,0.011754792731833344,0.011754792731833344,0.011754792731833344,0E-18,0E-18,0E-18,0E-18,0.011754792731833344,0.011754792731833344,0.011754792731833344
0.002,N,77,0.00001668333333333333,0.01175479614794658,0.01175479614794658,0.01175479614794658,0E-17,0E-17,0E-17,0E-17,0.01175479614794658,0.01175479614794658,0.01175479614794658
0.002,N,78,0.000016899999999999997,0.011754799571338563,0.011754799571338563,0.011754799571338563,0E-18,0E-18,0E-18,0E-18,0.011754799571338563,0.011754799571338563,0.011754799571338563
0.002,N,79,0.000017116666666666665,0.011754803079497242,0.011754803079497242,0.011754803079497242,0E-18,0E-18,0E-18,0E-18,0.011754803079497242,0.011754803079497242,0.011754803079497242
0.002,N,80,0.000017333333333333332,0.011754806595130394,0.011754806595130394,0.011754806595130394,0E-18,0E-18,0E-18,0E-18,0.011754806595130394,0.011754806595130394,0.011754806595130394
0.002,N,81,0.00001755,0.01175481019538728,0.011754810195387282,0.011754810195387282,2E-18,0E-18,2E-18,0E-18,0.01175481019538728,0.011754810195387282,0.011754810195387282
0.002,N,82,0.000017766666666666664,0.01175481380331471,0.011754813803314713,0.011754813803314713,3E-18,0E-18,3E-18,0E-18,0.01175481380331471,0.011754813803314713,0.011754813803314713
0.002,N,83,0.00001798333333333333,0.011754817495723956,0.01175481749572396,0.01175481749572396,4E-18,0E-17,4E-18,0E-18,0.011754817495723956,0.01175481749572396,0.01175481749572396
0.002,N,84,0.0000182,0.011754821196000154,0.011754821196000156,0.011754821196000156,2E-18,0E-18,2E-18,0E-18,0.011754821196000154,0.011754821196000156,0.011754821196000156
0.002,N,85,0.00001841666666666667,0.011754824980617331,0.011754824980617331,0.011754824980617331,0E-18,0E-18,0E-18,0E-18,0.011754824980617331,0.011754824980617331,0.011754824980617331
0.002,N,86,0.00001863333333333333,0.01175482877329821,0.01175482877329821,0.01175482877329821,0E-17,0E-17,0E-17,0E-17,0.01175482877329821,0.01175482877329821,0.01175482877329821
0.002,N,87,0.000018849999999999997,0.011754832650180286,0.011754832650180286,0.011754832650180286,0E-18,0E-18,0E-18,0E-18,0.011754832650180286,0.011754832650180286,0.011754832650180286
0.002,N,88,0.000019066666666666665,0.011754836535323184,0.011754836535323184,0.011754836535323184,0E-18,0E-18,0E-18,0E-18,0.011754836535323184,0.011754836535323184,0.011754836535323184
0.002,N,89,0.00001928333333333333,0.01175484050452854,0.01175484050452854,0.01175484050452854,0E-17,0E-17,0E-17,0E-17,0.01175484050452854,0.01175484050452854,0.01175484050452854
0.002,N,90,0.0000195,0.0117548444821922,0.0117548444821922,0.0117548444821922,0E-16,0E-16,0E-16,0E-16,0.0117548444821922,0.0117548444821922,0.0117548444821922
0.002,N,91,0.000019716666666666667,0.011754848543780618,0.011754848543780618,0.011754848543780618,0E-18,0E-18,0E-18,0E-18,0.011754848543780618,0.011754848543780618,0.011754848543780618
0.002,N,92,0.000019933333333333334,0.011754852614025204,0.011754852614025204,0.011754852614025204,0E-18,0E-18,0E-18,0E-18,0.011754852614025204,0.011754852614025204,0.011754852614025204
0.002,N,93,0.000020150000000000002,0.011754856768057896,0.011754856768057896,0.011754856768057896,0E-18,0E-18,0E-18,0E-18,0.011754856768057896,0.011754856768057896,0.011754856768057896
0.002,N,94,0.000020366666666666666,0.011754860930944999,0.011754860930944999,0.011754860930944999,0E-18,0E-18,0E-18,0E-18,0.011754860930944999,0.011754860930944999,0.011754860930944999
0.002,N,95,0.000020583333333333333,0.01175486517748458,0.01175486517748458,0.01175486517748458,0E-17,0E-17,0E-17,0E-17,0.01175486517748458,0.01175486517748458,0.01175486517748458
0.002,N,96,0.0000208,0.011754869433077216,0.011754869433077214,0.011754869433077214,-2E-18,0E-18,-2E-18,0E-18,0.011754869433077216,0.011754869433077214,0.011754869433077214
0.002,N,97,0.000021016666666666665,0.011754873772187716,0.011754873772187714,0.011754873772187714,-2E-18,0E-18,-2E-18,0E-18,0.011754873772187716,0.011754873772187714,0.011754873772187714
0.002,N,98,0.000021233333333333332,0.01175487812055031,0.01175487812055031,0.01175487812055031,0E-17,0E-17,0E-17,0E-17,0.01175487812055031,0.01175487812055031,0.01175487812055031
0.002,N,99,0.00002145,0.01175488255229719,0.01175488255229719,0.01175488255229719,0E-17,0E-17,0E-17,0E-17,0.01175488255229719,0.01175488255229719,0.01175488255229719
0.002,N,100,0.000021666666666666667,0.011754886993495623,0.011754886993495623,0.011754886993495623,0E-18,0E-18,0E-18,0E-18,0.011754886993495623,0.011754886993495623,0.011754886993495623
0.002,N,101,0.00002188333333333333,0.011754891517945754,0.011754891517945756,0.011754891517945756,2E-18,0E-18,2E-18,0E-18,0.011754891517945754,0.011754891517945756,0.011754891517945756
0.002,N,102,0.0000221,0.01175489605204732,0.011754896052047324,0.011754896052047324,4E-18,0E-18,4E-18,0E-18,0.01175489605204732,0.011754896052047324,0.011754896052047324
0.002,N,103,0.000022316666666666666,0.011754900669269005,0.011754900669269009,0.011754900669269009,4E-18,0E-18,4E-18,0E-18,0.011754900669269005,0.011754900669269009,0.011754900669269009
0.002,N,104,0.000022533333333333333,0.011754905296342438,0.011754905296342438,0.011754905296342438,0E-18,0E-18,0E-18,0E-18,0.011754905296342438,0.011754905296342438,0.011754905296342438
0.002,N,105,0.000022749999999999997,0.011754910006405406,0.011754910006405404,0.011754910006405404,-2E-18,0E-18,-2E-18,0E-18,0.011754910006405406,0.011754910006405404,0.011754910006405404
0.002,N,106,0.000022966666666666665,0.01175491472652087,0.011754914726520868,0.011754914726520868,-2E-18,0E-18,-2E-18,0E-18,0.01175491472652087,0.011754914726520868,0.011754914726520868
0.002,N,107,0.000023183333333333332,0.01175491952949629,0.011754919529496288,0.011754919529496288,-2E-18,0E-18,-2E-18,0E-18,0.01175491952949629,0.011754919529496288,0.011754919529496288
0.002,N,108,0.000023399999999999996,0.01175492434272541,0.01175492434272541,0.01175492434272541,0E-17,0E-17,0E-17,0E-17,0.01175492434272541,0.01175492434272541,0.01175492434272541
0.002,N,109,0.000023616666666666667,0.01175492923868587,0.01175492923868587,0.01175492923868587,0E-17,0E-17,0E-17,0E-17,0.01175492923868587,0.01175492923868587,0.01175492923868587
0.002,N,110,0.00002383333333333333,0.011754934145101696,0.011754934145101696,0.011754934145101696,0E-18,0E-18,0E-18,0E-18,0.011754934145101696,0.011754934145101696,0.011754934145101696
0.002,N,111,0.00002405,0.011754939134121224,0.011754939134121224,0.011754939134121224,0E-18,0E-18,0E-18,0E-18,0.011754939134121224,0.011754939134121224,0.011754939134121224
0.002,N,112,0.000024266666666666662,0.011754944133798247,0.011754944133798247,0.011754944133798247,0E-18,0E-18,0E-18,0E-18,0.011754944133798247,0.011754944133798247,0.011754944133798247
0.002,N,113,0.00002448333333333333,0.011754949215952314,0.011754949215952314,0.011754949215952314,0E-18,0E-18,0E-18,0E-18,0.011754949215952314,0.011754949215952314,0.011754949215952314
0.002,N,114,0.000024699999999999997,0.011754954308966488,0.011754954308966488,0.011754954308966488,0E-18,0E-18,0E-18,0E-18,0.011754954308966488,0.011754954308966488,0.011754954308966488
0.002,N,115,0.000024916666666666665,0.011754959484332007,0.011754959484332007,0.011754959484332007,0E-18,0E-18,0E-18,0E-18,0.011754959484332007,0.011754959484332007,0.011754959484332007
0.002,N,116,0.000025133333333333332,0.011754964670760731,0.011754964670760731,0.011754964670760731,0E-18,0E-18,0E-18,0E-18,0.011754964670760731,0.011754964670760731,0.011754964670760731
0.002,N,117,0.00002535,0.011754969939416056,0.011754969939416054,0.011754969939416054,-2E-18,0E-18,-2E-18,0E-18,0.011754969939416056,0.011754969939416054,0.011754969939416054
0.002,N,118,0.000025566666666666667,0.011754975219338179,0.011754975219338179,0.011754975219338179,0E-18,0E-18,0E-18,0E-18,0.011754975219338179,0.011754975219338179,0.011754975219338179
0.002,N,119,0.000025783333333333334,0.011754980581363117,0.011754980581363116,0.011754980581363116,-1E-18,0E-18,-1E-18,0E-18,0.011754980581363117,0.011754980581363116,0.011754980581363116
0.002,N,120,0.000026,0.011754985954858948,0.011754985954858948,0.011754985954858948,0E-18,0E-18,0E-18,0E-18,0.011754985954858948,0.011754985954858948,0.011754985954858948
0.002,N,121,0.000026216666666666666,0.011754991410334752,0.011754991410334752,0.011754991410334752,0E-18,0E-18,0E-18,0E-18,0.011754991410334752,0.011754991410334752,0.011754991410334752
0.002,N,122,0.000026433333333333333,0.011754996877486067,0.011754996877486067,0.011754996877486067,0E-18,0E-18,0E-18,0E-18,0.011754996877486067,0.011754996877486067,0.011754996877486067
0.002,N,123,0.00002665,0.011755002426495447,0.011755002426495445,0.011755002426495447,-2E-18,2E-18,0E-18,0E-18,0.011755002426495447,0.011755002426495445,0.011755002426495447
0.002,N,124,0.000026866666666666665,0.011755007987385479,0.011755007987385479,0.011755007987385479,0E-18,0E-18,0E-18,0E-18,0.011755007987385479,0.011755007987385479,0.011755007987385479
0.002,N,125,0.000027083333333333332,0.011755013630012606,0.011755013630012605,0.011755013630012606,-1E-18,1E-18,0E-18,0E-18,0.011755013630012606,0.011755013630012605,0.011755013630012606
0.002,N,126,0.0000273,0.011755019284726064,0.011755019284726064,0.011755019284726064,0E-18,0E-18,0E-18,0E-18,0.011755019284726064,0.011755019284726064,0.011755019284726064
0.002,N,127,0.00002751666666666666,0.011755025021056558,0.011755025021056558,0.011755025021056558,0E-18,0E-18,0E-18,0E-18,0.011755025021056558,0.011755025021056558,0.011755025021056558
0.002,N,128,0.00002773333333333333,0.011755030769679604,0.011755030769679604,0.011755030769679604,0E-18,0E-18,0E-18,0E-18,0.011755030769679604,0.011755030769679604,0.011755030769679604
0.002,N,129,0.000027949999999999995,0.011755036599800565,0.011755036599800563,0.011755036599800565,-2E-18,2E-18,0E-18,0E-18,0.011755036599800565,0.011755036599800563,0.011755036599800565
0.002,N,130,0.000028166666666666666,0.01175504244242085,0.011755042442420848,0.01175504244242085,-2E-18,2E-18,0E-17,0E-18,0.01175504244242085,0.011755042442420848,0.01175504244242085
0.002,N,131,0.00002838333333333333,0.011755048366420837,0.011755048366420837,0.011755048366420837,0E-18,0E-18,0E-18,0E-18,0.011755048366420837,0.011755048366420837,0.011755048366420837
0.002,N,132,0.000028599999999999997,0.01175505430312749,0.01175505430312749,0.01175505430312749,0E-17,0E-17,0E-17,0E-17,0.01175505430312749,0.01175505430312749,0.01175505430312749
0.002,N,133,0.000028816666666666665,0.011755060321096533,0.011755060321096533,0.011755060321096533,0E-18,0E-18,0E-18,0E-18,0.011755060321096533,0.011755060321096533,0.011755060321096533
0.002,N,134,0.000029033333333333332,0.011755066351980144,0.011755066351980144,0.011755066351980144,0E-18,0E-18,0E-18,0E-18,0.011755066351980144,0.011755066351980144,0.011755066351980144
0.002,N,135,0.000029249999999999993,0.011755072464009749,0.011755072464009749,0.011755072464009749,0E-18,0E-18,0E-18,0E-18,0.011755072464009749,0.011755072464009749,0.011755072464009749
0.002,N,136,0.000029466666666666663,0.011755078589162424,0.011755078589162424,0.011755078589162424,0E-18,0E-18,0E-18,0E-18,0.011755078589162424,0.011755078589162424,0.011755078589162424
0.002,N,137,0.000029683333333333328,0.011755084795345578,0.011755084795345578,0.011755084795345578,0E-18,0E-18,0E-18,0E-18,0.011755084795345578,0.011755084795345578,0.011755084795345578
0.002,N,138,0.0000299,0.011755091014860886,0.011755091014860886,0.011755091014860886,0E-18,0E-18,0E-18,0E-18,0.011755091014860886,0.011755091014860886,0.011755091014860886
0.002,N,139,0.000030116666666666662,0.011755097315292054,0.011755097315292054,0.011755097315292054,0E-18,0E-18,0E-18,0E-18,0.011755097315292054,0.011755097315292054,0.011755097315292054
0.002,N,140,0.00003033333333333333,0.011755103629265067,0.011755103629265067,0.011755103629265067,0E-18,0E-18,0E-18,0E-18,0.011755103629265067,0.011755103629265067,0.011755103629265067
0.002,N,141,0.00003055,0.011755110024040196,0.011755110024040196,0.011755110024040196,0E-18,0E-18,0E-18,0E-18,0.011755110024040196,0.011755110024040196,0.011755110024040196
0.002,N,142,0.000030766666666666665,0.011755116432567478,0.011755116432567478,0.011755116432567478,0E-18,0E-18,0E-18,0E-18,0.011755116432567478,0.011755116432567478,0.011755116432567478
0.002,N,143,0.00003098333333333333,0.011755122921784019,0.011755122921784017,0.011755122921784019,-2E-18,2E-18,0E-18,0E-18,0.011755122921784019,0.011755122921784017,0.011755122921784019
0.002,N,144,0.0000312,0.011755129424963635,0.011755129424963633,0.011755129424963635,-2E-18,2E-18,0E-18,0E-18,0.011755129424963635,0.011755129424963633,0.011755129424963635
0.002,N,145,0.00003141666666666667,0.011755136008720518,0.011755136008720518,0.01175513600872052,0E-18,2E-18,2E-18,0E-18,0.011755136008720518,0.011755136008720518,0.01175513600872052
0.002,N,146,0.000031633333333333334,0.011755142606652037,0.01175514260665204,0.01175514260665204,3E-18,0E-17,3E-18,0E-18,0.011755142606652037,0.01175514260665204,0.01175514260665204
0.002,N,147,0.00003185,0.011755149285049693,0.011755149285049695,0.011755149285049695,2E-18,0E-18,2E-18,0E-18,0.011755149285049693,0.011755149285049695,0.011755149285049695
0.002,N,148,0.00003206666666666666,0.011755155977834181,0.011755155977834183,0.011755155977834183,2E-18,0E-18,2E-18,0E-18,0.011755155977834181,0.011755155977834183,0.011755155977834183
