time_s_exact,V_first_V,V_second_V,difference_V_second_minus_first_V,difference_delta_Eeq_V,difference_delta_etaMid_V,difference_delta_phiL_V,difference_decomposition_residual_V
1.0,2.2840593457448137,2.284058908192442,-4.375523717E-7,-4.456254302E-7,8.191059608E-9,-1.180015E-10,3.92E-16
1.05,2.285398521772329,2.2853980345225864,-4.872497426E-7,-4.962751596E-7,9.158708904E-9,-1.332921E-10,1.96E-16
1.1,2.2867073659793298,2.286706586403126,-7.795762038E-7,-7.940490503E-7,1.4689289563E-8,-2.164429E-10,-1.63E-16
1.15,2.287987645292767,2.287986533312862,-0.000001111979905,-0.0000011326738935,2.1006526073E-8,-3.125377E-10,1.27E-16
1.2,2.2892411191195,2.289239708596022,-0.000001410523478,-0.0000014368498084,2.6727557503E-8,-4.012272E-10,9.7E-17
1.25,2.2904694272554442,2.2904677712012353,-0.0000016560542089,-0.0000016870628874,3.1485593245E-8,-4.769147E-10,-4.5E-17
1.3,2.291674066893842,2.2916722167516395,-0.0000018501422025,-0.0000018849018074,3.5299237308E-8,-5.396323E-10,-1.08E-16
1.35,2.2928563980397256,2.292854397942795,-0.0000020000969306,-0.0000020378015514,3.8295644877E-8,-5.910243E-10,2.23E-16
1.4,2.2940176566330783,2.294015542854007,-0.0000021137790713,-0.0000021537605911,4.0614476008E-8,-6.329564E-10,1.92E-16
1.45,2.2951589685667586,2.295156770467713,-0.0000021980990456,-0.0000022398117099,4.2379760809E-8,-6.670965E-10,-9E-18
1.5,2.2962813625548884,2.296279103797609,-0.0000022587572794,-0.0000023017570660,4.3694614143E-8,-6.948279E-10,3.57E-16
1.55,2.2973857814051715,2.2973834810500247,-0.0000023003551468,-0.0000023442807744,4.4642917581E-8,-7.172894E-10,-5.81E-16
1.6,2.298473091752201,2.298470765166662,-0.000002326585539,-0.0000023711426345,4.529248687E-8,-7.353911E-10,-2.7E-16
1.65,2.2995440924412676,2.2995417520271153,-0.0000023404141523,-0.0000023853624852,4.5698202777E-8,-7.498699E-10,2.3E-17
1.7,2.3005995217649353,2.300597177534794,-0.0000023442301413,-0.0000023893734297,4.5904621436E-8,-7.613331E-10,6.4E-17
1.75,2.301640063732675,2.3016377237669436,-0.0000023399657314,-0.0000023851435227,4.5948055580E-8,-7.702641E-10,-1.80E-16
1.8,2.3026663535255856,2.302664024335755,-0.0000023291898306,-0.0000023742709882,4.5858220110E-8,-7.770630E-10,4.90E-16
