time_s_exact,V_first_V,V_second_V,difference_V_second_minus_first_V,difference_delta_Eeq_V,difference_delta_etaMid_V,difference_delta_phiL_V,difference_decomposition_residual_V
1,2.284059345744816,2.2840593457448137,-2.3E-15,1.0E-15,2.442E-15,-5.3E-15,-4.42E-16
1.05,2.285398521772328,2.285398521772329,1E-15,2E-16,-5E-18,1.2E-15,-3.95E-16
1.1,2.28670736597933,2.2867073659793298,-2E-16,0E-16,1.997E-15,-2.7E-15,5.03E-16
1.15,2.2879876452927648,2.287987645292767,2.2E-15,5E-16,-1.996E-15,3.5E-15,1.96E-16
1.2,2.289241119119498,2.2892411191195,2E-15,0E-16,4.219E-15,-1.8E-15,-4.19E-16
1.25,2.2904694272554447,2.2904694272554442,-5E-16,2E-16,0E-17,-8E-16,1.0E-16
1.3,2.2916740668938425,2.291674066893842,-5E-16,5E-16,-6.64E-16,-3E-16,-3.6E-17
1.35,2.2928563980397296,2.2928563980397256,-4.0E-15,1.0E-15,-8.88E-16,-4.3E-15,1.88E-16
1.4,2.294017656633075,2.2940176566330783,3.3E-15,5E-16,1.775E-15,8E-16,2.25E-16
1.45,2.295158968566758,2.2951589685667586,6E-16,7E-16,1.557E-15,-1.4E-15,-2.57E-16
1.5,2.296281362554886,2.2962813625548884,2.4E-15,3E-16,-4.40E-16,2.6E-15,-6.0E-17
1.55,2.297385781405174,2.2973857814051715,-2.5E-15,4E-16,-1.109E-15,-2.3E-15,5.09E-16
1.6,2.2984730917522014,2.298473091752201,-4E-16,0E-15,-1.332E-15,6E-16,3.32E-16
1.65,2.299544092441266,2.2995440924412676,1.6E-15,2E-16,2.26E-16,1.1E-15,7.4E-17
1.7,2.3005995217649353,2.3005995217649353,0E-16,7E-16,-1.108E-15,3E-16,1.08E-16
1.75,2.301640063732673,2.301640063732675,2E-15,0E-16,-2.217E-15,4.2E-15,1.7E-17
1.8,2.3026663535255847,2.3026663535255856,9E-16,5E-16,4.45E-16,3E-16,-3.45E-16
1.85,2.3036789822621757,2.303678982262176,3E-16,2E-16,2.24E-16,4E-16,-5.24E-16
1.9,2.3046785011791124,2.3046785011791115,-9E-16,5E-16,-1.332E-15,-2E-16,1.32E-16
