time_s_exact,electrode,checked_coordinates,max_abs_signed_identity_residual_x
0.011000000000000001,P,241,0
0.011125000000000001,N,241,0
0.011125000000000001,P,241,0
0.011250000000000001,N,241,0
0.011250000000000001,P,241,0
0.011375000000000001,N,241,0
0.011375000000000001,P,241,0
0.011500000000000002,N,241,0
0.011500000000000002,P,241,0
0.011625000000000002,N,241,0
0.011625000000000002,P,241,0
0.011750000000000002,N,241,0
0.011750000000000002,P,241,0
0.011875000000000002,N,241,0
0.011875000000000002,P,241,0
0.012000000000000002,N,241,0
0.012000000000000002,P,241,0
0.012125000000000002,N,241,0
0.012125000000000002,P,241,0
0.012250000000000002,N,241,0
0.012250000000000002,P,241,0
0.012375000000000002,N,241,0
0.012375000000000002,P,241,0
0.012500000000000002,N,241,0
0.012500000000000002,P,241,0
0.012625000000000003,N,241,0
0.012625000000000003,P,241,0
0.012750000000000003,N,241,0
0.012750000000000003,P,241,0
0.012875000000000003,N,241,0
0.012875000000000003,P,241,0
0.013000000000000003,N,241,0
0.013000000000000003,P,241,0
0.013125000000000003,N,241,0
0.013125000000000003,P,241,0
0.013250000000000003,N,241,0
0.013250000000000003,P,241,0
0.013375000000000003,N,241,0
0.013375000000000003,P,241,0
0.013500000000000003,N,241,0
0.013500000000000003,P,241,0
0.013625000000000003,N,241,0
0.013625000000000003,P,241,0
0.013750000000000004,N,241,0
0.013750000000000004,P,241,0
0.013875000000000004,N,241,0
0.013875000000000004,P,241,0
0.014000000000000004,N,241,0
0.014000000000000004,P,241,0
0.014125000000000004,N,241,0
0.014125000000000004,P,241,0
0.014250000000000004,N,241,0
0.014250000000000004,P,241,0
0.014375000000000004,N,241,0
0.014375000000000004,P,241,0
0.014500000000000004,N,241,0
0.014500000000000004,P,241,0
0.014625000000000004,N,241,0
0.014625000000000004,P,241,0
0.014750000000000004,N,241,0
0.014750000000000004,P,241,0
0.014875000000000005,N,241,0
0.014875000000000005,P,241,0
0.015000000000000005,N,241,0
0.015000000000000005,P,241,0
0.015125000000000005,N,241,0
0.015125000000000005,P,241,0
0.015250000000000005,N,241,0
0.015250000000000005,P,241,0
0.015375000000000005,N,241,0
0.015375000000000005,P,241,0
0.015500000000000005,N,241,0
0.015500000000000005,P,241,0
0.015625000000000003,N,241,0
0.015625000000000003,P,241,0
0.015750000000000004,N,241,0
0.015750000000000004,P,241,0
0.015875000000000004,N,241,0
0.015875000000000004,P,241,0
0.016000000000000004,N,241,0
0.016000000000000004,P,241,0
0.016125000000000004,N,241,0
0.016125000000000004,P,241,0
0.016250000000000004,N,241,0
0.016250000000000004,P,241,0
0.016375000000000004,N,241,0
0.016375000000000004,P,241,0
0.016500000000000004,N,241,0
0.016500000000000004,P,241,0
0.016625000000000004,N,241,0
0.016625000000000004,P,241,0
0.016750000000000004,N,241,0
0.016750000000000004,P,241,0
0.016875000000000005,N,241,0
0.016875000000000005,P,241,0
0.017000000000000005,N,241,0
0.017000000000000005,P,241,0
0.017125000000000005,N,241,0
0.017125000000000005,P,241,0
0.017250000000000005,N,241,0
0.017250000000000005,P,241,0
0.017375000000000005,N,241,0
0.017375000000000005,P,241,0
0.017500000000000005,N,241,0
0.017500000000000005,P,241,0
0.017625000000000005,N,241,0
0.017625000000000005,P,241,0
0.017750000000000005,N,241,0
0.017750000000000005,P,241,0
0.017875000000000005,N,241,0
0.017875000000000005,P,241,0
0.018000000000000006,N,241,0
0.018000000000000006,P,241,0
0.018125000000000006,N,241,0
0.018125000000000006,P,241,0
0.018250000000000006,N,241,0
0.018250000000000006,P,241,0
0.018375000000000006,N,241,0
0.018375000000000006,P,241,0
0.018500000000000006,N,241,0
0.018500000000000006,P,241,0
0.018625000000000006,N,241,0
0.018625000000000006,P,241,0
0.018750000000000006,N,241,0
0.018750000000000006,P,241,0
0.018875000000000006,N,241,0
0.018875000000000006,P,241,0
0.019000000000000006,N,241,0
0.019000000000000006,P,241,0
0.019125000000000007,N,241,0
0.019125000000000007,P,241,0
0.019250000000000007,N,241,0
0.019250000000000007,P,241,0
0.019375000000000007,N,241,0
0.019375000000000007,P,241,0
0.019500000000000007,N,241,0
0.019500000000000007,P,241,0
0.019625000000000007,N,241,0
0.019625000000000007,P,241,0
0.019750000000000007,N,241,0
0.019750000000000007,P,241,0
0.019875000000000004,N,241,0
0.019875000000000004,P,241,0
0.02,N,241,0
0.02,P,241,0
0.020125,N,241,0
0.020125,P,241,0
0.02025,N,241,0
0.02025,P,241,0
0.020375,N,241,0
0.020375,P,241,0
0.0205,N,241,0
0.0205,P,241,0
0.020625,N,241,0
0.020625,P,241,0
0.02075,N,241,0
0.02075,P,241,0
0.020875,N,241,0
0.020875,P,241,0
0.021,N,241,0
0.021,P,241,0
0.021125,N,241,0
0.021125,P,241,0
0.02125,N,241,0
0.02125,P,241,0
0.021375,N,241,0
0.021375,P,241,0
0.021500000000000002,N,241,0
0.021500000000000002,P,241,0
0.021625000000000002,N,241,0
0.021625000000000002,P,241,0
0.021750000000000002,N,241,0
0.021750000000000002,P,241,0
0.021875000000000002,N,241,0
0.021875000000000002,P,241,0
0.022000000000000002,N,241,0
0.022000000000000002,P,241,0
0.022125000000000002,N,241,0
0.022125000000000002,P,241,0
0.022250000000000002,N,241,0
0.022250000000000002,P,241,0
0.022375000000000003,N,241,0
0.022375000000000003,P,241,0
0.022500000000000003,N,241,0
0.022500000000000003,P,241,0
0.022625000000000003,N,241,0
0.022625000000000003,P,241,0
0.022750000000000003,N,241,0
0.022750000000000003,P,241,0
0.022875000000000003,N,241,0
0.022875000000000003,P,241,0
0.023000000000000003,N,241,0
0.023000000000000003,P,241,0
0.023125000000000003,N,241,0
0.023125000000000003,P,241,0
0.023250000000000003,N,241,0
0.023250000000000003,P,241,0
0.023375000000000003,N,241,0
0.023375000000000003,P,241,0
0.023500000000000004,N,241,0
0.023500000000000004,P,241,0
0.023625000000000004,N,241,0
0.023625000000000004,P,241,0
0.023750000000000004,N,241,0
0.023750000000000004,P,241,0
0.023875000000000004,N,241,0
0.023875000000000004,P,241,0
0.024000000000000004,N,241,0
0.024000000000000004,P,241,0
0.024125000000000004,N,241,0
0.024125000000000004,P,241,0
0.024250000000000004,N,241,0
0.024250000000000004,P,241,0
0.024375000000000004,N,241,0
0.024375000000000004,P,241,0
0.024500000000000004,N,241,0
0.024500000000000004,P,241,0
0.024625000000000005,N,241,0
0.024625000000000005,P,241,0
0.024750000000000005,N,241,0
0.024750000000000005,P,241,0
0.024875000000000005,N,241,0
0.024875000000000005,P,241,0
0.025000000000000005,N,241,0
0.025000000000000005,P,241,0
0.025125000000000005,N,241,0
0.025125000000000005,P,241,0
0.025250000000000005,N,241,0
0.025250000000000005,P,241,0
0.025375000000000005,N,241,0
0.025375000000000005,P,241,0
0.025500000000000005,N,241,0
0.025500000000000005,P,241,0
0.025625000000000005,N,241,0
0.025625000000000005,P,241,0
0.025750000000000006,N,241,0
0.025750000000000006,P,241,0
0.025875000000000006,N,241,0
0.025875000000000006,P,241,0
0.026000000000000006,N,241,0
0.026000000000000006,P,241,0
0.026125000000000006,N,241,0
0.026125000000000006,P,241,0
0.026250000000000006,N,241,0
0.026250000000000006,P,241,0
0.026375000000000006,N,241,0
0.026375000000000006,P,241,0
0.026500000000000006,N,241,0
0.026500000000000006,P,241,0
0.026625000000000006,N,241,0
0.026625000000000006,P,241,0
0.026750000000000006,N,241,0
0.026750000000000006,P,241,0
0.026875000000000007,N,241,0
0.026875000000000007,P,241,0
0.027000000000000007,N,241,0
0.027000000000000007,P,241,0
0.027125000000000007,N,241,0
0.027125000000000007,P,241,0
0.027250000000000007,N,241,0
0.027250000000000007,P,241,0
0.027375000000000007,N,241,0
0.027375000000000007,P,241,0
0.027500000000000007,N,241,0
0.027500000000000007,P,241,0
0.027625000000000007,N,241,0
0.027625000000000007,P,241,0
0.027750000000000007,N,241,0
0.027750000000000007,P,241,0
0.027875000000000007,N,241,0
0.027875000000000007,P,241,0
0.028000000000000008,N,241,0
0.028000000000000008,P,241,0
0.028125000000000008,N,241,0
0.028125000000000008,P,241,0
0.028250000000000008,N,241,0
0.028250000000000008,P,241,0
0.028375000000000008,N,241,0
0.028375000000000008,P,241,0
0.028500000000000008,N,241,0
0.028500000000000008,P,241,0
0.028625000000000008,N,241,0
0.028625000000000008,P,241,0
0.028750000000000008,N,241,0
0.028750000000000008,P,241,0
0.02887500000000001,N,241,0
0.02887500000000001,P,241,0
0.02900000000000001,N,241,0
0.02900000000000001,P,241,0
0.02912500000000001,N,241,0
0.02912500000000001,P,241,0
0.02925000000000001,N,241,0
0.02925000000000001,P,241,0
0.02937500000000001,N,241,0
0.02937500000000001,P,241,0
0.02950000000000001,N,241,0
0.02950000000000001,P,241,0
0.02962500000000001,N,241,0
0.02962500000000001,P,241,0
0.02975000000000001,N,241,0
0.02975000000000001,P,241,0
0.029875000000000006,N,241,0
0.029875000000000006,P,241,0
0.03,N,241,0
0.03,P,241,0
0.030125,N,241,0
0.030125,P,241,0
0.03025,N,241,0
0.03025,P,241,0
0.030375,N,241,0
0.030375,P,241,0
0.0305,N,241,0
0.0305,P,241,0
0.030625,N,241,0
0.030625,P,241,0
0.03075,N,241,0
0.03075,P,241,0
0.030875,N,241,0
0.030875,P,241,0
0.031,N,241,0
0.031,P,241,0
0.031125,N,241,0
0.031125,P,241,0
0.03125,N,241,0
0.03125,P,241,0
0.031375,N,241,0
0.031375,P,241,0
0.0315,N,241,0
0.0315,P,241,0
0.031625,N,241,0
0.031625,P,241,0
0.03175,N,241,0
0.03175,P,241,0
0.031875,N,241,0
0.031875,P,241,0
0.032,N,241,0
0.032,P,241,0
0.032125,N,241,0
0.032125,P,241,0
0.03225,N,241,0
0.03225,P,241,0
0.032375,N,241,0
0.032375,P,241,0
0.0325,N,241,0
0.0325,P,241,0
0.032625,N,241,0
0.032625,P,241,0
0.03275,N,241,0
0.03275,P,241,0
0.032875,N,241,0
0.032875,P,241,0
0.033,N,241,0
0.033,P,241,0
0.033125,N,241,0
0.033125,P,241,0
0.03325,N,241,0
0.03325,P,241,0
0.033375,N,241,0
0.033375,P,241,0
0.0335,N,241,0
0.0335,P,241,0
0.033625,N,241,0
0.033625,P,241,0
0.03375,N,241,0
0.03375,P,241,0
0.033875,N,241,0
0.033875,P,241,0
0.034,N,241,0
0.034,P,241,0
0.034125,N,241,0
0.034125,P,241,0
0.03425,N,241,0
0.03425,P,241,0
0.034375,N,241,0
0.034375,P,241,0
0.0345,N,241,0
0.0345,P,241,0
0.034625,N,241,0
0.034625,P,241,0
0.03475,N,241,0
0.03475,P,241,0
0.034875,N,241,0
0.034875,P,241,0
0.035,N,241,0
0.035,P,241,0
0.035125,N,241,0
0.035125,P,241,0
0.035250000000000004,N,241,0
0.035250000000000004,P,241,0
0.035375000000000004,N,241,0
0.035375000000000004,P,241,0
0.035500000000000004,N,241,0
0.035500000000000004,P,241,0
0.035625000000000004,N,241,0
0.035625000000000004,P,241,0
0.035750000000000004,N,241,0
0.035750000000000004,P,241,0
0.035875000000000004,N,241,0
0.035875000000000004,P,241,0
0.036000000000000004,N,241,0
0.036000000000000004,P,241,0
0.036125000000000004,N,241,0
0.036125000000000004,P,241,0
0.036250000000000004,N,241,0
0.036250000000000004,P,241,0
0.036375000000000005,N,241,0
0.036375000000000005,P,241,0
0.036500000000000005,N,241,0
0.036500000000000005,P,241,0
0.036625000000000005,N,241,0
0.036625000000000005,P,241,0
0.036750000000000005,N,241,0
0.036750000000000005,P,241,0
0.036875000000000005,N,241,0
0.036875000000000005,P,241,0
0.037000000000000005,N,241,0
0.037000000000000005,P,241,0
0.037125000000000005,N,241,0
0.037125000000000005,P,241,0
0.037250000000000005,N,241,0
0.037250000000000005,P,241,0
0.037375000000000005,N,241,0
0.037375000000000005,P,241,0
0.037500000000000006,N,241,0
0.037500000000000006,P,241,0
0.037625000000000006,N,241,0
0.037625000000000006,P,241,0
0.037750000000000006,N,241,0
0.037750000000000006,P,241,0
0.037875000000000006,N,241,0
0.037875000000000006,P,241,0
0.038000000000000006,N,241,0
0.038000000000000006,P,241,0
0.038125000000000006,N,241,0
0.038125000000000006,P,241,0
0.038250000000000006,N,241,0
0.038250000000000006,P,241,0
0.038375000000000006,N,241,0
0.038375000000000006,P,241,0
0.038500000000000006,N,241,0
0.038500000000000006,P,241,0
0.03862500000000001,N,241,0
0.03862500000000001,P,241,0
0.03875000000000001,N,241,0
0.03875000000000001,P,241,0
0.03887500000000001,N,241,0
0.03887500000000001,P,241,0
0.03900000000000001,N,241,0
0.03900000000000001,P,241,0
0.03912500000000001,N,241,0
0.03912500000000001,P,241,0
0.03925000000000001,N,241,0
0.03925000000000001,P,241,0
0.03937500000000001,N,241,0
0.03937500000000001,P,241,0
0.03950000000000001,N,241,0
0.03950000000000001,P,241,0
0.03962500000000001,N,241,0
0.03962500000000001,P,241,0
0.03975000000000001,N,241,0
0.03975000000000001,P,241,0
0.03987500000000001,N,241,0
0.03987500000000001,P,241,0
0.04,N,241,0
0.04,P,241,0
0.040125,N,241,0
0.040125,P,241,0
0.04025,N,241,0
0.04025,P,241,0
0.040375,N,241,0
0.040375,P,241,0
0.0405,N,241,0
0.0405,P,241,0
0.040625,N,241,0
0.040625,P,241,0
0.04075,N,241,0
0.04075,P,241,0
0.040875,N,241,0
0.040875,P,241,0
0.041,N,241,0
0.041,P,241,0
0.041125,N,241,0
0.041125,P,241,0
0.04125,N,241,0
0.04125,P,241,0
0.041375,N,241,0
0.041375,P,241,0
0.0415,N,241,0
0.0415,P,241,0
0.041625,N,241,0
0.041625,P,241,0
0.04175,N,241,0
0.04175,P,241,0
0.041875,N,241,0
0.041875,P,241,0
0.042,N,241,0
0.042,P,241,0
0.042125,N,241,0
0.042125,P,241,0
0.04225,N,241,0
0.04225,P,241,0
0.042375,N,241,0
0.042375,P,241,0
0.0425,N,241,0
0.0425,P,241,0
0.042625,N,241,0
0.042625,P,241,0
0.04275,N,241,0
0.04275,P,241,0
0.042875,N,241,0
0.042875,P,241,0
0.043000000000000003,N,241,0
0.043000000000000003,P,241,0
0.043125000000000004,N,241,0
0.043125000000000004,P,241,0
0.043250000000000004,N,241,0
0.043250000000000004,P,241,0
0.043375000000000004,N,241,0
0.043375000000000004,P,241,0
0.043500000000000004,N,241,0
0.043500000000000004,P,241,0
0.043625000000000004,N,241,0
0.043625000000000004,P,241,0
0.043750000000000004,N,241,0
0.043750000000000004,P,241,0
0.043875000000000004,N,241,0
0.043875000000000004,P,241,0
0.044000000000000004,N,241,0
0.044000000000000004,P,241,0
0.044125000000000004,N,241,0
0.044125000000000004,P,241,0
0.044250000000000005,N,241,0
0.044250000000000005,P,241,0
0.044375000000000005,N,241,0
0.044375000000000005,P,241,0
0.044500000000000005,N,241,0
0.044500000000000005,P,241,0
0.044625000000000005,N,241,0
0.044625000000000005,P,241,0
0.044750000000000005,N,241,0
0.044750000000000005,P,241,0
0.044875000000000005,N,241,0
0.044875000000000005,P,241,0
0.045000000000000005,N,241,0
0.045000000000000005,P,241,0
0.045125000000000005,N,241,0
0.045125000000000005,P,241,0
0.045250000000000005,N,241,0
0.045250000000000005,P,241,0
0.045375000000000006,N,241,0
0.045375000000000006,P,241,0
0.045500000000000006,N,241,0
0.045500000000000006,P,241,0
0.045625000000000006,N,241,0
0.045625000000000006,P,241,0
0.045750000000000006,N,241,0
0.045750000000000006,P,241,0
0.045875000000000006,N,241,0
0.045875000000000006,P,241,0
0.046000000000000006,N,241,0
0.046000000000000006,P,241,0
0.046125000000000006,N,241,0
0.046125000000000006,P,241,0
0.046250000000000006,N,241,0
0.046250000000000006,P,241,0
0.046375000000000006,N,241,0
0.046375000000000006,P,241,0
0.04650000000000001,N,241,0
0.04650000000000001,P,241,0
0.04662500000000001,N,241,0
0.04662500000000001,P,241,0
0.04675000000000001,N,241,0
0.04675000000000001,P,241,0
0.04687500000000001,N,241,0
0.04687500000000001,P,241,0
0.04700000000000001,N,241,0
0.04700000000000001,P,241,0
0.04712500000000001,N,241,0
0.04712500000000001,P,241,0
0.04725000000000001,N,241,0
0.04725000000000001,P,241,0
0.04737500000000001,N,241,0
0.04737500000000001,P,241,0
0.04750000000000001,N,241,0
0.04750000000000001,P,241,0
0.04762500000000001,N,241,0
0.04762500000000001,P,241,0
0.04775000000000001,N,241,0
0.04775000000000001,P,241,0
0.04787500000000001,N,241,0
0.04787500000000001,P,241,0
0.04800000000000001,N,241,0
0.04800000000000001,P,241,0
0.04812500000000001,N,241,0
0.04812500000000001,P,241,0
0.04825000000000001,N,241,0
0.04825000000000001,P,241,0
0.04837500000000001,N,241,0
0.04837500000000001,P,241,0
0.04850000000000001,N,241,0
0.04850000000000001,P,241,0
0.04862500000000001,N,241,0
0.04862500000000001,P,241,0
0.04875000000000001,N,241,0
0.04875000000000001,P,241,0
0.04887500000000001,N,241,0
0.04887500000000001,P,241,0
0.04900000000000001,N,241,0
0.04900000000000001,P,241,0
0.04912500000000001,N,241,0
0.04912500000000001,P,241,0
0.04925000000000001,N,241,0
0.04925000000000001,P,241,0
0.04937500000000001,N,241,0
0.04937500000000001,P,241,0
0.04950000000000001,N,241,0
0.04950000000000001,P,241,0
0.04962500000000001,N,241,0
0.04962500000000001,P,241,0
0.04975000000000001,N,241,0
0.04975000000000001,P,241,0
0.049875,N,241,0
0.049875,P,241,0
0.05,N,241,0
0.05,P,241,0
0.050125,N,241,0
0.050125,P,241,0
0.05025,N,241,0
0.05025,P,241,0
0.050375,N,241,0
0.050375,P,241,0
0.0505,N,241,0
0.0505,P,241,0
0.050625,N,241,0
0.050625,P,241,0
0.05075,N,241,0
0.05075,P,241,0
0.050875000000000004,N,241,0
0.050875000000000004,P,241,0
0.051000000000000004,N,241,0
0.051000000000000004,P,241,0
0.051125000000000004,N,241,0
0.051125000000000004,P,241,0
0.051250000000000004,N,241,0
0.051250000000000004,P,241,0
0.051375000000000004,N,241,0
0.051375000000000004,P,241,0
0.051500000000000004,N,241,0
0.051500000000000004,P,241,0
0.051625000000000004,N,241,0
0.051625000000000004,P,241,0
0.051750000000000004,N,241,0
0.051750000000000004,P,241,0
0.051875000000000004,N,241,0
0.051875000000000004,P,241,0
0.052000000000000005,N,241,0
0.052000000000000005,P,241,0
0.052125000000000005,N,241,0
0.052125000000000005,P,241,0
0.052250000000000005,N,241,0
0.052250000000000005,P,241,0
0.052375000000000005,N,241,0
0.052375000000000005,P,241,0
0.052500000000000005,N,241,0
0.052500000000000005,P,241,0
0.052625000000000005,N,241,0
0.052625000000000005,P,241,0
0.052750000000000005,N,241,0
0.052750000000000005,P,241,0
0.052875000000000005,N,241,0
0.052875000000000005,P,241,0
0.053000000000000005,N,241,0
0.053000000000000005,P,241,0
0.053125000000000006,N,241,0
0.053125000000000006,P,241,0
0.053250000000000006,N,241,0
0.053250000000000006,P,241,0
0.053375000000000006,N,241,0
0.053375000000000006,P,241,0
0.053500000000000006,N,241,0
0.053500000000000006,P,241,0
0.053625000000000006,N,241,0
0.053625000000000006,P,241,0
0.053750000000000006,N,241,0
0.053750000000000006,P,241,0
0.053875000000000006,N,241,0
0.053875000000000006,P,241,0
0.054000000000000006,N,241,0
0.054000000000000006,P,241,0
0.054125000000000006,N,241,0
0.054125000000000006,P,241,0
0.05425000000000001,N,241,0
0.05425000000000001,P,241,0
0.05437500000000001,N,241,0
0.05437500000000001,P,241,0
0.05450000000000001,N,241,0
0.05450000000000001,P,241,0
0.05462500000000001,N,241,0
0.05462500000000001,P,241,0
0.05475000000000001,N,241,0
0.05475000000000001,P,241,0
0.05487500000000001,N,241,0
0.05487500000000001,P,241,0
0.05500000000000001,N,241,0
0.05500000000000001,P,241,0
0.05512500000000001,N,241,0
0.05512500000000001,P,241,0
0.05525000000000001,N,241,0
0.05525000000000001,P,241,0
0.05537500000000001,N,241,0
0.05537500000000001,P,241,0
0.05550000000000001,N,241,0
0.05550000000000001,P,241,0
0.05562500000000001,N,241,0
0.05562500000000001,P,241,0
0.05575000000000001,N,241,0
0.05575000000000001,P,241,0
0.05587500000000001,N,241,0
0.05587500000000001,P,241,0
0.05600000000000001,N,241,0
0.05600000000000001,P,241,0
0.05612500000000001,N,241,0
0.05612500000000001,P,241,0
0.05625000000000001,N,241,0
0.05625000000000001,P,241,0
0.05637500000000001,N,241,0
0.05637500000000001,P,241,0
0.05650000000000001,N,241,0
0.05650000000000001,P,241,0
0.05662500000000001,N,241,0
0.05662500000000001,P,241,0
0.05675000000000001,N,241,0
0.05675000000000001,P,241,0
0.05687500000000001,N,241,0
0.05687500000000001,P,241,0
0.05700000000000001,N,241,0
0.05700000000000001,P,241,0
0.05712500000000001,N,241,0
0.05712500000000001,P,241,0
0.05725000000000001,N,241,0
0.05725000000000001,P,241,0
0.05737500000000001,N,241,0
0.05737500000000001,P,241,0
0.05750000000000001,N,241,0
0.05750000000000001,P,241,0
0.05762500000000001,N,241,0
0.05762500000000001,P,241,0
0.05775000000000001,N,241,0
0.05775000000000001,P,241,0
0.05787500000000001,N,241,0
0.05787500000000001,P,241,0
0.05800000000000001,N,241,0
0.05800000000000001,P,241,0
0.05812500000000001,N,241,0
0.05812500000000001,P,241,0
0.05825000000000001,N,241,0
0.05825000000000001,P,241,0
0.05837500000000001,N,241,0
0.05837500000000001,P,241,0
0.05850000000000001,N,241,0
0.05850000000000001,P,241,0
0.05862500000000001,N,241,0
0.05862500000000001,P,241,0
0.05875000000000001,N,241,0
0.05875000000000001,P,241,0
0.05887500000000001,N,241,0
0.05887500000000001,P,241,0
0.05900000000000001,N,241,0
0.05900000000000001,P,241,0
0.05912500000000001,N,241,0
0.05912500000000001,P,241,0
0.05925000000000001,N,241,0
0.05925000000000001,P,241,0
0.05937500000000001,N,241,0
0.05937500000000001,P,241,0
0.05950000000000001,N,241,0
0.05950000000000001,P,241,0
0.05962500000000001,N,241,0
0.05962500000000001,P,241,0
0.05975000000000001,N,241,0
0.05975000000000001,P,241,0
0.059875000000000005,N,241,0
0.059875000000000005,P,241,0
0.06,N,241,0
0.06,P,241,0
0.060125,N,241,0
0.060125,P,241,0
0.06025,N,241,0
0.06025,P,241,0
0.060375,N,241,0
0.060375,P,241,0
0.0605,N,241,0
0.0605,P,241,0
0.060625,N,241,0
0.060625,P,241,0
0.06075,N,241,0
