time_s_exact,V_V_old2,V_V_control16,V_V_lateA16,V_V_control_minus_old,V_V_A_minus_control,V_V_A_minus_old,V_V_identity_residual,delta_Eeq_V_old2,delta_Eeq_V_control16,delta_Eeq_V_lateA16,delta_Eeq_V_control_minus_old,delta_Eeq_V_A_minus_control,delta_Eeq_V_A_minus_old,delta_Eeq_V_identity_residual,delta_etaMid_V_old2,delta_etaMid_V_control16,delta_etaMid_V_lateA16,delta_etaMid_V_control_minus_old,delta_etaMid_V_A_minus_control,delta_etaMid_V_A_minus_old,delta_etaMid_V_identity_residual,delta_phiL_V_old2,delta_phiL_V_control16,delta_phiL_V_lateA16,delta_phiL_V_control_minus_old,delta_phiL_V_A_minus_control,delta_phiL_V_A_minus_old,delta_phiL_V_identity_residual
0.024625000000000005,2.238841364758055,2.2388413647580543,2.238841364758052,-7E-16,-2.3E-15,-3E-15,0E-16,2.173700265654036,2.1737002656540358,2.1737002656540365,-2E-16,7E-16,5E-16,0E-16,0.062571637765480581,0.062571637765479693,0.062571637765479249,-8.88E-16,-4.44E-16,-1.332E-15,0E-18,0.0025694613385385,0.0025694613385390,0.0025694613385363,5E-16,-2.7E-15,-2.2E-15,0E-16
0.024750000000000005,2.2388625832469815,2.23886258324698,2.23886258324698,-1.5E-15,0E-14,-1.5E-15,0E-16,2.1737218587220373,2.1737218587220373,2.1737218587220379,0E-16,6E-16,6E-16,0E-16,0.06257123894624983,0.062571238946251162,0.062571238946249386,1.332E-15,-1.776E-15,-4.44E-16,0E-18,0.0025694855786939,0.0025694855786915,0.0025694855786928,-2.4E-15,1.3E-15,-1.1E-15,0E-16
0.024875000000000005,2.2388837476392327,2.2388837476392327,2.238883747639232,0E-16,-7E-16,-7E-16,0E-16,2.1737433968229361,2.173743396822936,2.1737433968229364,-1E-16,4E-16,3E-16,0E-16,0.062570841010351152,0.06257084101035115,0.062570841010350044,-2E-18,-1.106E-15,-1.108E-15,0E-18,0.0025695098059457,0.0025695098059455,0.0025695098059455,-2E-16,0E-16,-2E-16,0E-16
0.025000000000000005,2.2389048583484614,2.2389048583484614,2.2389048583484605,0E-16,-9E-16,-9E-16,0E-16,2.1737648803768958,2.1737648803768952,2.1737648803768961,-6E-16,9E-16,3E-16,0E-16,0.062570443951174507,0.062570443951173838,0.062570443951174948,-6.69E-16,1.110E-15,4.41E-16,0E-18,0.0025695340203913,0.0025695340203922,0.0025695340203898,9E-16,-2.4E-15,-1.5E-15,0E-16
0.025125000000000005,2.2389259157830774,2.2389259157830774,2.2389259157830765,0E-16,-9E-16,-9E-16,0E-16,2.1737863097987533,2.1737863097987522,2.1737863097987531,-1.1E-15,9E-16,-2E-16,0E-16,0.062570047762194215,0.062570047762194215,0.062570047762193770,0E-18,-4.45E-16,-4.45E-16,0E-18,0.0025695582221301,0.0025695582221309,0.0025695582221297,8E-16,-1.2E-15,-4E-16,0E-16
0.025250000000000005,2.238946920346331,2.2389469203463337,2.238946920346334,2.7E-15,3E-16,3E-15,0E-16,2.1738076854981079,2.1738076854981074,2.1738076854981081,-5E-16,7E-16,2E-16,0E-16,0.062569652436965217,0.062569652436967439,0.062569652436965218,2.222E-15,-2.221E-15,1E-18,0E-18,0.0025695824112577,0.0025695824112591,0.0025695824112606,1.4E-15,1.5E-15,2.9E-15,0E-16
0.025375000000000005,2.238967872436417,2.2389678724364153,2.2389678724364144,-1.7E-15,-9E-16,-2.6E-15,0E-16,2.1738290078794184,2.1738290078794173,2.1738290078794182,-1.1E-15,9E-16,-2E-16,0E-16,0.062569257969125492,0.062569257969124826,0.062569257969124826,-6.66E-16,0E-18,-6.66E-16,0E-18,0.0025696065878732,0.0025696065878732,0.0025696065878713,0E-16,-1.9E-15,-1.9E-15,0E-16
0.025500000000000005,2.238988772446539,2.238988772446542,2.238988772446541,3E-15,-1E-15,2E-15,0E-15,2.1738502773420876,2.173850277342087,2.1738502773420873,-6E-16,3E-16,-3E-16,0E-16,0.06256886435238784,0.062568864352388953,0.062568864352390063,1.113E-15,1.110E-15,2.223E-15,0E-18,0.0025696307520637,0.002569630752066,0.0025696307520635,2.3E-15,-2.5E-15,-2E-16,0E-16
0.025625000000000005,2.2390096207650285,2.239009620765028,2.239009620765027,-5E-16,-1E-15,-1.5E-15,0E-16,2.1738714942805540,2.1738714942805533,2.173871494280554,-7E-16,7E-16,0E-16,0E-16,0.062568471580545904,0.06256847158054879,0.062568471580545459,2.886E-15,-3.331E-15,-4.45E-16,0E-18,0.0025696549039285,0.0025696549039262,0.0025696549039277,-2.3E-15,1.5E-15,-8E-16,0E-16
0.025750000000000006,2.239030417775402,2.2390304177754015,2.2390304177754015,-5E-16,0E-16,-5E-16,0E-16,2.1738926590843774,2.1738926590843771,2.1738926590843774,-3E-16,3E-16,0E-16,0E-16,0.062568079647471684,0.062568079647469242,0.062568079647469466,-2.442E-15,2.24E-16,-2.218E-15,0E-18,0.0025696790435527,0.0025696790435554,0.0025696790435546,2.7E-15,-8E-16,1.9E-15,0E-16
0.025875000000000006,2.239051163856459,2.2390511638564585,2.239051163856459,-5E-16,5E-16,0E-15,0E-16,2.1739137721383215,2.1739137721383204,2.1739137721383212,-1.1E-15,8E-16,-3E-16,0E-16,0.06256768854709982,0.062567688547100485,0.062567688547099153,6.65E-16,-1.332E-15,-6.67E-16,0E-18,0.0025697031710376,0.0025697031710376,0.0025697031710385,0E-16,9E-16,9E-16,0E-16
0.026000000000000006,2.2390718593823573,2.2390718593823564,2.239071859382356,-9E-16,-4E-16,-1.3E-15,0E-16,2.1739348338224366,2.1739348338224360,2.1739348338224369,-6E-16,9E-16,3E-16,0E-16,0.06256729827345908,0.062567298273458860,0.062567298273457084,-2.20E-16,-1.776E-15,-1.996E-15,0E-18,0.0025697272864619,0.0025697272864613,0.0025697272864620,-6E-16,7E-16,1E-16,0E-16
0.026125000000000006,2.2390925047226946,2.239092504722693,2.2390925047226933,-1.6E-15,3E-16,-1.3E-15,0E-16,2.173955844512143,2.1739558445121427,2.1739558445121427,-3E-16,0E-16,-3E-16,0E-16,0.062566908820631765,0.062566908820631095,0.06256690882063132,-6.70E-16,2.25E-16,-4.45E-16,0E-18,0.0025697513899201,0.002569751389919,0.0025697513899192,-1.1E-15,2E-16,-9E-16,0E-16
0.026250000000000006,2.2391131002425797,2.239113100242584,2.2391131002425806,4.3E-15,-3.4E-15,9E-16,0E-16,2.1739768045783041,2.1739768045783038,2.1739768045783041,-3E-16,3E-16,0E-16,0E-16,0.062566520182780084,0.062566520182781859,0.062566520182780752,1.775E-15,-1.107E-15,6.68E-16,0E-18,0.0025697754814955,0.0025697754814982,0.0025697754814953,2.7E-15,-2.9E-15,-2E-16,0E-16
0.026375000000000006,2.239133646302728,2.2391336463027267,2.239133646302727,-1.3E-15,3E-16,-1E-15,0E-16,2.1739977143873084,2.1739977143873082,2.1739977143873085,-2E-16,3E-16,1E-16,0E-16,0.06256613235414066,0.062566132354142209,0.062566132354140436,1.549E-15,-1.773E-15,-2.24E-16,0E-18,0.0025697995612788,0.002569799561276,0.0025697995612779,-2.8E-15,1.9E-15,-9E-16,0E-16
0.026500000000000006,2.2391541432595017,2.2391541432595017,2.2391541432595012,0E-16,-5E-16,-5E-16,0E-16,2.1740185743011435,2.1740185743011428,2.1740185743011438,-7E-16,1.0E-15,3E-16,0E-16,0.062565745329007383,0.062565745329008271,0.062565745329006719,8.88E-16,-1.552E-15,-6.64E-16,0E-18,0.0025698236293510,0.0025698236293506,0.0025698236293505,-4E-16,-1E-16,-5E-16,0E-16
0.026625000000000006,2.2391745914650167,2.239174591465016,2.239174591465018,-7E-16,2E-15,1.3E-15,0E-16,2.1740393846774686,2.174039384677468,2.174039384677469,-6E-16,1E-15,4E-16,0E-16,0.062565359101749207,0.062565359101750984,0.062565359101750316,1.777E-15,-6.68E-16,1.109E-15,0E-18,0.0025698476857987,0.0025698476857967,0.0025698476857986,-2.0E-15,1.9E-15,-1E-16,0E-16
0.026750000000000006,2.2391949912671936,2.2391949912671953,2.239194991267194,1.7E-15,-1.3E-15,4E-16,0E-16,2.1740601458696864,2.1740601458696858,2.1740601458696862,-6E-16,4E-16,-2E-16,0E-16,0.062564973666800803,0.062564973666802581,0.062564973666801249,1.778E-15,-1.332E-15,4.46E-16,0E-18,0.0025698717307061,0.0025698717307070,0.0025698717307063,9E-16,-7E-16,2E-16,0E-16
0.026875000000000007,2.2392153430098314,2.2392153430098314,2.239215343009833,0E-16,1.6E-15,1.6E-15,0E-16,2.1740808582270154,2.1740808582270149,2.1740808582270153,-5E-16,4E-16,-1E-16,0E-16,0.062564589018665237,0.062564589018665237,0.062564589018665017,0E-18,-2.20E-16,-2.20E-16,0E-18,0.0025698957641507,0.0025698957641513,0.0025698957641529,6E-16,1.6E-15,2.2E-15,0E-16
0.027000000000000007,2.2392356470326833,2.239235647032682,2.2392356470326806,-1.3E-15,-1.4E-15,-2.7E-15,0E-16,2.1741015220945595,2.1741015220945590,2.1741015220945593,-5E-16,3E-16,-2E-16,0E-16,0.062564205151900866,0.062564205151900422,0.06256420515190175,-4.44E-16,1.328E-15,8.84E-16,0E-18,0.0025699197862227,0.0025699197862225,0.0025699197862197,-2E-16,-2.8E-15,-3.0E-15,0E-16
0.027125000000000007,2.239255903671504,2.239255903671502,2.239255903671504,-2E-15,2E-15,0E-15,0E-15,2.1741221378133723,2.1741221378133721,2.1741221378133725,-2E-16,4E-16,2E-16,0E-16,0.062563822061139084,0.062563822061137976,0.062563822061137312,-1.108E-15,-6.64E-16,-1.772E-15,0E-18,0.0025699437969922,0.0025699437969917,0.0025699437969939,-5E-16,2.2E-15,1.7E-15,0E-16
0.027250000000000007,2.2392761132581374,2.2392761132581356,2.2392761132581382,-1.8E-15,2.6E-15,8E-16,0E-16,2.174142705720527,2.1741427057205267,2.1741427057205267,-3E-16,0E-16,-3E-16,0E-16,0.062563439741063931,0.06256343974106371,0.06256343974106304,-2.21E-16,-6.7E-16,-8.91E-16,0E-18,0.0025699677965465,0.0025699677965453,0.0025699677965487,-1.2E-15,3.4E-15,2.2E-15,0E-16
0.027375000000000007,2.2392962761205677,2.239296276120569,2.239296276120569,1.3E-15,0E-15,1.3E-15,0E-16,2.1741632261491788,2.1741632261491779,2.1741632261491786,-9E-16,7E-16,-2E-16,0E-16,0.062563058186431375,0.06256305818643204,0.062563058186431151,6.65E-16,-8.89E-16,-2.24E-16,0E-18,0.0025699917849575,0.0025699917849594,0.0025699917849588,1.9E-15,-6E-16,1.3E-15,0E-16
0.027500000000000007,2.2393163925829906,2.2393163925829893,2.2393163925829893,-1.3E-15,0E-16,-1.3E-15,0E-16,2.1741836994286286,2.174183699428628,2.174183699428629,-6E-16,1E-15,4E-16,0E-16,0.062562677392051569,0.062562677392052679,0.062562677392052015,1.110E-15,-6.64E-16,4.46E-16,0E-18,0.0025700157623108,0.0025700157623085,0.0025700157623084,-2.3E-15,-1E-16,-2.4E-15,0E-16
0.027625000000000007,2.239336462965855,2.239336462965857,2.2393364629658556,2E-15,-1.4E-15,6E-16,0E-16,2.1742041258843868,2.1742041258843863,2.1742041258843872,-5E-16,9E-16,4E-16,0E-16,0.062562297352796172,0.06256229735279639,0.062562297352795504,2.18E-16,-8.86E-16,-6.68E-16,0E-18,0.0025700397286723,0.0025700397286744,0.002570039728673,2.1E-15,-1.4E-15,7E-16,0E-16
0.027750000000000007,2.2393564875859524,2.239356487585951,2.239356487585951,-1.4E-15,0E-15,-1.4E-15,0E-16,2.1742245058382325,2.174224505838232,2.174224505838233,-5E-16,1E-15,5E-16,0E-16,0.06256191806359124,0.06256191806359190,0.062561918063589904,6.6E-16,-1.996E-15,-1.336E-15,0E-18,0.0025700636841286,0.0025700636841272,0.0025700636841282,-1.4E-15,1.0E-15,-4E-16,0E-16
0.027875000000000007,2.2393764667564473,2.239376466756444,2.2393764667564446,-3.3E-15,6E-16,-2.7E-15,0E-16,2.1742448396082742,2.1742448396082732,2.1742448396082748,-1.0E-15,1.6E-15,6E-16,0E-16,0.062561539519422338,0.062561539519423892,0.062561539519421894,1.554E-15,-1.998E-15,-4.44E-16,0E-18,0.0025700876287505,0.002570087628747,0.0025700876287477,-3.5E-15,7E-16,-2.8E-15,0E-16
0.028000000000000008,2.2393964007869487,2.2393964007869487,2.2393964007869487,0E-16,0E-16,0E-16,0E-16,2.174265127509007,2.1742651275090063,2.1742651275090067,-7E-16,4E-16,-3E-16,0E-16,0.062561161715336541,0.062561161715335881,0.062561161715336101,-6.60E-16,2.20E-16,-4.40E-16,0E-18,0.0025701115626051,0.0025701115626064,0.002570111562606,1.3E-15,-4E-16,9E-16,0E-16
0.028125000000000008,2.239416289983575,2.2394162899835717,2.2394162899835726,-3.3E-15,9E-16,-2.4E-15,0E-16,2.174285369851370,2.1742853698513694,2.1742853698513702,-6E-16,8E-16,2E-16,0E-16,0.062560784646428893,0.062560784646428889,0.062560784646429335,-4E-18,4.46E-16,4.42E-16,0E-18,0.0025701354857757,0.0025701354857735,0.002570135485773,-2.2E-15,-5E-16,-2.7E-15,0E-16
0.028250000000000008,2.2394361346489866,2.239436134648987,2.2394361346489875,4E-16,5E-16,9E-16,0E-16,2.1743055669428046,2.1743055669428041,2.1743055669428046,-5E-16,5E-16,0E-16,0E-16,0.06256040830785148,0.062560408307854142,0.062560408307853921,2.662E-15,-2.21E-16,2.441E-15,0E-18,0.0025701593983305,0.0025701593983288,0.0025701593983289,-1.7E-15,1E-16,-1.6E-15,0E-16
0.028375000000000008,2.239455935082461,2.239455935082461,2.239455935082462,0E-15,1E-15,1E-15,0E-15,2.1743257190873069,2.1743257190873063,2.1743257190873066,-6E-16,3E-16,-3E-16,0E-16,0.062560032694815695,0.062560032694815915,0.062560032694816581,2.20E-16,6.66E-16,8.86E-16,0E-18,0.0025701833003386,0.002570183300339,0.0025701833003388,4E-16,-2E-16,2E-16,0E-16
0.028500000000000008,2.239475691579937,2.239475691579935,2.239475691579935,-2E-15,0E-15,-2E-15,0E-15,2.1743458265854808,2.1743458265854800,2.1743458265854809,-8E-16,9E-16,1E-16,0E-16,0.062559657802579549,0.062559657802579551,0.062559657802579551,2E-18,0E-18,2E-18,0E-18,0.0025702071918765,0.0025702071918756,0.0025702071918745,-9E-16,-1.1E-15,-2.0E-15,0E-16
0.028625000000000008,2.239495404434058,2.2394954044340567,2.239495404434057,-1.3E-15,3E-16,-1E-15,0E-16,2.1743658897345945,2.1743658897345943,2.1743658897345946,-2E-16,3E-16,1E-16,0E-16,0.062559283626455022,0.062559283626455018,0.062559283626453466,-4E-18,-1.552E-15,-1.556E-15,0E-18,0.0025702310730087,0.0025702310730074,0.0025702310730089,-1.3E-15,1.5E-15,2E-16,0E-16
0.028750000000000008,2.2395150739342404,2.2395150739342404,2.23951507393424,0E-16,-4E-16,-4E-16,0E-16,2.1743859088286283,2.1743859088286283,2.174385908828629,0E-16,7E-16,7E-16,0E-16,0.06255891016180448,0.062558910161802702,0.062558910161802258,-1.778E-15,-4.44E-16,-2.222E-15,0E-18,0.0025702549438077,0.0025702549438096,0.0025702549438085,1.9E-15,-1.1E-15,8E-16,0E-16
0.02887500000000001,2.2395347003667134,2.239534700366713,2.2395347003667134,-4E-16,4E-16,0E-16,0E-16,2.1744058841583285,2.1744058841583281,2.1744058841583289,-4E-16,8E-16,4E-16,0E-16,0.06255853740404538,0.06255853740404449,0.062558537404042938,-8.9E-16,-1.552E-15,-2.442E-15,0E-18,0.0025702788043398,0.0025702788043405,0.0025702788043415,7E-16,1.0E-15,1.7E-15,0E-16
0.02900000000000001,2.239554284014568,2.2395542840145697,2.239554284014567,1.7E-15,-2.7E-15,-1E-15,0E-16,2.1744258160112537,2.1744258160112526,2.1744258160112535,-1.1E-15,9E-16,-2E-16,0E-16,0.062558165348635565,0.062558165348638228,0.062558165348635563,2.663E-15,-2.665E-15,-2E-18,0E-18,0.0025703026546790,0.0025703026546788,0.0025703026546781,-2E-16,-7E-16,-9E-16,0E-16
0.02912500000000001,2.2395738251578052,2.239573825157803,2.2395738251578043,-2.2E-15,1.3E-15,-9E-16,0E-16,2.1744457046718244,2.174445704671824,2.1744457046718253,-4E-16,1.3E-15,9E-16,0E-16,0.062557793991097956,0.062557793991100176,0.062557793991099064,2.220E-15,-1.112E-15,1.108E-15,0E-18,0.0025703264948826,0.002570326494879,0.0025703264948799,-3.6E-15,9E-16,-2.7E-15,0E-16
0.02925000000000001,2.2395933240733847,2.2395933240733865,2.2395933240733843,1.8E-15,-2.2E-15,-4E-16,0E-16,2.1744655504213753,2.1744655504213747,2.1744655504213755,-6E-16,8E-16,2E-16,0E-16,0.062557423326992103,0.062557423326991879,0.062557423326990546,-2.24E-16,-1.333E-15,-1.557E-15,0E-18,0.0025703503250176,0.0025703503250202,0.002570350325018,2.6E-15,-2.2E-15,4E-16,0E-16
0.02937500000000001,2.2396127810352766,2.239612781035274,2.239612781035274,-2.6E-15,0E-15,-2.6E-15,0E-16,2.1744853535381943,2.1744853535381943,2.1744853535381953,0E-16,1.0E-15,1.0E-15,0E-16,0.06255705335192130,0.062557053351920855,0.062557053351919968,-4.45E-16,-8.87E-16,-1.332E-15,0E-18,0.0025703741451608,0.0025703741451587,0.0025703741451583,-2.1E-15,-4E-16,-2.5E-15,0E-16
0.02950000000000001,2.239632196314488,2.2396321963144867,2.239632196314487,-1.3E-15,3E-16,-1E-15,0E-16,2.1745051142975760,2.1745051142975757,2.1745051142975767,-3E-16,1.0E-15,7E-16,0E-16,0.062556684061546128,0.062556684061547016,0.062556684061545242,8.88E-16,-1.774E-15,-8.86E-16,0E-18,0.0025703979553661,0.0025703979553639,0.0025703979553653,-2.2E-15,1.4E-15,-8E-16,0E-16
0.02962500000000001,2.2396515701791255,2.239651570179127,2.239651570179125,1.5E-15,-2E-15,-5E-16,0E-16,2.1745248329718599,2.1745248329718592,2.174524832971860,-7E-16,8E-16,1E-16,0E-16,0.062556315451569592,0.062556315451570924,0.06255631545156826,1.332E-15,-2.664E-15,-1.332E-15,0E-18,0.0025704217556962,0.0025704217556970,0.0025704217556965,8E-16,-5E-16,3E-16,0E-16
0.02975000000000001,2.2396709028944417,2.239670902894442,2.239670902894443,3E-16,1E-15,1.3E-15,0E-16,2.1745445098304789,2.1745445098304786,2.174544509830479,-3E-16,4E-16,1E-16,0E-16,0.062555947517739741,0.062555947517740405,0.062555947517740185,6.64E-16,-2.20E-16,4.44E-16,0E-18,0.0025704455462232,0.0025704455462233,0.0025704455462239,1E-16,6E-16,7E-16,0E-16
0.029875000000000006,2.239690194722855,2.2396901947228547,2.2396901947228565,-3E-16,1.8E-15,1.5E-15,0E-16,2.1745641451400033,2.1745641451400028,2.1745641451400029,-5E-16,1E-16,-4E-16,0E-16,0.062555580255848620,0.062555580255846843,0.06255558025584729,-1.777E-15,4.47E-16,-1.330E-15,0E-18,0.0025704693270034,0.0025704693270052,0.0025704693270063,1.8E-15,1.1E-15,2.9E-15,0E-16
0.03,2.2397094459240114,2.239709445924013,2.239709445924013,1.6E-15,0E-15,1.6E-15,0E-16,2.1745837391641780,2.1745837391641782,2.1745837391641786,2E-16,4E-16,6E-16,0E-16,0.062555213661730448,0.062555213661731112,0.062555213661729336,6.64E-16,-1.776E-15,-1.112E-15,0E-18,0.0025704930981029,0.0025704930981036,0.0025704930981052,7E-16,1.6E-15,2.3E-15,0E-16
0.030125,2.239728656754827,2.239728656754825,2.239728656754827,-2E-15,2E-15,0E-15,0E-15,2.1746032921639707,2.1746032921639711,2.1746032921639713,4E-16,2E-16,6E-16,0E-16,0.062554847731271848,0.062554847731272954,0.06255484773127340,1.106E-15,4.46E-16,1.552E-15,0E-18,0.0025705168595842,0.0025705168595806,0.0025705168595825,-3.6E-15,1.9E-15,-1.7E-15,0E-16
0.03025,2.239747827469503,2.2397478274695017,2.239747827469504,-1.3E-15,2.3E-15,1E-15,0E-16,2.1746228043976090,2.1746228043976083,2.1746228043976090,-7E-16,7E-16,0E-16,0E-16,0.062554482460393412,0.062554482460393856,0.062554482460394076,4.44E-16,2.20E-16,6.64E-16,0E-18,0.0025705406115005,0.0025705406114995,0.0025705406115009,-1.0E-15,1.4E-15,4E-16,0E-16
0.030375,2.239766958319599,2.2397669583196,2.2397669583195983,1E-15,-1.7E-15,-7E-16,0E-16,2.1746422761206188,2.1746422761206187,2.1746422761206192,-1E-16,5E-16,4E-16,0E-16,0.062554117845064814,0.062554117845063262,0.06255411784506326,-1.552E-15,-2E-18,-1.554E-15,0E-18,0.0025705643539155,0.0025705643539178,0.0025705643539155,2.3E-15,-2.3E-15,0E-16,0E-16
0.0305,2.2397860495540503,2.2397860495540494,2.2397860495540485,-9E-16,-9E-16,-1.8E-15,0E-16,2.1746617075858701,2.1746617075858699,2.1746617075858707,-2E-16,8E-16,6E-16,0E-16,0.062553753881288363,0.062553753881285035,0.062553753881286147,-3.328E-15,1.112E-15,-2.216E-15,0E-18,0.0025705880868918,0.0025705880868942,0.0025705880868915,2.4E-15,-2.7E-15,-3E-16,0E-16
0.030625,2.2398051014192055,2.239805101419205,2.239805101419207,-5E-16,2E-15,1.5E-15,0E-16,2.174681099043608,2.1746810990436081,2.174681099043608,1E-16,-1E-16,0E-15,0E-16,0.062553390565108782,0.062553390565110114,0.062553390565109002,1.332E-15,-1.112E-15,2.20E-16,0E-18,0.0025706118104884,0.0025706118104866,0.0025706118104896,-1.8E-15,3.0E-15,1.2E-15,0E-16
0.03075,2.2398241141588815,2.239824114158882,2.239824114158882,5E-16,0E-15,5E-16,0E-16,2.1747004507414972,2.1747004507414969,2.1747004507414976,-3E-16,7E-16,4E-16,0E-16,0.062553027892626733,0.06255302789262718,0.062553027892626955,4.47E-16,-2.25E-16,2.22E-16,0E-18,0.0025706355247579,0.002570635524758,0.0025706355247573,1E-16,-7E-16,-6E-16,0E-16
0.030875,2.239843088014379,2.239843088014377,2.2398430880143767,-2E-15,-3E-16,-2.3E-15,0E-16,2.1747197629246518,2.1747197629246520,2.174719762924652,2E-16,0E-16,2E-16,0E-16,0.062552665859966438,0.062552665859963997,0.062552665859964663,-2.441E-15,6.66E-16,-1.775E-15,0E-18,0.0025706592297605,0.0025706592297615,0.00257065922976,1.0E-15,-1.5E-15,-5E-16,0E-16
0.031,2.2398620232245303,2.2398620232245285,2.239862023224528,-1.8E-15,-5E-16,-2.3E-15,0E-16,2.1747390358356814,2.1747390358356814,2.1747390358356814,0E-16,0E-16,0E-16,0E-16,0.062552304463292516,0.062552304463292076,0.062552304463291408,-4.40E-16,-6.68E-16,-1.108E-15,0E-18,0.0025706829255567,0.0025706829255551,0.0025706829255554,-1.6E-15,3E-16,-1.3E-15,0E-16
0.031125,2.239880920025733,2.239880920025731,2.2398809200257324,-2E-15,1.4E-15,-6E-16,0E-16,2.1747582697147188,2.1747582697147188,2.1747582697147196,0E-16,8E-16,8E-16,0E-16,0.062551943698813337,0.062551943698815113,0.062551943698813787,1.776E-15,-1.326E-15,4.50E-16,0E-18,0.0025707066122008,0.0025707066121969,0.0025707066121992,-3.9E-15,2.3E-15,-1.6E-15,0E-16
0.03125,2.239899778651982,2.239899778651981,2.2398997786519814,-1E-15,4E-16,-6E-16,0E-16,2.1747774647994583,2.1747774647994586,2.1747774647994585,3E-16,-1E-16,2E-16,0E-16,0.062551583562776794,0.062551583562778788,0.062551583562778566,1.994E-15,-2.22E-16,1.772E-15,0E-18,0.0025707302897468,0.0025707302897435,0.0025707302897441,-3.3E-15,6E-16,-2.7E-15,0E-16
0.031375,2.2399185993349064,2.2399185993349073,2.239918599334906,9E-16,-1.3E-15,-4E-16,0E-16,2.1747966213251897,2.1747966213251899,2.1747966213251906,2E-16,7E-16,9E-16,0E-16,0.062551224051466072,0.062551224051468068,0.062551224051465848,1.996E-15,-2.220E-15,-2.24E-16,0E-18,0.0025707539582507,0.0025707539582494,0.0025707539582498,-1.3E-15,4E-16,-9E-16,0E-16
0.0315,2.2399373823038027,2.2399373823038005,2.2399373823038005,-2.2E-15,0E-16,-2.2E-15,0E-16,2.1748157395248349,2.1748157395248355,2.1748157395248351,6E-16,-4E-16,2E-16,0E-16,0.062550865161199898,0.062550865161197011,0.062550865161199009,-2.887E-15,1.998E-15,-8.89E-16,0E-18,0.0025707776177679,0.0025707776177679,0.0025707776177665,0E-16,-1.4E-15,-1.4E-15,0E-16
0.031625,2.239956127785664,2.2399561277856614,2.2399561277856614,-2.6E-15,0E-16,-2.6E-15,0E-16,2.1748348196289755,2.1748348196289764,2.174834819628976,9E-16,-4E-16,5E-16,0E-16,0.062550506888335189,0.062550506888332523,0.062550506888336299,-2.666E-15,3.776E-15,1.110E-15,0E-18,0.0025708012683532,0.0025708012683526,0.0025708012683492,-6E-16,-3.4E-15,-4.0E-15,0E-16
0.03175,2.239974836005213,2.239974836005212,2.2399748360052127,-1E-15,7E-16,-3E-16,0E-16,2.1748538618658914,2.1748538618658922,2.1748538618658927,8E-16,5E-16,1.3E-15,0E-16,0.062550149229264606,0.062550149229263272,0.062550149229263718,-1.334E-15,4.46E-16,-8.88E-16,0E-18,0.0025708249100571,0.0025708249100565,0.0025708249100562,-6E-16,-3E-16,-9E-16,0E-16
0.031875,2.239993507184944,2.2399935071849426,2.2399935071849444,-1.4E-15,1.8E-15,4E-16,0E-16,2.1748728664615900,2.1748728664615906,2.1748728664615913,6E-16,7E-16,1.3E-15,0E-16,0.062549792180417453,0.062549792180415675,0.062549792180416119,-1.778E-15,4.44E-16,-1.334E-15,0E-18,0.0025708485429367,0.0025708485429363,0.0025708485429367,-4E-16,4E-16,0E-16,0E-16
0.032,2.2400121415451375,2.2400121415451366,2.2400121415451384,-9E-16,1.8E-15,9E-16,0E-16,2.1748918336398377,2.1748918336398384,2.1748918336398391,7E-16,7E-16,1.4E-15,0E-16,0.062549435738253001,0.062549435738252555,0.062549435738252112,-4.46E-16,-4.43E-16,-8.89E-16,0E-18,0.0025708721670467,0.0025708721670455,0.0025708721670474,-1.2E-15,1.9E-15,7E-16,0E-16
0.032125,2.2400307393038994,2.2400307393038967,2.240030739303901,-2.7E-15,4.3E-15,1.6E-15,0E-16,2.1749107636221916,2.1749107636221916,2.1749107636221924,0E-16,8E-16,8E-16,0E-16,0.06254907989927516,0.062549079899273831,0.062549079899273383,-1.329E-15,-4.48E-16,-1.777E-15,0E-18,0.0025708957824326,0.0025708957824313,0.002570895782435,-1.3E-15,3.7E-15,2.4E-15,0E-16
0.03225,2.2400493006771924,2.2400493006771924,2.240049300677191,0E-16,-1.4E-15,-1.4E-15,0E-16,2.1749296566280283,2.1749296566280283,2.174929656628029,0E-16,7E-16,7E-16,0E-16,0.062548724660015821,0.062548724660014707,0.062548724660014266,-1.114E-15,-4.41E-16,-1.555E-15,0E-18,0.0025709193891484,0.0025709193891497,0.0025709193891474,1.3E-15,-2.3E-15,-1.0E-15,0E-16
0.032375,2.2400678258788616,2.24006782587886,2.2400678258788607,-1.6E-15,7E-16,-9E-16,0E-16,2.1749485128745775,2.1749485128745777,2.1749485128745778,2E-16,1E-16,3E-16,0E-16,0.062548370017036167,0.062548370017037284,0.06254837001703728,1.117E-15,-4E-18,1.113E-15,0E-18,0.0025709429872475,0.0025709429872452,0.0025709429872455,-2.3E-15,3E-16,-2.0E-15,0E-16
0.0325,2.2400863151206685,2.2400863151206667,2.2400863151206662,-1.8E-15,-5E-16,-2.3E-15,0E-16,2.1749673325769477,2.1749673325769476,2.1749673325769484,-1E-16,8E-16,7E-16,0E-16,0.062548015966941373,0.062548015966944037,0.062548015966940929,2.664E-15,-3.108E-15,-4.44E-16,0E-18,0.0025709665767795,0.0025709665767751,0.0025709665767768,-4.4E-15,1.7E-15,-2.7E-15,0E-16
