time_s_exact,electrode,sample_index,coordinate_first_m,coordinate_second_m,x_surface_first,x_surface_second,x_surface_difference_second_minus_first,x_particle_average_first,x_particle_average_second,x_particle_average_difference_second_minus_first,Eeq_V_first,Eeq_V_second,Eeq_V_difference_second_minus_first,etaMid_V_first,etaMid_V_second,etaMid_V_difference_second_minus_first,phil_V_first,phil_V_second,phil_V_difference_second_minus_first
1.35,N,0,0.0,0.0,0.012728352952235308,0.012728352952235312,4E-18,0.011755230525443798,0.011755230525443798,0E-18,1.3498751413444265,1.3498751413444263,-2E-16,-0.05323856538951999,-0.05323856538951999,0E-17,-1.2966365759549066,-1.2966365759549063,3E-16
1.35,N,1,2.1666666666666665E-7,2.1666666666666665E-7,0.012728352215193113,0.012728352215193117,4E-18,0.011755230497217656,0.011755230497217658,2E-18,1.3498751875550017,1.3498751875550015,-2E-16,-0.05323851470395535,-0.05323851470395513,2.2E-16,-1.2966365480318358,-1.2966365480318358,0E-16
1.35,N,2,4.333333333333333E-7,4.333333333333333E-7,0.012728351478150922,0.012728351478150926,4E-18,0.0117552304689915,0.0117552304689915,0E-16,1.3498752337655766,1.3498752337655764,-2E-16,-0.053238520383026344,-0.053238520383026344,0E-18,-1.2966364642628982,-1.296636464262898,2E-16
1.35,N,3,6.5E-7,6.5E-7,0.012728351948845671,0.012728351948845673,2E-18,0.01175523048697587,0.01175523048697587,0E-17,1.3498752042542743,1.349875204254274,-3E-16,-0.05323850670457464,-0.05323850670457464,0E-17,-1.2966363246483747,-1.2966363246483745,2E-16
1.35,N,4,8.666666666666666E-7,8.666666666666666E-7,0.012728352422055009,0.012728352422055007,-2E-18,0.011755230505056473,0.01175523050505647,-3E-18,1.3498751745853137,1.3498751745853137,0E-16,-0.05323854923248539,-0.05323854923248539,0E-17,-1.2966361291885995,-1.2966361291885995,0E-16
1.35,N,5,0.0000010833333333333333,0.0000010833333333333333,0.012728354100469928,0.012728354100469925,-3E-18,0.011755230569250678,0.011755230569250678,0E-18,1.349875069353186,1.3498750693531862,2E-16,-0.05323857256103359,-0.05323857256103404,-4.5E-16,-1.2966358778837888,-1.2966358778837885,3E-16
1.35,N,6,0.0000013,0.0000013,0.012728355783913958,0.012728355783913955,-3E-18,0.011755230633637322,0.011755230633637318,-4E-18,1.349874963805746,1.3498749638057461,1E-16,-0.05323865193780519,-0.053238651937805415,-2.25E-16,-1.296635570734212,-1.296635570734212,0E-15
1.35,N,7,0.0000015166666666666664,0.0000015166666666666664,0.012728358670039514,0.012728358670039512,-2E-18,0.01175523074404102,0.01175523074404102,0E-17,1.3498747828533901,1.34987478285339,-1E-16,-0.05323871227304955,-0.05323871227304933,2.2E-16,-1.2966352077400174,-1.2966352077400174,0E-16
1.35,N,8,0.0000017333333333333332,0.0000017333333333333332,0.012728361563708672,0.012728361563708672,0E-18,0.011755230854733373,0.011755230854733373,0E-18,1.34987460142807,1.34987460142807,0E-14,-0.05323882849851436,-0.05323882849851458,-2.2E-16,-1.2966347889014096,-1.2966347889014094,2E-16
1.35,N,9,0.00000195,0.00000195,0.012728365657540671,0.012728365657540671,0E-18,0.011755231011346528,0.011755231011346528,0E-18,1.349874344755749,1.349874344755749,0E-15,-0.05323892584008494,-0.05323892584008494,0E-17,-1.2966343142184682,-1.2966343142184682,0E-16
