objective,n,degenerate_frac,degenerate_frac_corrected,mean_abs_err,mean_abs_err_lam_pe,mean_abs_err_lam_ne,mean_abs_err_lli,pe_ne_antisym_frac,alpha_wall_frac
pocv,1476,0.7784552845528455,0.6673441734417345,0.04740802437764155,0.024366491494477494,0.04061028236929642,0.01593915210782914,0.29200542005420055,0.08401084010840108
pocv_dvdq,1476,0.6212737127371274,0.15176151761517614,0.024671500699666195,0.01885165138790962,0.01340801905666838,0.015845945912553255,0.676829268292683,0.11246612466124661
pocv_dvdq_dqdv,1476,0.8719512195121951,0.94579945799458,0.06572402393270292,0.05729644447306248,0.030466515067062022,0.04527387955906335,0.35365853658536583,0.07317073170731707
dqdv_only,1476,0.9031165311653117,0.9234417344173442,0.07988377961090128,0.03791128820876916,0.071230321812024,0.03874095447936937,0.2222222222222222,0.026422764227642278
