start_time_s_exact,end_time_s_exact,actual_step_s_exact,interval_required_cap_s_exact,region,within_cap_with_1e-12s_roundoff,at_cap_with_1e-12s_roundoff,step_to_cap_ratio,step_index,time_log_s,step_log_s,raw_native_log_line
0.0,0.00001002,0.00001002,0.001,before_0.1,True,False,0.01002,1,1.002e-05,1e-05,1   1.002e-05       1e-05 out   12   10   18     1     0      0  2.3e-11  1.9e-14
0.00001002,0.00002002,0.00001000,0.001,before_0.1,True,False,0.01,2,2.002e-05,1e-05,2   2.002e-05       1e-05 out   14   11   20     1     0      0  3.3e-11  6.7e-16
0.00002002,0.00004002,0.00002000,0.001,before_0.1,True,False,0.02,3,4.002e-05,2e-05,3   4.002e-05       2e-05 out   16   12   22     2     0      0  9.8e-11  5.9e-16
0.00004002,0.00007001,0.00002999,0.001,before_0.1,True,False,0.02999,4,7.001e-05,2.999e-05,4   7.001e-05   2.999e-05 out   18   13   24     2     0      0  1.4e-10  5.1e-16
0.00007001,0.00010,0.00002999,0.001,before_0.1,True,False,0.02999,5,0.0001,2.999e-05,5      0.0001   2.999e-05 out   20   14   26     2     0      0    2e-11  5.2e-16
0.00010,0.00015000000000000001,0.00005000000000000001,0.001,before_0.1,True,False,0.05000000000000001,6,0.00015,5e-05,6     0.00015       5e-05 out   22   15   28     2     0      0    3e-11  5.6e-16
0.00015000000000000001,0.00020,0.00004999999999999999,0.001,before_0.1,True,False,0.04999999999999999,7,0.0002,5e-05,7      0.0002       5e-05 out   24   16   30     2     0      0  1.7e-11  4.8e-16
0.00020,0.0002999999999999999,0.0000999999999999999,0.001,before_0.1,True,False,0.0999999999999999,8,0.0003,0.0001,8      0.0003      0.0001 out   26   17   32     2     0      0  1.2e-10  9.3e-16
0.0002999999999999999,0.00050,0.0002000000000000001,0.001,before_0.1,True,False,0.2000000000000001,9,0.0005,0.0002,9      0.0005      0.0002 out   28   18   34     2     0      0    8e-11    9e-16
0.00050,0.00075,0.00025,0.001,before_0.1,True,False,0.25,10,0.00075,0.00025,10     0.00075     0.00025 out   30   19   36     2     0      0    7e-11    8e-16
0.00075,0.001,0.00025,0.001,before_0.1,True,False,0.25,11,0.001,0.00025,11       0.001     0.00025 out   32   20   38     2     0      0    1e-11  8.9e-16
0.001,0.0014999999999999996,0.0004999999999999996,0.001,before_0.1,True,False,0.4999999999999996,12,0.0015,0.0005,12      0.0015      0.0005 out   34   21   40     2     0      0  6.8e-11  1.8e-15
0.0014999999999999996,0.002,0.0005000000000000004,0.001,before_0.1,True,False,0.5000000000000004,13,0.002,0.0005,13       0.002      0.0005 out   36   22   42     2     0      0  1.2e-11  5.9e-16
0.002,0.003,0.001,0.001,before_0.1,True,True,1.0,14,0.003,0.001,14       0.003       0.001 out   38   23   44     2     0      0  3.1e-11  1.3e-14
0.003,0.004,0.001,0.001,before_0.1,True,True,1.0,15,0.004,0.001,15       0.004       0.001 out   40   24   46     2     0      0  1.5e-11  9.5e-15
0.004,0.005,0.001,0.001,before_0.1,True,True,1.0,16,0.005,0.001,16       0.005       0.001 out   42   25   48     2     0      0  7.2e-11  1.7e-14
0.005,0.006,0.001,0.001,before_0.1,True,True,1.0,17,0.006,0.001,17       0.006       0.001 out   44   26   50     2     0      0  8.9e-11  1.2e-14
0.006,0.007,0.001,0.001,before_0.1,True,True,1.0,18,0.007,0.001,18       0.007       0.001 out   46   27   52     2     0      0  5.3e-11    1e-14
0.007,0.008,0.001,0.001,before_0.1,True,True,1.0,19,0.008,0.001,19       0.008       0.001 out   48   28   54     2     0      0  1.8e-11  7.7e-15
0.008,0.009000000000000001,0.001000000000000001,0.001,before_0.1,True,True,1.000000000000001,20,0.009,0.001,20       0.009       0.001 out   50   29   56     2     0      0  1.6e-11  7.1e-15
0.009000000000000001,0.01,0.000999999999999999,0.001,before_0.1,True,True,0.999999999999999,21,0.01,0.001,21        0.01       0.001 out   52   30   58     2     0      0  9.6e-11  7.5e-15
0.01,0.011,0.001,0.001,before_0.1,True,True,1.0,22,0.011,0.001,22       0.011       0.001 out   54   31   60     2     0      0  1.2e-11  7.1e-15
0.011,0.011999999999999997,0.000999999999999997,0.001,before_0.1,True,True,0.999999999999997,23,0.012,0.001,23       0.012       0.001 out   56   32   62     2     0      0  8.4e-11  5.9e-15
0.011999999999999997,0.012999999999999994,0.000999999999999997,0.001,before_0.1,True,True,0.999999999999997,24,0.013,0.001,24       0.013       0.001 out   58   33   64     2     0      0  4.8e-11  4.1e-15
0.012999999999999994,0.013999999999999995,0.001000000000000001,0.001,before_0.1,True,True,1.000000000000001,25,0.014,0.001,25       0.014       0.001 out   60   34   66     2     0      0  4.3e-11  3.3e-15
0.013999999999999995,0.014999999999999996,0.001000000000000001,0.001,before_0.1,True,True,1.000000000000001,26,0.015,0.001,26       0.015       0.001 out   62   35   68     2     0      0  1.2e-10  3.3e-15
0.014999999999999996,0.015999999999999997,0.001000000000000001,0.001,before_0.1,True,True,1.000000000000001,27,0.016,0.001,27       0.016       0.001 out   64   36   70     2     0      0  3.6e-11  3.7e-15
0.015999999999999997,0.016999999999999998,0.001000000000000001,0.001,before_0.1,True,True,1.000000000000001,28,0.017,0.001,28       0.017       0.001 out   66   37   72     2     0      0    7e-11  2.3e-15
0.016999999999999998,0.018,0.001000000000000002,0.001,before_0.1,True,True,1.000000000000002,29,0.018,0.001,29       0.018       0.001 out   68   38   74     2     0      0  5.5e-11  3.1e-15
0.018,0.019,0.001,0.001,before_0.1,True,True,1.0,30,0.019,0.001,30       0.019       0.001 out   70   39   76     2     0      0  2.6e-11  1.7e-15
0.019,0.02,0.001,0.001,before_0.1,True,True,1.0,31,0.02,0.001,31        0.02       0.001 out   72   40   78     2     0      0    4e-11  1.4e-15
0.02,0.021,0.001,0.001,before_0.1,True,True,1.0,32,0.021,0.001,32       0.021       0.001 out   74   41   80     2     0      0  9.5e-11  1.9e-15
0.021,0.022000000000000002,0.001000000000000002,0.001,before_0.1,True,True,1.000000000000002,33,0.022,0.001,33       0.022       0.001 out   76   42   82     2     0      0  1.4e-10  1.3e-15
0.022000000000000002,0.023000000000000003,0.001000000000000001,0.001,before_0.1,True,True,1.000000000000001,34,0.023,0.001,34       0.023       0.001 out   78   43   84     2     0      0  8.1e-11  1.2e-15
0.023000000000000003,0.024000000000000004,0.001000000000000001,0.001,before_0.1,True,True,1.000000000000001,35,0.024,0.001,35       0.024       0.001 out   80   44   86     2     0      0  1.1e-11  8.8e-16
0.024000000000000004,0.025000000000000005,0.001000000000000001,0.001,before_0.1,True,True,1.000000000000001,36,0.025,0.001,36       0.025       0.001 out   82   45   88     2     0      0    4e-11    1e-15
0.025000000000000005,0.026000000000000006,0.001000000000000001,0.001,before_0.1,True,True,1.000000000000001,37,0.026,0.001,37       0.026       0.001 out   84   46   90     2     0      0  9.5e-11    7e-16
0.026000000000000006,0.027000000000000007,0.001000000000000001,0.001,before_0.1,True,True,1.000000000000001,38,0.027,0.001,38       0.027       0.001 out   86   47   92     2     0      0  1.2e-10    6e-16
0.027000000000000007,0.028000000000000008,0.001000000000000001,0.001,before_0.1,True,True,1.000000000000001,39,0.028,0.001,39       0.028       0.001 out   88   48   94     2     0      0  1.3e-10  9.8e-16
0.028000000000000008,0.029000000000000005,0.000999999999999997,0.001,before_0.1,True,True,0.999999999999997,40,0.029,0.001,40       0.029       0.001 out   90   49   96     2     0      0  1.1e-10  6.2e-16
0.029000000000000005,0.03,0.000999999999999995,0.001,before_0.1,True,True,0.999999999999995,41,0.03,0.001,41        0.03       0.001 out   92   50   98     2     0      0  4.1e-11    8e-16
0.03,0.031,0.001,0.001,before_0.1,True,True,1.0,42,0.031,0.001,42       0.031       0.001 out   94   51  100     2     0      0  9.6e-11  1.1e-15
0.031,0.032,0.001,0.001,before_0.1,True,True,1.0,43,0.032,0.001,43       0.032       0.001 out   96   52  102     2     0      0  5.4e-12  1.4e-15
0.032,0.033,0.001,0.001,before_0.1,True,True,1.0,44,0.033,0.001,44       0.033       0.001 out   98   53  104     2     0      0  5.4e-11  1.5e-15
0.033,0.034,0.001,0.001,before_0.1,True,True,1.0,45,0.034,0.001,45       0.034       0.001 out  100   54  106     2     0      0  8.8e-11  4.9e-16
0.034,0.035,0.001,0.001,before_0.1,True,True,1.0,46,0.035,0.001,46       0.035       0.001 out  102   55  108     2     0      0  3.5e-11  6.7e-16
0.035,0.036000000000000004,0.001000000000000004,0.001,before_0.1,True,True,1.000000000000004,47,0.036,0.001,47       0.036       0.001 out  104   56  110     2     0      0  2.1e-11  5.1e-16
0.036000000000000004,0.037000000000000005,0.001000000000000001,0.001,before_0.1,True,True,1.000000000000001,48,0.037,0.001,48       0.037       0.001 out  106   57  112     2     0      0  7.2e-12  1.4e-15
0.037000000000000005,0.038000000000000006,0.001000000000000001,0.001,before_0.1,True,True,1.000000000000001,49,0.038,0.001,49       0.038       0.001 out  108   58  114     2     0      0    2e-10  4.7e-16
0.038000000000000006,0.03900000000000001,0.001000000000000004,0.001,before_0.1,True,True,1.000000000000004,50,0.039,0.001,50       0.039       0.001 out  110   59  116     2     0      0  1.7e-10  6.1e-16
0.03900000000000001,0.04,0.00099999999999999,0.001,before_0.1,True,True,0.99999999999999,51,0.04,0.001,51        0.04       0.001 out  112   60  118     2     0      0  4.8e-11  9.9e-16
0.04,0.041,0.001,0.001,before_0.1,True,True,1.0,52,0.041,0.001,52       0.041       0.001 out  114   61  120     2     0      0  8.3e-12  1.4e-15
0.041,0.042,0.001,0.001,before_0.1,True,True,1.0,53,0.042,0.001,53       0.042       0.001 out  116   62  122     2     0      0  1.2e-10  5.7e-16
0.042,0.043000000000000003,0.001000000000000003,0.001,before_0.1,True,True,1.000000000000003,54,0.043,0.001,54       0.043       0.001 out  118   63  124     2     0      0  8.4e-11  9.8e-16
0.043000000000000003,0.044000000000000004,0.001000000000000001,0.001,before_0.1,True,True,1.000000000000001,55,0.044,0.001,55       0.044       0.001 out  120   64  126     2     0      0  4.9e-11    1e-15
0.044000000000000004,0.045000000000000005,0.001000000000000001,0.001,before_0.1,True,True,1.000000000000001,56,0.045,0.001,56       0.045       0.001 out  122   65  128     2     0      0  9.2e-11  3.7e-16
0.045000000000000005,0.046000000000000006,0.001000000000000001,0.001,before_0.1,True,True,1.000000000000001,57,0.046,0.001,57       0.046       0.001 out  124   66  130     2     0      0  6.6e-12  6.8e-16
0.046000000000000006,0.04700000000000001,0.001000000000000004,0.001,before_0.1,True,True,1.000000000000004,58,0.047,0.001,58       0.047       0.001 out  126   67  132     2     0      0  1.4e-11  6.2e-16
0.04700000000000001,0.04800000000000001,0.00100000000000000,0.001,before_0.1,True,True,1.0,59,0.048,0.001,59       0.048       0.001 out  128   68  134     2     0      0  4.7e-11  4.7e-16
0.04800000000000001,0.049,0.00099999999999999,0.001,before_0.1,True,True,0.99999999999999,60,0.049,0.001,60       0.049       0.001 out  130   69  136     2     0      0  1.3e-10  4.1e-16
0.049,0.05,0.001,0.001,before_0.1,True,True,1.0,61,0.05,0.001,61        0.05       0.001 out  132   70  138     2     0      0  8.3e-11  4.9e-16
0.05,0.051000000000000004,0.001000000000000004,0.001,before_0.1,True,True,1.000000000000004,62,0.051,0.001,62       0.051       0.001 out  134   71  140     2     0      0  1.3e-10  7.2e-16
0.051000000000000004,0.052000000000000005,0.001000000000000001,0.001,before_0.1,True,True,1.000000000000001,63,0.052,0.001,63       0.052       0.001 out  136   72  142     2     0      0  3.2e-12  7.4e-16
0.052000000000000005,0.053000000000000005,0.001000000000000000,0.001,before_0.1,True,True,1.0,64,0.053,0.001,64       0.053       0.001 out  138   73  144     2     0      0  1.1e-10  7.9e-16
0.053000000000000005,0.054000000000000006,0.001000000000000001,0.001,before_0.1,True,True,1.000000000000001,65,0.054,0.001,65       0.054       0.001 out  140   74  146     2     0      0    7e-11  7.7e-16
0.054000000000000006,0.05500000000000001,0.001000000000000004,0.001,before_0.1,True,True,1.000000000000004,66,0.055,0.001,66       0.055       0.001 out  142   75  148     2     0      0  1.1e-10    4e-16
0.05500000000000001,0.05600000000000001,0.00100000000000000,0.001,before_0.1,True,True,1.0,67,0.056,0.001,67       0.056       0.001 out  144   76  150     2     0      0  3.1e-11  5.5e-16
0.05600000000000001,0.05700000000000001,0.00100000000000000,0.001,before_0.1,True,True,1.0,68,0.057,0.001,68       0.057       0.001 out  146   77  152     2     0      0  7.2e-12  1.5e-15
0.05700000000000001,0.05800000000000001,0.00100000000000000,0.001,before_0.1,True,True,1.0,69,0.058,0.001,69       0.058       0.001 out  148   78  154     2     0      0  3.5e-11  6.6e-16
0.05800000000000001,0.059000000000000004,0.000999999999999994,0.001,before_0.1,True,True,0.999999999999994,70,0.059,0.001,70       0.059       0.001 out  150   79  156     2     0      0  5.7e-12  3.9e-16
0.059000000000000004,0.06,0.000999999999999996,0.001,before_0.1,True,True,0.999999999999996,71,0.06,0.001,71        0.06       0.001 out  152   80  158     2     0      0  1.3e-10  3.1e-16
0.06,0.061,0.001,0.001,before_0.1,True,True,1.0,72,0.061,0.001,72       0.061       0.001 out  154   81  160     2     0      0  9.7e-12    6e-16
0.061,0.062,0.001,0.001,before_0.1,True,True,1.0,73,0.062,0.001,73       0.062       0.001 out  156   82  162     2     0      0  7.3e-11  9.8e-16
0.062,0.063,0.001,0.001,before_0.1,True,True,1.0,74,0.063,0.001,74       0.063       0.001 out  158   83  164     2     0      0  4.4e-12  3.7e-16
0.063,0.064,0.001,0.001,before_0.1,True,True,1.0,75,0.064,0.001,75       0.064       0.001 out  160   84  166     2     0      0  5.4e-11  4.5e-16
0.064,0.065,0.001,0.001,before_0.1,True,True,1.0,76,0.065,0.001,76       0.065       0.001 out  162   85  168     2     0      0  6.5e-11  4.8e-16
0.065,0.066,0.001,0.001,before_0.1,True,True,1.0,77,0.066,0.001,77       0.066       0.001 out  164   86  170     2     0      0  1.3e-10  5.7e-16
0.066,0.067,0.001,0.001,before_0.1,True,True,1.0,78,0.067,0.001,78       0.067       0.001 out  166   87  172     2     0      0  2.1e-10  5.7e-16
0.067,0.068,0.001,0.001,before_0.1,True,True,1.0,79,0.068,0.001,79       0.068       0.001 out  168   88  174     2     0      0    6e-11  6.4e-16
0.068,0.069,0.001,0.001,before_0.1,True,True,1.0,80,0.069,0.001,80       0.069       0.001 out  170   89  176     2     0      0    2e-10  1.1e-15
0.069,0.07,0.001,0.001,before_0.1,True,True,1.0,81,0.07,0.001,81        0.07       0.001 out  172   90  178     2     0      0  3.8e-12  3.9e-16
0.07,0.07100000000000001,0.00100000000000001,0.001,before_0.1,True,True,1.00000000000001,82,0.071,0.001,82       0.071       0.001 out  174   91  180     2     0      0  5.9e-11  9.3e-16
0.07100000000000001,0.07200000000000001,0.00100000000000000,0.001,before_0.1,True,True,1.0,83,0.072,0.001,83       0.072       0.001 out  176   92  182     2     0      0  1.2e-10  1.4e-15
0.07200000000000001,0.07300000000000001,0.00100000000000000,0.001,before_0.1,True,True,1.0,84,0.073,0.001,84       0.073       0.001 out  178   93  184     2     0      0  1.8e-11  9.6e-16
0.07300000000000001,0.07400000000000001,0.00100000000000000,0.001,before_0.1,True,True,1.0,85,0.074,0.001,85       0.074       0.001 out  180   94  186     2     0      0  2.8e-11  3.2e-16
0.07400000000000001,0.07500000000000001,0.00100000000000000,0.001,before_0.1,True,True,1.0,86,0.075,0.001,86       0.075       0.001 out  182   95  188     2     0      0    1e-11  1.1e-15
0.07500000000000001,0.07600000000000001,0.00100000000000000,0.001,before_0.1,True,True,1.0,87,0.076,0.001,87       0.076       0.001 out  184   96  190     2     0      0    4e-11  6.3e-16
0.07600000000000001,0.07700000000000001,0.00100000000000000,0.001,before_0.1,True,True,1.0,88,0.077,0.001,88       0.077       0.001 out  186   97  192     2     0      0  2.3e-12  7.1e-16
0.07700000000000001,0.07800000000000001,0.00100000000000000,0.001,before_0.1,True,True,1.0,89,0.078,0.001,89       0.078       0.001 out  188   98  194     2     0      0  2.6e-12  4.7e-16
0.07800000000000001,0.07900000000000001,0.00100000000000000,0.001,before_0.1,True,True,1.0,90,0.079,0.001,90       0.079       0.001 out  190   99  196     2     0      0  1.5e-10    4e-16
0.07900000000000001,0.08,0.00099999999999999,0.001,before_0.1,True,True,0.99999999999999,91,0.08,0.001,91        0.08       0.001 out  192  100  198     2     0      0  1.4e-10    8e-16
0.08,0.081,0.001,0.001,before_0.1,True,True,1.0,92,0.081,0.001,92       0.081       0.001 out  194  101  200     2     0      0  5.9e-11  1.1e-15
0.081,0.082,0.001,0.001,before_0.1,True,True,1.0,93,0.082,0.001,93       0.082       0.001 out  196  102  202     2     0      0  4.3e-11  5.8e-16
0.082,0.083,0.001,0.001,before_0.1,True,True,1.0,94,0.083,0.001,94       0.083       0.001 out  198  103  204     2     0      0  1.2e-10  1.2e-15
0.083,0.084,0.001,0.001,before_0.1,True,True,1.0,95,0.084,0.001,95       0.084       0.001 out  200  104  206     2     0      0  9.5e-11  6.4e-16
0.084,0.085,0.001,0.001,before_0.1,True,True,1.0,96,0.085,0.001,96       0.085       0.001 out  202  105  208     2     0      0  3.1e-11  8.4e-16
0.085,0.08600000000000001,0.00100000000000001,0.001,before_0.1,True,True,1.00000000000001,97,0.086,0.001,97       0.086       0.001 out  204  106  210     2     0      0  1.7e-11  6.5e-16
0.08600000000000001,0.08700000000000001,0.00100000000000000,0.001,before_0.1,True,True,1.0,98,0.087,0.001,98       0.087       0.001 out  206  107  212     2     0      0  7.3e-11  9.4e-16
0.08700000000000001,0.08800000000000001,0.00100000000000000,0.001,before_0.1,True,True,1.0,99,0.088,0.001,99       0.088       0.001 out  208  108  214     2     0      0  1.5e-10  4.3e-16
0.08800000000000001,0.089,0.00099999999999999,0.001,before_0.1,True,True,0.99999999999999,100,0.089,0.001,100       0.089       0.001 out  210  109  216     2     0      0  2.1e-11  6.7e-16
0.089,0.09,0.001,0.001,before_0.1,True,True,1.0,101,0.09,0.001,101        0.09       0.001 out  212  110  218     2     0      0  1.7e-11    9e-16
0.09,0.091,0.001,0.001,before_0.1,True,True,1.0,102,0.091,0.001,102       0.091       0.001 out  214  111  220     2     0      0  2.8e-11  8.7e-16
0.091,0.092,0.001,0.001,before_0.1,True,True,1.0,103,0.092,0.001,103       0.092       0.001 out  216  112  222     2     0      0  3.8e-11    1e-15
0.092,0.093,0.001,0.001,before_0.1,True,True,1.0,104,0.093,0.001,104       0.093       0.001 out  218  113  224     2     0      0    1e-11  7.4e-16
0.093,0.094,0.001,0.001,before_0.1,True,True,1.0,105,0.094,0.001,105       0.094       0.001 out  220  114  226     2     0      0    2e-11  9.8e-16
0.094,0.095,0.001,0.001,before_0.1,True,True,1.0,106,0.095,0.001,106       0.095       0.001 out  222  115  228     2     0      0    6e-11  6.7e-16
0.095,0.096,0.001,0.001,before_0.1,True,True,1.0,107,0.096,0.001,107       0.096       0.001 out  224  116  230     2     0      0  5.1e-12    8e-16
0.096,0.097,0.001,0.001,before_0.1,True,True,1.0,108,0.097,0.001,108       0.097       0.001 out  226  117  232     2     0      0  1.2e-10  5.4e-16
0.097,0.098,0.001,0.001,before_0.1,True,True,1.0,109,0.098,0.001,109       0.098       0.001 out  228  118  234     2     0      0  4.2e-11  4.4e-16
0.098,0.099,0.001,0.001,before_0.1,True,True,1.0,110,0.099,0.001,110       0.099       0.001 out  230  119  236     2     0      0  5.1e-11  1.2e-15
0.099,0.1,0.001,0.001,arrives_at_0.1,True,True,1.0,111,0.1,0.001,111         0.1       0.001 out  232  120  238     2     0      0  2.1e-11  4.8e-16
0.1,0.101,0.001,0.1,after_0.1,True,False,0.01,112,0.101,0.001,112       0.101       0.001 out  234  121  240     2     0      0  9.2e-11  1.3e-15
0.101,0.10300000000000001,0.00200000000000001,0.1,after_0.1,True,False,0.0200000000000001,113,0.103,0.002,113       0.103       0.002 out  236  122  242     2     0      0    3e-11  6.5e-16
0.10300000000000001,0.10650000000000001,0.00350000000000000,0.1,after_0.1,True,False,0.035,114,0.1065,0.0035,114      0.1065      0.0035 out  238  123  244     2     0      0  1.1e-11    6e-16
0.10650000000000001,0.11,0.00349999999999999,0.1,after_0.1,True,False,0.0349999999999999,115,0.11,0.0035,115        0.11      0.0035 out  240  124  246     2     0      0  6.1e-11  5.8e-16
0.11,0.11499999999999999,0.00499999999999999,0.1,after_0.1,True,False,0.0499999999999999,116,0.115,0.005,116       0.115       0.005 out  242  125  248     2     0      0  2.9e-11  1.9e-15
0.11499999999999999,0.12,0.00500000000000001,0.1,after_0.1,True,False,0.0500000000000001,117,0.12,0.005,117        0.12       0.005 out  244  126  250     2     0      0  8.5e-11  1.4e-15
0.12,0.125,0.005,0.1,after_0.1,True,False,0.05,118,0.125,0.005,118       0.125       0.005 out  246  127  252     2     0      0  4.1e-11  2.6e-15
0.125,0.13,0.005,0.1,after_0.1,True,False,0.05,119,0.13,0.005,119        0.13       0.005 out  248  128  254     2     0      0  1.5e-10  1.6e-15
0.13,0.135,0.005,0.1,after_0.1,True,False,0.05,120,0.135,0.005,120       0.135       0.005 out  250  129  256     2     0      0  3.3e-11  1.6e-15
0.135,0.14,0.005,0.1,after_0.1,True,False,0.05,121,0.14,0.005,121        0.14       0.005 out  252  130  258     2     0      0  1.3e-10  1.4e-15
0.14,0.15,0.01,0.1,after_0.1,True,False,0.1,122,0.15,0.01,122        0.15        0.01 out  254  131  260     2     0      0  5.3e-11  1.9e-14
0.15,0.16,0.01,0.1,after_0.1,True,False,0.1,123,0.16,0.01,123        0.16        0.01 out  256  132  262     2     0      0  9.7e-11  1.6e-14
