"time_s","Li_N_mol_m2","Li_P_mol_m2","Li_electrolyte_mol_m2","xavg_N","xavg_P","xsurf_N_min","xsurf_N_max","xsurf_P_min","xsurf_P_max","ocp_guard","reaction_N_A_m2","reaction_P_A_m2","leak_leftward_A_m2"
"0.0","0.011809375093156844","1.1764163034411206","0.048677285380912164","0.01172068149051506","0.9240638866944103","0.011720681560105108","0.01172068156290307","0.9240638866193801","0.9240638866456519","0.0","-2.5035995318707562","2.503599528654353","8.908557227314136E-16"
"1.002E-5","0.011809375352636639","1.1764163031816415","0.04867728538091212","0.011720681748046056","0.92406388649059","0.011720716608950209","0.011720718010507482","0.9240638489327644","0.9240638620838338","0.0","-2.5035995286543486","2.5035995286543473","8.908565952192342E-16"
"2.002E-5","0.01180937561211644","1.1764163029221626","0.04867728538091214","0.011720682005577061","0.9240638862867712","0.011720751654089687","0.011720754454183649","0.9240638112778932","0.9240638375426855","0.0","-2.503599528654335","2.503599528654345","8.908574676311401E-16"
"4.002E-5","0.011809376131076044","1.176416302403204","0.04867728538091215","0.011720682520639044","0.924063885879134","0.011720821735724007","0.011720827332372067","0.9240637360420977","0.9240637885085375","0.0","-2.5035995286543438","2.503599528654342","8.90859212229274E-16"
"7.001E-5","0.011809376909255993","1.1764163016250222","0.048677285380912136","0.011720683292974508","0.9240638852678803","0.011720926796194154","0.01172093658465692","0.9240636234560247","0.924063715131593","0.0","-2.503599528654341","2.503599528654344","8.908618275507826E-16"
"1.0E-4","0.01180937768743591","1.1764163008468431","0.04867728538091213","0.011720684065309966","0.9240638846566273","0.011721031824049292","0.011721045802368053","0.9240635111477117","0.9240636419355054","0.0","-2.503599528654333","2.5035995286543344","8.908644420208461E-16"
"1.5000000000000001E-4","0.011809378984834938","1.1764162995494434","0.048677285380912136","0.011720685352964956","0.9240638836375326","0.011721206855106386","0.011721227814419775","0.9240633245297732","0.9240635203083004","0.0","-2.503599528654337","2.5035995286543495","8.908687989994201E-16"
"2.0E-4","0.011809380282233961","1.1764162982520447","0.04867728538091213","0.011720686640619926","0.9240638826184385","0.011721381793928677","0.011721409728699969","0.9240631386905351","0.9240633991881286","0.0","-2.5035995286543504","2.5035995286543393","8.90873153571169E-16"
"2.999999999999999E-4","0.011809382877032","1.1764162956572466","0.04867728538091212","0.0117206892159299","0.9240638805802486","0.011721731394683636","0.011721773263756927","0.9240627693277356","0.9240631584555906","0.0","-2.503599528654334","2.5035995286543415","8.908818554927575E-16"
"5.0E-4","0.011809388066628077","1.1764162904676505","0.048677285380912136","0.011720694366549845","0.9240638765038701","0.01172242949092374","0.011722499162326878","0.9240620397082094","0.9240626829197797","0.0","-2.503599528654336","2.5035995286543495","8.908992305287814E-16"
"7.5E-4","0.011809394553623185","1.176416283980655","0.048677285380912136","0.011720700804824758","0.9240638714083981","0.011723300044302724","0.011723404344778674","0.924061144397028","0.9240620993826174","0.0","-2.503599528654346","2.503599528654347","8.909208955000202E-16"
"0.001","0.0118094010406183","1.1764162774936615","0.048677285380912136","0.011720707243099671","0.9240638663129237","0.011724168308661317","0.011724307101189381","0.92406026717841","0.9240615276262844","0.0","-2.503599528654336","2.503599528654342","8.909425009260298E-16"
"0.0014999999999999996","0.011809414014608503","1.1764162645196703","0.048677285380912136","0.011720720119649503","0.9240638561219762","0.011725898017097135","0.0117261053861987","0.9240585642034296","0.924060417623381","0.0","-2.503599528654352","2.5035995286543575","8.909855347233365E-16"
