# SEI decomposition phases — DOS / PDOS — total DOS as plotted (Gaussian 0.1 eV, E referenced to each phase's own VBM). Gaps are fixed-occ nscf eigenvalues, NOT read off these curves. QE/PBE — our calculation, do not mix with Materials Project values.
E_minus_VBM_eV,licl_DOS_states_per_eV,li3po4_DOS_states_per_eV,li3po4g_DOS_states_per_eV,li2o_DOS_states_per_eV,li2s_DOS_states_per_eV,li3p_DOS_states_per_eV
-5.030,5.739e-85,0.69731,6.1577,2.623e-85,2.623e-85,4.2633e-85
-5.020,5.739e-85,0.80097,6.6291,2.623e-85,2.623e-85,4.2686e-85
-5.010,5.739e-85,0.91555,7.1119,2.623e-85,2.623e-85,4.3606e-85
-5.000,5.739e-85,1.0415,7.6042,2.623e-85,2.623e-85,5.9307e-85
-4.990,5.739e-85,1.1793,8.1045,2.623e-85,2.623e-85,3.2127e-84
-4.980,5.739e-85,1.3291,8.6111,2.623e-85,2.623e-85,4.5982e-83
-4.970,5.739e-85,1.4913,9.1223,2.623e-85,2.623e-85,7.291e-82
-4.960,5.739e-85,1.666,9.6366,2.623e-85,2.623e-85,1.1397e-80
-4.950,5.739e-85,1.8531,10.153,2.623e-85,2.623e-85,1.7448e-79
-4.940,5.739e-85,2.0528,10.669,2.623e-85,2.623e-85,2.6126e-78
-4.930,5.739e-85,2.2649,11.185,2.623e-85,2.623e-85,3.8268e-77
-4.920,5.739e-85,2.4891,11.699,2.623e-85,2.623e-85,5.484e-76
-4.910,5.739e-85,2.7252,12.21,2.623e-85,2.623e-85,7.6894e-75
-4.900,5.739e-85,2.9729,12.717,2.623e-85,2.623e-85,1.0542e-73
-4.890,5.739e-85,3.2317,13.221,2.623e-85,2.623e-85,1.4146e-72
-4.880,5.739e-85,3.5014,13.72,2.623e-85,2.623e-85,1.8569e-71
-4.870,5.739e-85,3.7814,14.213,2.623e-85,2.623e-85,2.3847e-70
-4.860,5.739e-85,4.0713,14.701,2.623e-85,2.623e-85,2.9958e-69
-4.850,5.739e-85,4.3708,15.183,2.623e-85,2.623e-85,3.6818e-68
-4.840,5.739e-85,4.6793,15.659,2.623e-85,2.623e-85,4.4268e-67
-4.830,5.739e-85,4.9966,16.128,2.623e-85,2.623e-85,5.2071e-66
-4.820,5.739e-85,5.3222,16.591,2.623e-85,2.623e-85,5.9923e-65
-4.810,5.739e-85,5.656,17.046,2.623e-85,2.623e-85,6.7465e-64
-4.800,5.739e-85,5.9977,17.495,2.623e-85,2.623e-85,7.4318e-63
-4.790,5.739e-85,6.3471,17.936,2.623e-85,2.623e-85,8.005e-62
-4.780,5.739e-85,6.704,18.369,2.623e-85,2.623e-85,8.4383e-61
-4.770,5.739e-85,7.0684,18.795,2.623e-85,2.623e-85,8.7035e-60
-4.760,5.739e-85,7.4401,19.213,2.623e-85,2.623e-85,8.7821e-59
-4.750,5.739e-85,7.819,19.623,2.623e-85,2.623e-85,8.6699e-58
-4.740,5.739e-85,8.2049,20.026,2.623e-85,2.623e-85,8.3716e-57
-4.730,5.739e-85,8.5975,20.42,2.623e-85,2.623e-85,7.9108e-56
-4.720,5.739e-85,8.9966,20.805,2.623e-85,2.623e-85,7.3139e-55
-4.710,5.739e-85,9.4015,21.182,2.623e-85,2.623e-85,6.6151e-54
-4.700,5.739e-85,9.8118,21.549,2.623e-85,2.623e-85,5.8529e-53
-4.690,5.739e-85,10.227,21.906,2.623e-85,2.623e-85,5.0665e-52
-4.680,5.739e-85,10.645,22.251,2.623e-85,2.623e-85,4.2911e-51
-4.670,5.739e-85,11.066,22.585,2.623e-85,2.623e-85,3.5559e-50
-4.660,5.739e-85,11.488,22.905,2.623e-85,2.623e-85,2.8828e-49
-4.650,5.739e-85,11.909,23.21,2.623e-85,2.623e-85,2.2867e-48
-4.640,5.739e-85,12.328,23.497,2.623e-85,2.623e-85,1.7743e-47
-4.630,5.739e-85,12.742,23.765,2.623e-85,2.623e-85,1.3471e-46
-4.620,5.739e-85,13.151,24.012,2.623e-85,2.623e-85,1.0005e-45
-4.610,5.739e-85,13.551,24.235,2.623e-85,2.623e-85,7.2728e-45
-4.600,5.739e-85,13.941,24.432,2.623e-85,2.623e-85,5.172e-44
-4.590,5.739e-85,14.318,24.601,2.623e-85,2.623e-85,3.5987e-43
-4.580,5.739e-85,14.681,24.74,2.623e-85,2.623e-85,2.4498e-42
-4.570,5.739e-85,15.027,24.849,2.623e-85,2.623e-85,1.6315e-41
-4.560,5.7391e-85,15.355,24.925,2.623e-85,2.623e-85,1.063e-40
-4.550,5.7403e-85,15.664,24.969,2.623e-85,2.623e-85,6.7794e-40
-4.540,5.7626e-85,15.952,24.981,2.623e-85,2.623e-85,4.2298e-39
-4.530,6.145e-85,16.219,24.964,2.623e-85,2.623e-85,2.5822e-38
-4.520,1.2566e-84,16.464,24.918,2.623e-85,2.623e-85,1.5423e-37
-4.510,1.1809e-83,16.687,24.848,2.623e-85,2.623e-85,9.014e-37
-4.500,1.815e-82,16.888,24.757,2.623e-85,2.623e-85,5.1546e-36
-4.490,2.8497e-81,17.068,24.651,2.623e-85,2.623e-85,2.8843e-35
-4.480,4.3899e-80,17.227,24.534,2.623e-85,2.6231e-85,1.5792e-34
-4.470,6.6167e-79,17.367,24.414,2.623e-85,2.6239e-85,8.4603e-34
-4.460,9.754e-78,17.487,24.297,2.623e-85,2.6399e-85,4.4352e-33
-4.450,1.4073e-76,17.589,24.189,2.623e-85,2.9189e-85,2.2748e-32
-4.440,1.9864e-75,17.674,24.099,2.623e-85,7.6798e-85,1.1416e-31
-4.430,2.7422e-74,17.743,24.031,2.623e-85,8.7153e-84,5.6079e-31
-4.420,3.7034e-73,17.796,23.994,2.6231e-85,1.3849e-82,2.6955e-30
-4.410,4.8937e-72,17.835,23.992,2.6242e-85,2.2116e-81,1.2678e-29
-4.400,6.3252e-71,17.858,24.031,2.6448e-85,3.4609e-80,5.8353e-29
-4.390,7.9987e-70,17.866,24.114,3.0024e-85,5.2986e-79,2.6283e-28
-4.380,9.8982e-69,17.858,24.244,9.08e-85,7.9348e-78,1.1585e-27
-4.370,1.198e-67,17.834,24.423,1.1013e-83,1.1628e-76,4.997e-27
-4.360,1.4187e-66,17.792,24.651,1.7539e-82,1.667e-75,2.1095e-26
-4.350,1.6436e-65,17.731,24.927,2.7903e-81,2.3377e-74,8.7142e-26
-4.340,1.8631e-64,17.651,25.248,4.3489e-80,3.2074e-73,3.5227e-25
-4.330,2.0656e-63,17.549,25.611,6.6313e-79,4.3054e-72,1.3938e-24
-4.320,2.2409e-62,17.424,26.009,9.8914e-78,5.6535e-71,5.3973e-24
-4.310,2.3783e-61,17.275,26.436,1.4435e-76,7.2646e-70,2.0455e-23
-4.300,2.4696e-60,17.1,26.885,2.0611e-75,9.1267e-69,7.5878e-23
-4.290,2.5083e-59,16.9,27.347,2.8782e-74,1.1224e-67,2.7548e-22
-4.280,2.4926e-58,16.674,27.813,3.9314e-73,1.3501e-66,9.7887e-22
-4.270,2.4239e-57,16.422,28.271,5.255e-72,1.5887e-65,3.4045e-21
-4.260,2.3058e-56,16.144,28.713,6.8714e-71,1.8291e-64,1.1591e-20
-4.250,2.1458e-55,15.842,29.125,8.7892e-70,2.0604e-63,3.8626e-20
-4.240,1.9538e-54,15.517,29.498,1.0999e-68,2.2705e-62,1.26e-19
-4.230,1.7409e-53,15.17,29.821,1.3469e-67,2.4479e-61,4.0239e-19
-4.220,1.5173e-52,14.806,30.083,1.6122e-66,2.5818e-60,1.258e-18
-4.210,1.2936e-51,14.425,30.274,1.8888e-65,2.664e-59,3.8498e-18
-4.200,1.0795e-50,14.032,30.386,2.1653e-64,2.6897e-58,1.1534e-17
-4.190,8.8103e-50,13.628,30.409,2.4287e-63,2.6566e-57,3.3832e-17
-4.180,7.0363e-49,13.217,30.338,2.6646e-62,2.5674e-56,9.7168e-17
-4.170,5.4984e-48,12.802,30.166,2.8595e-61,2.4273e-55,2.7323e-16
-4.160,4.2035e-47,12.385,29.89,3.0019e-60,2.2451e-54,7.5238e-16
-4.150,3.1442e-46,11.969,29.507,3.0838e-59,2.0317e-53,2.0291e-15
-4.140,2.301e-45,11.555,29.017,3.0988e-58,1.799e-52,5.3579e-15
-4.130,1.6478e-44,11.146,28.42,3.0468e-57,1.5585e-51,1.3855e-14
-4.120,1.1544e-43,10.742,27.72,2.9309e-56,1.321e-50,3.5095e-14
-4.110,7.9118e-43,10.344,26.921,2.7586e-55,1.0952e-49,8.7068e-14
-4.100,5.3073e-42,9.9531,26.03,2.5393e-54,8.8865e-49,2.1158e-13
-4.090,3.4832e-41,9.5681,25.055,2.2877e-53,7.0527e-48,5.0366e-13
-4.080,2.2368e-40,9.189,24.003,2.0154e-52,5.4778e-47,1.1747e-12
-4.070,1.4051e-39,8.8152,22.887,1.7376e-51,4.1628e-46,2.6844e-12
-4.060,8.6373e-39,8.4458,21.717,1.466e-50,3.0949e-45,6.0113e-12
-4.050,5.1962e-38,8.0801,20.505,1.2099e-49,2.2515e-44,1.3193e-11
-4.040,3.0589e-37,7.7171,19.263,9.7689e-49,1.6027e-43,2.838e-11
-4.030,1.7617e-36,7.3561,18.004,7.7178e-48,1.1162e-42,5.9844e-11
-4.020,9.9298e-36,6.9965,16.74,5.9649e-47,7.607e-42,1.2372e-10
-4.010,5.4756e-35,6.6379,15.482,4.5115e-46,5.071e-41,2.508e-10
-4.000,2.9546e-34,6.2802,14.243,3.3375e-45,3.308e-40,4.9865e-10
-3.990,1.5602e-33,5.9237,13.033,2.4162e-44,2.1117e-39,9.725e-10
-3.980,8.0613e-33,5.5687,11.86,1.7119e-43,1.3187e-38,1.8607e-09
-3.970,4.076e-32,5.2161,10.734,1.1862e-42,8.0605e-38,3.4936e-09
-3.960,2.0169e-31,4.8669,9.6599,8.0432e-42,4.82e-37,6.4385e-09
-3.950,9.7673e-31,4.5223,8.6449,5.3372e-41,2.8203e-36,1.165e-08
-3.940,4.6279e-30,4.1839,7.6927,3.4651e-40,1.6148e-35,2.0703e-08
-3.930,2.1456e-29,3.8531,6.8063,2.2007e-39,9.0475e-35,3.6141e-08
-3.920,9.737e-29,3.5315,5.9875,1.3678e-38,4.9606e-34,6.2001e-08
-3.910,4.3246e-28,3.2207,5.2367,8.3192e-38,2.6613e-33,1.0456e-07
-3.900,1.8799e-27,2.9222,4.5533,4.9511e-37,1.3972e-32,1.7342e-07
-3.890,7.9969e-27,2.6374,3.9359,2.8836e-36,7.1783e-32,2.8297e-07
-3.880,3.3295e-26,2.3674,3.3822,1.6427e-35,3.6089e-31,4.5446e-07
-3.870,1.3567e-25,2.1133,2.8891,9.1607e-35,1.7757e-30,7.1872e-07
-3.860,5.4106e-25,1.8758,2.4532,4.9985e-34,8.5496e-30,1.1198e-06
-3.850,2.1123e-24,1.6553,2.0706,2.6685e-33,4.0285e-29,1.7198e-06
-3.840,8.0707e-24,1.4523,1.7371,1.3945e-32,1.8578e-28,2.6049e-06
-3.830,3.0184e-23,1.2665,1.4485,7.1299e-32,8.3843e-28,3.8935e-06
-3.820,1.1051e-22,1.0979,1.2005,3.5675e-31,3.703e-27,5.7459e-06
-3.810,3.9604e-22,0.94595,0.98888,1.7472e-30,1.6006e-26,8.3774e-06
-3.800,1.3894e-21,0.81002,0.80956,8.3734e-30,6.7718e-26,1.2074e-05
-3.790,4.772e-21,0.68933,0.65865,3.9273e-29,2.804e-25,1.721e-05
-3.780,1.6048e-20,0.58297,0.53253,1.8023e-28,1.1365e-24,2.4278e-05
-3.770,5.2829e-20,0.48992,0.42787,8.0984e-28,4.5087e-24,3.3913e-05
-3.760,1.7028e-19,0.40911,0.3416,3.5612e-27,1.7505e-23,4.6929e-05
-3.750,5.3741e-19,0.33947,0.27099,1.5324e-26,6.6536e-23,6.4367e-05
-3.740,1.6604e-18,0.27988,0.21359,6.4549e-26,2.4757e-22,8.7543e-05
-3.730,5.0247e-18,0.22926,0.16726,2.6615e-25,9.0172e-22,0.00011811
-3.720,1.4891e-17,0.18659,0.13011,1.0739e-24,3.2149e-21,0.00015813
-3.710,4.3221e-17,0.15087,0.10053,4.2419e-24,1.1221e-20,0.00021016
-3.700,1.2287e-16,0.12119,0.077149,1.6402e-23,3.8347e-20,0.00027732
-3.690,3.4212e-16,0.096707,0.058793,6.2082e-23,1.2829e-19,0.00036345
-3.680,9.332e-16,0.076658,0.044486,2.3006e-22,4.2024e-19,0.00047313
-3.670,2.4938e-15,0.060357,0.033414,8.3442e-22,1.3478e-18,0.00061192
-3.660,6.5289e-15,0.0472,0.02491,2.9634e-21,4.2325e-18,0.00078638
-3.650,1.6748e-14,0.036657,0.018426,1.0302e-20,1.3016e-17,0.0010043
-3.640,4.2103e-14,0.02827,0.013521,3.5064e-20,3.9199e-17,0.0012747
-3.630,1.0373e-13,0.021646,0.0098397,1.1686e-19,1.1561e-16,0.0016082
-3.620,2.505e-13,0.016453,0.0070989,3.8129e-19,3.3394e-16,0.0020169
-3.610,5.9303e-13,0.012412,0.0050758,1.2183e-18,9.4474e-16,0.0025149
-3.600,1.3765e-12,0.0092914,0.0035955,3.8116e-18,2.6182e-15,0.003118
-3.590,3.1333e-12,0.0068999,0.0025223,1.168e-17,7.1073e-15,0.0038442
-3.580,6.9948e-12,0.0050815,0.0017515,3.5047e-17,1.89e-14,0.0047139
-3.570,1.5316e-11,0.0037103,0.0012035,1.0299e-16,4.9245e-14,0.0057498
-3.560,3.2905e-11,0.0026848,0.00081792,2.964e-16,1.2573e-13,0.0069774
-3.550,6.937e-11,0.0019247,0.00054954,8.3552e-16,3.1452e-13,0.008425
-3.540,1.4353e-10,0.0013663,0.00036486,2.3072e-15,7.7107e-13,0.010124
-3.530,2.9155e-10,0.0009601,0.00023928,6.2404e-15,1.8528e-12,0.012109
-3.520,5.8157e-10,0.00066749,0.00015494,1.6537e-14,4.3641e-12,0.014419
-3.510,1.1394e-09,0.00045892,9.9027e-05,4.2936e-14,1.0077e-11,0.017096
-3.500,2.1932e-09,0.00031188,6.2467e-05,1.0922e-13,2.2812e-11,0.020187
-3.490,4.1488e-09,0.00020941,3.8918e-05,2.7221e-13,5.0638e-11,0.023743
-3.480,7.7152e-09,0.00013884,2.4015e-05,6.6486e-13,1.1024e-10,0.027822
-3.470,1.4108e-08,9.0865e-05,1.4807e-05,1.5914e-12,2.354e-10,0.032486
-3.460,2.5377e-08,5.8668e-05,9.3514e-06,3.7336e-12,4.9311e-10,0.037804
-3.450,4.492e-08,3.7355e-05,6.4235e-06,8.5859e-12,1.0135e-09,0.043852
-3.440,7.827e-08,2.3444e-05,5.3159e-06,1.9355e-11,2.0443e-09,0.050714
-3.430,1.3431e-07,1.4496e-05,5.7152e-06,4.2781e-11,4.0471e-09,0.058482
-3.420,2.2706e-07,8.8288e-06,7.6363e-06,9.272e-11,7.8656e-09,0.067258
-3.410,3.7833e-07,5.294e-06,1.1406e-05,1.9707e-10,1.5012e-08,0.077152
-3.400,6.2157e-07,3.1248e-06,1.7692e-05,4.108e-10,2.8137e-08,0.088287
-3.390,1.0073e-06,1.8162e-06,2.7577e-05,8.4009e-10,5.181e-08,0.10079
-3.380,1.611e-06,1.0416e-06,4.2678e-05,1.6855e-09,9.3745e-08,0.11482
-3.370,2.5438e-06,5.9404e-07,6.5322e-05,3.3182e-09,1.6672e-07,0.13052
-3.360,3.9676e-06,3.4606e-07,9.8786e-05,6.4117e-09,2.915e-07,0.14805
-3.350,6.1149e-06,2.2283e-07,0.00014761,1.2162e-08,5.0125e-07,0.1676
-3.340,9.3168e-06,1.8518e-07,0.000218,2.2651e-08,8.4795e-07,0.18935
-3.330,1.4039e-05,2.2031e-07,0.00031836,4.1431e-08,1.4117e-06,0.21349
-3.320,2.0932e-05,3.3851e-07,0.00045997,7.444e-08,2.3138e-06,0.24023
-3.310,3.0891e-05,5.7535e-07,0.0006578,1.3143e-07,3.7348e-06,0.26976
-3.300,4.5142e-05,9.9973e-07,0.00093154,2.2808e-07,5.9397e-06,0.30228
-3.290,6.5345e-05,1.729e-06,0.0013069,3.8916e-07,9.3108e-06,0.33798
-3.280,9.3729e-05,2.9528e-06,0.0018173,6.5308e-07,1.4392e-05,0.37705
-3.270,0.00013327,4.9703e-06,0.0025055,1.0784e-06,2.1946e-05,0.41965
-3.260,0.00018788,8.2426e-06,0.0034262,1.7525e-06,3.3029e-05,0.4659
-3.250,0.00026272,1.347e-05,0.0046485,2.8044e-06,4.9084e-05,0.51593
-3.240,0.00036446,2.1698e-05,0.0062594,4.4208e-06,7.2062e-05,0.56978
-3.230,0.00050176,3.4464e-05,0.0083671,6.868e-06,0.00010457,0.62747
-3.220,0.00068567,5.3998e-05,0.011106,1.052e-05,0.00015004,0.68897
-3.210,0.00093025,8.3489e-05,0.01464,1.5897e-05,0.000213,0.75418
-3.200,0.0012533,0.00012744,0.019171,2.3709e-05,0.00029927,0.8229
-3.190,0.001677,0.00019213,0.024941,3.4917e-05,0.00041636,0.89491
-3.180,0.0022291,0.00028621,0.03224,5.0805e-05,0.00057384,0.96989
-3.170,0.0029439,0.00042144,0.041417,7.3073e-05,0.00078375,1.0474
-3.160,0.0038632,0.00061372,0.052881,0.00010394,0.0010612,1.1271
-3.150,0.0050381,0.00088423,0.067111,0.0001463,0.0014249,1.2083
-3.140,0.0065304,0.001261,0.084667,0.00020386,0.0018979,1.2906
-3.130,0.008414,0.0017806,0.10619,0.00028134,0.0025081,1.3733
-3.120,0.010777,0.0024908,0.13243,0.00038471,0.0032895,1.4558
-3.110,0.013724,0.0034526,0.1642,0.00052144,0.0042825,1.5374
-3.100,0.017376,0.0047445,0.20247,0.00070081,0.0055349,1.6176
-3.090,0.021877,0.0064652,0.24829,0.00093424,0.0071027,1.696
-3.080,0.027389,0.0087391,0.30282,0.0012356,0.0090507,1.772
-3.070,0.034101,0.011721,0.36737,0.0016219,0.011453,1.8453
-3.060,0.042226,0.015602,0.44333,0.002113,0.014393,1.9158
-3.050,0.052005,0.020615,0.53224,0.0027329,0.017966,1.9834
-3.040,0.063706,0.027046,0.63574,0.0035097,0.022272,2.0484
-3.030,0.077627,0.035235,0.75558,0.0044756,0.027424,2.1112
-3.020,0.094095,0.045591,0.89362,0.005668,0.033541,2.1722
-3.010,0.11346,0.058596,1.0518,0.0071291,0.040747,2.2323
-3.000,0.13612,0.074815,1.2321,0.0089062,0.049168,2.2924
-2.990,0.16247,0.0949,1.4367,0.011051,0.058933,2.3537
-2.980,0.19294,0.11961,1.6675,0.013622,0.070164,2.4174
-2.970,0.22798,0.14978,1.9268,0.016679,0.082977,2.4849
-2.960,0.26805,0.18639,2.2167,0.020287,0.097476,2.5576
-2.950,0.31364,0.23051,2.5391,0.024514,0.11375,2.6367
-2.940,0.36521,0.28329,2.896,0.029429,0.13185,2.7237
-2.930,0.42323,0.34602,3.2892,0.035099,0.15181,2.8196
-2.920,0.48815,0.42007,3.7205,0.041593,0.17364,2.9255
-2.910,0.56043,0.50686,4.1911,0.048974,0.1973,3.0422
-2.900,0.64045,0.60792,4.7022,0.057299,0.22271,3.1699
-2.890,0.72861,0.72477,5.2546,0.06662,0.24973,3.3088
-2.880,0.82523,0.85896,5.8487,0.076978,0.27821,3.4586
-2.870,0.93059,1.012,6.4844,0.088404,0.30792,3.6186
-2.860,1.0449,1.1854,7.1613,0.10092,0.33861,3.7878
-2.850,1.1684,1.3805,7.8782,0.11452,0.36998,3.9645
-2.840,1.3011,1.5985,8.6334,0.12921,0.4017,4.1471
-2.830,1.4431,1.8406,9.4246,0.14496,0.43343,4.3333
-2.820,1.5944,2.1074,10.249,0.16175,0.4648,4.5208
-2.810,1.7549,2.3996,11.102,0.17952,0.49544,4.7068
-2.800,1.9245,2.7176,11.981,0.19823,0.52502,4.8888
-2.790,2.1029,3.0611,12.879,0.21783,0.55322,5.0639
-2.780,2.2901,3.43,13.791,0.23824,0.57976,5.2295
-2.770,2.4857,3.8234,14.712,0.25943,0.60442,5.383
-2.760,2.6894,4.2403,15.634,0.28134,0.62708,5.522
-2.750,2.9011,4.6794,16.55,0.30394,0.64766,5.6446
-2.740,3.1203,5.1387,17.453,0.3272,0.6662,5.749
-2.730,3.3467,5.6164,18.336,0.35112,0.68284,5.834
-2.720,3.5801,6.11,19.19,0.3757,0.69782,5.8987
-2.710,3.82,6.6171,20.009,0.40099,0.71147,5.9428
-2.700,4.0663,7.1349,20.785,0.42704,0.72424,5.9662
-2.690,4.3186,7.6607,21.512,0.45391,0.73664,5.9696
-2.680,4.5764,8.1914,22.183,0.4817,0.74928,5.9537
-2.670,4.8395,8.7243,22.794,0.5105,0.7628,5.9198
-2.660,5.1074,9.2564,23.34,0.5404,0.77792,5.8694
-2.650,5.3797,9.785,23.816,0.57151,0.79533,5.8041
-2.640,5.6557,10.307,24.222,0.6039,0.81573,5.726
-2.630,5.935,10.821,24.554,0.63764,0.83979,5.637
-2.620,6.2167,11.323,24.814,0.67276,0.86809,5.5391
-2.610,6.5001,11.811,25.001,0.70926,0.90116,5.4342
-2.600,6.7842,12.285,25.118,0.7471,0.9394,5.3243
-2.590,7.0681,12.74,25.167,0.78621,0.98308,5.2113
-2.580,7.3504,13.176,25.153,0.82643,1.0323,5.0966
-2.570,7.6301,13.592,25.08,0.8676,1.0871,4.982
-2.560,7.9058,13.984,24.952,0.90948,1.1472,4.8685
-2.550,8.176,14.353,24.778,0.9518,1.2122,4.7575
-2.540,8.4393,14.696,24.562,0.99427,1.2817,4.6498
-2.530,8.6943,15.013,24.311,1.0366,1.355,4.5463
-2.520,8.9394,15.301,24.034,1.0783,1.4311,4.4475
-2.510,9.1733,15.56,23.736,1.1192,1.5093,4.3541
-2.500,9.3946,15.789,23.426,1.1589,1.5884,4.2663
-2.490,9.602,15.986,23.109,1.1971,1.6674,4.1844
-2.480,9.7945,16.151,22.793,1.2336,1.7452,4.1084
-2.470,9.9709,16.283,22.484,1.2681,1.8206,4.0384
-2.460,10.131,16.382,22.187,1.3004,1.8926,3.9742
-2.450,10.273,16.446,21.908,1.3306,1.9601,3.9155
-2.440,10.397,16.478,21.651,1.3585,2.0223,3.8621
-2.430,10.503,16.475,21.42,1.3842,2.0783,3.8134
-2.420,10.591,16.441,21.218,1.4078,2.1275,3.7688
-2.410,10.661,16.375,21.048,1.4296,2.1696,3.7277
-2.400,10.712,16.279,20.912,1.4498,2.2041,3.6892
-2.390,10.746,16.155,20.811,1.4687,2.2312,3.6525
-2.380,10.762,16.006,20.745,1.4866,2.2508,3.6168
-2.370,10.761,15.834,20.715,1.5039,2.2634,3.581
-2.360,10.744,15.643,20.719,1.521,2.2694,3.5442
-2.350,10.71,15.434,20.758,1.5382,2.2696,3.5055
-2.340,10.661,15.212,20.83,1.556,2.2649,3.464
-2.330,10.597,14.98,20.933,1.5746,2.256,3.419
-2.320,10.519,14.741,21.065,1.5943,2.2442,3.3698
-2.310,10.427,14.499,21.224,1.6154,2.2306,3.3159
-2.300,10.321,14.258,21.409,1.6379,2.2162,3.2569
-2.290,10.203,14.019,21.616,1.6621,2.2022,3.1927
-2.280,10.072,13.785,21.844,1.6878,2.1897,3.1232
-2.270,9.9295,13.56,22.09,1.7151,2.1797,3.0487
-2.260,9.7759,13.345,22.353,1.7438,2.173,2.9695
-2.250,9.6116,13.141,22.629,1.7737,2.1703,2.8862
-2.240,9.4376,12.949,22.917,1.8045,2.1723,2.7996
-2.230,9.2545,12.77,23.215,1.8359,2.1792,2.7104
-2.220,9.0632,12.605,23.521,1.8676,2.1913,2.6198
-2.210,8.8646,12.453,23.832,1.8989,2.2085,2.5287
-2.200,8.66,12.313,24.148,1.9296,2.2304,2.4383
-2.190,8.4505,12.185,24.466,1.9592,2.2567,2.3499
-2.180,8.2372,12.068,24.784,1.9871,2.2866,2.2646
-2.170,8.0218,11.959,25.1,2.013,2.3194,2.1836
-2.160,7.8055,11.858,25.412,2.0362,2.354,2.1083
-2.150,7.5899,11.763,25.719,2.0565,2.3894,2.0397
-2.140,7.3765,11.671,26.018,2.0735,2.4243,1.979
-2.130,7.167,11.582,26.307,2.0868,2.4576,1.9272
-2.120,6.9627,11.492,26.584,2.0961,2.488,1.8853
-2.110,6.7653,11.402,26.845,2.1013,2.5144,1.8542
-2.100,6.576,11.309,27.09,2.1021,2.5356,1.8348
-2.090,6.3962,11.212,27.314,2.0987,2.5507,1.8277
-2.080,6.2269,11.109,27.516,2.0908,2.5588,1.8338
-2.070,6.0691,11,27.694,2.0788,2.5593,1.8535
-2.060,5.9236,10.885,27.843,2.0626,2.5515,1.8874
-2.050,5.7909,10.762,27.963,2.0426,2.5353,1.9357
-2.040,5.6713,10.632,28.051,2.0189,2.5106,1.9989
-2.030,5.5649,10.494,28.106,1.992,2.4774,2.0769
-2.020,5.4718,10.351,28.125,1.9623,2.4361,2.17
-2.010,5.3914,10.201,28.108,1.9301,2.3871,2.2779
-2.000,5.3235,10.047,28.054,1.8959,2.3311,2.4005
-1.990,5.2673,9.89,27.964,1.8602,2.2689,2.5373
-1.980,5.2222,9.7316,27.837,1.8235,2.2014,2.6877
-1.970,5.1872,9.5737,27.676,1.7861,2.1295,2.851
-1.960,5.1615,9.4183,27.483,1.7486,2.0542,3.0263
-1.950,5.1441,9.2678,27.26,1.7113,1.9767,3.2125
-1.940,5.1341,9.1244,27.011,1.6747,1.898,3.4082
-1.930,5.1308,8.9905,26.739,1.6391,1.8192,3.612
-1.920,5.1331,8.8684,26.449,1.6049,1.7412,3.8222
-1.910,5.1405,8.7603,26.147,1.5723,1.6651,4.0371
-1.900,5.1523,8.6683,25.837,1.5416,1.5918,4.2547
-1.890,5.168,8.5943,25.524,1.5128,1.522,4.473
-1.880,5.1871,8.5399,25.215,1.4863,1.4567,4.6899
-1.870,5.2094,8.5066,24.914,1.4621,1.3964,4.9031
-1.860,5.2345,8.4955,24.626,1.4401,1.3418,5.1106
-1.850,5.2624,8.5073,24.355,1.4206,1.2935,5.3102
-1.840,5.2927,8.5423,24.106,1.4035,1.252,5.4999
-1.830,5.3254,8.6007,23.882,1.3887,1.2176,5.6776
-1.820,5.3604,8.6822,23.684,1.3762,1.1908,5.8416
-1.810,5.3973,8.786,23.515,1.366,1.1718,5.9903
-1.800,5.4361,8.9113,23.375,1.358,1.1608,6.1223
-1.790,5.4762,9.0567,23.265,1.3522,1.158,6.2364
-1.780,5.5174,9.2209,23.182,1.3485,1.1635,6.3317
-1.770,5.5592,9.4021,23.126,1.3468,1.1773,6.4076
-1.760,5.6008,9.5983,23.094,1.3472,1.1992,6.4639
-1.750,5.6419,9.8077,23.083,1.3495,1.2292,6.5006
-1.740,5.6816,10.028,23.09,1.3538,1.2669,6.5178
-1.730,5.7192,10.257,23.111,1.3601,1.3121,6.5163
-1.720,5.7542,10.493,23.143,1.3684,1.3642,6.4968
-1.710,5.7859,10.734,23.183,1.3788,1.4229,6.4605
-1.700,5.8137,10.977,23.227,1.3913,1.4874,6.4087
-1.690,5.8373,11.22,23.272,1.406,1.5571,6.3428
-1.680,5.8562,11.462,23.317,1.423,1.6314,6.2645
-1.670,5.8705,11.702,23.358,1.4424,1.7094,6.1757
-1.660,5.8802,11.936,23.395,1.4642,1.7903,6.0781
-1.650,5.8854,12.164,23.426,1.4887,1.8735,5.9736
-1.640,5.8868,12.385,23.453,1.5159,1.958,5.8642
-1.630,5.8848,12.597,23.476,1.5458,2.0432,5.7516
-1.620,5.8803,12.8,23.494,1.5786,2.1284,5.6376
-1.610,5.8742,12.991,23.511,1.6144,2.2129,5.5239
-1.600,5.8673,13.171,23.528,1.6532,2.2962,5.4121
-1.590,5.8608,13.339,23.546,1.695,2.3778,5.3034
-1.580,5.8557,13.494,23.568,1.7399,2.4573,5.1992
-1.570,5.8529,13.636,23.596,1.7879,2.5344,5.1005
-1.560,5.8533,13.763,23.632,1.8388,2.6089,5.0082
