# LPSCl1.6 (= undoped Li5.4PS4.4Cl1.6) element-projected DOS, VBM-aligned, states/eV, sigma=0.15 eV. Cols: Li P S Cl (no B/O = undoped)
E_minus_VBM,Li,P,S,Cl
-2.0300,6.0325,0.2142,38.2364,5.5314
-2.0200,5.9822,0.2137,37.9337,5.4737
-2.0100,5.9289,0.2130,37.6112,5.4134
-2.0000,5.8728,0.2121,37.2715,5.3510
-1.9900,5.8142,0.2111,36.9173,5.2868
-1.9800,5.7535,0.2099,36.5511,5.2214
-1.9700,5.6911,0.2087,36.1756,5.1552
-1.9600,5.6272,0.2073,35.7934,5.0885
-1.9500,5.5623,0.2059,35.4067,5.0218
-1.9400,5.4965,0.2043,35.0182,4.9555
-1.9300,5.4303,0.2027,34.6299,4.8897
-1.9200,5.3638,0.2011,34.2440,4.8249
-1.9100,5.2973,0.1994,33.8627,4.7614
-1.9000,5.2311,0.1977,33.4876,4.6994
-1.8900,5.1654,0.1960,33.1202,4.6389
-1.8800,5.1003,0.1943,32.7621,4.5803
-1.8700,5.0360,0.1926,32.4145,4.5236
-1.8600,4.9726,0.1909,32.0783,4.4688
-1.8500,4.9103,0.1892,31.7543,4.4160
-1.8400,4.8491,0.1876,31.4432,4.3651
-1.8300,4.7891,0.1860,31.1453,4.3161
-1.8200,4.7303,0.1844,30.8609,4.2690
-1.8100,4.6729,0.1829,30.5902,4.2235
-1.8000,4.6168,0.1814,30.3330,4.1796
-1.7900,4.5621,0.1800,30.0892,4.1371
-1.7800,4.5087,0.1786,29.8584,4.0957
-1.7700,4.4566,0.1772,29.6400,4.0553
-1.7600,4.4059,0.1759,29.4334,4.0156
-1.7500,4.3564,0.1747,29.2379,3.9762
-1.7400,4.3083,0.1734,29.0529,3.9371
-1.7300,4.2614,0.1723,28.8776,3.8979
-1.7200,4.2158,0.1711,28.7111,3.8583
-1.7100,4.1714,0.1700,28.5527,3.8182
-1.7000,4.1283,0.1689,28.4017,3.7772
-1.6900,4.0864,0.1678,28.2573,3.7351
-1.6800,4.0458,0.1667,28.1189,3.6917
-1.6700,4.0065,0.1657,27.9859,3.6468
-1.6600,3.9685,0.1647,27.8577,3.6002
-1.6500,3.9319,0.1637,27.7343,3.5519
-1.6400,3.8968,0.1627,27.6154,3.5015
-1.6300,3.8631,0.1617,27.5009,3.4491
-1.6200,3.8311,0.1607,27.3909,3.3947
-1.6100,3.8009,0.1597,27.2863,3.3381
-1.6000,3.7725,0.1587,27.1871,3.2795
-1.5900,3.7460,0.1578,27.0939,3.2187
-1.5800,3.7218,0.1569,27.0084,3.1561
-1.5700,3.7000,0.1560,26.9311,3.0916
-1.5600,3.6805,0.1551,26.8630,3.0254
-1.5500,3.6638,0.1542,26.8062,2.9577
-1.5400,3.6500,0.1534,26.7618,2.8887
-1.5300,3.6392,0.1526,26.7315,2.8186
-1.5200,3.6316,0.1519,26.7171,2.7477
-1.5100,3.6275,0.1512,26.7203,2.6762
-1.5000,3.6269,0.1506,26.7430,2.6044
-1.4900,3.6301,0.1500,26.7869,2.5327
-1.4800,3.6372,0.1496,26.8537,2.4612
-1.4700,3.6482,0.1492,26.9450,2.3902
-1.4600,3.6634,0.1489,27.0626,2.3202
-1.4500,3.6827,0.1487,27.2079,2.2513
-1.4400,3.7063,0.1486,27.3817,2.1838
-1.4300,3.7341,0.1486,27.5855,2.1180
-1.4200,3.7661,0.1487,27.8200,2.0540
-1.4100,3.8023,0.1490,28.0859,1.9921
-1.4000,3.8425,0.1493,28.3833,1.9326
-1.3900,3.8867,0.1498,28.7126,1.8754
-1.3800,3.9347,0.1504,29.0735,1.8208
-1.3700,3.9864,0.1512,29.4658,1.7690
-1.3600,4.0415,0.1520,29.8887,1.7198
-1.3500,4.0998,0.1530,30.3413,1.6735
-1.3400,4.1610,0.1541,30.8224,1.6300
-1.3300,4.2247,0.1554,31.3308,1.5893
-1.3200,4.2908,0.1567,31.8646,1.5514
-1.3100,4.3588,0.1581,32.4224,1.5163
-1.3000,4.4284,0.1596,33.0020,1.4838
-1.2900,4.4992,0.1612,33.6013,1.4539
-1.2800,4.5708,0.1628,34.2181,1.4264
-1.2700,4.6429,0.1646,34.8503,1.4013
-1.2600,4.7151,0.1663,35.4952,1.3784
-1.2500,4.7871,0.1681,36.1506,1.3575
-1.2400,4.8583,0.1700,36.8139,1.3386
-1.2300,4.9285,0.1718,37.4829,1.3214
-1.2200,4.9974,0.1736,38.1550,1.3058
-1.2100,5.0645,0.1754,38.8278,1.2916
-1.2000,5.1296,0.1772,39.4989,1.2788
-1.1900,5.1923,0.1790,40.1661,1.2670
-1.1800,5.2523,0.1807,40.8268,1.2563
-1.1700,5.3095,0.1823,41.4793,1.2464
-1.1600,5.3634,0.1839,42.1212,1.2372
-1.1500,5.4139,0.1853,42.7504,1.2287
-1.1400,5.4607,0.1867,43.3648,1.2205
-1.1300,5.5036,0.1880,43.9627,1.2128
-1.1200,5.5426,0.1891,44.5421,1.2053
-1.1100,5.5772,0.1902,45.1012,1.1980
-1.1000,5.6075,0.1911,45.6382,1.1908
-1.0900,5.6333,0.1918,46.1513,1.1836
-1.0800,5.6544,0.1924,46.6388,1.1764
-1.0700,5.6707,0.1929,47.0991,1.1690
-1.0600,5.6821,0.1932,47.5303,1.1614
-1.0500,5.6886,0.1933,47.9311,1.1536
-1.0400,5.6900,0.1933,48.2998,1.1456
-1.0300,5.6862,0.1931,48.6347,1.1373
-1.0200,5.6772,0.1928,48.9343,1.1286
-1.0100,5.6629,0.1922,49.1970,1.1195
-1.0000,5.6432,0.1915,49.4212,1.1100
-0.9900,5.6182,0.1906,49.6056,1.1002
-0.9800,5.5878,0.1895,49.7487,1.0898
-0.9700,5.5520,0.1883,49.8490,1.0790
-0.9600,5.5107,0.1869,49.9052,1.0678
-0.9500,5.4641,0.1852,49.9161,1.0560
-0.9400,5.4120,0.1834,49.8805,1.0436
-0.9300,5.3546,0.1815,49.7974,1.0308
-0.9200,5.2920,0.1793,49.6659,1.0173
-0.9100,5.2241,0.1770,49.4851,1.0033
-0.9000,5.1511,0.1745,49.2546,0.9888
-0.8900,5.0731,0.1718,48.9738,0.9736
-0.8800,4.9904,0.1690,48.6424,0.9578
-0.8700,4.9029,0.1660,48.2605,0.9414
-0.8600,4.8109,0.1629,47.8281,0.9244
-0.8500,4.7147,0.1596,47.3456,0.9067
-0.8400,4.6144,0.1562,46.8135,0.8885
-0.8300,4.5103,0.1527,46.2326,0.8696
-0.8200,4.4027,0.1491,45.6040,0.8501
-0.8100,4.2918,0.1453,44.9288,0.8300
-0.8000,4.1780,0.1415,44.2085,0.8094
-0.7900,4.0616,0.1375,43.4447,0.7882
-0.7800,3.9429,0.1335,42.6392,0.7665
-0.7700,3.8222,0.1294,41.7942,0.7443
-0.7600,3.7000,0.1253,40.9118,0.7217
-0.7500,3.5765,0.1211,39.9945,0.6986
-0.7400,3.4520,0.1168,39.0446,0.6752
-0.7300,3.3270,0.1126,38.0648,0.6515
-0.7200,3.2018,0.1084,37.0579,0.6276
-0.7100,3.0767,0.1041,36.0266,0.6034
-0.7000,2.9521,0.0999,34.9739,0.5792
-0.6900,2.8283,0.0956,33.9028,0.5549
-0.6800,2.7055,0.0915,32.8163,0.5305
-0.6700,2.5841,0.0873,31.7172,0.5063
-0.6600,2.4644,0.0832,30.6087,0.4822
-0.6500,2.3466,0.0792,29.4936,0.4583
-0.6400,2.2309,0.0752,28.3751,0.4347
-0.6300,2.1176,0.0713,27.2559,0.4115
-0.6200,2.0069,0.0675,26.1390,0.3887
-0.6100,1.8989,0.0638,25.0270,0.3663
-0.6000,1.7938,0.0602,23.9227,0.3445
-0.5900,1.6918,0.0567,22.8286,0.3233
-0.5800,1.5930,0.0533,21.7473,0.3026
-0.5700,1.4974,0.0500,20.6809,0.2827
-0.5600,1.4052,0.0468,19.6320,0.2635
-0.5500,1.3165,0.0438,18.6026,0.2450
-0.5400,1.2311,0.0408,17.5945,0.2273
-0.5300,1.1493,0.0380,16.6097,0.2104
-0.5200,1.0710,0.0353,15.6498,0.1942
-0.5100,0.9962,0.0328,14.7165,0.1789
-0.5000,0.9249,0.0303,13.8112,0.1644
-0.4900,0.8571,0.0280,12.9350,0.1507
-0.4800,0.7927,0.0258,12.0891,0.1378
-0.4700,0.7317,0.0237,11.2745,0.1258
-0.4600,0.6741,0.0218,10.4919,0.1145
-0.4500,0.6197,0.0199,9.7419,0.1039
-0.4400,0.5685,0.0182,9.0251,0.0941
-0.4300,0.5204,0.0166,8.3417,0.0850
-0.4200,0.4754,0.0151,7.6920,0.0766
-0.4100,0.4333,0.0137,7.0758,0.0689
-0.4000,0.3940,0.0124,6.4930,0.0617
-0.3900,0.3574,0.0112,5.9433,0.0552
-0.3800,0.3235,0.0101,5.4264,0.0493
-0.3700,0.2920,0.0090,4.9416,0.0438
-0.3600,0.2630,0.0081,4.4883,0.0389
-0.3500,0.2363,0.0072,4.0658,0.0344
-0.3400,0.2117,0.0064,3.6731,0.0304
-0.3300,0.1892,0.0057,3.3092,0.0268
-0.3200,0.1687,0.0051,2.9730,0.0235
-0.3100,0.1499,0.0045,2.6634,0.0206
-0.3000,0.1329,0.0039,2.3791,0.0180
-0.2900,0.1175,0.0035,2.1189,0.0157
-0.2800,0.1035,0.0030,1.8817,0.0136
-0.2700,0.0910,0.0027,1.6660,0.0118
-0.2600,0.0797,0.0023,1.4706,0.0102
-0.2500,0.0697,0.0020,1.2941,0.0088
-0.2400,0.0607,0.0017,1.1352,0.0075
-0.2300,0.0527,0.0015,0.9928,0.0064
-0.2200,0.0456,0.0013,0.8656,0.0055
-0.2100,0.0394,0.0011,0.7522,0.0047
-0.2000,0.0339,0.0009,0.6516,0.0040
-0.1900,0.0290,0.0008,0.5626,0.0034
-0.1800,0.0248,0.0007,0.4842,0.0028
-0.1700,0.0212,0.0006,0.4153,0.0024
-0.1600,0.0180,0.0005,0.3551,0.0020
-0.1500,0.0152,0.0004,0.3025,0.0017
-0.1400,0.0128,0.0003,0.2569,0.0014
-0.1300,0.0108,0.0003,0.2173,0.0011
-0.1200,0.0090,0.0002,0.1831,0.0009
-0.1100,0.0075,0.0002,0.1538,0.0008
-0.1000,0.0062,0.0002,0.1286,0.0006
-0.0900,0.0052,0.0001,0.1072,0.0005
-0.0800,0.0043,0.0001,0.0891,0.0004
-0.0700,0.0035,0.0001,0.0738,0.0003
-0.0600,0.0029,0.0001,0.0609,0.0003
-0.0500,0.0023,0.0001,0.0500,0.0002
-0.0400,0.0019,0.0000,0.0410,0.0002
-0.0300,0.0015,0.0000,0.0334,0.0001
-0.0200,0.0012,0.0000,0.0272,0.0001
-0.0100,0.0010,0.0000,0.0220,0.0001
0.0000,0.0008,0.0000,0.0177,0.0001
0.0100,0.0006,0.0000,0.0142,0.0001
0.0200,0.0005,0.0000,0.0113,0.0000
0.0300,0.0004,0.0000,0.0089,0.0000
0.0400,0.0003,0.0000,0.0070,0.0000
0.0500,0.0002,0.0000,0.0054,0.0000
0.0600,0.0002,0.0000,0.0042,0.0000
0.0700,0.0001,0.0000,0.0032,0.0000
0.0800,0.0001,0.0000,0.0024,0.0000
0.0900,0.0001,0.0000,0.0018,0.0000
0.1000,0.0001,0.0000,0.0013,0.0000
0.1100,0.0000,0.0000,0.0010,0.0000
0.1200,0.0000,0.0000,0.0007,0.0000
0.1300,0.0000,0.0000,0.0005,0.0000
0.1400,0.0000,0.0000,0.0004,0.0000
0.1500,0.0000,0.0000,0.0003,0.0000
0.1600,0.0000,0.0000,0.0002,0.0000
0.1700,0.0000,0.0000,0.0001,0.0000
0.1800,0.0000,0.0000,0.0001,0.0000
0.1900,0.0000,0.0000,0.0001,0.0000
0.2000,0.0000,0.0000,0.0000,0.0000
0.2100,0.0000,0.0000,0.0000,0.0000
0.2200,0.0000,0.0000,0.0000,0.0000
0.2300,0.0000,0.0000,0.0000,0.0000
0.2400,0.0000,0.0000,0.0000,0.0000
0.2500,0.0000,0.0000,0.0000,0.0000
0.2600,0.0000,0.0000,0.0000,0.0000
0.2700,0.0000,0.0000,0.0000,0.0000
0.2800,0.0000,0.0000,0.0000,0.0000
0.2900,0.0000,0.0000,0.0000,0.0000
0.3000,0.0000,0.0000,0.0000,0.0000
0.3100,0.0000,0.0000,0.0000,0.0000
0.3200,0.0000,0.0000,0.0000,0.0000
0.3300,0.0000,0.0000,0.0000,0.0000
0.3400,0.0000,0.0000,0.0000,0.0000
0.3500,0.0000,0.0000,0.0000,0.0000
0.3600,0.0000,0.0000,0.0000,0.0000
0.3700,0.0000,0.0000,0.0000,0.0000
0.3800,0.0000,0.0000,0.0000,0.0000
0.3900,0.0000,0.0000,0.0000,0.0000
0.4000,0.0000,0.0000,0.0000,0.0000
0.4100,0.0000,0.0000,0.0000,0.0000
0.4200,0.0000,0.0000,0.0000,0.0000
0.4300,0.0000,0.0000,0.0000,0.0000
0.4400,0.0000,0.0000,0.0000,0.0000
0.4500,0.0000,0.0000,0.0000,0.0000
0.4600,0.0000,0.0000,0.0000,0.0000
0.4700,0.0000,0.0000,0.0000,0.0000
0.4800,0.0000,0.0000,0.0000,0.0000
0.4900,0.0000,0.0000,0.0000,0.0000
0.5000,0.0000,0.0000,0.0000,0.0000
0.5100,0.0000,0.0000,0.0000,0.0000
0.5200,0.0000,0.0000,0.0000,0.0000
0.5300,0.0000,0.0000,0.0000,0.0000
0.5400,0.0000,0.0000,0.0000,0.0000
0.5500,0.0000,0.0000,0.0000,0.0000
0.5600,0.0000,0.0000,0.0000,0.0000
0.5700,0.0000,0.0000,0.0000,0.0000
0.5800,0.0000,0.0000,0.0000,0.0000
0.5900,0.0000,0.0000,0.0000,0.0000
0.6000,0.0000,0.0000,0.0000,0.0000
0.6100,0.0000,0.0000,0.0000,0.0000
0.6200,0.0000,0.0000,0.0000,0.0000
0.6300,0.0000,0.0000,0.0000,0.0000
0.6400,0.0000,0.0000,0.0000,0.0000
0.6500,0.0000,0.0000,0.0000,0.0000
0.6600,0.0000,0.0000,0.0000,0.0000
0.6700,0.0000,0.0000,0.0000,0.0000
0.6800,0.0000,0.0000,0.0000,0.0000
0.6900,0.0000,0.0000,0.0000,0.0000
0.7000,0.0000,0.0000,0.0000,0.0000
0.7100,0.0000,0.0000,0.0000,0.0000
0.7200,0.0000,0.0000,0.0000,0.0000
0.7300,0.0000,0.0000,0.0000,0.0000
0.7400,0.0000,0.0000,0.0000,0.0000
0.7500,0.0000,0.0000,0.0000,0.0000
0.7600,0.0000,0.0000,0.0000,0.0000
0.7700,0.0000,0.0000,0.0000,0.0000
0.7800,0.0000,0.0000,0.0000,0.0000
0.7900,0.0000,0.0000,0.0000,0.0000
0.8000,0.0000,0.0000,0.0000,0.0000
0.8100,0.0000,0.0000,0.0000,0.0000
0.8200,0.0000,0.0000,0.0000,0.0000
0.8300,0.0000,0.0000,0.0000,0.0000
0.8400,0.0000,0.0000,0.0000,0.0000
0.8500,0.0000,0.0000,0.0000,0.0000
0.8600,0.0000,0.0000,0.0000,0.0000
0.8700,0.0000,0.0000,0.0000,0.0000
0.8800,0.0000,0.0000,0.0000,0.0000
0.8900,0.0000,0.0000,0.0000,0.0000
0.9000,0.0000,0.0000,0.0000,0.0000
0.9100,0.0000,0.0000,0.0000,0.0000
0.9200,0.0000,0.0000,0.0000,0.0000
0.9300,0.0000,0.0000,0.0000,0.0000
0.9400,0.0000,0.0000,0.0000,0.0000
0.9500,0.0000,0.0000,0.0000,0.0000
0.9600,0.0000,0.0000,0.0000,0.0000
0.9700,0.0000,0.0000,0.0000,0.0000
0.9800,0.0000,0.0000,0.0000,0.0000
0.9900,0.0000,0.0000,0.0000,0.0000
1.0000,0.0000,0.0000,0.0000,0.0000
1.0100,0.0000,0.0000,0.0000,0.0000
1.0200,0.0000,0.0000,0.0000,0.0000
1.0300,0.0000,0.0000,0.0000,0.0000
1.0400,0.0000,0.0000,0.0000,0.0000
1.0500,0.0000,0.0000,0.0000,0.0000
1.0600,0.0000,0.0000,0.0000,0.0000
1.0700,0.0000,0.0000,0.0000,0.0000
1.0800,0.0000,0.0000,0.0000,0.0000
1.0900,0.0000,0.0000,0.0000,0.0000
1.1000,0.0000,0.0000,0.0000,0.0000
1.1100,0.0000,0.0000,0.0000,0.0000
1.1200,0.0000,0.0000,0.0000,0.0000
1.1300,0.0000,0.0000,0.0000,0.0000
1.1400,0.0000,0.0000,0.0000,0.0000
1.1500,0.0000,0.0000,0.0000,0.0000
1.1600,0.0000,0.0000,0.0000,0.0000
1.1700,0.0000,0.0000,0.0000,0.0000
1.1800,0.0000,0.0000,0.0000,0.0000
1.1900,0.0000,0.0000,0.0000,0.0000
1.2000,0.0000,0.0000,0.0001,0.0000
1.2100,0.0000,0.0000,0.0001,0.0000
1.2200,0.0000,0.0001,0.0001,0.0000
1.2300,0.0000,0.0001,0.0001,0.0000
1.2400,0.0000,0.0001,0.0002,0.0000
1.2500,0.0001,0.0001,0.0002,0.0000
1.2600,0.0001,0.0002,0.0003,0.0000
1.2700,0.0001,0.0002,0.0004,0.0000
1.2800,0.0001,0.0003,0.0005,0.0000
1.2900,0.0001,0.0003,0.0006,0.0000
1.3000,0.0002,0.0004,0.0007,0.0000
1.3100,0.0002,0.0005,0.0009,0.0000
1.3200,0.0003,0.0006,0.0011,0.0000
1.3300,0.0003,0.0008,0.0013,0.0000
1.3400,0.0004,0.0009,0.0016,0.0000
1.3500,0.0005,0.0011,0.0020,0.0000
1.3600,0.0006,0.0014,0.0024,0.0000
1.3700,0.0007,0.0017,0.0029,0.0001
1.3800,0.0009,0.0020,0.0035,0.0001
1.3900,0.0010,0.0024,0.0042,0.0001
1.4000,0.0012,0.0029,0.0050,0.0001
1.4100,0.0015,0.0034,0.0060,0.0001
1.4200,0.0018,0.0040,0.0071,0.0001
1.4300,0.0021,0.0048,0.0084,0.0002
1.4400,0.0024,0.0056,0.0099,0.0002
1.4500,0.0029,0.0066,0.0115,0.0002
1.4600,0.0033,0.0077,0.0135,0.0003
1.4700,0.0039,0.0089,0.0156,0.0003
1.4800,0.0045,0.0103,0.0181,0.0004
1.4900,0.0052,0.0119,0.0209,0.0004
1.5000,0.0059,0.0137,0.0240,0.0005
1.5100,0.0068,0.0157,0.0275,0.0005
1.5200,0.0077,0.0179,0.0313,0.0006
1.5300,0.0088,0.0203,0.0356,0.0007
1.5400,0.0100,0.0230,0.0403,0.0008
1.5500,0.0113,0.0260,0.0455,0.0009
1.5600,0.0127,0.0293,0.0512,0.0010
1.5700,0.0142,0.0328,0.0574,0.0011
1.5800,0.0159,0.0366,0.0641,0.0013
1.5900,0.0177,0.0408,0.0713,0.0014
1.6000,0.0196,0.0453,0.0791,0.0016
1.6100,0.0217,0.0501,0.0875,0.0017
1.6200,0.0239,0.0553,0.0965,0.0019
1.6300,0.0263,0.0608,0.1060,0.0021
1.6400,0.0288,0.0666,0.1161,0.0023
1.6500,0.0315,0.0728,0.1269,0.0025
1.6600,0.0343,0.0793,0.1382,0.0028
1.6700,0.0373,0.0862,0.1500,0.0030
1.6800,0.0404,0.0934,0.1625,0.0032
1.6900,0.0436,0.1010,0.1755,0.0035
1.7000,0.0470,0.1088,0.1891,0.0038
1.7100,0.0506,0.1170,0.2031,0.0041
1.7200,0.0543,0.1255,0.2177,0.0044
1.7300,0.0581,0.1343,0.2328,0.0047
1.7400,0.0620,0.1434,0.2484,0.0050
1.7500,0.0660,0.1528,0.2644,0.0053
1.7600,0.0702,0.1625,0.2809,0.0057
1.7700,0.0745,0.1725,0.2979,0.0060
1.7800,0.0789,0.1827,0.3152,0.0064
1.7900,0.0835,0.1932,0.3330,0.0068
1.8000,0.0881,0.2040,0.3512,0.0072
1.8100,0.0929,0.2150,0.3697,0.0076
1.8200,0.0977,0.2263,0.3887,0.0080
1.8300,0.1028,0.2379,0.4082,0.0084
1.8400,0.1079,0.2497,0.4280,0.0088
1.8500,0.1131,0.2619,0.4482,0.0093
1.8600,0.1185,0.2743,0.4689,0.0097
1.8700,0.1240,0.2871,0.4901,0.0102
1.8800,0.1297,0.3002,0.5117,0.0106
1.8900,0.1355,0.3136,0.5338,0.0111
1.9000,0.1414,0.3274,0.5565,0.0116
1.9100,0.1476,0.3415,0.5797,0.0121
1.9200,0.1539,0.3561,0.6035,0.0127
1.9300,0.1603,0.3711,0.6278,0.0132
1.9400,0.1670,0.3864,0.6528,0.0138
1.9500,0.1739,0.4023,0.6785,0.0143
1.9600,0.1809,0.4186,0.7049,0.0149
1.9700,0.1882,0.4354,0.7319,0.0155
1.9800,0.1957,0.4527,0.7598,0.0162
1.9900,0.2034,0.4706,0.7884,0.0168
2.0000,0.2114,0.4890,0.8178,0.0175
2.0100,0.2196,0.5080,0.8481,0.0181
2.0200,0.2281,0.5275,0.8792,0.0188
2.0300,0.2369,0.5477,0.9112,0.0196
2.0400,0.2459,0.5685,0.9441,0.0203
2.0500,0.2552,0.5900,0.9780,0.0210
2.0600,0.2649,0.6122,1.0129,0.0218
2.0700,0.2748,0.6351,1.0488,0.0226
2.0800,0.2851,0.6587,1.0858,0.0234
2.0900,0.2957,0.6830,1.1239,0.0243
2.1000,0.3066,0.7081,1.1631,0.0251
2.1100,0.3179,0.7341,1.2034,0.0260
2.1200,0.3296,0.7608,1.2450,0.0269
2.1300,0.3417,0.7885,1.2878,0.0279
2.1400,0.3543,0.8170,1.3319,0.0288
2.1500,0.3672,0.8464,1.3773,0.0298
2.1600,0.3806,0.8768,1.4241,0.0308
2.1700,0.3944,0.9081,1.4724,0.0318
2.1800,0.4087,0.9405,1.5220,0.0329
2.1900,0.4235,0.9738,1.5732,0.0340
2.2000,0.4388,1.0082,1.6259,0.0351
2.2100,0.4547,1.0437,1.6801,0.0362
2.2200,0.4710,1.0802,1.7360,0.0374
2.2300,0.4879,1.1179,1.7934,0.0385
2.2400,0.5054,1.1566,1.8525,0.0398
2.2500,0.5234,1.1964,1.9132,0.0410
2.2600,0.5420,1.2373,1.9754,0.0423
2.2700,0.5611,1.2792,2.0393,0.0436
2.2800,0.5808,1.3222,2.1047,0.0449
2.2900,0.6010,1.3662,2.1715,0.0462
2.3000,0.6218,1.4111,2.2398,0.0476
2.3100,0.6430,1.4569,2.3094,0.0490
2.3200,0.6647,1.5035,2.3802,0.0504
2.3300,0.6868,1.5509,2.4520,0.0519
2.3400,0.7093,1.5988,2.5248,0.0533
2.3500,0.7321,1.6473,2.5983,0.0548
2.3600,0.7552,1.6962,2.6724,0.0562
2.3700,0.7785,1.7453,2.7469,0.0577
2.3800,0.8020,1.7946,2.8215,0.0592
2.3900,0.8255,1.8438,2.8960,0.0607
2.4000,0.8489,1.8928,2.9701,0.0621
2.4100,0.8723,1.9415,3.0436,0.0636
2.4200,0.8955,1.9896,3.1162,0.0650
2.4300,0.9184,2.0371,3.1877,0.0665
2.4400,0.9410,2.0836,3.2577,0.0678
2.4500,0.9630,2.1292,3.3261,0.0692
2.4600,0.9846,2.1735,3.3925,0.0705
2.4700,1.0054,2.2165,3.4567,0.0718
2.4800,1.0256,2.2580,3.5185,0.0730
2.4900,1.0449,2.2980,3.5776,0.0742
2.5000,1.0634,2.3361,3.6339,0.0754
2.5100,1.0809,2.3725,3.6873,0.0764
2.5200,1.0975,2.4070,3.7375,0.0775
2.5300,1.1130,2.4395,3.7845,0.0784
2.5400,1.1275,2.4701,3.8283,0.0793
2.5500,1.1409,2.4987,3.8688,0.0801
2.5600,1.1532,2.5253,3.9061,0.0809
2.5700,1.1644,2.5500,3.9401,0.0816
2.5800,1.1746,2.5728,3.9711,0.0822
2.5900,1.1837,2.5939,3.9991,0.0828
2.6000,1.1918,2.6133,4.0242,0.0833
2.6100,1.1990,2.6311,4.0467,0.0838
2.6200,1.2053,2.6476,4.0668,0.0842
2.6300,1.2108,2.6627,4.0846,0.0845
2.6400,1.2156,2.6767,4.1006,0.0848
2.6500,1.2196,2.6898,4.1148,0.0850
2.6600,1.2231,2.7021,4.1276,0.0853
2.6700,1.2261,2.7138,4.1393,0.0854
2.6800,1.2287,2.7249,4.1500,0.0856
2.6900,1.2309,2.7358,4.1601,0.0857
2.7000,1.2329,2.7465,4.1697,0.0858
2.7100,1.2347,2.7571,4.1791,0.0859
2.7200,1.2364,2.7678,4.1885,0.0859
2.7300,1.2380,2.7787,4.1981,0.0860
2.7400,1.2396,2.7898,4.2078,0.0860
2.7500,1.2412,2.8011,4.2179,0.0860
2.7600,1.2429,2.8127,4.2283,0.0861
2.7700,1.2446,2.8245,4.2390,0.0861
2.7800,1.2464,2.8367,4.2502,0.0861
2.7900,1.2482,2.8490,4.2617,0.0861
2.8000,1.2501,2.8616,4.2734,0.0861
2.8100,1.2520,2.8742,4.2853,0.0861
2.8200,1.2540,2.8868,4.2971,0.0861
2.8300,1.2559,2.8992,4.3087,0.0861
2.8400,1.2577,2.9114,4.3200,0.0861
2.8500,1.2594,2.9233,4.3307,0.0860
2.8600,1.2609,2.9346,4.3406,0.0860
2.8700,1.2623,2.9452,4.3495,0.0859
2.8800,1.2633,2.9551,4.3573,0.0859
2.8900,1.2640,2.9640,4.3635,0.0858
2.9000,1.2644,2.9718,4.3682,0.0857
2.9100,1.2643,2.9784,4.3709,0.0855
2.9200,1.2637,2.9837,4.3716,0.0854
2.9300,1.2626,2.9875,4.3701,0.0852
2.9400,1.2610,2.9897,4.3661,0.0850
2.9500,1.2588,2.9902,4.3596,0.0848
2.9600,1.2560,2.9891,4.3504,0.0846
2.9700,1.2525,2.9862,4.3385,0.0843
2.9800,1.2485,2.9815,4.3238,0.0840
2.9900,1.2440,2.9751,4.3062,0.0837
3.0000,1.2388,2.9669,4.2858,0.0834
3.0100,1.2331,2.9570,4.2626,0.0831
3.0200,1.2270,2.9455,4.2367,0.0827
3.0300,1.2204,2.9325,4.2081,0.0824
3.0400,1.2135,2.9181,4.1770,0.0820
3.0500,1.2063,2.9024,4.1434,0.0817
3.0600,1.1989,2.8856,4.1077,0.0814
3.0700,1.1914,2.8678,4.0700,0.0811
3.0800,1.1839,2.8494,4.0306,0.0808
3.0900,1.1766,2.8305,3.9896,0.0806
3.1000,1.1696,2.8113,3.9473,0.0804
3.1100,1.1631,2.7923,3.9042,0.0802
3.1200,1.1571,2.7735,3.8604,0.0802
3.1300,1.1519,2.7554,3.8163,0.0802
3.1400,1.1477,2.7384,3.7723,0.0803
3.1500,1.1446,2.7226,3.7288,0.0806
3.1600,1.1429,2.7086,3.6861,0.0809
3.1700,1.1428,2.6966,3.6446,0.0815
3.1800,1.1445,2.6871,3.6047,0.0822
3.1900,1.1481,2.6803,3.5667,0.0830
3.2000,1.1540,2.6767,3.5312,0.0841
3.2100,1.1624,2.6768,3.4985,0.0854
3.2200,1.1735,2.6807,3.4689,0.0869
3.2300,1.1876,2.6890,3.4429,0.0887
3.2400,1.2049,2.7020,3.4209,0.0908
3.2500,1.2256,2.7201,3.4032,0.0932
3.2600,1.2500,2.7434,3.3902,0.0960
3.2700,1.2782,2.7725,3.3821,0.0991
3.2800,1.3106,2.8075,3.3793,0.1025
3.2900,1.3472,2.8487,3.3821,0.1064
3.3000,1.3884,2.8963,3.3908,0.1107
3.3100,1.4342,2.9504,3.4055,0.1154
3.3200,1.4847,3.0114,3.4266,0.1205
3.3300,1.5402,3.0791,3.4540,0.1261
3.3400,1.6008,3.1537,3.4880,0.1322
3.3500,1.6663,3.2351,3.5287,0.1388
3.3600,1.7371,3.3234,3.5760,0.1459
3.3700,1.8129,3.4183,3.6300,0.1535
3.3800,1.8938,3.5197,3.6906,0.1616
3.3900,1.9797,3.6274,3.7578,0.1702
3.4000,2.0705,3.7412,3.8312,0.1793
3.4100,2.1661,3.8606,3.9109,0.1890
3.4200,2.2663,3.9853,3.9965,0.1991
3.4300,2.3709,4.1149,4.0876,0.2096
