# Zhu & Mo, "Materials Design Principles for Air-Stable Lithium/Sodium Solid Electrolytes",
#   Angew. Chem. Int. Ed. 2020, 59, 17472-17476.  DOI 10.1002/anie.202007621
#   SOURCE FILE: anie_202007621_sm_miscellaneous_information.xlsx (SI spreadsheet), 전수 전사 2026-08-05.
#
# !! 이것은 문헌 소환값이다. 우리(Yonghoon-DEM-DFT) 계산이 아니다. !!
#   우리 db 절대값(db/properties/*.json, ESW/gap/sigma 등)과 같은 표·같은 축에 넣지 말 것.
#   인용할 때는 반드시 (a) 출처 (b) 계산 수준 (c) 부분압 조건을 함께 적는다.
#
# 계산 수준 (SI Methods):
#   - 고체 대부분 = Materials Project 형성에너지 직접 소환 (GGA-PBE + MP anion correction),
#     엔트로피/PV 항 무시. 대상은 MP convex hull 위 50 meV/atom 이내 화합물 전부(준안정 포함).
#   - 자체 DFT 4종만: Li3AsS4, Na3AsS4 (enargite-type Pmn2_1), Li3YCl6, Li2ZrCl6 (P-31m).
#     VASP + PAW, GGA-PBE, ecut 520 eV, pseudo Li_sv/Na_pv/P/S. k-mesh 미기재. entry id 칸이 빈 행이 이들.
#   - hydroxide 고체 19종 = NIST-JANAF 실험 표준생성엔탈피 (보정 스킴 없음).
#   - 기체 H2O/H2S/HCl = NIST-JANAF 실험 엔탈피+엔트로피, T = 300 K.
#   - 부분압 보정 dmu(x) = kB*T*ln(x);  preset: x(H2O)=0.1% (=300 K RH ~3%), x(H2S)=x(HCl)=1 ppm.
#   - 대표 가수분해 반응 = H2O 당 정규화 후 최저 dG 반응 (tracer-H2O 극한). SI Step 1-4 알고리즘.
#   -> DFT(고체) + 실험(기체/수산화물) 혼합 스킴. 절대값은 ~0.1 eV급 스킴 의존성 예상.
#
# !! 염화물 부분압 규약 불일치 (우리가 전사 중 발견, 2026-08-05) !!
#   Excel 의 sulfide 시트는 SI 본문값과 일치한다 (Li2S 0.225 = SI eq.(1); Li3PS4 -0.594 vs 본문 -0.608).
#   그러나 chloride 시트(M-Cl / Li-M-Cl / Na-M-Cl)는 SI 본문 이성분 식과 어긋난다:
#     Excel LiCl 1.335 vs SI 본문 +0.977 / Excel NaCl 1.880 vs SI 본문 +1.532.
#   차이 = 0.357 eV = kB*T*ln(1e6) @300 K = HCl 1 ppm 보정항, HCl 1개당.
#   교차검증 3건: (i) Fig 1 의 LiCl->LiOH 경계까지 거리가 0.977 로 읽힌다 (SI 본문 규약),
#                (ii) Fig S1 의 LiCl/NaCl 점선 기준선도 0.98/1.53 에 그려져 있다 (SI 본문 규약),
#                (iii) 그런데 Fig S1 의 LiCl/NaCl *데이터 점* 과 Fig 3c 의 14종은 Excel 값과 정확히 일치.
#   => 논문의 chloride 산점도/표는 HCl 1 ppm 보정을 빠뜨린 것으로 보인다 (H2O 0.1% 보정은 들어가 있음).
#      같은 그림(Fig S1) 안에서 기준선과 데이터 점의 규약이 다르다.
#   조치: 원본값을 'as_published' 로 그대로 두고, 우리가 유도한 preset 환산값을 별도 열로 병기한다.
#     dG_preset_corrected_OURS = dG_as_published - 0.35714 * n_gas_per_H2O   (chloride only)
#     sulfide 는 보정 0 (이미 preset).  ⚠ 이 환산은 우리 추론이다 - 논문이 제시한 값이 아니다.
#     인용 시 어느 열을 썼는지 반드시 밝힐 것.
#
# THIS FILE: SI xlsx 시트 'Li-M-S'(52) + 'Na-M-S'(65) + 'Li-M-Cl'(14) + 'Na-M-Cl'(39) = 170 행.
#   각 행에 0 V 환원 / 4.5 V 산화 / 가수분해가 함께 들어 있다 (원본 시트 구조 그대로 보존).
#
# ★ 본문에 없는 것 2가지가 이 시트에 있다 (2026-08-05 확인):
#   (1) 4.5 V 산화 반응식 + 반응에너지 - 논문 본문은 0 V(환원)만 논의한다.
#   (2) cathodic_limit_V / anodic_limit_V = 전기화학 안정성 창(ESW) 양끝, V vs Li/Li+ (또는 Na/Na+).
#       우리 grand-potential ESW 와 같은 방법(ref [1] Zhu/He/Mo 2015 ACS AMI · 2016 JMCA)의 산출물.
#       ⚠ 그래도 우리 ESW 값과 한 표에 넣지 말 것 - 그들은 MP-GGA ordered 상, 우리는 우리 구조/조건.
#
# 열 정의:
#   source_sheet / alkali / anion    원본 시트와 계열
#   row_in_sheet                     원본 시트 행 번호 (전사 대조용)
#   compound / cation / mp_entry_id  원본 그대로. n/a_own_DFT = 저자 자체 DFT (Li3AsS4/Na3AsS4/Li3YCl6/Li2ZrCl6)
#   reaction_0V / dE_0V_eV_per_alkali    Li(Na) 금속 접촉(0 V) 환원분해. eV per alkali. 음수 클수록 음극에서 잘 분해
#   reaction_4p5V / dE_4p5V_eV_per_alkali  4.5 V 탈리튬 산화분해. eV per alkali. (본문 미논의)
#   cathodic_limit_V / anodic_limit_V      ESW 하한/상한, V vs Li/Li+ (Na 시트는 vs Na/Na+)
#   hydrolysis_reaction .. dG_hyd_*        CSV 1 과 동일 정의 (아래 주의 동일)
#   dG_hyd_eV_per_H2O_as_published   ★ 논문 값 그대로
#   dG_hyd_eV_per_H2O_preset_OURS    ★★ 우리 유도값 (chloride 만 -0.35714*n_HCl) - 논문 값 아님
#
source_sheet,alkali,anion,row_in_sheet,compound,cation,mp_entry_id,reaction_0V,dE_0V_eV_per_alkali,reaction_4p5V,dE_4p5V_eV_per_alkali,cathodic_limit_V,anodic_limit_V,hydrolysis_reaction,gas_product,n_gas_per_H2O,h2o_coeff_check,dG_hyd_eV_per_H2O_as_published,preset_correction_eV_OURS,dG_hyd_eV_per_H2O_preset_OURS
Na-M-S,Na,S,51,Na3B5S9,B3+,mp-29000,0.06349 Na3B5S9 + Na -> 0.01587 Na3B20 + 0.5714 Na2S,-1.084,0.3333 Na3B5S9 -> BS2 + 0.3333 B2S3 + Na,-2.344,1.304,2.156,0.141 Na3B5S9 + H2O -> H2S + 0.08974 Na3BS3 + 0.07692 Na2B8O13,H2S,1.0,1.0,-0.806,0.0,-0.806
Na-M-S,Na,S,52,NaBS2,B3+,mp-15011,0.3175 NaBS2 + Na -> 0.01587 Na3B20 + 0.6349 Na2S,-1.077,NaBS2 -> BS2 + Na,-2.582,1.304,1.764,0.8462 NaBS2 + H2O -> H2S + 0.2308 Na3BS3 + 0.07692 Na2B8O13,H2S,1.0,1.0,-0.841,0.0,-0.841
Na-M-S,Na,S,53,Na3BS3,B3+,mp-29976,0.3175 Na3BS3 + Na -> 0.01587 Na3B20 + 0.9524 Na2S,-0.964,0.3333 Na3BS3 -> 0.3333 BS2 + 0.3333 S + Na,-2.496,0.989,1.765,0.5833 Na3BS3 + H2O -> H2S + 0.08333 Na3B7O12 + 0.75 Na2S,H2S,1.0,1.0,-0.552,0.0,-0.552
Na-M-S,Na,S,54,NaSbS2,Sb3+,mp-5414,0.1667 NaSbS2 + Na -> 0.3333 Na2S + 0.1667 Na3Sb,-0.907,NaSbS2 -> 0.5 Sb2S3 + 0.5 S + Na,-2.136,1.337,2.191,0.5714 NaSbS2 + H2O -> 0.9286 H2S + 0.2143 Na2SO4 + 0.5714 Sb + 0.1429 NaHO,H2S,0.9286,1.0,0.541,0.0,0.541
Na-M-S,Na,S,55,Na3SbS3,Sb3+,mp-1193673,0.1667 Na3SbS3 + Na -> 0.5 Na2S + 0.1667 Na3Sb,-0.881,0.3333 Na3SbS3 -> 0.1667 Sb2S3 + 0.5 S + Na,-2.415,1.181,1.66,0.5 Na3SbS3 + H2O -> 0.5 H2S + 0.5 NaSbS2 + NaHO,H2S,0.5,1.0,0.494,0.0,0.494
Na-M-S,Na,S,56,Na3SbS4,Sb5+,mp-10167,0.125 Na3SbS4 + Na -> 0.5 Na2S + 0.125 Na3Sb,-1.063,0.3333 Na3SbS4 -> 0.1667 Sb2S3 + 0.8333 S + Na,-2.241,1.574,1.66,Na3SbS4 + H2O -> H2S + 0.25 Na2SO4 + 0.75 Na3SbS3 + 0.25 NaSbS2,H2S,1.0,1.0,-0.151,0.0,-0.151
Na-M-S,Na,S,57,Na2TeS3,Te4+,mp-1190141,0.1667 Na2TeS3 + Na -> 0.1667 Na2Te + 0.5 Na2S,-1.404,0.5 Na2TeS3 -> 1.5 S + 0.5 Te + Na,-1.701,1.415,2.421,0.4615 Na2TeS3 + H2O -> H2S + 0.1538 NaTe3 + 0.1346 Na2S + 0.25 Na2SO4,H2S,1.0,1.0,0.197,0.0,0.197
Na-M-S,Na,S,58,NaAsS2,As3+,mp-5942,0.1667 NaAsS2 + Na -> 0.3333 Na2S + 0.1667 Na3As,-0.952,NaAsS2 -> AsS2 + Na,-2.304,2.131,2.295,0.875 NaAsS2 + H2O -> H2S + 0.25 Na2SO4 + 0.125 Na3AsS4 + 0.75 As,H2S,1.0,1.0,0.182,0.0,0.182
Na-M-S,Na,S,59,Na3AsS3,As3+,mp-5830,0.1667 Na3AsS3 + Na -> 0.5 Na2S + 0.1667 Na3As,-0.891,0.3333 Na3AsS3 -> 0.3333 AsS2 + 0.3333 S + Na,-2.4,1.076,2.131,0.8333 Na3AsS3 + H2O -> 0.5 H2S + 0.5 Na3AsS4 + 0.3333 As + NaHO,H2S,0.5,1.0,0.06,0.0,0.06
Na-M-S,Na,S,60,Na3AsS4,As5+,n/a_own_DFT,0.125 Na3AsS4 + Na -> 0.5 Na2S + 0.125 Na3As,-0.884,0.3333 Na3AsS4 -> 0.3333 AsS2 + 0.6667 S + Na,-1.73,1.076,2.668,0.2353 Na3AsS4 + H2O -> 0.7941 H2S + 0.1471 Na2SO4 + 0.2353 As + 0.4118 NaHO,H2S,0.7941,1.0,0.686,0.0,0.686
Na-M-S,Na,S,61,NaPS3,P5+,mp-1189520,0.125 NaPS3 + Na -> 0.375 Na2S + 0.125 Na3P,-1.017,NaPS3 -> 0.25 P2S7 + 0.25 P2S5 + Na,-2.196,2.217,2.304,0.3333 NaPS3 + H2O -> H2S + 0.3333 NaPO3,H2S,1.0,1.0,-0.415,0.0,-0.415
Na-M-S,Na,S,62,Na3PS4,P5+,mp-28782,0.125 Na3PS4 + Na -> 0.5 Na2S + 0.125 Na3P,-0.895,0.3333 Na3PS4 -> 0.1667 P2S7 + 0.1667 S + Na,-2.246,1.242,2.124,Na3PS4 + H2O -> H2S + Na3PS3O,H2S,1.0,1.0,-0.449,0.0,-0.449
Na-M-S,Na,S,63,NaAuS,Au+,mp-1204074,0.3333 NaAuS + Na -> 0.3333 Na2Au + 0.3333 Na2S,-0.685,NaAuS -> 0.5 Au2S + 0.5 S + Na,-2.318,1.396,1.965,2.75 NaAuS + H2O -> H2S + 0.75 Na3AuS2 + 0.25 Na2SO4 + 2 Au,H2S,1.0,1.0,0.501,0.0,0.501
Na-M-S,Na,S,64,Na7Au5S6,Au+,mp-28856,0.06667 Na7Au5S6 + Na -> 0.3333 Na2Au + 0.4 Na2S,-0.671,0.1429 Na7Au5S6 -> 0.3571 Au2S + 0.5 S + Na,-2.378,1.396,1.697,0.6875 Na7Au5S6 + H2O -> H2S + 1.437 Na3AuS2 + 0.25 Na2SO4 + 2 Au,H2S,1.0,1.0,0.497,0.0,0.497
Na-M-S,Na,S,65,Na3AuS2,Au+,mp-15567,0.3333 Na3AuS2 + Na -> 0.3333 Na2Au + 0.6667 Na2S,-0.614,0.3333 Na3AuS2 -> 0.1667 Au2S + 0.5 S + Na,-2.456,1.035,1.697,0.5 Na3AuS2 + H2O -> 0.5 H2S + 0.5 NaAuS + NaHO,H2S,0.5,1.0,0.522,0.0,0.522
Li-M-Cl,Li,Cl,1,Li3YCl6,Y3+,n/a_own_DFT,0.3333 Li3YCl6 + Li -> 2 LiCl + 0.3333 Y,-0.696,0.3333 Li3YCl6 -> 0.3333 YCl3 + 0.5 Cl2 + Li,-0.568,0.653,4.013,Li3YCl6 + H2O -> 2 HCl + 3 LiCl + YClO,HCl,2.0,1.0,0.886,-0.71432,0.1717
Li-M-Cl,Li,Cl,2,Li3ErCl6,Er3+,mp-676361,0.3333 Li3ErCl6 + Li -> 2 LiCl + 0.3333 Er,-0.703,0.3333 Li3ErCl6 -> 0.3333 ErCl3 + 0.5 Cl2 + Li,-0.475,0.703,4.025,Li3ErCl6 + H2O -> 2 HCl + ErClO + 3 LiCl,HCl,2.0,1.0,0.842,-0.71432,0.1277
Li-M-Cl,Li,Cl,3,Li2ZrCl6,Zr4+,n/a_own_DFT,0.25 Li2ZrCl6 + Li -> 1.5 LiCl + 0.25 Zr,-1.458,0.5 Li2ZrCl6 -> 0.5 ZrCl4 + 0.5 Cl2 + Li,-0.524,1.75,4.013,0.5 Li2ZrCl6 + H2O -> 2 HCl + LiCl + 0.5 ZrO2,HCl,2.0,1.0,0.632,-0.71432,-0.0823
Li-M-Cl,Li,Cl,4,Li3ScCl6,Sc3+,mp-686004,0.3333 Li3ScCl6 + Li -> 2 LiCl + 0.3333 Sc,-0.876,0.3333 Li3ScCl6 -> 0.3333 ScCl3 + 0.5 Cl2 + Li,-0.527,0.91,4.013,0.6667 Li3ScCl6 + H2O -> 2 HCl + 2 LiCl + 0.3333 Sc2O3,HCl,2.0,1.0,0.9,-0.71432,0.1857
Li-M-Cl,Li,Cl,5,Li4Mn3Cl10,Mn2+,mp-531376,0.1667 Li4Mn3Cl10 + Li -> 1.667 LiCl + 0.5 Mn,-2.043,0.25 Li4Mn3Cl10 -> 0.75 MnCl2 + 0.5 Cl2 + Li,-0.504,2.031,4.013,0.1667 Li4Mn3Cl10 + H2O -> HCl + 0.6667 LiCl + 0.5 Mn(HO)2,HCl,1.0,1.0,0.728,-0.35716,0.3708
Li-M-Cl,Li,Cl,6,Li2BeCl4,Be2+,mp-1210835,0.5 Li2BeCl4 + Li -> 2 LiCl + 0.5 Be,-1.547,0.5 Li2BeCl4 -> 0.5 BeCl2 + 0.5 Cl2 + Li,-0.516,1.518,4.013,Li2BeCl4 + H2O -> 2 HCl + 2 LiCl + BeO,HCl,2.0,1.0,-0.033,-0.71432,-0.7473
Li-M-Cl,Li,Cl,7,LiAlCl4,Al3+,mp-22983,0.2 LiAlCl4 + Li -> 0.2 Li2Al + 0.8 LiCl,-1.05,LiAlCl4 -> AlCl3 + 0.5 Cl2 + Li,-0.288,1.587,4.212,0.6667 LiAlCl4 + H2O -> 2 HCl + 0.6667 LiCl + 0.3333 Al2O3,HCl,2.0,1.0,0.383,-0.71432,-0.3313
Li-M-Cl,Li,Cl,8,Li2ZnCl4,Zn2+,mp-23416,0.3333 Li2ZnCl4 + Li -> 0.3333 LiZn + 1.333 LiCl,-1.468,0.5 Li2ZnCl4 -> 0.5 ZnCl2 + 0.5 Cl2 + Li,-0.531,1.938,4.013,0.5 Li2ZnCl4 + H2O -> HCl + 0.5 ZnCl2 + LiHO,HCl,1.0,1.0,1.29,-0.35716,0.9328
Li-M-Cl,Li,Cl,9,Li5CrCl8,Cr3+,mp-23361,0.3333 Li5CrCl8 + Li -> 2.667 LiCl + 0.3333 Cr,-2.202,0.2 Li5CrCl8 -> 0.2 CrCl3 + 0.5 Cl2 + Li,-0.518,2.149,4.013,Li5CrCl8 + H2O -> 2 HCl + CrClO + 5 LiCl,HCl,2.0,1.0,0.845,-0.71432,0.1307
Li-M-Cl,Li,Cl,10,Li2CdCl4,Cd2+,mp-38008,0.2 Li2CdCl4 + Li -> 0.8 LiCl + 0.2 Li3Cd,-0.971,0.5 Li2CdCl4 -> 0.5 CdCl2 + 0.5 Cl2 + Li,-0.523,2.021,4.013,0.5 Li2CdCl4 + H2O -> HCl + 0.5 CdCl2 + LiHO,HCl,1.0,1.0,1.298,-0.35716,0.9408
Li-M-Cl,Li,Cl,11,Li3InCl6,In3+,mp-676109,0.1364 Li3InCl6 + Li -> 0.8182 LiCl + 0.04545 Li13In3,-1.045,0.3333 Li3InCl6 -> 0.3333 InCl3 + 0.5 Cl2 + Li,-0.324,2.282,4.176,0.25 Li3InCl6 + H2O -> 1.25 HCl + 0.25 InClO + 0.75 LiHO,HCl,1.25,1.0,1.382,-0.44645,0.9355
Li-M-Cl,Li,Cl,12,LiGaCl4,Ga3+,mp-28341,0.2 LiGaCl4 + Li -> 0.2 Li2Ga + 0.8 LiCl,-1.458,LiGaCl4 -> GaCl3 + 0.5 Cl2 + Li,-0.331,2.145,4.169,LiGaCl4 + H2O -> 2 HCl + GaClO + LiCl,HCl,2.0,1.0,1.209,-0.71432,0.4947
Li-M-Cl,Li,Cl,13,Li2FeCl4,Fe2+,mp-676683,0.5 Li2FeCl4 + Li -> 2 LiCl + 0.5 Fe,-2.766,0.5 Li2FeCl4 -> 0.5 FeCl4 + Li,-1.213,2.655,4.141,Li2FeCl4 + H2O -> 2 HCl + FeO + 2 LiCl,HCl,2.0,1.0,0.295,-0.71432,-0.4193
Li-M-Cl,Li,Cl,14,LiFeCl4,Fe3+,mp-1210931,0.3333 LiFeCl4 + Li -> 1.333 LiCl + 0.3333 Fe,-2.655,LiFeCl4 -> FeCl4 + Li,-0.359,2.655,4.141,LiFeCl4 + H2O -> 2 HCl + FeClO + LiCl,HCl,2.0,1.0,0.619,-0.71432,-0.0953
Na-M-Cl,Na,Cl,1,K4NaCl5,K+,mp-1223916,0.25 K4NaCl5 + Na -> 1.25 NaCl + K,0.257,K4NaCl5 -> 4 KCl + 0.5 Cl2 + Na,-0.652,-0.287,3.756,K4NaCl5 + H2O -> HCl + 4 KCl + NaHO,HCl,1.0,1.0,1.759,-0.35716,1.4018
Na-M-Cl,Na,Cl,2,K2NaCl3,K+,mp-1223818,0.5 K2NaCl3 + Na -> 1.5 NaCl + K,0.237,K2NaCl3 -> 2 KCl + 0.5 Cl2 + Na,-0.63,-0.287,3.756,K2NaCl3 + H2O -> HCl + 2 KCl + NaHO,HCl,1.0,1.0,1.781,-0.35716,1.4238
Na-M-Cl,Na,Cl,3,KNaCl2,K+,mp-1223313,KNaCl2 + Na -> 2 NaCl + K,0.213,KNaCl2 -> KCl + 0.5 Cl2 + Na,-0.605,-0.287,3.756,KNaCl2 + H2O -> HCl + KCl + NaHO,HCl,1.0,1.0,1.806,-0.35716,1.4488
Na-M-Cl,Na,Cl,4,KNa4Cl5,K+,mp-1223387,KNa4Cl5 + Na -> 5 NaCl + K,0.163,0.25 KNa4Cl5 -> 0.25 KCl + 0.5 Cl2 + Na,-0.562,-0.287,3.756,0.25 KNa4Cl5 + H2O -> HCl + 0.25 KCl + NaHO,HCl,1.0,1.0,1.849,-0.35716,1.4918
Na-M-Cl,Na,Cl,5,Na3La5Cl18,La3+,mp-1173723,0.06667 Na3La5Cl18 + Na -> 1.2 NaCl + 0.3333 La,-0.422,0.3333 Na3La5Cl18 -> 1.667 LaCl3 + 0.5 Cl2 + Na,-0.61,0.407,3.756,0.2 Na3La5Cl18 + H2O -> 2 HCl + 0.6 NaCl + LaClO,HCl,2.0,1.0,1.328,-0.71432,0.6137
Na-M-Cl,Na,Cl,6,NaTbCl4,Tb3+,mp-1209961,0.3333 NaTbCl4 + Na -> 1.333 NaCl + 0.3333 Tb,-0.578,NaTbCl4 -> TbCl3 + 0.5 Cl2 + Na,-0.47,0.6,3.847,0.6667 NaTbCl4 + H2O -> 2 HCl + 0.6667 NaCl + 0.3333 Tb2O3,HCl,2.0,1.0,1.385,-0.71432,0.6707
Na-M-Cl,Na,Cl,7,Na3Ce5Cl18,Ce3+,mp-675238,0.06667 Na3Ce5Cl18 + Na -> 1.2 NaCl + 0.3333 Ce,-0.634,0.3333 Na3Ce5Cl18 -> 1.667 CeCl3 + 0.5 Cl2 + Na,-0.575,0.626,3.756,0.2 Na3Ce5Cl18 + H2O -> 2 HCl + CeClO + 0.6 NaCl,HCl,2.0,1.0,1.275,-0.71432,0.5607
Na-M-Cl,Na,Cl,8,Na3Pr5Cl18,Pr3+,mp-676095,0.06667 Na3Pr5Cl18 + Na -> 1.2 NaCl + 0.3333 Pr,-0.577,0.3333 Na3Pr5Cl18 -> 1.667 PrCl3 + 0.5 Cl2 + Na,-0.657,0.552,3.756,0.2 Na3Pr5Cl18 + H2O -> 2 HCl + 0.6 NaCl + PrClO,HCl,2.0,1.0,1.302,-0.71432,0.5877
Na-M-Cl,Na,Cl,9,Na3Nd5Cl18,Nd3+,mp-675555,0.06667 Na3Nd5Cl18 + Na -> 1.2 NaCl + 0.3333 Nd,-0.592,0.3333 Na3Nd5Cl18 -> 1.667 NdCl3 + 0.5 Cl2 + Na,-0.661,0.566,3.756,0.2 Na3Nd5Cl18 + H2O -> 2 HCl + NdClO + 0.6 NaCl,HCl,2.0,1.0,1.22,-0.71432,0.5057
Na-M-Cl,Na,Cl,10,Na3Sm7Cl24,Sm3+,mp-673807,0.04762 Na3Sm7Cl24 + Na -> 1.143 NaCl + 0.3333 Sm,-0.635,0.3333 Na3Sm7Cl24 -> 2.333 SmCl3 + 0.5 Cl2 + Na,-0.202,0.635,4.25,0.1429 Na3Sm7Cl24 + H2O -> 2 HCl + SmClO + 0.4286 NaCl,HCl,2.0,1.0,1.034,-0.71432,0.3197
Na-M-Cl,Na,Cl,11,Na2GdCl5,Gd3+,mp-1210500,0.3333 Na2GdCl5 + Na -> 1.667 NaCl + 0.3333 Gd,-0.618,0.5 Na2GdCl5 -> 0.5 GdCl3 + 0.5 Cl2 + Na,-0.516,0.769,3.838,3 Na2GdCl5 + H2O -> 2 HCl + 2 Na3GdCl6 + GdClO,HCl,2.0,1.0,0.853,-0.71432,0.1387
Na-M-Cl,Na,Cl,12,Na3GdCl6,Gd3+,mp-33554,0.3333 Na3GdCl6 + Na -> 2 NaCl + 0.3333 Gd,-0.574,0.3333 Na3GdCl6 -> 0.3333 GdCl3 + 0.5 Cl2 + Na,-0.476,0.605,3.838,Na3GdCl6 + H2O -> 2 HCl + GdClO + 3 NaCl,HCl,2.0,1.0,1.253,-0.71432,0.5387
Na-M-Cl,Na,Cl,13,NaDyCl4,Dy3+,mp-1210040,0.3333 NaDyCl4 + Na -> 1.333 NaCl + 0.3333 Dy,-0.585,NaDyCl4 -> DyCl3 + 0.5 Cl2 + Na,-0.449,0.612,3.878,1.5 NaDyCl4 + H2O -> 2 HCl + 0.5 Na3DyCl6 + DyClO,HCl,2.0,1.0,0.967,-0.71432,0.2527
Na-M-Cl,Na,Cl,14,Na3DyCl6,Dy3+,mp-982980,0.3333 Na3DyCl6 + Na -> 2 NaCl + 0.3333 Dy,-0.572,0.3333 Na3DyCl6 -> 0.3333 DyCl3 + 0.5 Cl2 + Na,-0.49,0.572,3.786,Na3DyCl6 + H2O -> 2 HCl + DyClO + 3 NaCl,HCl,2.0,1.0,1.029,-0.71432,0.3147
Na-M-Cl,Na,Cl,15,NaYCl4,Y3+,mp-1209960,0.3333 NaYCl4 + Na -> 1.333 NaCl + 0.3333 Y,-0.594,NaYCl4 -> YCl3 + 0.5 Cl2 + Na,-0.602,0.616,3.767,1.5 NaYCl4 + H2O -> 2 HCl + 0.5 Na3YCl6 + YClO,HCl,2.0,1.0,1.013,-0.71432,0.2987
Na-M-Cl,Na,Cl,16,Na3YCl6,Y3+,mp-675104,0.3333 Na3YCl6 + Na -> 2 NaCl + 0.3333 Y,-0.563,0.3333 Na3YCl6 -> 0.3333 YCl3 + 0.5 Cl2 + Na,-0.523,0.593,3.767,Na3YCl6 + H2O -> 2 HCl + YClO + 3 NaCl,HCl,2.0,1.0,1.154,-0.71432,0.4397
Na-M-Cl,Na,Cl,17,NaHoCl4,Ho3+,mp-1209968,0.3333 NaHoCl4 + Na -> 1.333 NaCl + 0.3333 Ho,-0.594,NaHoCl4 -> HoCl3 + 0.5 Cl2 + Na,-0.315,0.656,4.079,1.5 NaHoCl4 + H2O -> 2 HCl + 0.5 Na3HoCl6 + HoClO,HCl,2.0,1.0,1.041,-0.71432,0.3267
Na-M-Cl,Na,Cl,18,Na3HoCl6,Ho3+,mp-29836,0.3333 Na3HoCl6 + Na -> 2 NaCl + 0.3333 Ho,-0.563,0.3333 Na3HoCl6 -> 0.3333 HoCl3 + 0.5 Cl2 + Na,-0.428,0.563,3.825,Na3HoCl6 + H2O -> 2 HCl + HoClO + 3 NaCl,HCl,2.0,1.0,1.179,-0.71432,0.4647
Na-M-Cl,Na,Cl,19,NaErCl4,Er3+,mp-29083,0.3333 NaErCl4 + Na -> 1.333 NaCl + 0.3333 Er,-0.565,NaErCl4 -> ErCl3 + 0.5 Cl2 + Na,-0.215,0.574,4.23,1.5 NaErCl4 + H2O -> 2 HCl + 0.5 Na3ErCl6 + ErClO,HCl,2.0,1.0,1.116,-0.71432,0.4017
Na-M-Cl,Na,Cl,20,Na3ErCl6,Er3+,mp-28542,0.3333 Na3ErCl6 + Na -> 2 NaCl + 0.3333 Er,-0.561,0.3333 Na3ErCl6 -> 0.3333 ErCl3 + 0.5 Cl2 + Na,-0.421,0.561,3.766,Na3ErCl6 + H2O -> 2 HCl + ErClO + 3 NaCl,HCl,2.0,1.0,1.136,-0.71432,0.4217
Na-M-Cl,Na,Cl,21,Na3TmCl6,Tm3+,mp-1111504,0.3333 Na3TmCl6 + Na -> 2 NaCl + 0.3333 Tm,-0.162,0.3333 Na3TmCl6 -> 0.3333 TmCl3 + 0.5 Cl2 + Na,-0.072,0.162,4.428,0.2222 Na3TmCl6 + H2O -> 1.333 HCl + 0.1111 Tm2O3 + 0.6667 NaHO,HCl,1.333,1.0,1.931,-0.47609,1.4549
Na-M-Cl,Na,Cl,22,NaScCl4,Sc3+,mp-29432,0.3333 NaScCl4 + Na -> 1.333 NaCl + 0.3333 Sc,-0.785,NaScCl4 -> ScCl3 + 0.5 Cl2 + Na,-0.513,0.853,3.783,0.6667 NaScCl4 + H2O -> 2 HCl + 0.6667 NaCl + 0.3333 Sc2O3,HCl,2.0,1.0,0.994,-0.71432,0.2797
Na-M-Cl,Na,Cl,23,Na3ScCl6,Sc3+,mp-1189516,0.3333 Na3ScCl6 + Na -> 2 NaCl + 0.3333 Sc,-0.791,0.3333 Na3ScCl6 -> 0.3333 ScCl3 + 0.5 Cl2 + Na,-0.531,0.853,3.756,0.6667 Na3ScCl6 + H2O -> 2 HCl + 2 NaCl + 0.3333 Sc2O3,HCl,2.0,1.0,0.982,-0.71432,0.2677
Na-M-Cl,Na,Cl,24,NaTaCl6,Ta5+,mp-28179,0.2 NaTaCl6 + Na -> 1.2 NaCl + 0.2 Ta,-1.982,NaTaCl6 -> TaCl5 + 0.5 Cl2 + Na,-0.431,2.148,3.906,0.4 NaTaCl6 + H2O -> 2 HCl + 0.4 NaCl + 0.2 Ta2O5,HCl,2.0,1.0,0.537,-0.71432,-0.1773
Na-M-Cl,Na,Cl,25,Na3TiCl6,Ti3+,mp-29850,0.3333 Na3TiCl6 + Na -> 2 NaCl + 0.3333 Ti,-1.564,0.3333 Na3TiCl6 -> 0.3333 TiCl4 + 0.3333 Cl2 + Na,-1.247,1.5,2.109,0.6667 Na3TiCl6 + H2O -> 2 HCl + 0.3333 Ti2O3 + 2 NaCl,HCl,2.0,1.0,0.546,-0.71432,-0.1683
Na-M-Cl,Na,Cl,26,Na2Mn3Cl8,Mn2+,mp-27126,0.1667 Na2Mn3Cl8 + Na -> 1.333 NaCl + 0.5 Mn,-1.978,0.5 Na2Mn3Cl8 -> 1.5 MnCl2 + 0.5 Cl2 + Na,-0.505,2.008,3.795,0.1875 Na2Mn3Cl8 + H2O -> HCl + 0.0625 Na6MnCl8 + 0.5 Mn(HO)2,HCl,1.0,1.0,0.741,-0.35716,0.3838
Na-M-Cl,Na,Cl,27,Na2MnCl4,Mn2+,mp-27280,0.5 Na2MnCl4 + Na -> 2 NaCl + 0.5 Mn,-2.002,0.5 Na2MnCl4 -> 0.5 MnCl2 + 0.5 Cl2 + Na,-0.546,2.008,3.789,0.75 Na2MnCl4 + H2O -> HCl + 0.25 Na6MnCl8 + 0.5 Mn(HO)2,HCl,1.0,1.0,0.683,-0.35716,0.3258
