"# lpsocl element PDOS normalized. _perTOT = /total atoms (62); _perEL = /count {'Li': 27, 'P': 5, 'S': 21, 'O': 1, 'Cl': 8}"
E_minus_VBM,Li_perTOT,P_perTOT,S_perTOT,Cl_perTOT,O_perTOT,Li_perEL,P_perEL,S_perEL,Cl_perEL,O_perEL
-3.2400,0.11651,0.00514,0.08023,0.46104,0.01213,0.26754,0.06370,0.23688,3.57309,0.75182
-3.2200,0.12822,0.00554,0.08902,0.50976,0.01250,0.29444,0.06867,0.26281,3.95062,0.77469
-3.2000,0.13431,0.00573,0.09398,0.53628,0.01218,0.30841,0.07110,0.27746,4.15620,0.75492
-3.1800,0.13562,0.00577,0.09568,0.54400,0.01142,0.31143,0.07157,0.28247,4.21599,0.70782
-3.1600,0.13346,0.00570,0.09504,0.53833,0.01054,0.30647,0.07071,0.28058,4.17203,0.65318
-3.1400,0.12907,0.00557,0.09303,0.52464,0.00982,0.29638,0.06907,0.27467,4.06598,0.60899
-3.1200,0.12395,0.00543,0.09086,0.50915,0.00949,0.28462,0.06738,0.26825,3.94592,0.58816
-3.1000,0.12002,0.00538,0.09000,0.49954,0.00965,0.27561,0.06666,0.26570,3.87143,0.59800
-3.0800,0.11914,0.00548,0.09178,0.50303,0.01035,0.27359,0.06794,0.27098,3.89848,0.64143
-3.0600,0.12215,0.00578,0.09676,0.52290,0.01158,0.28049,0.07168,0.28568,4.05247,0.71787
-3.0400,0.12847,0.00625,0.10440,0.55696,0.01328,0.29501,0.07747,0.30822,4.31641,0.82364
-3.0200,0.13663,0.00680,0.11345,0.59944,0.01536,0.31374,0.08434,0.33494,4.64569,0.95248
-3.0000,0.14511,0.00736,0.12265,0.64457,0.01771,0.33322,0.09122,0.36210,4.99539,1.09780
-2.9800,0.15295,0.00786,0.13116,0.68864,0.02024,0.35122,0.09752,0.38722,5.33699,1.25473
-2.9600,0.15972,0.00831,0.13856,0.72995,0.02291,0.36676,0.10310,0.40908,5.65714,1.42047
-2.9400,0.16515,0.00872,0.14466,0.76747,0.02568,0.37923,0.10809,0.42709,5.94788,1.59239
-2.9200,0.16896,0.00908,0.14927,0.80010,0.02847,0.38799,0.11258,0.44072,6.20077,1.76494
-2.9000,0.17084,0.00939,0.15219,0.82689,0.03108,0.39231,0.11644,0.44932,6.40837,1.92668
-2.8800,0.17062,0.00963,0.15316,0.84759,0.03323,0.39179,0.11943,0.45219,6.56885,2.05997
-2.8600,0.16831,0.00978,0.15197,0.86280,0.03461,0.38649,0.12132,0.44866,6.68673,2.14564
-2.8400,0.16414,0.00983,0.14849,0.87344,0.03504,0.37691,0.12190,0.43839,6.76916,2.17236
-2.8200,0.15836,0.00976,0.14283,0.87977,0.03457,0.36365,0.12098,0.42169,6.81826,2.14353
-2.8000,0.15120,0.00954,0.13539,0.88057,0.03346,0.34720,0.11831,0.39973,6.82439,2.07482
-2.7800,0.14287,0.00917,0.12686,0.87336,0.03200,0.32808,0.11375,0.37455,6.76851,1.98416
-2.7600,0.13377,0.00867,0.11817,0.85596,0.03044,0.30718,0.10745,0.34888,6.63369,1.88717
-2.7400,0.12444,0.00806,0.11028,0.82767,0.02908,0.28574,0.09997,0.32559,6.41444,1.80296
-2.7200,0.11531,0.00743,0.10387,0.78926,0.02847,0.26479,0.09218,0.30665,6.11679,1.76503
-2.7000,0.10652,0.00686,0.09904,0.74261,0.02933,0.24460,0.08502,0.29241,5.75524,1.81859
-2.6800,0.09793,0.00638,0.09540,0.69075,0.03215,0.22488,0.07908,0.28166,5.35327,1.99350
-2.6600,0.08944,0.00600,0.09215,0.63753,0.03652,0.20538,0.07438,0.27207,4.94087,2.26440
-2.6400,0.08106,0.00567,0.08828,0.58593,0.04084,0.18613,0.07026,0.26063,4.54097,2.53225
-2.6200,0.07276,0.00528,0.08269,0.53597,0.04286,0.16707,0.06552,0.24412,4.15373,2.65749
-2.6000,0.06439,0.00476,0.07461,0.48507,0.04089,0.14786,0.05906,0.22028,3.75933,2.53498
-2.5800,0.05584,0.00408,0.06409,0.43083,0.03483,0.12823,0.05053,0.18921,3.33897,2.15938
-2.5600,0.04717,0.00327,0.05206,0.37276,0.02627,0.10831,0.04059,0.15372,2.88892,1.62879
-2.5400,0.03856,0.00246,0.03999,0.31205,0.01755,0.08855,0.03051,0.11807,2.41837,1.08825
-2.5200,0.03028,0.00174,0.02925,0.25047,0.01064,0.06952,0.02153,0.08634,1.94114,0.65971
-2.5000,0.02264,0.00117,0.02092,0.19055,0.00666,0.05200,0.01449,0.06178,1.47672,0.41262
-2.4800,0.01617,0.00079,0.01604,0.13627,0.00619,0.03713,0.00980,0.04735,1.05608,0.38386
-2.4600,0.01146,0.00062,0.01573,0.09261,0.00989,0.02632,0.00767,0.04643,0.71770,0.61306
-2.4400,0.00902,0.00066,0.02114,0.06359,0.01858,0.02071,0.00823,0.06242,0.49280,1.15186
-2.4200,0.00893,0.00091,0.03266,0.05026,0.03258,0.02050,0.01134,0.09644,0.38950,2.01977
-2.4000,0.01067,0.00132,0.04876,0.04980,0.05039,0.02450,0.01633,0.14396,0.38597,3.12425
-2.3800,0.01315,0.00175,0.06544,0.05621,0.06795,0.03021,0.02168,0.19321,0.43567,4.21308
-2.3600,0.01508,0.00205,0.07735,0.06235,0.07960,0.03462,0.02545,0.22837,0.48324,4.93498
-2.3400,0.01554,0.00210,0.08059,0.06284,0.08082,0.03568,0.02610,0.23793,0.48705,5.01113
-2.3200,0.01453,0.00189,0.07540,0.05623,0.07104,0.03336,0.02340,0.22261,0.43578,4.40450
-2.3000,0.01294,0.00150,0.06653,0.04503,0.05399,0.02971,0.01858,0.19643,0.34897,3.34762
-2.2800,0.01204,0.00110,0.06071,0.03367,0.03549,0.02764,0.01359,0.17925,0.26095,2.20025
-2.2600,0.01276,0.00081,0.06318,0.02582,0.02024,0.02931,0.01001,0.18653,0.20010,1.25461
-2.2400,0.01535,0.00068,0.07558,0.02281,0.01016,0.03525,0.00845,0.22315,0.17679,0.62998
-2.2200,0.01941,0.00070,0.09631,0.02391,0.00477,0.04456,0.00870,0.28433,0.18529,0.29575
-2.2000,0.02428,0.00082,0.12215,0.02746,0.00254,0.05575,0.01018,0.36063,0.21281,0.15769
-2.1800,0.02943,0.00100,0.15041,0.03206,0.00208,0.06759,0.01242,0.44406,0.24849,0.12875
-2.1600,0.03475,0.00123,0.18033,0.03716,0.00250,0.07980,0.01522,0.53240,0.28796,0.15498
-2.1400,0.04048,0.00150,0.21315,0.04293,0.00338,0.09296,0.01862,0.62929,0.33269,0.20984
-2.1200,0.04693,0.00182,0.25036,0.04974,0.00453,0.10777,0.02259,0.73917,0.38549,0.28087
-2.1000,0.05397,0.00216,0.29135,0.05744,0.00577,0.12393,0.02684,0.86016,0.44514,0.35752
-2.0800,0.06088,0.00248,0.33233,0.06511,0.00692,0.13979,0.03078,0.98116,0.50458,0.42928
-2.0600,0.06667,0.00273,0.36817,0.07151,0.00786,0.15309,0.03380,1.08699,0.55420,0.48752
-2.0400,0.07074,0.00287,0.39573,0.07585,0.00851,0.16245,0.03558,1.16835,0.58785,0.52770
-2.0200,0.07330,0.00293,0.41601,0.07827,0.00889,0.16832,0.03633,1.22823,0.60663,0.55094
-2.0000,0.07517,0.00295,0.43324,0.07967,0.00909,0.17261,0.03663,1.27909,0.61741,0.56342
-1.9800,0.07721,0.00299,0.45155,0.08097,0.00925,0.17730,0.03712,1.33315,0.62753,0.57353
-1.9600,0.07975,0.00308,0.47217,0.08263,0.00949,0.18314,0.03817,1.39404,0.64037,0.58808
-1.9400,0.08258,0.00322,0.49364,0.08460,0.00983,0.18963,0.03987,1.45741,0.65562,0.60955
-1.9200,0.08541,0.00340,0.51472,0.08690,0.01026,0.19612,0.04212,1.51965,0.67348,0.63619
-1.9000,0.08830,0.00362,0.53669,0.09001,0.01071,0.20277,0.04492,1.58451,0.69759,0.66377
-1.8800,0.09164,0.00389,0.56247,0.09459,0.01108,0.21042,0.04826,1.66063,0.73310,0.68678
-1.8600,0.09558,0.00419,0.59328,0.10082,0.01127,0.21948,0.05192,1.75159,0.78132,0.69873
-1.8400,0.09976,0.00447,0.62658,0.10796,0.01119,0.22908,0.05546,1.84989,0.83669,0.69393
-1.8200,0.10347,0.00471,0.65737,0.11473,0.01083,0.23759,0.05840,1.94081,0.88919,0.67125
-1.8000,0.10617,0.00488,0.68156,0.12001,0.01026,0.24379,0.06054,2.01223,0.93010,0.63643
-1.7800,0.10780,0.00500,0.69774,0.12328,0.00967,0.24754,0.06200,2.06000,0.95542,0.59964
-1.7600,0.10863,0.00508,0.70646,0.12454,0.00919,0.24946,0.06301,2.08574,0.96522,0.56951
-1.7400,0.10892,0.00513,0.70841,0.12397,0.00885,0.25011,0.06362,2.09149,0.96079,0.54878
-1.7200,0.10872,0.00514,0.70385,0.12172,0.00863,0.24966,0.06372,2.07803,0.94332,0.53489
-1.7000,0.10805,0.00510,0.69333,0.11799,0.00845,0.24811,0.06327,2.04699,0.91439,0.52367
-1.6800,0.10699,0.00503,0.67850,0.11317,0.00827,0.24569,0.06239,2.00318,0.87704,0.51283
-1.6600,0.10573,0.00495,0.66176,0.10779,0.00811,0.24279,0.06133,1.95376,0.83534,0.50299
-1.6400,0.10438,0.00486,0.64518,0.10232,0.00802,0.23969,0.06028,1.90483,0.79301,0.49702
-1.6200,0.10291,0.00478,0.62978,0.09711,0.00805,0.23631,0.05921,1.85936,0.75259,0.49897
-1.6000,0.10118,0.00468,0.61550,0.09232,0.00826,0.23235,0.05799,1.81719,0.71546,0.51224
-1.5800,0.09908,0.00455,0.60169,0.08803,0.00867,0.22751,0.05644,1.77642,0.68224,0.53747
-1.5600,0.09657,0.00439,0.58752,0.08424,0.00921,0.22174,0.05450,1.73459,0.65282,0.57074
-1.5400,0.09369,0.00421,0.57223,0.08080,0.00974,0.21514,0.05221,1.68945,0.62620,0.60391
-1.5200,0.09052,0.00401,0.55540,0.07753,0.01012,0.20785,0.04971,1.63976,0.60085,0.62725
-1.5000,0.08716,0.00380,0.53740,0.07429,0.01022,0.20015,0.04714,1.58662,0.57575,0.63354
-1.4800,0.08382,0.00360,0.51960,0.07112,0.01002,0.19247,0.04468,1.53407,0.55121,0.62134
-1.4600,0.08076,0.00343,0.50392,0.06825,0.00960,0.18546,0.04256,1.48777,0.52896,0.59549
-1.4400,0.07822,0.00330,0.49163,0.06594,0.00910,0.17961,0.04091,1.45149,0.51104,0.56415
-1.4200,0.07609,0.00320,0.48194,0.06424,0.00861,0.17472,0.03970,1.42288,0.49790,0.53394
-1.4000,0.07390,0.00312,0.47177,0.06291,0.00817,0.16971,0.03864,1.39286,0.48753,0.50667
-1.3800,0.07106,0.00301,0.45746,0.06151,0.00774,0.16318,0.03736,1.35059,0.47670,0.48006
-1.3600,0.06728,0.00288,0.43756,0.05985,0.00728,0.15449,0.03567,1.29185,0.46382,0.45108
-1.3400,0.06290,0.00272,0.41474,0.05823,0.00676,0.14443,0.03373,1.22446,0.45130,0.41897
-1.3200,0.05881,0.00257,0.39496,0.05740,0.00622,0.13504,0.03191,1.16608,0.44488,0.38577
-1.3000,0.05591,0.00247,0.38426,0.05803,0.00573,0.12839,0.03065,1.13447,0.44976,0.35504
-1.2800,0.05457,0.00243,0.38481,0.06010,0.00532,0.12530,0.03009,1.13611,0.46580,0.32961
-1.2600,0.05437,0.00242,0.39336,0.06269,0.00501,0.12484,0.03004,1.16134,0.48587,0.31038
-1.2400,0.05440,0.00242,0.40292,0.06440,0.00478,0.12491,0.02998,1.18959,0.49907,0.29663
-1.2200,0.05376,0.00237,0.40657,0.06406,0.00464,0.12345,0.02942,1.20035,0.49648,0.28775
-1.2000,0.05200,0.00227,0.40043,0.06132,0.00460,0.11940,0.02809,1.18223,0.47521,0.28492
-1.1800,0.04912,0.00210,0.38449,0.05655,0.00469,0.11280,0.02605,1.13517,0.43827,0.29098
-1.1600,0.04552,0.00190,0.36169,0.05057,0.00498,0.10452,0.02360,1.06786,0.39195,0.30851
-1.1400,0.04176,0.00171,0.33656,0.04428,0.00544,0.09589,0.02116,0.99364,0.34318,0.33729
-1.1200,0.03849,0.00155,0.31364,0.03841,0.00601,0.08838,0.01917,0.92600,0.29764,0.37281
-1.1000,0.03622,0.00144,0.29622,0.03335,0.00657,0.08317,0.01788,0.87456,0.25848,0.40728
-1.0800,0.03525,0.00140,0.28586,0.02917,0.00698,0.08095,0.01737,0.84396,0.22610,0.43307
-1.0600,0.03571,0.00142,0.28331,0.02574,0.00721,0.08200,0.01758,0.83644,0.19947,0.44692
-1.0400,0.03765,0.00149,0.28973,0.02296,0.00729,0.08645,0.01846,0.85539,0.17796,0.45194
-1.0200,0.04112,0.00161,0.30694,0.02094,0.00735,0.09443,0.01995,0.90621,0.16226,0.45572
-1.0000,0.04617,0.00178,0.33649,0.01984,0.00751,0.10601,0.02203,0.99344,0.15374,0.46593
-0.9800,0.05268,0.00198,0.37820,0.01974,0.00784,0.12097,0.02458,1.11660,0.15298,0.48623
-0.9600,0.06030,0.00221,0.42924,0.02050,0.00830,0.13847,0.02735,1.26729,0.15886,0.51451
-0.9400,0.06836,0.00242,0.48428,0.02176,0.00877,0.15699,0.03003,1.42976,0.16866,0.54381
-0.9200,0.07601,0.00260,0.53688,0.02310,0.00911,0.17453,0.03230,1.58507,0.17904,0.56511
-0.9000,0.08240,0.00274,0.58150,0.02416,0.00921,0.18922,0.03398,1.71682,0.18723,0.57097
-0.8800,0.08702,0.00282,0.61496,0.02471,0.00900,0.19983,0.03503,1.81560,0.19152,0.55830
-0.8600,0.08979,0.00287,0.63704,0.02470,0.00854,0.20618,0.03558,1.88080,0.19139,0.52932
-0.8400,0.09107,0.00289,0.65028,0.02417,0.00790,0.20913,0.03587,1.91987,0.18733,0.49005
-0.8200,0.09156,0.00292,0.65896,0.02332,0.00722,0.21025,0.03617,1.94551,0.18072,0.44740
-0.8000,0.09195,0.00296,0.66730,0.02237,0.00656,0.21115,0.03670,1.97012,0.17338,0.40643
-0.7800,0.09261,0.00302,0.67719,0.02152,0.00596,0.21267,0.03746,1.99933,0.16675,0.36928
-0.7600,0.09337,0.00308,0.68721,0.02082,0.00542,0.21442,0.03819,2.02890,0.16132,0.33588
-0.7400,0.09365,0.00311,0.69368,0.02021,0.00493,0.21505,0.03852,2.04801,0.15659,0.30543
-0.7200,0.09290,0.00308,0.69362,0.01958,0.00447,0.21332,0.03815,2.04782,0.15176,0.27736
-0.7000,0.09101,0.00299,0.68742,0.01890,0.00406,0.20899,0.03711,2.02951,0.14647,0.25150
-0.6800,0.08852,0.00288,0.67962,0.01822,0.00368,0.20327,0.03577,2.00650,0.14117,0.22790
-0.6600,0.08631,0.00280,0.67700,0.01765,0.00334,0.19819,0.03468,1.99877,0.13682,0.20687
-0.6400,0.08519,0.00276,0.68524,0.01733,0.00305,0.19563,0.03423,2.02308,0.13433,0.18887
-0.6200,0.08554,0.00278,0.70609,0.01729,0.00281,0.19642,0.03450,2.08464,0.13397,0.17410
-0.6000,0.08718,0.00284,0.73698,0.01745,0.00261,0.20018,0.03526,2.17584,0.13523,0.16200
-0.5800,0.08956,0.00292,0.77256,0.01769,0.00244,0.20566,0.03615,2.28089,0.13712,0.15144
-0.5600,0.09205,0.00297,0.80687,0.01790,0.00228,0.21137,0.03686,2.38219,0.13870,0.14131
-0.5400,0.09397,0.00300,0.83452,0.01799,0.00211,0.21578,0.03717,2.46382,0.13940,0.13105
-0.5200,0.09473,0.00298,0.85132,0.01792,0.00194,0.21753,0.03700,2.51341,0.13889,0.12059
-0.5000,0.09392,0.00293,0.85530,0.01768,0.00177,0.21567,0.03634,2.52518,0.13705,0.11004
-0.4800,0.09151,0.00285,0.84807,0.01729,0.00161,0.21013,0.03531,2.50383,0.13402,0.09960
-0.4600,0.08795,0.00275,0.83487,0.01681,0.00145,0.20197,0.03409,2.46485,0.13025,0.08960
-0.4400,0.08400,0.00266,0.82257,0.01632,0.00130,0.19289,0.03294,2.42853,0.12647,0.08073
-0.4200,0.08029,0.00258,0.81608,0.01592,0.00119,0.18437,0.03198,2.40937,0.12339,0.07387
-0.4000,0.07704,0.00252,0.81572,0.01565,0.00112,0.17691,0.03121,2.40832,0.12125,0.06958
-0.3800,0.07395,0.00245,0.81650,0.01542,0.00109,0.16982,0.03041,2.41061,0.11948,0.06764
-0.3600,0.07040,0.00236,0.80968,0.01505,0.00108,0.16166,0.02930,2.39049,0.11667,0.06682
-0.3400,0.06578,0.00223,0.78630,0.01434,0.00106,0.15106,0.02761,2.32147,0.11113,0.06541
-0.3200,0.05981,0.00204,0.74115,0.01312,0.00100,0.13735,0.02526,2.18816,0.10171,0.06202
-0.3000,0.05270,0.00181,0.67568,0.01144,0.00091,0.12102,0.02239,1.99488,0.08862,0.05625
-0.2800,0.04507,0.00155,0.59760,0.00947,0.00079,0.10349,0.01927,1.76436,0.07343,0.04878
-0.2600,0.03768,0.00131,0.51720,0.00753,0.00066,0.08652,0.01624,1.52697,0.05834,0.04093
-0.2400,0.03112,0.00109,0.44293,0.00583,0.00055,0.07146,0.01352,1.30769,0.04519,0.03385
-0.2200,0.02565,0.00091,0.37890,0.00450,0.00045,0.05890,0.01123,1.11865,0.03484,0.02807
-0.2000,0.02123,0.00075,0.32489,0.00351,0.00038,0.04876,0.00934,0.95920,0.02717,0.02343
-0.1800,0.01764,0.00063,0.27818,0.00278,0.00031,0.04051,0.00778,0.82130,0.02153,0.01946
-0.1600,0.01461,0.00052,0.23563,0.00221,0.00025,0.03356,0.00644,0.69566,0.01715,0.01574
-0.1400,0.01195,0.00042,0.19536,0.00174,0.00020,0.02744,0.00525,0.57678,0.01351,0.01214
-0.1200,0.00957,0.00034,0.15736,0.00134,0.00014,0.02197,0.00416,0.46460,0.01038,0.00879
-0.1000,0.00748,0.00026,0.12291,0.00099,0.00010,0.01717,0.00319,0.36286,0.00770,0.00593
-0.0800,0.00572,0.00019,0.09336,0.00071,0.00006,0.01313,0.00235,0.27564,0.00552,0.00373
-0.0600,0.00429,0.00013,0.06929,0.00050,0.00004,0.00985,0.00167,0.20458,0.00384,0.00219
-0.0400,0.00314,0.00009,0.05027,0.00034,0.00002,0.00722,0.00114,0.14842,0.00260,0.00122
-0.0200,0.00223,0.00006,0.03538,0.00022,0.00001,0.00512,0.00075,0.10446,0.00171,0.00066
0.0000,0.00150,0.00004,0.02378,0.00014,0.00001,0.00345,0.00046,0.07020,0.00109,0.00035
0.0200,0.00094,0.00002,0.01498,0.00008,0.00000,0.00217,0.00027,0.04423,0.00066,0.00018
0.0400,0.00055,0.00001,0.00870,0.00005,0.00000,0.00125,0.00014,0.02568,0.00037,0.00009
0.0600,0.00029,0.00001,0.00458,0.00002,0.00000,0.00066,0.00007,0.01353,0.00019,0.00004
0.0800,0.00013,0.00000,0.00217,0.00001,0.00000,0.00031,0.00003,0.00640,0.00009,0.00002
0.1000,0.00006,0.00000,0.00091,0.00000,0.00000,0.00013,0.00001,0.00269,0.00004,0.00001
0.1200,0.00002,0.00000,0.00034,0.00000,0.00000,0.00005,0.00000,0.00100,0.00001,0.00000
0.1400,0.00001,0.00000,0.00011,0.00000,0.00000,0.00002,0.00000,0.00032,0.00000,0.00000
0.1600,0.00000,0.00000,0.00003,0.00000,0.00000,0.00000,0.00000,0.00009,0.00000,0.00000
0.1800,0.00000,0.00000,0.00001,0.00000,0.00000,0.00000,0.00000,0.00002,0.00000,0.00000
0.2000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
0.2200,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
0.2400,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
0.2600,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
0.2800,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
0.3000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
0.3200,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
0.3400,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
0.3600,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
0.3800,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
0.4000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
0.4200,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
0.4400,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
0.4600,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
0.4800,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
0.5000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
0.5200,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
0.5400,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
0.5600,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
0.5800,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
0.6000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
0.6200,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
0.6400,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
0.6600,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
0.6800,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
0.7000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
0.7200,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
0.7400,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
0.7600,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
0.7800,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
0.8000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
0.8200,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
0.8400,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
0.8600,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
0.8800,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
0.9000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
0.9200,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
0.9400,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
0.9600,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
0.9800,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
1.0000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
1.0200,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
1.0400,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
1.0600,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
1.0800,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
1.1000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
1.1200,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
1.1400,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
1.1600,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
1.1800,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
1.2000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
1.2200,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
1.2400,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
1.2600,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
1.2800,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
1.3000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
1.3200,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
1.3400,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
1.3600,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
1.3800,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
1.4000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
1.4200,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
1.4400,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
1.4600,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
1.4800,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
1.5000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
1.5200,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
1.5400,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
1.5600,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
1.5800,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
1.6000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
1.6200,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
1.6400,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
1.6600,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
1.6800,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
1.7000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
