name,dopant,cation_site,anion_site,concentration,charge_compensation,n_fu_actual,screen_de_per_atom,screen_dV_over_V0,screen_converged,tier2_li_li_disorder_std,tier2_li_li_disorder_mean,tier2_dopant_blocking_fraction,tier2_lattice_angle_dev_deg,tier2_lattice_aspect_ratio,bvs_li_mean,bvs_li_std,bvs_li_proxy_score,migration_volume_fraction,li_mobility_score,anneal_delta_E_meV,anneal_E_post_per_atom,anneal_dV_pct,anneal_converged,eos_B0_GPa,eos_V0_per_atom,eos_Bp,eos_r2,eos_fit_quality_ok,eos_fit_quality_reason,elastic_B_hill_GPa,elastic_G_hill_GPa,elastic_E_young_GPa,elastic_pugh_GoverB,elastic_poisson_nu,sigma_300K_S_cm_NE,sigma_md_Ea_eV,sigma_md_D_300K_cm2s,sigma_md_fit_R2,sigma_md_n_T_points,wad_J_m2_mean,wad_J_m2_std,wad_n_seeds,wad_n_lbfgs_ok,wad_ncm_nx,wad_area_mismatch_pct,sigma_md_sanity_warnings_count,wad_lbfgs_ok_fraction,wad_area_mismatch_severity,rerank_de_pre_anneal,rerank_de_post_anneal,rerank_delta_E_anneal_meV,combined_score,rank_combined,rank_stability_all,axis_set,scored_on,cascade,family,n_scored_in_cascade,combined_score_is_informative,composition_Ag,composition_Al,composition_B,composition_Ba,composition_Br,composition_Ca,composition_Cl,composition_Co,composition_Cr,composition_Cu,composition_F,composition_Fe,composition_Ga,composition_Gd,composition_Ge,composition_Hf,composition_I,composition_In,composition_La,composition_Li,composition_Mg,composition_Mn,composition_Mo,composition_N,composition_Na,composition_Nb,composition_Nd,composition_Ni,composition_O,composition_P,composition_S,composition_Sb,composition_Sc,composition_Si,composition_Sm,composition_Sn,composition_Sr,composition_Ta,composition_Ti,composition_V,composition_W,composition_Y,composition_Zn,composition_Zr
LiBr_x020_cLi48haCl4d_s00,LiBr,Li_48h,Cl_4d,0.25,compound_set,4,-0.3934413802863679,-0.019326310582139836,True,0.14577688052773302,3.060146024779515,0.20833333333333334,2.3373379459381765,1.0420825341851025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,6,stability+modulus+mobility,not_measured_on_stability+modulus+mobility,LiBr_x002,multi_category_2026_05_26_v23,4,False,,,,,1,,3,,,,,,,,,,,,,24,,,,,,,,,,4,20,,,,,,,,,,,,,
LiBr_x020_cLi48haCl4d_s01,LiBr,Li_48h,Cl_4d,0.25,compound_set,4,-0.3754890092202654,-0.001935311646951815,True,0.25391205785412163,3.022015529452046,0.16666666666666666,0.8797071106972426,1.0145902166231444,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,11,stability+modulus+mobility,not_measured_on_stability+modulus+mobility,LiBr_x002,multi_category_2026_05_26_v23,4,False,,,,,1,,3,,,,,,,,,,,,,24,,,,,,,,,,4,20,,,,,,,,,,,,,
LiBr_x020_cLi48haCl4d_s02,LiBr,Li_48h,Cl_4d,0.25,compound_set,4,-0.4173611007506004,-0.13234721014954587,True,0.18912725959325755,2.938110473669523,0.16666666666666666,2.4463932089754876,1.0740220140797516,1.0148149668690785,0.11531968929101333,0.871573801216107,0.132928,1.270357801216107,-780.1234876457818,-4.138687392567341,-3.0530025301517387,True,20.597941617970104,19.9421366920544,9.239002668396488,0.9999092158831339,True,OK,26.743931492790303,20.728479181327454,49.41794493736586,0.7750722509484251,0.19203016548079277,,,,,,,,,,,,0,,,-0.4173611007506004,-0.4489061125473892,-780.1234876457817,0.5965884977739042,1,1,stability+modulus+mobility,measured_subset_stability+modulus+mobility,LiBr_x002,multi_category_2026_05_26_v23,4,True,,,,,1,,3,,,,,,,,,,,,,24,,,,,,,,,,4,20,,,,,,,,,,,,,
LiBr_x020_cLi48haCl4d_s03,LiBr,Li_48h,Cl_4d,0.25,compound_set,4,-0.3803129002734993,-0.11809700000536814,True,0.15189336584801064,3.0318455066705496,0.16666666666666666,1.1388378937206842,1.0565550649005362,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,10,stability+modulus+mobility,not_measured_on_stability+modulus+mobility,LiBr_x002,multi_category_2026_05_26_v23,4,False,,,,,1,,3,,,,,,,,,,,,,24,,,,,,,,,,4,20,,,,,,,,,,,,,
LiBr_x020_cLi48haCl4d_s04,LiBr,Li_48h,Cl_4d,0.25,compound_set,4,-0.38719325723246634,-0.12259391252640592,True,0.22591650716252928,3.02042526590936,0.20833333333333334,2.368382939496607,1.1260306463055862,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,9,stability+modulus+mobility,not_measured_on_stability+modulus+mobility,LiBr_x002,multi_category_2026_05_26_v23,4,False,,,,,1,,3,,,,,,,,,,,,,24,,,,,,,,,,4,20,,,,,,,,,,,,,
LiBr_x020_cLi48haS4a_s00,LiBr,Li_48h,S_4a,0.25,compound_set,4,-0.044848463529110205,-0.010977110963177036,True,1.0910230159877138e-05,2.986614929387647,0.0,2.0986208882696026e-06,1.0000000262255138,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,13,stability+modulus+mobility,not_measured_on_stability+modulus+mobility,LiBr_x002,multi_category_2026_05_26_v23,4,False,,,,,1,,4,,,,,,,,,,,,,24,,,,,,,,,,4,19,,,,,,,,,,,,,
LiBr_x020_cLi48haS4a_s01,LiBr,Li_48h,S_4a,0.25,compound_set,4,-0.04484854630763824,-0.010977144137183795,True,1.064821555185025e-05,2.986613937418158,0.0,1.8206911913067352e-07,1.0000000323832527,1.0108572657863946,0.08347901368278263,0.9065700743699628,0.135936,1.314378074369963,-702.6232123055738,-4.097911490425699,-2.863037688500219,True,15.292735669237091,20.123884406853694,9.38245332907355,0.995422567431919,True,OK,21.892606111505856,18.722581336648194,43.70802628562807,0.8552011232143063,0.16725427706041113,,,,,,,,,,,,0,,,-0.04484854630763824,-0.40813021040574693,-702.623212305574,0.23130541618348768,4,4,stability+modulus+mobility,measured_subset_stability+modulus+mobility,LiBr_x002,multi_category_2026_05_26_v23,4,True,,,,,1,,4,,,,,,,,,,,,,24,,,,,,,,,,4,19,,,,,,,,,,,,,
LiBr_x020_cLi48haS4a_s02,LiBr,Li_48h,S_4a,0.25,compound_set,4,-0.04484839665384577,-0.01097713218458282,True,5.374293057293091e-06,2.986613867288165,0.0,9.755825986594228e-07,1.000000035348589,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,15,stability+modulus+mobility,not_measured_on_stability+modulus+mobility,LiBr_x002,multi_category_2026_05_26_v23,4,False,,,,,1,,4,,,,,,,,,,,,,24,,,,,,,,,,4,19,,,,,,,,,,,,,
LiBr_x020_cLi48haS4a_s03,LiBr,Li_48h,S_4a,0.25,compound_set,4,-0.044848450684165986,-0.010977144624769614,True,7.960963260915883e-06,2.986614275347496,0.0,2.467728656995484e-06,1.0000000384498442,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,14,stability+modulus+mobility,not_measured_on_stability+modulus+mobility,LiBr_x002,multi_category_2026_05_26_v23,4,False,,,,,1,,4,,,,,,,,,,,,,24,,,,,,,,,,4,19,,,,,,,,,,,,,
LiBr_x020_cLi48haS4a_s04,LiBr,Li_48h,S_4a,0.25,compound_set,4,-0.044848301234261534,-0.010977152171795556,True,2.789259793444735e-06,2.986613909887655,0.0,3.127067111712048e-07,1.000000023860207,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,18,stability+modulus+mobility,not_measured_on_stability+modulus+mobility,LiBr_x002,multi_category_2026_05_26_v23,4,False,,,,,1,,4,,,,,,,,,,,,,24,,,,,,,,,,4,19,,,,,,,,,,,,,
LiBr_x050_cLi24gaCl4d_s00,LiBr,Li_24g,Cl_4d,0.25,compound_set,4,-0.38641985780027044,-0.13080698517162193,True,0.18382740209774873,2.9419489679941635,0.20833333333333334,1.059957581064447,1.0336043812664164,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,10,stability+modulus+mobility,not_measured_on_stability+modulus+mobility,LiBr_x005,multi_category_2026_05_26_v23,4,False,,,,,1,,3,,,,,,,,,,,,,24,,,,,,,,,,4,20,,,,,,,,,,,,,
LiBr_x050_cLi24gaCl4d_s01,LiBr,Li_24g,Cl_4d,0.25,compound_set,4,-0.3919797156721363,-0.09859818302041858,True,0.24642227565751965,2.9309565620787246,0.20833333333333334,2.0370099686064567,1.0631273956242344,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,9,stability+modulus+mobility,not_measured_on_stability+modulus+mobility,LiBr_x005,multi_category_2026_05_26_v23,4,False,,,,,1,,3,,,,,,,,,,,,,24,,,,,,,,,,4,20,,,,,,,,,,,,,
LiBr_x050_cLi24gaCl4d_s02,LiBr,Li_24g,Cl_4d,0.25,compound_set,4,-0.4066575969758355,-0.14476415206745644,True,0.2892181310074438,3.0033028681267377,0.20833333333333334,2.2734601373554804,1.1374299413357158,1.0156303681568737,0.08833812859860131,0.8974122607168104,0.100672,1.1994282607168103,-801.6840000242349,-4.160247904130243,-7.250472012577623,True,25.994228083661145,19.154701694459696,4.45972917724173,0.9998615101932152,True,OK,30.414934215894952,16.084472138604564,41.0221113177587,0.5288346844491534,0.2752085043344682,,,,,,,,,,,,0,,,-0.4066575969758355,-0.4704667062771555,-801.6840000242356,0.43113998416991567,2,1,stability+modulus+mobility,measured_subset_stability+modulus+mobility,LiBr_x005,multi_category_2026_05_26_v23,4,True,,,,,1,,3,,,,,,,,,,,,,24,,,,,,,,,,4,20,,,,,,,,,,,,,
LiBr_x050_cLi24gaCl4d_s03,LiBr,Li_24g,Cl_4d,0.25,compound_set,4,-0.3859339973335314,-0.07375106099031495,True,0.20894094620547343,2.9996796614345818,0.25,2.675703981926748,1.1297738097135348,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,11,stability+modulus+mobility,not_measured_on_stability+modulus+mobility,LiBr_x005,multi_category_2026_05_26_v23,4,False,,,,,1,,3,,,,,,,,,,,,,24,,,,,,,,,,4,20,,,,,,,,,,,,,
LiBr_x050_cLi24gaCl4d_s04,LiBr,Li_24g,Cl_4d,0.25,compound_set,4,-0.3787640171640212,-0.07832222140873998,True,0.24722864494473887,3.020742113178018,0.2916666666666667,1.8933462519265827,1.0439747772012813,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,12,stability+modulus+mobility,not_measured_on_stability+modulus+mobility,LiBr_x005,multi_category_2026_05_26_v23,4,False,,,,,1,,3,,,,,,,,,,,,,24,,,,,,,,,,4,20,,,,,,,,,,,,,
LiBr_x050_cLi24gaS4a_s00,LiBr,Li_24g,S_4a,0.25,compound_set,4,-0.044848504510599074,-0.010977130925867287,True,8.560504424786631e-06,2.986614045559558,0.0,2.4693983456799378e-06,1.0000000265040778,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,15,stability+modulus+mobility,not_measured_on_stability+modulus+mobility,LiBr_x005,multi_category_2026_05_26_v23,4,False,,,,,1,,4,,,,,,,,,,,,,24,,,,,,,,,,4,19,,,,,,,,,,,,,
LiBr_x050_cLi24gaS4a_s01,LiBr,Li_24g,S_4a,0.25,compound_set,4,-0.044848621542311395,-0.01097718832963874,True,1.676325384197511e-05,2.986616421065996,0.0,1.1125453850231188e-06,1.0000000445778627,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,13,stability+modulus+mobility,not_measured_on_stability+modulus+mobility,LiBr_x005,multi_category_2026_05_26_v23,4,False,,,,,1,,4,,,,,,,,,,,,,24,,,,,,,,,,4,19,,,,,,,,,,,,,
LiBr_x050_cLi24gaS4a_s02,LiBr,Li_24g,S_4a,0.25,compound_set,4,-0.04484872470963941,-0.01097710246783685,True,1.2404101584247677e-05,2.9866134817442305,0.0,4.227727082039495e-06,1.0000000317662494,1.0189500102521736,0.10980011098606568,0.8733305919906365,0.145472,1.3097465919906364,-697.636331451694,-4.092924616707899,-0.11902460279808336,True,16.068677092107023,20.45777563695585,12.60654906493854,0.9981650756816886,True,OK,21.940805912529953,19.05841289740205,44.337601520753104,0.8686286626562871,0.1632028794694912,,,,,,,,,,,,0,,,-0.04484872470963941,-0.40314341885481175,-697.6363314516938,0.3727662956117265,3,6,stability+modulus+mobility,measured_subset_stability+modulus+mobility,LiBr_x005,multi_category_2026_05_26_v23,4,True,,,,,1,,4,,,,,,,,,,,,,24,,,,,,,,,,4,19,,,,,,,,,,,,,
LiBr_x050_cLi24gaS4a_s03,LiBr,Li_24g,S_4a,0.25,compound_set,4,-0.044848575463622975,-0.010977147379606584,True,7.047402699300163e-06,2.986613811026407,0.0,2.605660843021138e-06,1.0000000057330578,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,14,stability+modulus+mobility,not_measured_on_stability+modulus+mobility,LiBr_x005,multi_category_2026_05_26_v23,4,False,,,,,1,,4,,,,,,,,,,,,,24,,,,,,,,,,4,19,,,,,,,,,,,,,
LiBr_x050_cLi24gaS4a_s04,LiBr,Li_24g,S_4a,0.25,compound_set,4,-0.04484835811901444,-0.01097710630485953,True,8.444464320851959e-06,2.9866139934034597,0.0,2.9094130279663803e-06,1.0000000798164248,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,19,stability+modulus+mobility,not_measured_on_stability+modulus+mobility,LiBr_x005,multi_category_2026_05_26_v23,4,False,,,,,1,,4,,,,,,,,,,,,,24,,,,,,,,,,4,19,,,,,,,,,,,,,
LiBr_x050_cLi48haCl4d_s00,LiBr,Li_48h,Cl_4d,0.25,compound_set,4,-0.42655175938455825,-0.14680189270748992,True,0.13246363887740376,2.9045949768054413,0.25,1.8241854591405928,1.1101883126052419,0.9978103285357952,0.09665481771815292,0.9013671531138777,0.127232,1.2830631531138779,-764.4738465679387,-4.123037761276122,-3.1697024479227975,True,23.33732119236797,19.973341558490578,0.23996127524405372,0.9997969487975391,True,OK,26.175636088619292,23.159556392057347,53.65458519170241,0.8847753045484429,0.15836815445444907,,,,,,,,,,,,0,,,-0.42655175938455825,-0.433256563423035,-764.4738465679391,0.6844150115904022,1,2,stability+modulus+mobility,measured_subset_stability+modulus+mobility,LiBr_x005,multi_category_2026_05_26_v23,4,True,,,,,1,,3,,,,,,,,,,,,,24,,,,,,,,,,4,20,,,,,,,,,,,,,
LiBr_x050_cLi48haCl4d_s01,LiBr,Li_48h,Cl_4d,0.25,compound_set,4,-0.3980561397475033,-0.16257616240166833,True,0.24058853616500517,2.973586274722797,0.16666666666666666,0.9309176848851598,1.145084979597363,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,7,stability+modulus+mobility,not_measured_on_stability+modulus+mobility,LiBr_x005,multi_category_2026_05_26_v23,4,False,,,,,1,,3,,,,,,,,,,,,,24,,,,,,,,,,4,20,,,,,,,,,,,,,
LiBr_x050_cLi48haCl4d_s02,LiBr,Li_48h,Cl_4d,0.25,compound_set,4,-0.39258585746908503,-0.121802147051353,True,0.24987862588122783,2.940500584223044,0.25,1.372817438782536,1.099524398463604,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,8,stability+modulus+mobility,not_measured_on_stability+modulus+mobility,LiBr_x005,multi_category_2026_05_26_v23,4,False,,,,,1,,3,,,,,,,,,,,,,24,,,,,,,,,,4,20,,,,,,,,,,,,,
LiBr_x050_cLi48haCl4d_s03,LiBr,Li_48h,Cl_4d,0.25,compound_set,4,-0.4242894425465997,-0.15302028075327412,True,0.10586928302043634,2.9061114800097094,0.20833333333333334,1.3828543812404168,1.1959693637347555,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,3,stability+modulus+mobility,not_measured_on_stability+modulus+mobility,LiBr_x005,multi_category_2026_05_26_v23,4,False,,,,,1,,3,,,,,,,,,,,,,24,,,,,,,,,,4,20,,,,,,,,,,,,,
LiBr_x050_cLi48haCl4d_s04,LiBr,Li_48h,Cl_4d,0.25,compound_set,4,-0.4117727275107623,-0.21342569469244888,True,0.17759899581906682,2.982298085632958,0.25,1.2055773552032707,1.053763829216584,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,4,stability+modulus+mobility,not_measured_on_stability+modulus+mobility,LiBr_x005,multi_category_2026_05_26_v23,4,False,,,,,1,,3,,,,,,,,,,,,,24,,,,,,,,,,4,20,,,,,,,,,,,,,
LiBr_x050_cLi48haS4a_s00,LiBr,Li_48h,S_4a,0.25,compound_set,4,-0.044848432130358606,-0.010977134175010034,True,7.495260737490294e-06,2.986614427854118,0.0,1.9006308969577174e-06,1.0000000155922242,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,17,stability+modulus+mobility,not_measured_on_stability+modulus+mobility,LiBr_x005,multi_category_2026_05_26_v23,4,False,,,,,1,,4,,,,,,,,,,,,,24,,,,,,,,,,4,19,,,,,,,,,,,,,
LiBr_x050_cLi48haS4a_s01,LiBr,Li_48h,S_4a,0.25,compound_set,4,-0.04484838258557433,-0.010977150518313335,True,5.232499862964084e-06,2.9866157381781213,0.0,2.4731656910607696e-06,1.0000000587326434,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,18,stability+modulus+mobility,not_measured_on_stability+modulus+mobility,LiBr_x005,multi_category_2026_05_26_v23,4,False,,,,,1,,4,,,,,,,,,,,,,24,,,,,,,,,,4,19,,,,,,,,,,,,,
LiBr_x050_cLi48haS4a_s02,LiBr,Li_48h,S_4a,0.25,compound_set,4,-0.044848647028310484,-0.010977169858780831,True,1.126975816119607e-05,2.9866134248338376,0.0,1.4816201580287076e-06,1.0000000568285463,0.9889088881910638,0.11642014258504006,0.8737799744242467,0.149248,1.3215239744242466,-703.1360720291165,-4.098424380120777,-0.7494713417768258,True,23.162310030621537,20.543480345227394,0.7275877302690213,0.9721026466556851,True,OK,16.34080504317201,18.038402437538053,39.558989197323775,1.1038870110671433,0.0965214168578814,,,,,,,,,,,,0,,,-0.044848647028310484,-0.4086431822676899,-703.1360720291162,0.3326767371199575,4,5,stability+modulus+mobility,measured_subset_stability+modulus+mobility,LiBr_x005,multi_category_2026_05_26_v23,4,True,,,,,1,,4,,,,,,,,,,,,,24,,,,,,,,,,4,19,,,,,,,,,,,,,
LiBr_x050_cLi48haS4a_s03,LiBr,Li_48h,S_4a,0.25,compound_set,4,-0.04484830062259837,-0.010977154716993587,True,1.1529079696191714e-05,2.986614229271744,0.0,1.4440154721144118e-06,1.0000000241918354,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,20,stability+modulus+mobility,not_measured_on_stability+modulus+mobility,LiBr_x005,multi_category_2026_05_26_v23,4,False,,,,,1,,4,,,,,,,,,,,,,24,,,,,,,,,,4,19,,,,,,,,,,,,,
LiBr_x050_cLi48haS4a_s04,LiBr,Li_48h,S_4a,0.25,compound_set,4,-0.044848445994742026,-0.010977136960212628,True,1.0225539979093834e-05,2.9866135823113127,0.0,4.38759890235222e-06,1.0000000190430085,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,16,stability+modulus+mobility,not_measured_on_stability+modulus+mobility,LiBr_x005,multi_category_2026_05_26_v23,4,False,,,,,1,,4,,,,,,,,,,,,,24,,,,,,,,,,4,19,,,,,,,,,,,,,
LiBr_x100_cLi24gaCl4d_s00,LiBr,Li_24g,Cl_4d,0.25,compound_set,4,-0.3891739450025513,-0.10130974030589125,True,0.16582256869918807,3.0497930736754224,0.20833333333333334,0.26955818543401083,1.146016348392047,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,8,stability+modulus+mobility,not_measured_on_stability+modulus+mobility,LiBr_x010,multi_category_2026_05_26_v23,4,False,,,,,1,,3,,,,,,,,,,,,,24,,,,,,,,,,4,20,,,,,,,,,,,,,
LiBr_x100_cLi24gaCl4d_s01,LiBr,Li_24g,Cl_4d,0.25,compound_set,4,-0.40297384619418253,-0.15988173040306053,True,0.2133328367428247,3.0384423747034397,0.20833333333333334,1.48481188276821,1.0848362604539192,0.9970455789459569,0.09421371587649761,0.9031102100552244,0.13408,1.3053502100552246,-756.3182536070096,-4.114882136508664,-3.7308984673529575,True,19.657856628137235,19.791664088557717,2.947330869039317,0.9999549013514292,True,OK,23.1858010531389,17.79335328426341,42.506539096181584,0.7674245648655104,0.19444992793389645,,,,,,,,,,,,0,,,-0.40297384619418253,-0.4251009113345843,-756.3182536070094,0.6559307796252196,2,2,stability+modulus+mobility,measured_subset_stability+modulus+mobility,LiBr_x010,multi_category_2026_05_26_v23,4,True,,,,,1,,3,,,,,,,,,,,,,24,,,,,,,,,,4,20,,,,,,,,,,,,,
LiBr_x100_cLi24gaCl4d_s02,LiBr,Li_24g,Cl_4d,0.25,compound_set,4,-0.38978810734566505,-0.10912060325817759,True,0.21466870790212142,2.9651181821266674,0.25,1.4753866862573741,1.05548543535064,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,7,stability+modulus+mobility,not_measured_on_stability+modulus+mobility,LiBr_x010,multi_category_2026_05_26_v23,4,False,,,,,1,,3,,,,,,,,,,,,,24,,,,,,,,,,4,20,,,,,,,,,,,,,
LiBr_x100_cLi24gaCl4d_s03,LiBr,Li_24g,Cl_4d,0.25,compound_set,4,-0.39768971019412547,-0.15597652610157278,True,0.19346653536919997,3.0512178190077606,0.25,1.7636996113012997,1.1044935618445129,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,5,stability+modulus+mobility,not_measured_on_stability+modulus+mobility,LiBr_x010,multi_category_2026_05_26_v23,4,False,,,,,1,,3,,,,,,,,,,,,,24,,,,,,,,,,4,20,,,,,,,,,,,,,
LiBr_x100_cLi24gaCl4d_s04,LiBr,Li_24g,Cl_4d,0.25,compound_set,4,-0.3845787801467315,-0.08250215474261477,True,0.3018255634614223,3.0277532197686443,0.20833333333333334,1.6465794133612166,1.047860896575303,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,10,stability+modulus+mobility,not_measured_on_stability+modulus+mobility,LiBr_x010,multi_category_2026_05_26_v23,4,False,,,,,1,,3,,,,,,,,,,,,,24,,,,,,,,,,4,20,,,,,,,,,,,,,
LiBr_x100_cLi24gaS4a_s00,LiBr,Li_24g,S_4a,0.25,compound_set,4,-0.04484840195493378,-0.010977127749044613,True,1.0347223903106958e-05,2.9866146320148395,0.0,1.3982749104110497e-06,1.000000022329204,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,16,stability+modulus+mobility,not_measured_on_stability+modulus+mobility,LiBr_x010,multi_category_2026_05_26_v23,4,False,,,,,1,,4,,,,,,,,,,,,,24,,,,,,,,,,4,19,,,,,,,,,,,,,
LiBr_x100_cLi24gaS4a_s01,LiBr,Li_24g,S_4a,0.25,compound_set,4,-0.044848367293974345,-0.010977189764295535,True,1.1269926534136808e-05,2.98661476094518,0.0,5.853221925705068e-06,1.0000000292737796,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,17,stability+modulus+mobility,not_measured_on_stability+modulus+mobility,LiBr_x010,multi_category_2026_05_26_v23,4,False,,,,,1,,4,,,,,,,,,,,,,24,,,,,,,,,,4,19,,,,,,,,,,,,,
LiBr_x100_cLi24gaS4a_s02,LiBr,Li_24g,S_4a,0.25,compound_set,4,-0.044848423363174295,-0.010977148635652495,True,9.48555861353244e-06,2.986612908140721,0.0,2.526863705291759e-06,1.0000000490607759,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,15,stability+modulus+mobility,not_measured_on_stability+modulus+mobility,LiBr_x010,multi_category_2026_05_26_v23,4,False,,,,,1,,4,,,,,,,,,,,,,24,,,,,,,,,,4,19,,,,,,,,,,,,,
LiBr_x100_cLi24gaS4a_s03,LiBr,Li_24g,S_4a,0.25,compound_set,4,-0.044848489218998644,-0.010977172688513464,True,1.765247940588739e-05,2.9866152471041283,0.0,3.4291018164728855e-06,1.0000000248028147,1.0057183519758892,0.1477755020886502,0.8473511782698172,0.135104,1.2526631782698172,-673.5377565595493,-4.068826047728506,-1.8674462297226844,True,18.2177906635018,20.476085602202623,4.119039376868822,0.9999404135374809,True,OK,24.58372304307955,15.851935607517662,39.142576167997106,0.6448142773061408,0.23463080904246283,,,,,,,,,,,,0,,,-0.044848489218998644,-0.37904482255442673,-673.5377565595493,0.0554052141901498,4,11,stability+modulus+mobility,measured_subset_stability+modulus+mobility,LiBr_x010,multi_category_2026_05_26_v23,4,True,,,,,1,,4,,,,,,,,,,,,,24,,,,,,,,,,4,19,,,,,,,,,,,,,
LiBr_x100_cLi24gaS4a_s04,LiBr,Li_24g,S_4a,0.25,compound_set,4,-0.04484830837034215,-0.010977149610628555,True,1.3756752254702557e-05,2.986614727653586,0.0,6.163724841980017e-06,1.0000000282610344,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,20,stability+modulus+mobility,not_measured_on_stability+modulus+mobility,LiBr_x010,multi_category_2026_05_26_v23,4,False,,,,,1,,4,,,,,,,,,,,,,24,,,,,,,,,,4,19,,,,,,,,,,,,,
LiBr_x100_cLi48haCl4d_s00,LiBr,Li_48h,Cl_4d,0.25,compound_set,4,-0.40495026327523664,-0.16926476824624181,True,0.24560794528829927,3.0739206392266554,0.20833333333333334,0.9396429007211701,1.0245152960011314,1.021690098477505,0.08873226824717022,0.8915022449117384,0.124608,1.2653262449117384,-773.8014587087681,-4.132365373009175,-4.297293132543432,True,20.037660274091344,19.90376036097081,5.588269750508364,0.9997837830829864,True,OK,30.914410863499263,22.558462635010073,54.434882582193474,0.7297070202830525,0.20652908540212606,,,,,,,,,,,,0,,,-0.40495026327523664,-0.44258414783509537,-773.801458708768,0.81419235721221,1,1,stability+modulus+mobility,measured_subset_stability+modulus+mobility,LiBr_x010,multi_category_2026_05_26_v23,4,True,,,,,1,,3,,,,,,,,,,,,,24,,,,,,,,,,4,20,,,,,,,,,,,,,
LiBr_x100_cLi48haCl4d_s01,LiBr,Li_48h,Cl_4d,0.25,compound_set,4,-0.3757736059799326,-0.04892733500581613,True,0.20197298010372866,2.942457171647355,0.20833333333333334,0.881110899277674,1.17045712447847,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,12,stability+modulus+mobility,not_measured_on_stability+modulus+mobility,LiBr_x010,multi_category_2026_05_26_v23,4,False,,,,,1,,3,,,,,,,,,,,,,24,,,,,,,,,,4,20,,,,,,,,,,,,,
LiBr_x100_cLi48haCl4d_s02,LiBr,Li_48h,Cl_4d,0.25,compound_set,4,-0.3977527767794671,-0.10263832865886108,True,0.15950275441944198,2.989549325805086,0.25,1.308373697531437,1.1508023415642652,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,4,stability+modulus+mobility,not_measured_on_stability+modulus+mobility,LiBr_x010,multi_category_2026_05_26_v23,4,False,,,,,1,,3,,,,,,,,,,,,,24,,,,,,,,,,4,20,,,,,,,,,,,,,
LiBr_x100_cLi48haCl4d_s03,LiBr,Li_48h,Cl_4d,0.25,compound_set,4,-0.39212773489440256,-0.14433061027840802,True,0.19260652500318604,2.94064205390138,0.2916666666666667,0.886216107158774,1.1454950389226273,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,6,stability+modulus+mobility,not_measured_on_stability+modulus+mobility,LiBr_x010,multi_category_2026_05_26_v23,4,False,,,,,1,,3,,,,,,,,,,,,,24,,,,,,,,,,4,20,,,,,,,,,,,,,
