_dir,dopant,concentration,rerank_de_post_anneal,anneal_dV_pct,eos_B0_GPa,eos_fit_quality_ok,elastic_E_young_GPa,elastic_B_hill_GPa,elastic_G_hill_GPa,elastic_poisson_nu,elastic_pugh_GoverB,sigma_300K_S_cm_NE,sigma_md_Ea_eV,wad_J_m2_mean,anneal_converged,combined_score,rank_combined
Ag2O_x002,Ag2O,0.25,-0.5066297773077486,-7.970443970930654,26.462276514687904,True,48.34639867551058,30.07619434452657,19.61968063199342,0.23208933882117017,0.6523325526909263,,,,True,0.85,1
Ag2O_x005,Ag2O,0.25,-0.47729463985756393,-3.8264808758477487,20.24241157470466,True,46.90602601413882,19.45497084605698,21.356530318855278,0.09816588448186193,1.0977415740092817,,,,True,0.7363420865489988,1
Ag2O_x010,Ag2O,0.25,-0.4367372269726091,-0.1661126057099808,20.942224979887488,True,47.04461129986566,24.30394550604191,19.97839747491939,0.1773870091163424,0.8220228057190468,,,,True,0.6711290557994961,1
Al2O3_x002,Al2O3+Clrich,0.25,-0.7690759154800331,-2.3110048879433176,11.48474437710057,True,39.79622704695789,22.93270136164718,16.434192308683812,0.21077526353180104,0.7166269707836722,,,,True,0.7077757383342013,1
Al2O3_x005,Al2O3,0.25,-0.8087238174114422,-4.961716431672433,16.19894530627985,True,47.01752507114749,25.01629529528581,19.809296898630404,0.18675401029499028,0.7918557350241768,,,,True,0.85,1
Al2O3_x010,Al2O3+Clrich,0.25,-0.8177188389631551,-5.724170133464383,16.48700520204591,True,40.83104068556263,21.570258146820102,17.23539567669187,0.18451126540657592,0.7990352066895741,,,,True,0.85,1
AlF3_x002,AlF3,0.25,-0.6351054441067077,-6.986773437788331,17.543457629181734,True,43.76589206019636,22.81647152050117,18.540079774600883,0.18030484745145917,0.8125743613749461,,,,True,0.7000000000000001,1
AlF3_x005,AlF3,0.25,-0.6423776401203378,-4.918612954560483,15.429491213075627,True,47.148899423701884,22.840269906149643,20.39396995520893,0.15595196833315264,0.8928953133657122,,,,True,0.7000000000000001,1
AlF3_x010,AlF3,0.25,-0.6447214478501833,-6.42795871994142,19.692884847434474,True,52.020795493661694,27.205980364278744,22.01816914341788,0.18131519371157193,0.8093135718177454,,,,True,0.7000000000000001,1
B2O3_x002,B2O3+Clrich,0.25,-0.7311663615041235,-5.911851802245715,11.473984294127618,True,39.60514267600956,21.62096995718702,16.575334527912496,0.19470115699068946,0.7666323278157413,,,,True,0.7518905978634549,1
B2O3_x005,B2O3+Clrich,0.25,-0.7447359792462591,-4.779221557139912,14.09148685043494,True,40.79149113626363,22.16759731612541,17.091742024013236,0.19330993525859322,0.7710236603576411,,,,True,0.7455941505247343,1
B2O3_x010,B2O3+Clrich,0.25,-0.8296692679367923,-5.6580948792707115,16.200338178124948,True,43.05766216125512,25.60090671919562,17.651117063549915,0.2196866069788433,0.6894723400681377,,,,True,0.85,1
BaO_x002,BaO,0.25,-0.5774402095385405,-4.789361550489421,23.157374967871174,True,50.360882708230484,26.246269396877246,21.335688159264414,0.180202914766607,0.8129036487678097,,,,True,0.85,1
BaO_x005,BaO,0.25,-0.534980333260382,-3.757662133641701,19.916681475597997,True,45.49051529009878,22.355134846163033,19.59362979908191,0.1608496168543083,0.8764711075963337,,,,True,0.6501059656863867,1
BaO_x010,BaO,0.25,-0.5789853936159655,-4.173791045983124,21.8433742651893,True,48.735395761332896,24.4410091083344,20.86871359321144,0.16766650573963618,0.8538400972198482,,,,True,0.85,1
CaF2_x002,CaF2,0.25,-0.584205456525384,-5.540516651866167,20.712386889788373,True,43.591293234840236,17.418356383522163,20.127129631519537,0.08289890393946908,1.155512563203718,,,,True,0.7000000000000001,1
CaF2_x005,CaF2,0.25,-0.5880514728805148,-4.771771030370447,20.28107436859701,True,46.15432802531738,21.77098682962974,20.1254116893244,0.14666792256975572,0.9244143063801887,,,,True,0.7000000000000001,1
CaF2_x010,CaF2,0.25,-0.5856187703456128,-4.7240394960524315,17.462069880974248,True,49.63770556945699,22.256686171604734,21.99680210966209,0.1282936792810813,0.9883233263056832,,,,True,0.7000000000000001,1
CaO_x002,CaO,0.25,-0.5801100632351353,-5.3977539178289415,23.45568389447135,True,49.08073909179343,25.166751220036637,20.886077071865742,0.17496308480798567,0.8299075589556901,,,,True,0.85,1
CaO_x005,CaO,0.25,-0.5697810677659367,-2.1106132762263723,16.22437730183249,True,39.52125331209217,21.792497142396044,16.49818182636281,0.19774571913555622,0.7570578864166305,,,,True,0.85,1
CaO_x010,CaO,0.25,-0.544944445364123,-5.513622616065064,20.76308034601901,True,46.87207350352405,22.779693173847612,20.25477261514302,0.15706244632144656,0.8891591497991138,,,,True,0.7374781083727812,1
CoO_x002,CoO,0.25,-0.5833551897462184,-5.316758389285365,22.335822747839963,True,49.06627696368478,25.980245234590914,20.698993108036127,0.1852334243407089,0.7967204666904698,,,,True,0.85,1
CoO_x005,CoO,0.25,-0.5682638767632886,-2.6566689512775272,19.88062682817768,True,45.58014822708726,23.365935459674866,19.397759436734543,0.17488177889168416,0.8301726019149271,,,,True,0.85,1
CoO_x010,CoO,0.25,-0.5618503916788504,-7.828377571681693,22.862983459301734,True,49.02384265201803,25.134237851383133,20.862631769978886,0.17491990446197772,0.8300483147067386,,,,True,0.8248919239495336,1
Cr2O3_x002,Cr2O3,0.25,-0.9457833626484806,-1.7845275165419914,13.44797053263745,True,33.84225587372081,21.481555746131512,13.67439366139011,0.23743168113095292,0.6365644007814775,,,,True,0.55,1
Cr2O3_x005,Cr2O3,0.25,-0.8667319602584334,-3.466255759360476,15.840509384414503,True,41.234314671979725,23.987655111326625,16.9897836902666,0.21350322710708622,0.708271967869184,,,,True,0.701137211356909,1
Cr2O3_x010,Cr2O3,0.25,-0.9237952735499344,-2.4915526030243673,18.046540880489978,True,37.41215153522677,21.06103719270544,15.537399175675471,0.20393867442748262,0.7377319090940545,,,,True,0.85,1
CrO3_x002,CrO3,0.25,-0.8031496108110794,-4.040736027435443,16.59330263417255,True,41.34371388181761,23.015556853474394,17.217789721669476,0.2006103730545743,0.7480935539072262,,,,True,0.85,1
CrO3_x005,CrO3,0.25,-0.7303820973496427,-7.796908355917441,14.070598753784328,True,46.51688741896118,24.905898829578888,19.56602672042157,0.18871572863616462,0.7855980968325644,,,,True,0.5804989799964841,1
CrO3_x010,CrO3,0.25,-0.7500852278409065,-6.021276382032807,12.411552044518114,True,42.21080028388729,24.506630678632785,17.40035346612483,0.21292939152252455,0.7100263473304029,,,,True,0.6434567860956082,1
Cu2O_x002,Cu2O,0.25,-0.5122396133151481,-3.7062637127928295,19.3749,True,48.54537382378,23.33463537122267,21.04689866841135,0.15326667811253977,0.9019596121209308,,,,True,0.7767123321128342,1
Cu2O_x005,Cu2O,0.25,-0.5590238017216054,-8.551149680903492,26.090653509577283,True,54.70931263906442,29.49802571980684,22.969981915531886,0.19088715089651387,0.7786955687718581,,,,True,0.85,1
Cu2O_x010,Cu2O,0.25,-0.5403323726908944,-5.254870234590328,18.9122,True,49.7643386153264,22.280140975667088,22.063791270327982,0.1277377039514265,0.9902895719746393,,,,True,0.85,1
Fe2O3_x002,Fe2O3,0.25,-0.767364485344384,-5.929837240690165,16.992209556492103,True,46.049224193711375,26.374115925854007,19.04434593672152,0.208999887597052,0.7220847132947018,,,,True,0.6633623399439729,1
Fe2O3_x005,Fe2O3,0.25,-0.7978561815848981,-5.815276064787461,14.841304422851843,True,44.180259535890244,20.612049253521022,19.330447645709185,0.14276348757233814,0.9378226981680189,,,,True,0.7642965993354031,1
Fe2O3_x010,Fe2O3,0.25,-0.8371073512869671,-7.457934400752636,19.20633180152627,True,47.58096595579551,28.492066320627153,19.473719164198656,0.22167125741626342,0.6834786549019239,,,,True,0.85,1
Ga2O3_x002,Ga2O3,0.25,-0.589924309074584,-2.4205528070060307,14.149128211432544,True,41.00397440399824,21.825346195303,17.273878992463253,0.1868780145411649,0.7914595643931064,,,,True,0.5513264436042036,1
Ga2O3_x005,Ga2O3,0.25,-0.5922996657398971,-2.3606835416925294,16.40493460281543,True,35.785035137038946,13.77851929120332,16.766797991266202,0.06713980676809328,1.2168795236198349,,,,True,0.5585751788629207,1
Ga2O3_x010,Ga2O3,0.25,-0.597162880523118,-3.0519170835930787,13.424753457341685,True,47.463278383021205,25.922875812651654,19.861721346342524,0.19484302380874505,0.7661851057685898,,,,True,0.5644377013019972,1
Gd2O3_x002,Gd2O3,0.25,-1.287645585617331,-4.146006751736795,18.644196466556586,True,45.32743517681836,25.921384085652278,18.752688881232693,0.20855828899772166,0.7234447365645292,,,,True,0.7907429372810378,1
Gd2O3_x005,Gd2O3,0.25,-1.2536755268248099,-4.363162418687392,17.403924361573477,True,45.55077394323908,24.244677693508486,19.189493582549375,0.18686753632368489,0.7914930371578981,,,,True,0.6198741184851093,1
Gd2O3_x010,Gd2O3,0.25,-1.267018336906904,-4.685673573282877,25.91870147613069,True,33.96538554701176,18.221695797281797,14.279185809961886,0.18933201090904578,0.7836364940354218,,,,True,0.6838846278849797,1
GeO2_x002,GeO2,0.25,-0.5153041629153754,-7.257538788578676,22.388697662119785,True,55.48228843267945,30.6697537312496,23.146627250719796,0.19849617466307315,0.7547053508661061,,,,True,0.6715974902875831,1
GeO2_x005,GeO2,0.25,-0.520699095697081,-6.969061927903704,23.57407802240002,True,58.715674946851784,34.087281632570196,24.204364248927625,0.2129150417461014,0.7100702399747975,,,,True,0.6928048225830361,1
GeO2_x010,GeO2,0.25,-0.5341252138760839,-3.2390478313150686,23.908089492517263,True,54.42057990107061,28.871138160188117,22.945964188632686,0.18584208215644052,0.7947717218947068,,,,True,0.7345441119040481,1
HfO2_x002,HfO2,0.25,-0.7689430726980166,-3.867304178575823,18.782109558719565,True,46.986843911854734,25.530744986657716,19.688331562072335,0.19326626950884832,0.7711616551871633,,,,True,0.6019468023820107,1
HfO2_x005,HfO2,0.25,-0.83255954731928,-2.594848240001752,17.59027095398498,True,46.605970412013875,22.231663451359246,20.252834159089602,0.1506036647986082,0.9109904980075317,,,,True,0.6843544270290425,1
HfO2_x010,HfO2,0.25,-0.827618597637422,-6.576383014990922,20.164373203244086,True,47.19896390957573,26.468133130559444,19.62055548143551,0.20279377294476308,0.7412897382921997,,,,True,0.55,1
In2O3_x002,In2O3,0.25,-0.6678796775515075,-3.8912870483510504,14.276391851813075,True,45.3845632094466,25.52991450466243,18.851849809384262,0.20371644343502607,0.7384219718378384,,,,True,0.55,1
In2O3_x005,In2O3,0.25,-0.7056803432900893,-5.663859832788753,17.36330912424644,True,37.33311249903222,22.452866095515546,15.264448117363333,0.22287789941667582,0.6798440810374788,,,,True,0.85,1
In2O3_x010,In2O3,0.25,-0.6200965596934718,-2.8925984752453413,16.730605554995105,True,42.97530047365169,24.34903516823028,17.819675885014846,0.20583844372251026,0.7318432028988688,,,,True,0.7058190057250288,1
La2O3_x002,La2O3,0.25,-0.9280306391871536,-5.300213023216597,22.315428199348126,True,49.937558898737414,27.851449115673347,20.78709726621458,0.20116720144234107,0.7463560398556311,,,,True,0.7923428494365087,1
La2O3_x005,La2O3,0.25,-0.880915676676612,-2.7920888551783665,16.92361472323166,True,46.9485121687217,25.52746182862686,19.668794978648155,0.19347708437877303,0.7704955201065579,,,,True,0.6067051779948152,1
La2O3_x010,La2O3,0.25,-0.8848003218392155,-8.127786139119149,17.040465872963054,True,53.34248466843539,28.138741959982518,22.525421388082478,0.18405076090290778,0.8005127386333398,,,,True,0.6426454549855298,1
LaF3_x002,LaF3,0.25,-0.7259751348722157,-5.882476564964327,19.60490391789872,True,43.852350328909566,25.181377478802254,18.124449662996895,0.20975674142644646,0.7197560847596245,,,,True,0.7000000000000001,1
LaF3_x005,LaF3,0.25,-0.7321363951236819,-6.916493177869361,21.712433369384243,True,36.88829550035716,26.224245000873807,14.573918623151801,0.26555857948037515,0.5557421623641096,,,,True,0.7000000000000001,1
LaF3_x010,LaF3,0.25,-0.7237321516833202,-8.007783908230255,20.3011,True,40.73460607234141,25.846887229815916,16.46063605139013,0.23733390207911495,0.6368517765807331,,,,True,0.7000000000000001,1
Li2O_x002,Li2O,0.25,-0.4669071790103283,-4.31598126190002,23.645553519652225,True,51.18243129768632,27.032346304903925,21.606225731293467,0.18443711396470397,0.7992730445071982,,,,True,0.7807458466596052,1
Li2O_x005,Li2O,0.25,-0.530730103405757,-5.472431330058883,18.4833300603476,True,46.820751978105754,21.533434286972742,20.578524528976445,0.137611977772698,0.9556545535064048,,,,True,0.85,1
Li2O_x010,Li2O,0.25,-0.510592083047777,-5.648104824286856,21.9888,True,47.78924895400516,22.918781190793307,20.73333256515071,0.15247389207297407,0.9046437675961359,,,,True,0.8181589902169953,1
LiF_x002,LiF,0.25,-0.5212911614185582,-7.700297481621761,23.67295432444696,True,62.19180642093455,36.28678219819988,25.60702459859742,0.21435050334471487,0.7056846335597026,,,,True,0.85,1
LiF_x005,LiF,0.25,-0.5151381238274317,-6.776563954024674,17.978498765377104,True,59.96926398340427,35.503939669137935,24.608117554247386,0.21848540123406368,0.6931094910472196,,,,True,0.85,1
LiF_x010,LiF,0.25,-0.5199285952416974,-6.9043979151447115,24.287891673303413,True,52.48174944238062,28.298288006154138,22.034462645458994,0.19090150476613513,0.7786500243642681,,,,True,0.85,1
