frame,t_ps,P_S,S_Li,P_Li,Li_penetrated,B_S,B_Li
435.000,87.000,2.250,4.659,2.875,71.000,3.000,2.000
436.000,87.200,2.250,4.512,2.500,68.000,3.000,2.000
437.000,87.400,2.250,4.390,2.750,71.000,3.000,2.500
438.000,87.600,2.250,4.659,2.500,70.000,3.000,2.500
439.000,87.800,2.250,4.561,3.125,68.000,3.000,2.000
440.000,88.000,2.250,4.659,2.250,68.000,3.000,0.000
441.000,88.200,2.250,4.585,2.625,68.000,3.000,2.000
442.000,88.400,2.250,4.683,2.625,68.000,3.000,1.500
443.000,88.600,2.250,4.610,2.875,68.000,3.000,0.500
444.000,88.800,2.250,4.585,2.750,69.000,3.000,2.000
445.000,89.000,2.250,4.610,3.000,69.000,3.000,2.000
446.000,89.200,2.250,4.512,3.000,70.000,3.000,2.000
447.000,89.400,2.250,4.659,3.000,69.000,3.000,0.500
448.000,89.600,2.250,4.537,2.875,69.000,3.000,2.500
449.000,89.800,2.250,4.683,2.875,68.000,3.000,1.500
450.000,90.000,2.250,4.537,3.000,68.000,3.000,1.500
451.000,90.200,2.250,4.610,2.625,68.000,3.000,1.000
452.000,90.400,2.250,4.634,2.375,69.000,3.000,1.000
453.000,90.600,2.250,4.463,2.375,69.000,3.000,2.000
454.000,90.800,2.250,4.537,2.625,70.000,3.000,1.000
455.000,91.000,2.250,4.463,2.625,71.000,3.000,1.000
456.000,91.200,2.250,4.537,2.500,70.000,3.000,1.000
457.000,91.400,2.250,4.488,3.000,71.000,3.000,1.500
458.000,91.600,2.250,4.488,3.000,70.000,3.000,0.500
459.000,91.800,2.250,4.537,2.750,70.000,3.000,1.000
460.000,92.000,2.250,4.463,3.375,70.000,3.000,1.500
461.000,92.200,2.250,4.659,2.750,70.000,3.000,1.000
462.000,92.400,2.250,4.463,2.875,70.000,3.000,0.500
463.000,92.600,2.250,4.610,3.000,70.000,3.000,1.000
464.000,92.800,2.250,4.488,3.000,71.000,3.000,2.500
465.000,93.000,2.250,4.659,3.000,72.000,3.000,2.000
466.000,93.200,2.250,4.488,3.125,71.000,3.000,2.000
467.000,93.400,2.250,4.537,2.625,70.000,3.000,2.000
468.000,93.600,2.250,4.610,3.250,71.000,3.000,2.500
469.000,93.800,2.250,4.439,2.750,70.000,3.000,1.500
470.000,94.000,2.250,4.561,2.625,70.000,3.000,1.500
471.000,94.200,2.250,4.585,3.250,70.000,3.000,1.500
472.000,94.400,2.250,4.707,2.750,70.000,3.000,1.500
473.000,94.600,2.125,4.756,3.000,70.000,3.000,1.000
474.000,94.800,2.125,4.634,3.375,70.000,3.000,1.000
475.000,95.000,2.125,4.610,2.750,70.000,3.000,2.000
476.000,95.200,2.125,4.512,3.125,70.000,3.000,2.000
477.000,95.400,2.125,4.561,3.000,70.000,3.000,2.000
478.000,95.600,2.125,4.683,3.375,70.000,3.000,1.500
479.000,95.800,2.125,4.659,3.125,71.000,3.000,1.500
480.000,96.000,2.125,4.780,3.500,70.000,3.000,1.000
481.000,96.200,2.125,4.878,3.250,72.000,3.000,1.500
482.000,96.400,2.125,4.610,3.250,72.000,3.000,1.500
483.000,96.600,2.125,4.659,3.250,72.000,3.000,3.000
484.000,96.800,2.125,4.610,3.375,72.000,3.000,2.000
485.000,97.000,2.125,4.707,3.250,72.000,3.000,2.000
486.000,97.200,2.125,4.732,3.375,73.000,3.000,1.500
487.000,97.400,2.125,4.732,3.250,73.000,3.000,1.500
488.000,97.600,2.125,4.683,3.500,74.000,3.000,1.000
489.000,97.800,2.125,4.732,3.125,74.000,3.000,1.500
490.000,98.000,2.125,4.732,3.750,73.000,3.000,1.000
491.000,98.200,2.125,4.829,3.250,74.000,3.000,1.000
492.000,98.400,2.125,4.585,3.000,74.000,3.000,1.000
493.000,98.600,2.125,4.829,3.500,74.000,3.000,1.000
494.000,98.800,2.125,4.780,3.125,73.000,3.000,2.000
495.000,99.000,2.125,4.756,3.375,74.000,3.000,2.500
496.000,99.200,2.125,4.732,3.500,73.000,3.000,0.500
497.000,99.400,2.125,4.683,3.625,73.000,3.000,1.500
498.000,99.600,2.125,4.805,3.375,73.000,3.000,1.500
499.000,99.800,2.125,4.659,2.875,74.000,3.000,1.500
