# LPSCl1.6 (= undoped Li5.4PS4.4Cl1.6) total DOS, VBM-aligned (E-VBM), states/eV, Gaussian sigma=0.15 eV
E_minus_VBM,total_DOS
1.6800,0.3226
1.6900,0.3486
1.7000,0.3756
1.7100,0.4037
1.7200,0.4329
1.7300,0.4631
1.7400,0.4942
1.7500,0.5264
1.7600,0.5594
1.7700,0.5934
1.7800,0.6283
1.7900,0.6640
1.8000,0.7006
1.8100,0.7381
1.8200,0.7765
1.8300,0.8157
1.8400,0.8559
1.8500,0.8969
1.8600,0.9389
1.8700,0.9820
1.8800,1.0260
1.8900,1.0711
1.9000,1.1174
1.9100,1.1648
1.9200,1.2135
1.9300,1.2634
1.9400,1.3148
1.9500,1.3675
1.9600,1.4218
1.9700,1.4776
1.9800,1.5351
1.9900,1.5942
2.0000,1.6551
2.0100,1.7178
2.0200,1.7824
2.0300,1.8489
2.0400,1.9174
2.0500,1.9879
2.0600,2.0607
2.0700,2.1356
2.0800,2.2129
2.0900,2.2925
2.1000,2.3746
2.1100,2.4593
2.1200,2.5466
2.1300,2.6365
2.1400,2.7293
2.1500,2.8250
2.1600,2.9237
2.1700,3.0255
2.1800,3.1305
2.1900,3.2387
2.2000,3.3502
2.2100,3.4652
2.2200,3.5836
2.2300,3.7056
2.2400,3.8311
2.2500,3.9601
2.2600,4.0926
2.2700,4.2286
2.2800,4.3679
2.2900,4.5105
2.3000,4.6562
2.3100,4.8048
2.3200,4.9560
2.3300,5.1097
2.3400,5.2654
2.3500,5.4229
2.3600,5.5817
2.3700,5.7413
2.3800,5.9014
2.3900,6.0614
2.4000,6.2207
2.4100,6.3789
2.4200,6.5353
2.4300,6.6894
2.4400,6.8406
2.4500,6.9883
2.4600,7.1320
2.4700,7.2711
2.4800,7.4052
2.4900,7.5338
2.5000,7.6566
2.5100,7.7731
2.5200,7.8832
2.5300,7.9865
2.5400,8.0831
2.5500,8.1728
2.5600,8.2556
2.5700,8.3318
2.5800,8.4014
2.5900,8.4647
2.6000,8.5221
2.6100,8.5739
2.6200,8.6206
2.6300,8.6627
2.6400,8.7006
2.6500,8.7350
2.6600,8.7663
2.6700,8.7951
2.6800,8.8221
2.6900,8.8476
2.7000,8.8721
2.7100,8.8962
2.7200,8.9202
2.7300,8.9445
2.7400,8.9692
2.7500,8.9945
2.7600,9.0206
2.7700,9.0475
2.7800,9.0752
2.7900,9.1036
2.8000,9.1324
2.8100,9.1616
2.8200,9.1907
2.8300,9.2195
2.8400,9.2476
2.8500,9.2745
2.8600,9.2999
2.8700,9.3234
2.8800,9.3443
2.8900,9.3624
2.9000,9.3771
2.9100,9.3881
2.9200,9.3949
2.9300,9.3971
2.9400,9.3945
2.9500,9.3867
2.9600,9.3736
2.9700,9.3551
2.9800,9.3310
2.9900,9.3014
3.0000,9.2662
3.0100,9.2258
3.0200,9.1803
3.0300,9.1299
3.0400,9.0749
3.0500,9.0158
3.0600,8.9532
3.0700,8.8875
3.0800,8.8195
3.0900,8.7496
3.1000,8.6789
3.1100,8.6079
3.1200,8.5378
3.1300,8.4694
3.1400,8.4037
3.1500,8.3418
3.1600,8.2846
3.1700,8.2335
3.1800,8.1893
3.1900,8.1534
3.2000,8.1268
3.2100,8.1108
3.2200,8.1066
3.2300,8.1151
3.2400,8.1378
3.2500,8.1755
3.2600,8.2293
3.2700,8.3003
3.2800,8.3893
3.2900,8.4972
3.3000,8.6248
3.3100,8.7727
3.3200,8.9414
3.3300,9.1314
3.3400,9.3430
3.3500,9.5763
3.3600,9.8312
3.3700,10.1076
3.3800,10.4052
3.3900,10.7235
3.4000,11.0619
3.4100,11.4195
3.4200,11.7953
3.4300,12.1883
3.4400,12.5971
3.4500,13.0204
3.4600,13.4566
3.4700,13.9040
3.4800,14.3608
3.4900,14.8250
3.5000,15.2948
3.5100,15.7681
3.5200,16.2428
3.5300,16.7170
3.5400,17.1883
3.5500,17.6549
3.5600,18.1146
3.5700,18.5654
3.5800,19.0053
3.5900,19.4324
3.6000,19.8450
3.6100,20.2414
3.6200,20.6202
3.6300,20.9800
3.6400,21.3195
3.6500,21.6377
3.6600,21.9338
3.6700,22.2073
3.6800,22.4577
3.6900,22.6847
3.7000,22.8886
3.7100,23.0695
3.7200,23.2278
3.7300,23.3644
3.7400,23.4800
3.7500,23.5759
3.7600,23.6533
3.7700,23.7136
3.7800,23.7586
3.7900,23.7901
3.8000,23.8099
3.8100,23.8201
3.8200,23.8226
3.8300,23.8197
3.8400,23.8135
3.8500,23.8062
3.8600,23.7998
3.8700,23.7963
3.8800,23.7978
3.8900,23.8061
3.9000,23.8229
3.9100,23.8498
3.9200,23.8882
3.9300,23.9392
3.9400,24.0038
3.9500,24.0828
3.9600,24.1769
3.9700,24.2863
3.9800,24.4111
3.9900,24.5511
4.0000,24.7060
4.0100,24.8753
4.0200,25.0582
4.0300,25.2537
4.0400,25.4607
4.0500,25.6779
4.0600,25.9040
4.0700,26.1374
4.0800,26.3763
4.0900,26.6192
4.1000,26.8643
4.1100,27.1098
4.1200,27.3538
4.1300,27.5945
4.1400,27.8301
4.1500,28.0589
4.1600,28.2789
4.1700,28.4887
4.1800,28.6865
4.1900,28.8707
4.2000,29.0401
4.2100,29.1932
4.2200,29.3287
4.2300,29.4456
4.2400,29.5430
4.2500,29.6199
4.2600,29.6756
4.2700,29.7094
4.2800,29.7208
4.2900,29.7096
4.3000,29.6754
4.3100,29.6183
4.3200,29.5382
4.3300,29.4352
4.3400,29.3097
4.3500,29.1619
4.3600,28.9926
4.3700,28.8023
4.3800,28.5918
4.3900,28.3618
4.4000,28.1135
4.4100,27.8476
4.4200,27.5653
4.4300,27.2678
4.4400,26.9561
4.4500,26.6316
4.4600,26.2954
4.4700,25.9488
4.4800,25.5931
4.4900,25.2296
4.5000,24.8595
4.5100,24.4841
4.5200,24.1047
4.5300,23.7226
4.5400,23.3389
4.5500,22.9549
4.5600,22.5718
4.5700,22.1908
4.5800,21.8130
4.5900,21.4398
4.6000,21.0721
4.6100,20.7111
4.6200,20.3580
4.6300,20.0139
4.6400,19.6799
4.6500,19.3573
4.6600,19.0470
4.6700,18.7503
4.6800,18.4682
4.6900,18.2018
4.7000,17.9521
4.7100,17.7200
4.7200,17.5065
4.7300,17.3125
4.7400,17.1385
4.7500,16.9853
4.7600,16.8534
4.7700,16.7435
4.7800,16.6557
4.7900,16.5906
4.8000,16.5482
4.8100,16.5284
4.8200,16.5312
4.8300,16.5561
4.8400,16.6028
4.8500,16.6708
4.8600,16.7595
4.8700,16.8682
4.8800,16.9959
4.8900,17.1417
4.9000,17.3045
4.9100,17.4832
4.9200,17.6767
4.9300,17.8838
4.9400,18.1033
4.9500,18.3338
4.9600,18.5740
4.9700,18.8229
4.9800,19.0791
4.9900,19.3413
5.0000,19.6084
5.0100,19.8793
5.0200,20.1529
5.0300,20.4281
5.0400,20.7039
5.0500,20.9795
5.0600,21.2539
5.0700,21.5263
5.0800,21.7962
5.0900,22.0627
5.1000,22.3254
5.1100,22.5837
5.1200,22.8370
5.1300,23.0848
5.1400,23.3268
5.1500,23.5627
5.1600,23.7921
5.1700,24.0148
5.1800,24.2304
5.1900,24.4387
5.2000,24.6395
5.2100,24.8327
5.2200,25.0179
5.2300,25.1952
5.2400,25.3645
5.2500,25.5257
5.2600,25.6785
5.2700,25.8231
5.2800,25.9594
5.2900,26.0875
5.3000,26.2075
5.3100,26.3194
5.3200,26.4235
5.3300,26.5198
5.3400,26.6086
5.3500,26.6900
5.3600,26.7644
5.3700,26.8321
5.3800,26.8935
5.3900,26.9489
5.4000,26.9987
5.4100,27.0434
5.4200,27.0831
5.4300,27.1186
5.4400,27.1500
5.4500,27.1779
