# LPSCl1.6 (= undoped Li5.4PS4.4Cl1.6) total DOS, VBM-aligned (E-VBM), states/eV, Gaussian sigma=0.15 eV
E_minus_VBM,total_DOS
5.4600,27.2027
5.4700,27.2247
5.4800,27.2441
5.4900,27.2614
5.5000,27.2769
5.5100,27.2908
5.5200,27.3034
5.5300,27.3148
5.5400,27.3252
5.5500,27.3347
5.5600,27.3434
5.5700,27.3513
5.5800,27.3585
5.5900,27.3649
5.6000,27.3706
5.6100,27.3756
5.6200,27.3798
5.6300,27.3832
5.6400,27.3858
5.6500,27.3875
5.6600,27.3883
