"# lpscl16 element PDOS normalized. _perTOT = /total atoms (62); _perEL = /count of that element {'Li': 27, 'P': 5, 'S': 22, 'Cl': 8}"
E_minus_VBM,Li_perTOT,P_perTOT,S_perTOT,Cl_perTOT,Li_perEL,P_perEL,S_perEL,Cl_perEL
-4.3500,0.01221,0.05637,0.11862,0.00903,0.02803,0.69898,0.33430,0.06997
-4.3400,0.01151,0.05221,0.10991,0.00935,0.02642,0.64738,0.30975,0.07243
-4.3300,0.01087,0.04821,0.10157,0.00977,0.02495,0.59786,0.28624,0.07569
-4.3200,0.01029,0.04440,0.09360,0.01030,0.02363,0.55054,0.26379,0.07982
-4.3100,0.00978,0.04076,0.08604,0.01095,0.02247,0.50548,0.24246,0.08490
-4.3000,0.00935,0.03732,0.07887,0.01174,0.02146,0.46278,0.22228,0.09101
-4.2900,0.00898,0.03407,0.07213,0.01267,0.02062,0.42244,0.20326,0.09823
-4.2800,0.00869,0.03101,0.06579,0.01375,0.01996,0.38450,0.18542,0.10658
-4.2700,0.00848,0.02814,0.05988,0.01499,0.01946,0.34896,0.16876,0.11615
-4.2600,0.00834,0.02547,0.05439,0.01639,0.01914,0.31582,0.15328,0.12701
-4.2500,0.00828,0.02299,0.04931,0.01796,0.01901,0.28506,0.13896,0.13921
-4.2400,0.00830,0.02070,0.04464,0.01971,0.01905,0.25662,0.12580,0.15276
-4.2300,0.00839,0.01859,0.04036,0.02165,0.01927,0.23046,0.11375,0.16776
-4.2200,0.00856,0.01665,0.03648,0.02376,0.01967,0.20648,0.10280,0.18418
-4.2100,0.00881,0.01489,0.03296,0.02607,0.02024,0.18466,0.09290,0.20208
-4.2000,0.00914,0.01329,0.02981,0.02857,0.02099,0.16484,0.08400,0.22143
-4.1900,0.00954,0.01185,0.02699,0.03126,0.02191,0.14696,0.07607,0.24227
-4.1800,0.01001,0.01056,0.02450,0.03415,0.02300,0.13092,0.06905,0.26462
-4.1700,0.01056,0.00940,0.02232,0.03722,0.02424,0.11658,0.06289,0.28845
-4.1600,0.01117,0.00838,0.02042,0.04048,0.02565,0.10388,0.05755,0.31370
-4.1500,0.01185,0.00747,0.01879,0.04392,0.02720,0.09266,0.05295,0.34036
-4.1400,0.01259,0.00668,0.01741,0.04754,0.02890,0.08282,0.04907,0.36843
-4.1300,0.01338,0.00599,0.01627,0.05134,0.03073,0.07428,0.04584,0.39785
-4.1200,0.01424,0.00539,0.01533,0.05530,0.03270,0.06688,0.04321,0.42857
-4.1100,0.01515,0.00488,0.01460,0.05943,0.03479,0.06056,0.04113,0.46059
-4.1000,0.01612,0.00445,0.01404,0.06373,0.03701,0.05522,0.03956,0.49388
-4.0900,0.01713,0.00409,0.01365,0.06818,0.03933,0.05072,0.03846,0.52836
-4.0800,0.01819,0.00379,0.01340,0.07278,0.04177,0.04700,0.03777,0.56404
-4.0700,0.01929,0.00355,0.01330,0.07754,0.04430,0.04396,0.03747,0.60090
-4.0600,0.02044,0.00335,0.01331,0.08244,0.04694,0.04154,0.03751,0.63891
-4.0500,0.02164,0.00320,0.01344,0.08750,0.04968,0.03966,0.03788,0.67809
-4.0400,0.02287,0.00309,0.01367,0.09270,0.05251,0.03826,0.03854,0.71846
-4.0300,0.02415,0.00300,0.01400,0.09807,0.05544,0.03726,0.03945,0.76002
-4.0200,0.02546,0.00295,0.01441,0.10359,0.05847,0.03662,0.04062,0.80281
-4.0100,0.02682,0.00293,0.01491,0.10927,0.06159,0.03628,0.04201,0.84688
-4.0000,0.02822,0.00292,0.01547,0.11514,0.06481,0.03620,0.04361,0.89230
-3.9900,0.02967,0.00293,0.01612,0.12119,0.06813,0.03638,0.04542,0.93919
-3.9800,0.03116,0.00296,0.01683,0.12743,0.07156,0.03674,0.04742,0.98756
-3.9700,0.03271,0.00300,0.01760,0.13388,0.07510,0.03726,0.04961,1.03755
-3.9600,0.03430,0.00306,0.01845,0.14054,0.07876,0.03796,0.05199,1.08921
-3.9500,0.03594,0.00313,0.01935,0.14744,0.08254,0.03876,0.05454,1.14268
-3.9400,0.03764,0.00320,0.02032,0.15460,0.08644,0.03968,0.05726,1.19811
-3.9300,0.03940,0.00328,0.02135,0.16200,0.09048,0.04068,0.06016,1.25551
-3.9200,0.04122,0.00337,0.02244,0.16968,0.09465,0.04176,0.06324,1.31504
-3.9100,0.04310,0.00346,0.02359,0.17765,0.09896,0.04292,0.06649,1.37675
-3.9000,0.04504,0.00356,0.02481,0.18591,0.10342,0.04416,0.06991,1.44081
-3.8900,0.04704,0.00366,0.02609,0.19447,0.10802,0.04544,0.07352,1.50716
-3.8800,0.04911,0.00377,0.02743,0.20335,0.11277,0.04678,0.07730,1.57593
-3.8700,0.05124,0.00388,0.02883,0.21253,0.11767,0.04816,0.08125,1.64711
-3.8600,0.05344,0.00400,0.03030,0.22203,0.12271,0.04960,0.08538,1.72076
-3.8500,0.05569,0.00412,0.03182,0.23184,0.12789,0.05106,0.08967,1.79679
-3.8400,0.05801,0.00424,0.03340,0.24197,0.13321,0.05256,0.09413,1.87525
-3.8300,0.06038,0.00436,0.03504,0.25241,0.13866,0.05410,0.09875,1.95615
-3.8200,0.06281,0.00449,0.03674,0.26314,0.14423,0.05568,0.10354,2.03930
-3.8100,0.06528,0.00462,0.03849,0.27415,0.14991,0.05730,0.10847,2.12469
-3.8000,0.06780,0.00475,0.04029,0.28544,0.15569,0.05892,0.11354,2.21212
-3.7900,0.07035,0.00489,0.04213,0.29697,0.16156,0.06058,0.11874,2.30152
-3.7800,0.07294,0.00502,0.04402,0.30874,0.16750,0.06224,0.12405,2.39274
-3.7700,0.07555,0.00515,0.04594,0.32073,0.17350,0.06392,0.12946,2.48563
-3.7600,0.07819,0.00529,0.04789,0.33291,0.17954,0.06560,0.13497,2.58005
-3.7500,0.08083,0.00543,0.04988,0.34526,0.18561,0.06730,0.14056,2.67577
-3.7400,0.08348,0.00556,0.05188,0.35776,0.19169,0.06898,0.14621,2.77266
-3.7300,0.08612,0.00570,0.05391,0.37040,0.19777,0.07064,0.15192,2.87059
-3.7200,0.08876,0.00583,0.05594,0.38313,0.20382,0.07230,0.15765,2.96924
-3.7100,0.09138,0.00596,0.05799,0.39594,0.20983,0.07394,0.16341,3.06850
-3.7000,0.09397,0.00610,0.06003,0.40880,0.21578,0.07558,0.16918,3.16819
-3.6900,0.09653,0.00622,0.06208,0.42170,0.22166,0.07718,0.17495,3.26815
-3.6800,0.09906,0.00635,0.06412,0.43461,0.22746,0.07876,0.18069,3.36822
-3.6700,0.10154,0.00648,0.06614,0.44752,0.23316,0.08030,0.18640,3.46825
-3.6600,0.10397,0.00660,0.06815,0.46040,0.23874,0.08182,0.19207,3.56810
-3.6500,0.10635,0.00672,0.07015,0.47325,0.24421,0.08332,0.19769,3.66765
-3.6400,0.10867,0.00684,0.07212,0.48604,0.24954,0.08476,0.20324,3.76677
-3.6300,0.11093,0.00695,0.07406,0.49876,0.25473,0.08618,0.20871,3.86537
-3.6200,0.11312,0.00706,0.07597,0.51140,0.25976,0.08756,0.21410,3.96335
-3.6100,0.11525,0.00717,0.07785,0.52394,0.26464,0.08890,0.21940,4.06056
-3.6000,0.11730,0.00727,0.07970,0.53638,0.26935,0.09020,0.22460,4.15696
-3.5900,0.11927,0.00738,0.08150,0.54870,0.27389,0.09146,0.22970,4.25246
-3.5800,0.12118,0.00747,0.08327,0.56090,0.27826,0.09268,0.23467,4.34697
-3.5700,0.12300,0.00757,0.08499,0.57295,0.28244,0.09386,0.23953,4.44038
-3.5600,0.12475,0.00766,0.08667,0.58485,0.28645,0.09500,0.24425,4.53257
-3.5500,0.12641,0.00775,0.08830,0.59658,0.29027,0.09610,0.24885,4.62346
-3.5400,0.12799,0.00784,0.08988,0.60812,0.29389,0.09716,0.25329,4.71291
-3.5300,0.12948,0.00792,0.09140,0.61946,0.29733,0.09816,0.25758,4.80079
-3.5200,0.13089,0.00799,0.09286,0.63057,0.30056,0.09912,0.26171,4.88692
-3.5100,0.13221,0.00807,0.09427,0.64144,0.30359,0.10004,0.26567,4.97115
-3.5000,0.13343,0.00814,0.09561,0.65204,0.30640,0.10090,0.26945,5.05328
-3.4900,0.13457,0.00820,0.09689,0.66233,0.30900,0.10170,0.27304,5.13309
-3.4800,0.13560,0.00826,0.09809,0.67230,0.31139,0.10244,0.27643,5.21035
-3.4700,0.13654,0.00831,0.09921,0.68191,0.31354,0.10310,0.27960,5.28482
-3.4600,0.13738,0.00836,0.10026,0.69113,0.31546,0.10370,0.28255,5.35624
-3.4500,0.13811,0.00841,0.10122,0.69991,0.31713,0.10424,0.28526,5.42429
-3.4400,0.13873,0.00844,0.10210,0.70822,0.31856,0.10468,0.28773,5.48869
-3.4300,0.13923,0.00847,0.10288,0.71602,0.31972,0.10502,0.28993,5.54913
-3.4200,0.13962,0.00849,0.10356,0.72326,0.32061,0.10528,0.29186,5.60526
-3.4100,0.13989,0.00850,0.10414,0.72991,0.32123,0.10544,0.29350,5.65680
-3.4000,0.14003,0.00851,0.10462,0.73592,0.32156,0.10550,0.29484,5.70340
-3.3900,0.14005,0.00850,0.10499,0.74126,0.32160,0.10544,0.29587,5.74476
-3.3800,0.13993,0.00849,0.10524,0.74588,0.32133,0.10526,0.29659,5.78056
-3.3700,0.13969,0.00846,0.10538,0.74974,0.32076,0.10496,0.29698,5.81051
-3.3600,0.13930,0.00843,0.10540,0.75282,0.31987,0.10454,0.29704,5.83436
-3.3500,0.13878,0.00839,0.10530,0.75507,0.31867,0.10398,0.29676,5.85182
-3.3400,0.13811,0.00833,0.10508,0.75647,0.31715,0.10328,0.29614,5.86268
-3.3300,0.13731,0.00826,0.10474,0.75699,0.31530,0.10246,0.29518,5.86670
-3.3200,0.13636,0.00819,0.10428,0.75661,0.31313,0.10152,0.29387,5.86372
-3.3100,0.13528,0.00810,0.10369,0.75531,0.31064,0.10042,0.29222,5.85363
-3.3000,0.13405,0.00800,0.10299,0.75307,0.30782,0.09920,0.29023,5.83627
-3.2900,0.13269,0.00789,0.10216,0.74989,0.30469,0.09784,0.28790,5.81164
-3.2800,0.13118,0.00777,0.10122,0.74576,0.30124,0.09636,0.28525,5.77965
-3.2700,0.12955,0.00764,0.10016,0.74069,0.29748,0.09476,0.28228,5.74035
-3.2600,0.12778,0.00750,0.09900,0.73468,0.29343,0.09306,0.27899,5.69377
-3.2500,0.12589,0.00736,0.09773,0.72774,0.28909,0.09122,0.27541,5.63999
-3.2400,0.12388,0.00720,0.09635,0.71989,0.28446,0.08930,0.27154,5.57913
-3.2300,0.12175,0.00704,0.09488,0.71114,0.27957,0.08728,0.26739,5.51131
-3.2200,0.11950,0.00687,0.09331,0.70152,0.27441,0.08516,0.26297,5.43675
-3.2100,0.11715,0.00669,0.09166,0.69105,0.26902,0.08298,0.25831,5.35566
-3.2000,0.11470,0.00651,0.08993,0.67978,0.26339,0.08072,0.25343,5.26829
-3.1900,0.11216,0.00632,0.08811,0.66773,0.25755,0.07842,0.24832,5.17490
-3.1800,0.10953,0.00613,0.08623,0.65494,0.25151,0.07604,0.24302,5.07578
-3.1700,0.10681,0.00594,0.08429,0.64145,0.24528,0.07364,0.23754,4.97120
-3.1600,0.10403,0.00574,0.08229,0.62730,0.23887,0.07120,0.23190,4.86154
-3.1500,0.10117,0.00554,0.08024,0.61253,0.23232,0.06874,0.22612,4.74711
-3.1400,0.09826,0.00534,0.07814,0.59720,0.22563,0.06626,0.22022,4.62830
-3.1300,0.09529,0.00514,0.07602,0.58135,0.21882,0.06378,0.21424,4.50546
-3.1200,0.09228,0.00494,0.07387,0.56503,0.21191,0.06130,0.20818,4.37897
-3.1100,0.08924,0.00475,0.07170,0.54829,0.20491,0.05884,0.20207,4.24925
-3.1000,0.08616,0.00455,0.06953,0.53118,0.19785,0.05638,0.19595,4.11666
-3.0900,0.08306,0.00435,0.06735,0.51376,0.19074,0.05394,0.18982,3.98163
-3.0800,0.07995,0.00416,0.06519,0.49607,0.18360,0.05154,0.18373,3.84455
-3.0700,0.07684,0.00396,0.06306,0.47817,0.17645,0.04916,0.17770,3.70585
-3.0600,0.07373,0.00378,0.06095,0.46012,0.16931,0.04682,0.17178,3.56594
-3.0500,0.07064,0.00359,0.05890,0.44197,0.16221,0.04454,0.16599,3.42524
-3.0400,0.06757,0.00341,0.05691,0.42376,0.15516,0.04230,0.16038,3.28414
-3.0300,0.06453,0.00323,0.05499,0.40556,0.14819,0.04010,0.15498,3.14309
-3.0200,0.06154,0.00306,0.05317,0.38741,0.14131,0.03798,0.14984,3.00246
-3.0100,0.05859,0.00290,0.05145,0.36938,0.13454,0.03590,0.14499,2.86271
-3.0000,0.05571,0.00273,0.04985,0.35151,0.12792,0.03388,0.14048,2.72419
-2.9900,0.05289,0.00258,0.04839,0.33385,0.12145,0.03194,0.13636,2.58731
-2.9800,0.05015,0.00242,0.04708,0.31645,0.11516,0.03006,0.13267,2.45245
-2.9700,0.04749,0.00228,0.04594,0.29935,0.10906,0.02826,0.12945,2.31995
-2.9600,0.04493,0.00214,0.04498,0.28260,0.10318,0.02652,0.12677,2.19017
-2.9500,0.04248,0.00200,0.04423,0.26626,0.09754,0.02486,0.12466,2.06351
-2.9400,0.04013,0.00188,0.04371,0.25035,0.09215,0.02328,0.12318,1.94023
-2.9300,0.03790,0.00176,0.04342,0.23492,0.08703,0.02178,0.12236,1.82062
-2.9200,0.03580,0.00164,0.04338,0.22000,0.08220,0.02036,0.12226,1.70499
-2.9100,0.03382,0.00153,0.04362,0.20562,0.07766,0.01902,0.12293,1.59356
-2.9000,0.03198,0.00143,0.04414,0.19181,0.07344,0.01776,0.12439,1.48656
-2.8900,0.03028,0.00134,0.04495,0.17860,0.06953,0.01658,0.12668,1.38417
-2.8800,0.02872,0.00125,0.04608,0.16601,0.06596,0.01550,0.12986,1.28660
-2.8700,0.02731,0.00117,0.04753,0.15406,0.06272,0.01448,0.13395,1.19398
-2.8600,0.02605,0.00109,0.04932,0.14275,0.05983,0.01356,0.13899,1.10635
-2.8500,0.02495,0.00103,0.05145,0.13211,0.05728,0.01272,0.14499,1.02388
-2.8400,0.02399,0.00096,0.05393,0.12214,0.05509,0.01196,0.15199,0.94655
-2.8300,0.02319,0.00091,0.05678,0.11282,0.05324,0.01128,0.16001,0.87438
-2.8200,0.02253,0.00086,0.05998,0.10418,0.05174,0.01068,0.16905,0.80736
-2.8100,0.02203,0.00082,0.06356,0.09619,0.05059,0.01016,0.17913,0.74547
-2.8000,0.02168,0.00078,0.06752,0.08885,0.04978,0.00972,0.19028,0.68863
-2.7900,0.02147,0.00075,0.07185,0.08215,0.04930,0.00934,0.20248,0.63670
-2.7800,0.02141,0.00073,0.07655,0.07607,0.04916,0.00906,0.21572,0.58955
-2.7700,0.02148,0.00071,0.08162,0.07059,0.04933,0.00882,0.23003,0.54709
-2.7600,0.02169,0.00070,0.08707,0.06569,0.04981,0.00866,0.24539,0.50913
-2.7500,0.02203,0.00069,0.09289,0.06135,0.05059,0.00856,0.26177,0.47549
-2.7400,0.02250,0.00069,0.09906,0.05754,0.05166,0.00852,0.27918,0.44596
-2.7300,0.02308,0.00069,0.10560,0.05423,0.05301,0.00856,0.29760,0.42030
-2.7200,0.02379,0.00070,0.11248,0.05140,0.05462,0.00862,0.31700,0.39837
-2.7100,0.02460,0.00071,0.11971,0.04902,0.05648,0.00876,0.33737,0.37990
-2.7000,0.02551,0.00072,0.12727,0.04705,0.05859,0.00894,0.35868,0.36468
-2.6900,0.02653,0.00074,0.13516,0.04547,0.06091,0.00918,0.38091,0.35241
-2.6800,0.02763,0.00076,0.14336,0.04426,0.06345,0.00944,0.40402,0.34303
-2.6700,0.02883,0.00079,0.15187,0.04337,0.06619,0.00976,0.42799,0.33615
-2.6600,0.03010,0.00081,0.16066,0.04279,0.06911,0.01010,0.45278,0.33164
-2.6500,0.03145,0.00085,0.16974,0.04249,0.07221,0.01050,0.47837,0.32926
-2.6400,0.03287,0.00088,0.17909,0.04243,0.07547,0.01092,0.50470,0.32884
-2.6300,0.03435,0.00092,0.18869,0.04260,0.07887,0.01138,0.53176,0.33011
-2.6200,0.03589,0.00096,0.19853,0.04295,0.08240,0.01186,0.55949,0.33287
-2.6100,0.03748,0.00100,0.20860,0.04349,0.08606,0.01236,0.58786,0.33706
-2.6000,0.03912,0.00104,0.21888,0.04419,0.08982,0.01288,0.61684,0.34244
-2.5900,0.04080,0.00108,0.22935,0.04502,0.09369,0.01344,0.64636,0.34890
-2.5800,0.04252,0.00113,0.24001,0.04597,0.09763,0.01400,0.67640,0.35629
-2.5700,0.04427,0.00118,0.25084,0.04703,0.10165,0.01460,0.70691,0.36446
-2.5600,0.04605,0.00123,0.26181,0.04817,0.10573,0.01520,0.73784,0.37329
-2.5500,0.04785,0.00128,0.27292,0.04937,0.10987,0.01582,0.76915,0.38264
-2.5400,0.04966,0.00133,0.28415,0.05065,0.11404,0.01644,0.80079,0.39250
-2.5300,0.05150,0.00138,0.29548,0.05197,0.11825,0.01710,0.83272,0.40274
-2.5200,0.05333,0.00143,0.30690,0.05332,0.12247,0.01774,0.86489,0.41325
-2.5100,0.05518,0.00148,0.31839,0.05472,0.12671,0.01840,0.89727,0.42407
-2.5000,0.05703,0.00154,0.32993,0.05614,0.13095,0.01906,0.92980,0.43509
-2.4900,0.05887,0.00159,0.34151,0.05758,0.13519,0.01974,0.96244,0.44626
-2.4800,0.06071,0.00165,0.35312,0.05904,0.13941,0.02042,0.99515,0.45753
-2.4700,0.06254,0.00170,0.36474,0.06050,0.14361,0.02110,1.02790,0.46886
-2.4600,0.06436,0.00176,0.37635,0.06197,0.14779,0.02178,1.06062,0.48024
-2.4500,0.06616,0.00181,0.38795,0.06344,0.15193,0.02246,1.09330,0.49164
-2.4400,0.06795,0.00187,0.39950,0.06490,0.15603,0.02314,1.12588,0.50301
-2.4300,0.06971,0.00192,0.41102,0.06637,0.16008,0.02384,1.15832,0.51438
-2.4200,0.07145,0.00198,0.42247,0.06783,0.16408,0.02452,1.19059,0.52569
-2.4100,0.07317,0.00203,0.43384,0.06929,0.16802,0.02522,1.22264,0.53696
-2.4000,0.07486,0.00209,0.44512,0.07073,0.17190,0.02592,1.25444,0.54817
-2.3900,0.07652,0.00215,0.45630,0.07217,0.17571,0.02660,1.28594,0.55930
-2.3800,0.07815,0.00220,0.46735,0.07359,0.17946,0.02730,1.31708,0.57031
-2.3700,0.07975,0.00226,0.47826,0.07500,0.18312,0.02800,1.34784,0.58121
-2.3600,0.08131,0.00231,0.48902,0.07639,0.18671,0.02868,1.37815,0.59199
-2.3500,0.08283,0.00237,0.49960,0.07776,0.19021,0.02938,1.40797,0.60261
-2.3400,0.08432,0.00242,0.50999,0.07911,0.19361,0.03006,1.43724,0.61308
-2.3300,0.08576,0.00248,0.52016,0.08043,0.19693,0.03074,1.46590,0.62334
-2.3200,0.08716,0.00253,0.53009,0.08173,0.20014,0.03142,1.49390,0.63338
-2.3100,0.08851,0.00259,0.53976,0.08299,0.20325,0.03210,1.52115,0.64316
-2.3000,0.08981,0.00264,0.54915,0.08421,0.20624,0.03278,1.54760,0.65266
-2.2900,0.09107,0.00270,0.55822,0.08540,0.20911,0.03344,1.57316,0.66182
-2.2800,0.09226,0.00275,0.56695,0.08653,0.21186,0.03410,1.59777,0.67064
-2.2700,0.09340,0.00280,0.57532,0.08762,0.21448,0.03476,1.62136,0.67905
-2.2600,0.09448,0.00285,0.58330,0.08865,0.21695,0.03540,1.64384,0.68702
-2.2500,0.09549,0.00290,0.59085,0.08961,0.21928,0.03602,1.66513,0.69451
-2.2400,0.09644,0.00295,0.59796,0.09051,0.22145,0.03664,1.68516,0.70149
-2.2300,0.09731,0.00300,0.60459,0.09134,0.22346,0.03724,1.70385,0.70790
-2.2200,0.09811,0.00305,0.61072,0.09209,0.22530,0.03782,1.72112,0.71373
-2.2100,0.09884,0.00310,0.61632,0.09276,0.22696,0.03838,1.73691,0.71893
-2.2000,0.09948,0.00314,0.62138,0.09335,0.22844,0.03892,1.75115,0.72345
-2.1900,0.10004,0.00318,0.62586,0.09385,0.22973,0.03942,1.76379,0.72730
-2.1800,0.10052,0.00322,0.62975,0.09425,0.23082,0.03992,1.77476,0.73042
-2.1700,0.10091,0.00325,0.63305,0.09456,0.23171,0.04036,1.78404,0.73282
-2.1600,0.10121,0.00329,0.63572,0.09477,0.23241,0.04078,1.79159,0.73447
-2.1500,0.10142,0.00332,0.63778,0.09488,0.23289,0.04118,1.79738,0.73535
-2.1400,0.10154,0.00335,0.63921,0.09490,0.23317,0.04154,1.80140,0.73547
-2.1300,0.10157,0.00337,0.64001,0.09482,0.23324,0.04184,1.80367,0.73485
-2.1200,0.10151,0.00340,0.64019,0.09464,0.23310,0.04212,1.80418,0.73346
-2.1100,0.10136,0.00342,0.63976,0.09437,0.23276,0.04236,1.80297,0.73134
-2.1000,0.10113,0.00343,0.63874,0.09400,0.23223,0.04256,1.80007,0.72850
-2.0900,0.10081,0.00345,0.63713,0.09354,0.23149,0.04272,1.79554,0.72496
-2.0800,0.10041,0.00345,0.63495,0.09300,0.23057,0.04284,1.78942,0.72078
-2.0700,0.09993,0.00346,0.63225,0.09238,0.22946,0.04292,1.78180,0.71598
-2.0600,0.09937,0.00346,0.62904,0.09169,0.22819,0.04296,1.77275,0.71059
-2.0500,0.09875,0.00346,0.62536,0.09093,0.22675,0.04296,1.76237,0.70468
-2.0400,0.09805,0.00346,0.62124,0.09010,0.22516,0.04292,1.75076,0.69826
-2.0300,0.09730,0.00345,0.61672,0.08922,0.22343,0.04284,1.73802,0.69142
-2.0200,0.09649,0.00345,0.61183,0.08829,0.22156,0.04274,1.72426,0.68421
-2.0100,0.09563,0.00344,0.60663,0.08731,0.21959,0.04260,1.70960,0.67668
-2.0000,0.09472,0.00342,0.60115,0.08631,0.21751,0.04242,1.69416,0.66887
-1.9900,0.09378,0.00340,0.59544,0.08527,0.21534,0.04222,1.67806,0.66085
-1.9800,0.09280,0.00339,0.58953,0.08422,0.21309,0.04198,1.66141,0.65268
-1.9700,0.09179,0.00337,0.58348,0.08315,0.21078,0.04174,1.64435,0.64440
-1.9600,0.09076,0.00334,0.57731,0.08207,0.20841,0.04146,1.62697,0.63606
-1.9500,0.08971,0.00332,0.57108,0.08100,0.20601,0.04118,1.60940,0.62772
-1.9400,0.08865,0.00330,0.56481,0.07993,0.20357,0.04086,1.59174,0.61944
-1.9300,0.08759,0.00327,0.55855,0.07887,0.20112,0.04054,1.57409,0.61121
-1.9200,0.08651,0.00324,0.55232,0.07782,0.19866,0.04022,1.55655,0.60311
-1.9100,0.08544,0.00322,0.54617,0.07680,0.19620,0.03988,1.53921,0.59518
-1.9000,0.08437,0.00319,0.54012,0.07580,0.19374,0.03954,1.52216,0.58742
-1.8900,0.08331,0.00316,0.53420,0.07482,0.19131,0.03920,1.50546,0.57986
-1.8800,0.08226,0.00313,0.52842,0.07388,0.18890,0.03886,1.48919,0.57254
-1.8700,0.08123,0.00311,0.52281,0.07296,0.18652,0.03852,1.47339,0.56545
-1.8600,0.08020,0.00308,0.51739,0.07208,0.18417,0.03818,1.45810,0.55860
-1.8500,0.07920,0.00305,0.51217,0.07123,0.18186,0.03784,1.44338,0.55200
-1.8400,0.07821,0.00303,0.50715,0.07040,0.17960,0.03752,1.42924,0.54564
-1.8300,0.07724,0.00300,0.50234,0.06961,0.17737,0.03720,1.41570,0.53951
-1.8200,0.07630,0.00297,0.49776,0.06885,0.17520,0.03688,1.40277,0.53363
-1.8100,0.07537,0.00295,0.49339,0.06812,0.17307,0.03658,1.39046,0.52794
-1.8000,0.07446,0.00293,0.48924,0.06741,0.17099,0.03628,1.37877,0.52245
-1.7900,0.07358,0.00290,0.48531,0.06673,0.16897,0.03600,1.36769,0.51714
-1.7800,0.07272,0.00288,0.48159,0.06606,0.16699,0.03572,1.35720,0.51196
-1.7700,0.07188,0.00286,0.47806,0.06541,0.16506,0.03544,1.34727,0.50691
-1.7600,0.07106,0.00284,0.47473,0.06477,0.16318,0.03518,1.33788,0.50195
-1.7500,0.07026,0.00282,0.47158,0.06413,0.16135,0.03494,1.32900,0.49702
-1.7400,0.06949,0.00280,0.46860,0.06350,0.15957,0.03468,1.32059,0.49214
-1.7300,0.06873,0.00278,0.46577,0.06287,0.15783,0.03446,1.31262,0.48724
-1.7200,0.06800,0.00276,0.46308,0.06223,0.15614,0.03422,1.30505,0.48229
-1.7100,0.06728,0.00274,0.46053,0.06158,0.15450,0.03400,1.29785,0.47728
-1.7000,0.06659,0.00272,0.45809,0.06092,0.15290,0.03378,1.29099,0.47215
-1.6900,0.06591,0.00271,0.45576,0.06024,0.15135,0.03356,1.28442,0.46689
-1.6800,0.06525,0.00269,0.45353,0.05954,0.14984,0.03334,1.27813,0.46146
-1.6700,0.06462,0.00267,0.45139,0.05882,0.14839,0.03314,1.27209,0.45585
-1.6600,0.06401,0.00266,0.44932,0.05807,0.14698,0.03294,1.26626,0.45003
-1.6500,0.06342,0.00264,0.44733,0.05729,0.14563,0.03274,1.26065,0.44399
-1.6400,0.06285,0.00262,0.44541,0.05648,0.14433,0.03254,1.25525,0.43769
-1.6300,0.06231,0.00261,0.44356,0.05563,0.14308,0.03234,1.25004,0.43114
-1.6200,0.06179,0.00259,0.44179,0.05475,0.14189,0.03214,1.24504,0.42434
-1.6100,0.06130,0.00258,0.44010,0.05384,0.14077,0.03194,1.24029,0.41726
-1.6000,0.06085,0.00256,0.43850,0.05290,0.13972,0.03174,1.23578,0.40994
-1.5900,0.06042,0.00255,0.43700,0.05191,0.13874,0.03156,1.23154,0.40234
-1.5800,0.06003,0.00253,0.43562,0.05090,0.13784,0.03138,1.22765,0.39451
-1.5700,0.05968,0.00252,0.43437,0.04986,0.13704,0.03120,1.22414,0.38645
-1.5600,0.05936,0.00250,0.43327,0.04880,0.13631,0.03102,1.22105,0.37817
-1.5500,0.05909,0.00249,0.43236,0.04770,0.13570,0.03084,1.21846,0.36971
-1.5400,0.05887,0.00247,0.43164,0.04659,0.13519,0.03068,1.21645,0.36109
-1.5300,0.05870,0.00246,0.43115,0.04546,0.13479,0.03052,1.21507,0.35232
-1.5200,0.05857,0.00245,0.43092,0.04432,0.13450,0.03038,1.21441,0.34346
-1.5100,0.05851,0.00244,0.43097,0.04316,0.13435,0.03024,1.21456,0.33453
-1.5000,0.05850,0.00243,0.43134,0.04201,0.13433,0.03012,1.21559,0.32555
-1.4900,0.05855,0.00242,0.43205,0.04085,0.13445,0.03000,1.21759,0.31659
-1.4800,0.05866,0.00241,0.43312,0.03970,0.13471,0.02992,1.22062,0.30765
-1.4700,0.05884,0.00241,0.43460,0.03855,0.13512,0.02984,1.22477,0.29878
-1.4600,0.05909,0.00240,0.43649,0.03742,0.13568,0.02978,1.23012,0.29002
-1.4500,0.05940,0.00240,0.43884,0.03631,0.13640,0.02974,1.23672,0.28141
-1.4400,0.05978,0.00240,0.44164,0.03522,0.13727,0.02972,1.24462,0.27298
-1.4300,0.06023,0.00240,0.44493,0.03416,0.13830,0.02972,1.25389,0.26475
-1.4200,0.06074,0.00240,0.44871,0.03313,0.13949,0.02974,1.26455,0.25675
-1.4100,0.06133,0.00240,0.45300,0.03213,0.14083,0.02980,1.27663,0.24901
-1.4000,0.06198,0.00241,0.45780,0.03117,0.14231,0.02986,1.29015,0.24158
-1.3900,0.06269,0.00242,0.46311,0.03025,0.14395,0.02996,1.30512,0.23442
-1.3800,0.06346,0.00243,0.46893,0.02937,0.14573,0.03008,1.32152,0.22760
-1.3700,0.06430,0.00244,0.47525,0.02853,0.14764,0.03024,1.33935,0.22112
-1.3600,0.06519,0.00245,0.48208,0.02774,0.14969,0.03040,1.35858,0.21497
-1.3500,0.06613,0.00247,0.48938,0.02699,0.15184,0.03060,1.37915,0.20919
